key	forename	family_name	clan_name	other_name	weight	unique	art_set_override	is_male	voiceover_actor	min_rounds_to_stay_in_a_pool	max_rounds_to_stay_in_a_pool	max_rounds_in_all_pools_before_destroyed	spawn_age_range	min_spawn_round	max_spawn_round	can_be_born	ai_skill_generation	subtype
ironic_template_historical_lady_woo_ironic_hero_metal	7654344	0	0	0	100.0000	true	3k_main_art_set_historical_lady_woo	false	vo_actor_group_generic_female_metal_general	2	999	999	3k_mod_age_fixed_historical_lady_woo_ironic_hero_metal	-1	-1	false	default_character_skill_selection_policy	3k_general_metal
ironic_template_historical_an_ryu_ironic_hero_wood	7654349	7654348	0	0	100.0000	true	3k_mod_art_set_historical_an_ryu_general	true	vo_actor_group_generic_male_wood_general	2	999	999	3k_mod_age_fixed_historical_an_ryu_ironic_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_historical_eul_paso_ironic_hero_water	7654345	7654339	0	0	100.0000	true	3k_main_art_set_historical_eul_paso	true	vo_actor_group_generic_male_water_general	2	999	999	3k_mod_age_fixed_historical_eul_paso_ironic_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_jwa_garyeo_ironic_hero_metal	7654357	7654359	0	0	100.0000	true	3k_mod_art_set_historical_jwa_garyeo_general	true	vo_actor_group_generic_male_metal_general	2	999	999	3k_mod_age_fixed_historical_jwa_garyeo_ironic_hero_metal	-1	-1	false	default_character_skill_selection_policy	3k_general_metal
ironic_template_historical_eo_biryu_ironic_hero_water	7654358	7654360	0	0	100.0000	true	3k_mod_art_set_historical_eo_biryu_general	true	vo_actor_group_generic_male_water_general	2	999	999	3k_mod_age_fixed_historical_eo_biryu_ironic_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_myeongrim_eosu_ironic_hero_water	7654404	8550019	0	0	100.0000	true	3k_mod_art_set_historical_myeongrim_eosu_general	true	vo_actor_group_generic_male_water_general	2	999	999	3k_mod_age_fixed_historical_myeongrim_eosu_ironic_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_go_uru_ironic_hero_earth	7654352	7654341	0	0	100.0000	true	3k_mod_art_set_historical_go_uru_general	true	vo_actor_group_generic_male_earth_general	2	999	999	3k_mod_age_fixed_historical_go_uru_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_mil_u_ironic_hero_metal	7654351	7654350	0	0	100.0000	true	3k_main_art_set_historical_mil_u	true	vo_actor_group_generic_male_metal_general	2	999	999	3k_mod_age_fixed_historical_mil_u_ironic_hero_metal	-1	-1	false	default_character_skill_selection_policy	3k_general_metal
ironic_template_historical_yu_yu_ironic_hero_metal	7654401	7654400	0	0	100.0000	true	3k_main_art_set_historical_yu_yu	true	vo_actor_group_generic_male_metal_general	2	999	999	3k_mod_age_fixed_historical_yu_yu_ironic_hero_metal	-1	-1	false	default_character_skill_selection_policy	3k_general_metal
ironic_template_historical_yu_okgu_ironic_hero_fire	7654402	8550022	0	0	100.0000	true	3k_main_art_set_historical_yu_okgu	true	vo_actor_group_generic_male_fire_general	2	999	999	3k_mod_age_fixed_historical_yu_okgu_ironic_hero_fire	-1	-1	false	default_character_skill_selection_policy	3k_general_fire
ironic_template_historical_go_yeonbul_ironic_hero_earth	7654419	7654341	0	0	100.0000	true	3k_mod_art_set_historical_go_yeonbul_general	true	vo_actor_group_generic_male_earth_general	2	999	999	3k_mod_age_fixed_historical_go_yeonbul_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_hu_nyeo_ironic_hero_water	7654406	0	0	0	100.0000	true	3k_mod_art_set_historical_hu_nyeo_general	false	vo_actor_group_generic_female_water_general	2	999	999	3k_mod_age_fixed_historical_hu_nyeo_ironic_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_deuk_rae_ironic_hero_earth	7654408	7654407	0	0	100.0000	true	3k_mod_art_set_historical_deuk_rae_general	true	vo_actor_group_generic_male_earth_general	2	999	999	3k_mod_age_fixed_historical_deuk_rae_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_seok_naehae_ironic_hero_earth	7654371	7654412	0	0	100.0000	true	3k_main_art_set_historical_seok_naehae	true	vo_actor_group_generic_male_earth_general	2	999	999	3k_mod_age_fixed_historical_seok_naehae_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_lady_sulye_ironic_hero_earth	7654391	0	0	0	100.0000	true	3k_main_art_set_historical_lady_sulye	false	vo_actor_group_generic_female_earth_general	2	999	999	3k_mod_age_fixed_historical_lady_sulye_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_seok_jobun_ironic_hero_water	7654372	7654412	0	0	100.0000	true	3k_mod_art_set_historical_seok_jobun_general	true	vo_actor_group_generic_male_water_general	2	999	999	3k_mod_age_fixed_historical_seok_jobun_ironic_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_seok_cheomhae_ironic_hero_fire	7654373	7654412	0	0	100.0000	true	3k_mod_art_set_historical_seok_cheomhae_general	true	vo_actor_group_generic_male_fire_general	2	999	999	3k_mod_age_fixed_historical_seok_cheomhae_ironic_hero_fire	-1	-1	false	default_character_skill_selection_policy	3k_general_fire
ironic_template_historical_seok_naeeum_ironic_hero_wood	7654374	7654412	0	0	100.0000	true	3k_mod_art_set_historical_seok_naeeum_general	true	vo_actor_group_generic_male_wood_general	2	999	999	3k_mod_age_fixed_historical_seok_naeeum_ironic_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_historical_seok_uro_ironic_hero_earth	7654375	7654412	0	0	100.0000	true	3k_mod_art_set_historical_seok_uro_general	true	vo_actor_group_generic_male_earth_general	2	999	999	3k_mod_age_fixed_historical_seok_uro_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_seok_aihye_ironic_hero_water	7654376	7654381	0	0	100.0000	true	3k_mod_art_set_historical_seok_aihye_general	false	vo_actor_group_generic_female_water_general	2	999	999	3k_mod_age_fixed_historical_seok_aihye_ironic_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_lady_seok_ironic_hero_water	7654382	7654381	0	0	100.0000	true	3k_main_art_set_historical_lady_seok	false	vo_actor_group_generic_female_water_general	2	999	999	3k_mod_age_fixed_historical_lady_seok_ironic_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_kim_gudo_ironic_hero_earth	7654383	7654416	0	0	100.0000	true	3k_main_art_set_historical_kim_gudo	true	vo_actor_group_generic_male_earth_general	2	999	999	3k_mod_age_fixed_historical_kim_gudo_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_kim_michu_ironic_hero_earth	7654396	7654416	0	0	100.0000	true	3k_mod_art_set_historical_kim_michu_general	true	vo_actor_group_generic_male_earth_general	2	999	999	3k_mod_age_fixed_historical_kim_michu_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_kim_malgu_ironic_hero_wood	7654397	7654416	0	0	100.0000	true	3k_mod_art_set_historical_kim_malgu_general	true	vo_actor_group_generic_male_wood_general	2	999	999	3k_mod_age_fixed_historical_kim_malgu_ironic_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_historical_mul_gyeja_ironic_hero_wood	7654378	7654377	0	0	100.0000	true	3k_mod_art_set_historical_mul_gyeja_general	true	vo_actor_group_generic_male_wood_general	2	999	999	3k_mod_age_fixed_historical_mul_gyeja_ironic_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_historical_gu_suhye_ironic_hero_metal	7654385	7654384	0	0	100.0000	true	3k_mod_art_set_historical_gu_suhye_general	true	vo_actor_group_generic_male_metal_general	2	999	999	3k_mod_age_fixed_historical_gu_suhye_ironic_hero_metal	-1	-1	false	default_character_skill_selection_policy	3k_general_metal
ironic_template_historical_chung_hweon_ironic_hero_fire	7654389	7654388	0	0	100.0000	true	3k_mod_art_set_historical_chung_hweon_general	true	vo_actor_group_generic_male_fire_general	2	999	999	3k_mod_age_fixed_historical_chung_hweon_ironic_hero_fire	-1	-1	false	default_character_skill_selection_policy	3k_general_fire
ironic_template_historical_yeon_jin_ironic_hero_wood	8550544	7654390	0	0	100.0000	true	3k_mod_art_set_historical_yeon_jin_general	true	vo_actor_group_generic_male_wood_general	2	999	999	3k_mod_age_fixed_historical_yeon_jin_ironic_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_historical_heung_seon_ironic_hero_wood	8550477	7654387	0	0	100.0000	true	3k_mod_art_set_historical_heung_seon_general	true	vo_actor_group_generic_male_wood_general	2	999	999	3k_mod_age_fixed_historical_heung_seon_ironic_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_historical_seol_bu_ironic_hero_earth	8550548	8550023	0	0	100.0000	true	3k_mod_art_set_historical_seol_bu_general	true	vo_actor_group_generic_male_earth_general	2	999	999	3k_mod_age_fixed_historical_seol_bu_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_seol_ji_ironic_hero_fire	7654405	8550023	0	0	100.0000	true	3k_mod_art_set_historical_seol_ji_general	true	vo_actor_group_generic_male_fire_general	2	999	999	3k_mod_age_fixed_historical_seol_ji_ironic_hero_fire	-1	-1	false	default_character_skill_selection_policy	3k_general_fire
ironic_template_historical_guk_ryang_ironic_hero_earth	8550589	8550031	0	0	100.0000	true	3k_mod_art_set_historical_guk_ryang_general	true	vo_actor_group_generic_male_earth_general	2	999	999	3k_mod_age_fixed_historical_guk_ryang_ironic_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_sul_myeong_ironic_hero_water	8550083	8550847	0	0	100.0000	true	3k_mod_art_set_historical_sul_myeong_general	true	vo_actor_group_generic_male_water_general	2	999	999	3k_mod_age_fixed_historical_sul_myeong_ironic_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_hwon_gyeon_ironic_hero_fire	8550857	8550848	0	0	100.0000	true	3k_mod_art_set_historical_hwon_gyeon_general	true	vo_actor_group_generic_male_fire_general	2	999	999	3k_mod_age_fixed_historical_hwon_gyeon_ironic_hero_fire	-1	-1	false	default_character_skill_selection_policy	3k_general_fire
ironic_template_historical_yun_jong_ironic_hero_water	8550858	8550849	0	0	100.0000	true	3k_mod_art_set_historical_yun_jong_general	true	vo_actor_group_generic_male_water_general	2	999	999	3k_mod_age_fixed_historical_yun_jong_ironic_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_gang_hwon_ironic_hero_wood	8550859	8550066	0	0	100.0000	true	3k_mod_art_set_historical_gang_hwon_general	true	vo_actor_group_generic_male_wood_general	2	999	999	3k_mod_age_fixed_historical_gang_hwon_ironic_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_ancestral_seok_goljeong	7654369	7654412	0	0	100.0000	true	3k_korea_art_set_generic_male_03_general_wood	true	vo_actor_group_generic_male_wood_general	2	999	999	3k_mod_age_fixed_generated_seok_imae_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_ancestral_seok_imae	7654370	7654412	0	0	100.0000	true	3k_korea_art_set_generic_male_05_general_wood	true	vo_actor_group_generic_male_wood_general	2	999	999	3k_mod_age_fixed_generated_seok_goljeong_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_ancestral_go_baekgo	7654353	7654341	0	0	50.5000	true	3k_korea_art_set_generic_male_12_general_earth	true	vo_actor_group_generic_any_male_earth_general	2	6	999	3k_mod_age_fixed_generated_go_baekgo_hero_wood	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_ancestral_woo_so	8550494	7654356	0	0	50.5000	true	3k_korea_art_set_generic_male_15_general_earth	true	vo_actor_group_generic_any_male_earth_general	2	6	999	3k_mod_age_fixed_generated_woo_so_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
