auto_id	initial_data_stage	category	slot_index	equipped_ceo	target
1377928107	3k_main_ceo_initial_data_character_historical_QIianman_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
1383098465	3k_mtu_ceo_initial_data_character_historical_lady_ma_yunlu_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_mtu_ancillary_weapon_mothers_bow	character_equipment
143371977	3k_main_ceo_initial_data_character_historical_mike_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
1447943856	3k_main_ceo_initial_data_character_historical_nanlou_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
1470372798	3k_dlc04_ceo_initial_data_character_historical_liu_chong_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_dlc04_ancillary_weapon_crossbow_prince_liu_chong_unique	character_equipment
1548611449	3k_main_ceo_initial_data_character_historical_tadun_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
155438819	3k_main_ceo_initial_data_character_historical_zhang_lu_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_ironic_ancillary_accessory_scripture_of_rice_pecks	character_equipment
1704577374	3k_main_ceo_initial_data_character_historical_Kuitou_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
1716803457	3k_main_ceo_initial_data_character_historical_huang_she_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_crossbow_refined	character_equipment
1728672440	3k_main_ceo_initial_data_character_historical_gan_ji_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_ironic_ancillary_accessory_drunken_bottle	character_equipment
1729420981	3k_main_ceo_initial_data_character_historical_tuoba_jiefan_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
1780337715	3k_mtu_ceo_initial_data_character_historical_huang_zu_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_composite_bow_refined	character_equipment
181256030	3k_mtu_ceo_initial_data_character_historical_lady_lu_zheng_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_mtu_ancillary_weapon_wind_of_taiyuan	character_equipment
1893665095	3k_main_ceo_initial_data_character_historical_tuoba_liwei_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
1895673543	3k_main_ceo_initial_data_character_historical_huang_zhong_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_bow_huang_zhong_faction	character_equipment
1904098371	3k_main_ceo_initial_data_character_historical_gan_ning_ancillaries	3k_main_ceo_category_ancillary_accessory	0	ironic_ancillary_accessory_gan_ning_bow_unique	character_equipment
1906193073	3k_main_ceo_initial_data_character_historical_xun_yu_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_mtu_ancillary_accessory_empty_lunchpail	character_equipment
1906909996	3k_mtu_ceo_initial_data_character_historical_huang_zu_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_composite_bow_exceptional	character_equipment
2061600005	3k_dlc06_initial_data_stage_character_ancillaries_historical_nanman_king_duosi	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_composite_bow_common	character_equipment
2111377732	3k_main_ceo_initial_data_character_historical_qubei_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
2113405175	3k_main_ceo_initial_data_character_historical_Chenglugui_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
2125049283	3k_main_ceo_initial_data_character_historical_lu_gong_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_crossbow_common	character_equipment
235904723	3k_dlc05_ceo_initial_data_character_historical_yan_baihu_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_composite_bow_refined	character_equipment
253168160	3k_main_ceo_initial_data_character_historical_Mohuba_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
267610121	3k_main_ceo_initial_data_character_zi_luan_ancillaries_01	3k_main_ceo_category_ancillary_accessory	0	3k_mtu_ancillary_weapon_wind_of_north	character_equipment
268614673	3k_dlc05_ceo_initial_data_stage_character_historical_cao_xing_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_composite_bow_refined	character_equipment
27895632	3k_main_ceo_initial_data_character_historical_Budugen_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
293631803	3k_main_ceo_initial_data_character_historical_leipan_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
391601717	3k_main_ceo_initial_data_character_historical_yufuluo_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
411874208	3k_ytr_ceo_initial_data_stage_character_traits_historical_he_man	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_composite_bow_refined	character_equipment
418886852	3k_main_ceo_initial_data_character_historical_cao_ren_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_dlc07_ancillary_weapon_honour_manifested	character_equipment
483523779	3k_main_ceo_initial_data_character_historical_yalu_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
522327196	3k_main_ceo_initial_data_character_historical_yue_jin_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_yue_jin_bow_unique	character_equipment
56221049	3k_main_ceo_initial_data_character_historical_shi_xie_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_composite_bow_exceptional	character_equipment
619822873	3k_main_ceo_initial_data_character_historical_taishi_ci_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_bow_taishi_ci_faction	character_equipment
652398790	3k_dlc04_ceo_initial_data_character_historical_huangfu_song_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_dlc04_ancillary_weapon_bow_huangfu_song_unique	character_equipment
660803188	3k_main_ceo_initial_data_character_historical_lady_sun_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_bow_lady_sun_faction	character_equipment
72700265	3k_main_ceo_initial_data_character_historical_jueji_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
732781309	3k_main_ceo_initial_data_character_historical_qu_yi_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_crossbow_refined	character_equipment
772262172	3k_main_ceo_initial_data_character_historical_wen_chou_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_dlc07_ancillary_weapon_sequencer	character_equipment
789584008	3k_main_ceo_initial_data_character_historical_Fulohan_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
790043215	3k_main_ceo_initial_data_character_historical_chen_jiu_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_composite_bow_common	character_equipment
853616023	3k_mtu_ceo_initial_data_character_historical_lady_ma_lanli_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_mtu_ancillary_weapon_goshawk	character_equipment
882022752	3k_main_ceo_initial_data_character_historical_hua_tuo_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_accessory_hua_tuos_manual	character_equipment
908313950	3k_dlc06_initial_data_stage_character_ancillaries_historical_nanman_lady_zhurong	3k_main_ceo_category_ancillary_accessory	0	3k_dlc06_ancillary_accessory_flying_daggers	character_equipment
965419028	3k_main_ceo_initial_data_character_historical_huchuquan_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
