key	building1	building2	religion	resource1	resource2	skill1	skill2	tech1	tech2	must_be_world_leader	minimum_character_rank	agent_subtype	ceo
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_liang_rebels										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_liang_rebels
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_wuhuan_tribes										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_wuhuan_tribes
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xiongnu_tribes										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xiongnu_tribes
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_gan_ning										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_gan_ning
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gao_gan										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gao_gan
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_han_fu										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_han_fu
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhang_yang										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhang_yang
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_wang_kuang										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_wang_kuang
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_chen_gui										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_chen_gui
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_yang_feng										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_yang_feng
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhang_lu										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhang_lu
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yu										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yu
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_jia_long										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_jia_long
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_kong_zhou										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_kong_zhou
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_dai										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_dai
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhai_rong										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhai_rong
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhang_chao										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhang_chao
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ying_shao										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ying_shao
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_lu_kang										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_lu_kang
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gongsun_du										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gongsun_du
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xianbei_kuitou										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xianbei_kuitou
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xianbei_tuoba										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xianbei_tuoba
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_di_tribes										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_di_tribes
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yao										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yao
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_wu_jing										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_wu_jing
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_wang_lang										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_wang_lang
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zu_lang										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zu_lang
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_tong_zhi										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_tong_zhi
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_wang_sheng										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_wang_sheng
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_hua_xin										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_hua_xin
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zhu_hao										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zhu_hao
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zhuge_xuan										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zhuge_xuan
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_sheng_xian										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_sheng_xian
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zhang_jin_border										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zhang_jin_border
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_ma_ai										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_ma_ai
ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_huang_clan										false	3		ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_huang_clan
