key	building1	building2	religion	resource1	resource2	skill1	skill2	tech1	tech2	must_be_world_leader	minimum_character_rank	agent_subtype	ceo
3k_dlc05_unit_requirement_metal_bandit_network_hepu								3k_dlc05_tech_bandit_network_jiaozhi_hepu		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_bandit_network_houguan								3k_dlc05_tech_bandit_network_yang_ye		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_bandit_network_jianning								3k_dlc05_tech_bandit_network_yi_jianning		false	0	3k_general_water	
3k_dlc05_unit_requirement_metal_bandit_network_jiuzhen								3k_dlc06_tech_bandit_network_jiaozhi_jiuzhen		false	0		
3k_dlc05_unit_requirement_metal_bandit_network_luling								3k_dlc05_tech_bandit_network_yang_luling		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_bandit_network_nanhai								3k_dlc05_tech_bandit_network_jiaozhi_nanhai		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_bandit_network_poyang								3k_dlc05_tech_bandit_network_yang_poyang		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_bandit_network_shangyong								3k_dlc05_tech_bandit_network_yi_shangyong		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_bandit_network_taishan								3k_dlc05_tech_bandit_network_qing_taishan		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_bandit_network_xiapi								3k_dlc06_tech_bandit_network_xu_xiapi		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_bandit_network_xihe								3k_dlc05_tech_bandit_network_bing_xihe		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_bandit_network_xindu								3k_dlc05_tech_bandit_network_yang_xindu		false	0	3k_general_metal	
3k_dlc05_unit_requirement_metal_camp_crushers										false	4		
3k_dlc05_unit_requirement_metal_white_tiger_warriors										false	2		
3k_dlc05_unit_requirement_metal_yue_remnant_warriors_building_shanyue_2	3k_resource_banditry_white_tiger_yan_shanyue_2									false	0		
3k_dlc05_unit_requirement_metal_zhanmajian_infantry										false	3	3k_general_metal	
3k_dlc05_unit_requirement_nanman_bandit_network_jiaozhi								3k_dlc05_tech_bandit_network_jiaozhi_jiaozhi		false	0		
3k_dlc05_unit_requirement_nanman_bandit_network_yunnan								3k_dlc06_tech_bandit_network_jiaozhi_yunnan		false	0		
3k_dlc05_unit_requirement_water_bandit_network_ba								3k_dlc05_tech_bandit_network_yi_bajun		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_badong								3k_dlc05_tech_bandit_network_yi_badong		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_chen								3k_dlc05_tech_bandit_network_yu_chenjun		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_chengdu								3k_dlc05_tech_bandit_network_yi_chengdu		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_dai								3k_dlc05_tech_bandit_network_you_daijun		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_guangling								3k_dlc05_tech_bandit_network_xu_guangling		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_jiangxia								3k_dlc05_tech_bandit_network_jing_jiangxia		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_jiaozhi								3k_dlc05_tech_bandit_network_jiaozhi_jiaozhi		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_jincheng								3k_dlc05_tech_bandit_network_liang_jincheng		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_kuaiji								3k_dlc05_tech_bandit_network_yang_kuaiji		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_shangdang								3k_dlc05_tech_bandit_network_bing_shangdang		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_yongchang								3k_dlc06_tech_bandit_network_jiaozhi_yongchang		false	0		
3k_dlc05_unit_requirement_water_bandit_network_you_outer_east								3k_dlc05_tech_bandit_network_you_outer_east		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_youbeiping								3k_dlc05_tech_bandit_network_you_youbeiping		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_yulin								3k_dlc05_tech_bandit_network_jiaozhi_yulin		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_bandit_network_zhongshan								3k_dlc05_tech_bandit_network_ji_zhongshan		false	0	3k_general_water	
3k_dlc05_unit_requirement_water_white_tiger_raiders										false	4		
3k_dlc05_unit_requirement_wood_bandit_network_bohai								3k_dlc05_tech_bandit_network_you_bohai		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_changan								3k_dlc05_tech_bandit_network_sili_changan		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_changsha								3k_dlc05_tech_bandit_network_jing_changsha		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_donghai								3k_dlc05_tech_bandit_network_xu_donghai		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_dongou								3k_dlc05_tech_bandit_network_yang_dongou		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_gaoliang								3k_dlc05_tech_bandit_network_jiaozhi_gaoliang		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_jianye								3k_dlc05_tech_bandit_network_yang_jianye		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_runan								3k_dlc05_tech_bandit_network_jing_runan		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_tongan								3k_dlc05_tech_bandit_network_yang_tongan		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_weijun								3k_dlc05_tech_bandit_network_ji_weijun		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_xiangyang								3k_dlc05_tech_bandit_network_jing_xiangyang		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_yanmen								3k_dlc05_tech_bandit_network_bing_yanmen		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_yingchuan								3k_dlc05_tech_bandit_network_yan_yingchuan		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_youzhou								3k_dlc05_tech_bandit_network_you_youzhou		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_yuzhang								3k_dlc05_tech_bandit_network_yang_yuzhang		false	0	3k_general_wood	
3k_dlc05_unit_requirement_wood_bandit_network_zangke								3k_dlc05_tech_bandit_network_yi_zangke		false	0		
3k_dlc05_unit_requirement_wood_tiger_guard										false	6		
3k_dlc05_unit_requirement_wood_yue_tribesmen_building_shanyue_1	3k_resource_banditry_white_tiger_yan_shanyue_1									false	0		
3k_dlc05_unit_requirement_wood_yue_tribesmen_building_shanyue_2	3k_resource_banditry_white_tiger_yan_shanyue_2									false	0		
3k_dlc06_unit_requirement_fire_bandit_network_wuling								3k_dlc05_tech_bandit_network_jing_wuling		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_metal_bandit_network_fuling								3k_dlc05_tech_bandit_network_yi_fuling		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_metal_bandit_network_jianning								3k_dlc05_tech_bandit_network_yi_jianning		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_metal_bandit_network_jiuzhen								3k_dlc06_tech_bandit_network_jiaozhi_jiuzhen		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_metal_bandit_network_xiapi								3k_dlc06_tech_bandit_network_xu_xiapi		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_archers								3k_main_tech_water_tier0_private_tutors		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_anding								3k_dlc05_tech_bandit_network_liang_anding		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_badong								3k_dlc05_tech_bandit_network_yi_badong		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_bohai								3k_dlc05_tech_bandit_network_you_bohai		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_changan								3k_dlc05_tech_bandit_network_sili_changan		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_changsha								3k_dlc05_tech_bandit_network_jing_changsha		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_donghai								3k_dlc05_tech_bandit_network_xu_donghai		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_dongjun								3k_dlc05_tech_bandit_network_yan_dongjun		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_donglai								3k_dlc05_tech_bandit_network_qing_donglai		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_dongou								3k_dlc05_tech_bandit_network_yang_dongou		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_gaoliang								3k_dlc05_tech_bandit_network_jiaozhi_gaoliang		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_hepu								3k_dlc05_tech_bandit_network_jiaozhi_hepu		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_houguan								3k_dlc05_tech_bandit_network_yang_ye		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_jianan								3k_dlc05_tech_bandit_network_yang_jianan		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_jianye								3k_dlc05_tech_bandit_network_yang_jianye		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_jiaozhi								3k_dlc05_tech_bandit_network_jiaozhi_jiaozhi		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_nanhai								3k_dlc05_tech_bandit_network_jiaozhi_nanhai		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_poyang								3k_dlc05_tech_bandit_network_yang_poyang		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_shangdang								3k_dlc05_tech_bandit_network_bing_shangdang		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_tongan								3k_dlc05_tech_bandit_network_yang_tongan		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_weijun								3k_dlc05_tech_bandit_network_ji_weijun		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_xiangyang								3k_dlc05_tech_bandit_network_jing_xiangyang		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_yanmen								3k_dlc05_tech_bandit_network_bing_yanmen		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_yingchuan								3k_dlc05_tech_bandit_network_yan_yingchuan		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_youzhou								3k_dlc05_tech_bandit_network_you_youzhou		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_yunnan								3k_dlc06_tech_bandit_network_jiaozhi_yunnan		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_zangke								3k_dlc05_tech_bandit_network_yi_zangke		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_bandit_network_zhongshan								3k_dlc05_tech_bandit_network_ji_zhongshan		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_base										false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_ji_infantry								3k_main_tech_wood_tier2_government_controlled_granaries		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_nanman_sabre_infantry								3k_main_tech_metal_tier2_office_of_arts_and_crafts		false	0	3k_general_nanman	
3k_dlc06_unit_requirement_water_bandit_network_yongchang								3k_dlc06_tech_bandit_network_jiaozhi_yongchang		false	0	3k_general_nanman	
3k_dlc06_unit_requirements_fire_southern_elephants										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_mulu
3k_dlc06_unit_requirements_fire_war_elephants										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_mulu
3k_dlc06_unit_requirements_han_cavalry_contracts								3k_dlc06_tech_nanman_mr4_1_cavalry_contracts_han		false	0		
3k_dlc06_unit_requirements_han_southern_hirelings								3k_dlc06_tech_nanman_mr2_1_southern_hirelings_han		false	0		
3k_dlc06_unit_requirements_metal_axe_throwers										false	0		3k_dlc06_ceo_factional_nanman_fealty_minor_zangke
3k_dlc06_unit_requirements_metal_followers_of_the_flame										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_lady_zhurong
3k_dlc06_unit_requirements_metal_might_of_the_valley										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_shamoke
3k_dlc06_unit_requirements_metal_nanzhong_champions										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_meng_huo
3k_dlc06_unit_requirements_metal_ravine_warriors										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_mulu
3k_dlc06_unit_requirements_metal_tiger_warriors										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_lady_zhurong
3k_dlc06_unit_requirements_metal_valley_tribesmen										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_wutugu
3k_dlc06_unit_requirements_metal_wugou_axe_throwers										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_wutugu
3k_dlc06_unit_requirements_metal_wuling_fighters										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_shamoke
3k_dlc06_unit_requirements_water_fire_archers										false	0		3k_dlc06_ceo_factional_nanman_fealty_minor_yunnan
3k_dlc06_unit_requirements_water_hidden_vipers										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_duosi
3k_dlc06_unit_requirements_water_javelin_throwers										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_yang_feng
3k_dlc06_unit_requirements_water_nanzhong_elephants										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_meng_huo
3k_dlc06_unit_requirements_water_sanjiang_poison_darts										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_duosi
3k_dlc06_unit_requirements_water_tiger_slingers										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_lady_zhurong
3k_dlc06_unit_requirements_water_wuling_slingers										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_shamoke
3k_dlc06_unit_requirements_wood_javelin_spear_guards										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_yang_feng
3k_dlc06_unit_requirements_wood_javelin_spearmen										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_yang_feng
3k_dlc06_unit_requirements_wood_nanzhong_spearmen										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_meng_huo
3k_dlc06_unit_requirements_wood_sanjiang_poison_spears										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_duosi
3k_dlc06_unit_requirements_wood_shields_of_the_south										false	0		3k_dlc06_ceo_factional_nanman_fealty_major_king_wutugu
3k_dlc06_unit_requirements_wood_wolf_pack										false	0		3k_dlc06_ceo_factional_nanman_fealty_minor_jianning
3k_dlc07_unit_requirement_earth_northern_sabre_cavalry										false	0		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_earth_northern_veteran_sabre_cavalry										false	3		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_earth_tiger_cubs										false	0		
3k_dlc07_unit_requirement_earth_xiongnu_noble_cavalry										false	0		
3k_dlc07_unit_requirement_fire_northern_lancer_cavalry										false	0		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_fire_northern_veteran_lancers										false	3		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_metal_liyang_daring_infantry										false	0	3k_general_metal	
3k_dlc07_unit_requirement_metal_northern_sabre_infantry										false	0		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_metal_northern_veteran_sabre_infantry										false	3		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_metal_quingzhou_assault_infantry										false	0		
3k_dlc07_unit_requirement_water_dongzhoubing_marksmen										false	0		
3k_dlc07_unit_requirement_water_northern_mounted_archers										false	3		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_water_northern_mounted_raiders										false	3		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_water_ye_vanguard_crossbows										false	3		
3k_dlc07_unit_requirement_wood_dongzhoubing_defenders										false	0		
3k_dlc07_unit_requirement_wood_northern_ji_infantry										false	0		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_wood_northern_spear_guards										false	0		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_wood_northern_veteran_ji_infantry										false	3		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_wood_northern_veteran_spears										false	3		3k_dlc07_ancillary_follower_northern_army_captain
3k_dlc07_unit_requirement_wood_quingzhou_halberds										false	0		
3k_dlc07_unit_requirement_wood_quingzhou_spears										false	0		
3k_dlc07_unit_requirement_wood_ye_vanguard_spearmen										false	3		
3k_main_unit_requirement_earth_archers								3k_main_tech_water_tier0_private_tutors		false	0	3k_general_earth	
3k_main_unit_requirement_earth_base										false	0	3k_general_earth	
3k_main_unit_requirement_earth_base_bandits										false	0	3k_general_earth	
3k_main_unit_requirement_earth_elite								3k_main_tech_earth_tier3_mandate_of_heaven		false	0		
3k_main_unit_requirement_earth_ji_infantry								3k_main_tech_wood_tier2_government_controlled_granaries		false	0	3k_general_earth	
3k_main_unit_requirement_earth_sabre_cavalry								3k_main_tech_earth_tier1_regular_palace_attendants		false	0	3k_general_earth	
3k_main_unit_requirement_earth_sabre_infantry								3k_main_tech_metal_tier2_office_of_arts_and_crafts		false	0	3k_general_earth	
3k_main_unit_requirement_fire_base										false	0	3k_general_fire	
3k_main_unit_requirement_fire_base_bandits										false	0	3k_general_fire	
3k_main_unit_requirement_fire_elite								3k_main_tech_fire_tier3_hierarchical_enfeoffments		false	0		
3k_main_unit_requirement_fire_heavy_tiger_and_leopard_cavalry										false	6		
3k_main_unit_requirement_fire_heavy_xiliang_cavalry										false	6		
