key	building1	building2	religion	resource1	resource2	skill1	skill2	tech1	tech2	must_be_world_leader	minimum_character_rank	agent_subtype	ceo
you_metal_fierce_northern_axemen_standard	ironic_province_you_standard									false	6		
you_metal_fierce_northern_axemen_wuhuan	ironic_province_you_wuhuan									false	6		
you_metal_fierce_northern_axemen_xianbei	ironic_province_you_xianbei									false	6		
qing_earth_bookish_cavaliers_standard	ironic_province_qing_standard									false	6		
sili_wood_brave_protectors_standard	ironic_province_sili_standard									false	6		
sili_wood_brave_protectors_chu	ironic_province_sili_chu									false	6		
yu_fire_firestarter_cavalry_standard	ironic_province_yu_standard									false	6		
bing_earth_auxilia_xiongnu_raiders_standard	ironic_province_bing_standard									false	6		
bing_earth_auxilia_xiongnu_raiders_xiongnu	ironic_province_bing_xiongnu									false	6		
bing_earth_auxilia_xiongnu_raiders_xiliang	ironic_province_bing_xiliang									false	6		
you_fire_auxiliary_wuhuan_raiders_standard	ironic_province_you_standard									false	6		
you_fire_auxiliary_wuhuan_raiders_wuhuan	ironic_province_you_wuhuan									false	6		
you_fire_auxiliary_wuhuan_raiders_xianbei	ironic_province_you_xianbei									false	6		
yong_metal_defenders_of_capitals_standard	ironic_province_yong_standard									false	6		
yong_metal_defenders_of_capitals_xiongnu	ironic_province_yong_xiongnu									false	6		
yong_metal_defenders_of_capitals_xiliang	ironic_province_yong_xiliang									false	6		
yong_metal_defenders_of_capitals_qiang	ironic_province_yong_qiang									false	6		
jing_earth_northern_nobles_standard	ironic_province_jing_standard									false	6		
jing_earth_northern_nobles_chu	ironic_province_jing_chu									false	6		
3k_mod_unit_water_xiongnu_assassins_yong_xiongnu	ironic_province_yong_xiongnu									false	6		
3k_dlc07_unit_earth_xiongnu_noble_cavalry_yong_xiongnu	ironic_province_yong_xiongnu									false	3		
ep_unit_fire_xiongnu_cataphracts_yong_xiongnu	ironic_province_yong_xiongnu									false	6		
ep_unit_fire_xiongnu_cavalry_yong_xiongnu	ironic_province_yong_xiongnu									false	3		
3k_main_unit_fire_heavy_xiliang_cavalry_yong_xiliang	ironic_province_yong_xiliang									false	6		
3k_main_unit_fire_xiliang_cavalry_yong_xiliang	ironic_province_yong_xiliang									false	3		
3k_dlc04_unit_metal_qiang_warriors_yong_qiang	ironic_province_yong_qiang									false	1		
3k_dlc04_unit_water_qiang_archers_yong_qiang	ironic_province_yong_qiang									false	1		
3k_dlc04_unit_wood_qiang_polearms_yong_qiang	ironic_province_yong_qiang									false	1		
3k_main_unit_earth_qiang_raiders_yong_qiang	ironic_province_yong_qiang									false	3		
3k_main_unit_fire_qiang_marauders_yong_qiang	ironic_province_yong_qiang									false	6		
3k_main_unit_water_qiang_hunters_yong_qiang	ironic_province_yong_qiang									false	3		
ironic_di_marauders_earth_yi_di	ironic_province_yi_di									false	6		
ironic_di_horse_archers_water_yi_di	ironic_province_yi_di									false	3		
ironic_di_raiders_fire_yi_di	ironic_province_yi_di									false	3		
ironic_di_cataphracts_fire_yi_di	ironic_province_yi_di									false	6		
3k_dlc06_unit_water_fire_archers_yi_nanman	ironic_province_yi_nanman									false	1		
3k_dlc06_unit_wood_nanman_spearmen_yi_nanman	ironic_province_yi_nanman									false	1		
3k_dlc06_unit_metal_nanman_warriors_yi_nanman	ironic_province_yi_nanman									false	1		
3k_dlc06_unit_metal_valley_tribesmen_yi_nanman	ironic_province_yi_nanman									false	1		
3k_dlc06_unit_water_javelin_throwers_yi_nanman	ironic_province_yi_nanman									false	1		
3k_dlc06_unit_wood_javelin_spearmen_yi_nanman	ironic_province_yi_nanman									false	1		
3k_dlc06_unit_metal_axe_throwers_yi_nanman	ironic_province_yi_nanman									false	1		
3k_dlc05_unit_wood_yue_tribesmen_yang_yue	ironic_province_yang_yue									false	3		
3k_dlc05_unit_metal_yue_remnant_warriors_yang_yue	ironic_province_yang_yue									false	3		
3k_dlc06_unit_fire_southern_elephants_jiao_vietnam	ironic_province_jiao_vietnam									false	6		
3k_dlc06_unit_fire_war_elephants_jiao_vietnam	ironic_province_jiao_vietnam									false	6		
3k_dlc06_unit_water_nanzhong_elephants_jiao_vietnam	ironic_province_jiao_vietnam									false	6		
3k_main_unit_fire_heavy_xiliang_cavalry_liang_xiliang	ironic_province_liang_xiliang									false	6		
3k_main_unit_fire_xiliang_cavalry_liang_xiliang	ironic_province_liang_xiliang									false	3		
3k_dlc04_unit_metal_qiang_warriors_liang_qiang	ironic_province_liang_qiang									false	1		
3k_dlc04_unit_water_qiang_archers_liang_qiang	ironic_province_liang_qiang									false	1		
3k_dlc04_unit_wood_qiang_polearms_liang_qiang	ironic_province_liang_qiang									false	1		
3k_main_unit_earth_qiang_raiders_liang_qiang	ironic_province_liang_qiang									false	3		
3k_main_unit_fire_qiang_marauders_liang_qiang	ironic_province_liang_qiang									false	6		
3k_main_unit_water_qiang_hunters_liang_qiang	ironic_province_liang_qiang									false	3		
ep_unit_wood_chu_spearmen_sili_chu	ironic_province_sili_chu									false	3		
ep_unit_metal_chu_infantry_sili_chu	ironic_province_sili_chu									false	3		
3k_mod_unit_water_xiongnu_assassins_bing_xiongnu	ironic_province_bing_xiongnu									false	6		
3k_dlc07_unit_earth_xiongnu_noble_cavalry_bing_xiongnu	ironic_province_bing_xiongnu									false	3		
ep_unit_fire_xiongnu_cataphracts_bing_xiongnu	ironic_province_bing_xiongnu									false	6		
ep_unit_fire_xiongnu_cavalry_bing_xiongnu	ironic_province_bing_xiongnu									false	3		
3k_main_unit_fire_heavy_xiliang_cavalry_bing_xiliang	ironic_province_bing_xiliang									false	6		
3k_main_unit_fire_xiliang_cavalry_bing_xiliang	ironic_province_bing_xiliang									false	3		
ep_unit_wood_chu_spearmen_jing_chu	ironic_province_jing_chu									false	3		
ep_unit_metal_chu_infantry_jing_chu	ironic_province_jing_chu									false	3		
3k_mod_unit_earth_wuhuan_cavalry_you_wuhuan	ironic_province_you_wuhuan									false	6		
3k_mod_unit_fire_wuhuan_dragons_you_wuhuan	ironic_province_you_wuhuan									false	3		
3k_mod_unit_metal_wuhuan_infantry_you_wuhuan	ironic_province_you_wuhuan									false	3		
3k_mod_unit_water_wuhuan_archers_you_wuhuan	ironic_province_you_wuhuan									false	6		
3k_mod_unit_earth_xianbei_swordguard_you_xianbei	ironic_province_you_xianbei									false	3		
3k_mod_unit_metal_xianbei_headhunters_you_xianbei	ironic_province_you_xianbei									false	6		
ep_unit_water_xianbei_horse_archers_you_xianbei	ironic_province_you_xianbei									false	6		
ep_unit_fire_xianbei_riders_you_xianbei	ironic_province_you_xianbei									false	3		
