art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
3k_main_art_set_historical_lady_liu_jiejie_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_liu_limin_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_liu_min_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_liu_pingming_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_liu_yu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liu_qi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_luo_jun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_fan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_gong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_jun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_kang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_su_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_mao_jie_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ma_dai_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ma_tie_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ma_wan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ma_xiu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_mi_zhu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_niu_fu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_hui_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_shi_mengjuan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_shi_yi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_song_jian_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_sui_gu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_sun_qian_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_sun_shao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_su_fei_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_tao_ying_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_tian_chou_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_tian_feng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_tian_kai_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_wang_baolan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_wang_dang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_wang_fangyue_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_wang_guo_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_hong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_kuang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_xiu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_yun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_yu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wei_huang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wei_jie_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wei_you_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xianyu_fu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xianyu_yin_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xia_zhao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xin_ping_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xuan_fan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xun_shuang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xu_he_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xu_rong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xu_you_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yang_biao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yang_bo_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yang_feng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yang_song_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yan_gang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yan_xiang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yan_xing_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ying_shao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yin_li_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_yuan_anyang_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_yuan_xi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yuan_yao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yu_du_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yu_fan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zang_ba_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zang_hong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ze_bu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_ze_ningqin_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_ze_rong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_chao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_fu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_zhang_liyan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_zhang_yang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_zhang_zhumeng_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_zhao_wei_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhao_wen_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zheng_xuan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zheng_yan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhou_xin_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zong_yuan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhou_bi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_deng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_bian_zhang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wu_qiong_deyu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_gui_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chu_gong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_rui_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_qiao_xuan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_dong_he_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_qiao_mao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhao_bo_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_fu_xie_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_li_damu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chang_xia_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_bao_xin_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhu_jun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_guan_jing_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cai_xun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_miao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lou_gui_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_han_wanwan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_jia_minxiang_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_liu_huimin_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_mi_fang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_liu_zhi_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_zhang_yanyan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_ze_yue_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_cao_zhang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cao_zhi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cheng_yu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_hao_meng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_guo_tu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_tian_yu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_xun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zao_zhi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_hou_cheng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_pang_ji_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wu_jing_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_hu_mao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xu_zhao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_gao_dai_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xu_gong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhu_fu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_ji_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_xiu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xue_li_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_huang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_yi2_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_wu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cao_xing_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_pan_lin_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhou_bo_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_yu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_han_anyue_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_huanglong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_huanglong_luo_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_fang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_xin_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_wei_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_zhi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_jiejin_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_sheng_xian_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_min_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_yun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_han_chong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_han_xin_hero_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cheng_yi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liang_xing_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_li_kan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ren_qi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_chao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_wang_lanlan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_tao_shang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_que_xuan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_li_tong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_peng_yang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xiang_chong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xi_zhen_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_quan_rou_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xue_zong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_bao_xun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ruan_yu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_han_ji_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_weihuang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_wang_yuanji_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_zhang_hu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_cheng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_guo_yuan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhu_han_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_qiao_rui_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liang_gang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_han_yin_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_gao_ding_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liu_ji_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liu_shang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhu_gui_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cao_biao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cao_rui_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_kai_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yong_kai_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liu_ba_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_li_hui_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_zun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_lan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_mei_cheng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_heng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_qian_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_xiu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_zhen_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yang_yi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xu_jing_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_ya_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_su_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_wang_qinmeng_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_liu_yanglan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_liu_mengan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_bu_zhi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_qiao_zhou_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zheng_mao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_tian_fen_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cao_xi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_guanqiu_dian_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ji_ben_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_huo_nu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_jiang_gong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_he_yan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_he_da_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cai_yang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_song_yang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liu_shao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_li_xiu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yan_pu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_zhang_jieyan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_zhang_guang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yang_chou_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_zhang_shangxiu_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_zhang_xiangyang_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_zhou_huan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_han_tong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_che_zhou_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_geng_wu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_guan_chun_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zheng_tai_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cui_lie_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_li_xian_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_li_ying_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_li_li_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_gan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_lady_yan_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_beigong_boyu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_su_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cao_de_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_bao_dan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_xue_zhou_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_kuang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ma_midi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_gao_you_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_jiu_dan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_feng_fang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_cheng_qiu_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_wen_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ying_yang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yuan_huan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_luo_tong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yang_hong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_ji_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_tang_zhou_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ma_yuanyi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liu_pi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wu_huan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhang_mancheng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liang_zhongning_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yao_feng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_bo_cai_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wu_ba_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_bu_si_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_ma_xiang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_du_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_liang_boning_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_rao_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_han_zhong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_gongxu_yan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_ji_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_shi_huan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhou_ang_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhu_ling_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_fan_chou_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lu_ju_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_quan_cong_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_sun_deng_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_yan_rou_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_jiang_ji_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhu_huan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zhu_yi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_zou_dan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_sun_li_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_kan_ze_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wang_lei_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_wu_lan_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_lin_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_zhi_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_chen_bai_general	general	3k_main_chinese			true	true		1.0000
3k_main_art_set_historical_lady_liu_zhang_general	general	3k_main_chinese			true	false		1.0000
3k_main_art_set_historical_liu_xun_general	general	3k_main_chinese			true	true		1.0000
