art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
3k_dlc05_art_set_historical_zhu_fu_general	general	3k_main_chinese			true	true		1.0000
3k_dlc05_bandit_art_set_generic_female_01_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_female_01_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_01_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_01_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_02_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_female_02_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_02_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_02_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_03_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_female_03_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_03_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_03_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_04_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_04_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_04_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_05_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_05_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_05_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_06_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_06_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_06_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_07_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_07_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_07_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_08_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_08_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_08_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_09_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_09_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_09_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_10_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_10_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_10_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_11_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_11_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_11_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_12_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_12_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_12_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_13_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_13_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_13_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_14_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_14_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_14_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_15_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_female_15_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_female_15_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_female_16_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	false	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_01_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_male_01_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_01_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_01_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_01_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_01_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_02_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_male_02_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_02_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_02_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_02_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_02_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_03_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_male_03_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_03_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_03_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_03_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_03_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_04_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_male_04_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_04_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_04_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_04_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_04_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_05_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_male_05_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_05_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_05_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_05_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_05_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_06_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_male_06_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_06_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_06_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_06_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_06_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_07_colonel	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_colonel	1.0000
3k_dlc05_bandit_art_set_generic_male_07_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_07_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_07_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_07_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_07_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_08_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_08_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_08_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_08_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_08_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_09_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_09_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_09_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_09_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_09_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_10_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_10_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_10_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_10_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_10_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_11_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_11_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_11_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_11_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_11_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_12_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_12_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_12_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_12_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_12_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_13_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_13_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_13_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_13_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_13_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_14_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_14_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_14_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_14_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_14_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_15_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_15_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_15_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_15_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_15_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_16_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_16_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_16_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_16_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_16_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_17_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_17_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_17_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_17_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_17_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_18_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_18_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_18_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_18_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_18_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_19_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_19_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_19_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_19_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_19_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_20_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_20_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_20_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_20_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_20_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_21_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_21_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
3k_dlc05_bandit_art_set_generic_male_21_general_metal	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_metal	1.0000
3k_dlc05_bandit_art_set_generic_male_21_general_water_strategist	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_water	1.0000
3k_dlc05_bandit_art_set_generic_male_21_general_wood	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_wood	1.0000
3k_dlc05_bandit_art_set_generic_male_22_general_earth	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_earth	1.0000
3k_dlc05_bandit_art_set_generic_male_22_general_fire	general	3k_main_chinese	3k_dlc05_subculture_bandits		false	true	3k_general_fire	1.0000
