art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
3k_ytr_art_set_generic_female_06_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_colonel	1.0000
3k_ytr_art_set_generic_female_06_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_water	1.0000
3k_ytr_art_set_generic_female_06_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_metal	1.0000
3k_ytr_art_set_generic_female_07_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_colonel	1.0000
3k_ytr_art_set_generic_female_07_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_water	1.0000
3k_ytr_art_set_generic_female_07_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_metal	1.0000
3k_ytr_art_set_generic_female_08_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_colonel	1.0000
3k_ytr_art_set_generic_female_08_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_water	1.0000
3k_ytr_art_set_generic_female_08_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_metal	1.0000
3k_ytr_art_set_generic_female_09_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_colonel	1.0000
3k_ytr_art_set_generic_female_09_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_water	1.0000
3k_ytr_art_set_generic_female_09_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_metal	1.0000
3k_ytr_art_set_generic_female_10_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_colonel	1.0000
3k_ytr_art_set_generic_female_10_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_water	1.0000
3k_ytr_art_set_generic_female_10_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	false	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_01_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_01_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_01_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_01_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
3k_ytr_art_set_generic_male_02_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_02_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_02_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_02_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
3k_ytr_art_set_generic_male_03_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_03_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_03_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_03_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
3k_ytr_art_set_generic_male_04_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_04_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_04_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_04_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
3k_ytr_art_set_generic_male_05_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_05_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_05_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_05_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
3k_ytr_art_set_generic_male_06_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_06_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_06_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_06_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
3k_ytr_art_set_generic_male_07_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_07_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_07_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_07_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
3k_ytr_art_set_generic_male_08_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_08_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_08_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_08_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
3k_ytr_art_set_generic_male_09_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_09_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_09_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_09_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
3k_ytr_art_set_generic_male_10_colonel	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_colonel	1.0000
3k_ytr_art_set_generic_male_10_healer	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_water	1.0000
3k_ytr_art_set_generic_male_10_scholar	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_metal	1.0000
3k_ytr_art_set_generic_male_10_veteran	general	3k_main_chinese	3k_main_subculture_yellow_turban		false	true	3k_general_wood	1.0000
