key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting
3k_dlc06_skill_special_ability_blow_for_blow	3k_main_skill_aspect_metal_expertise	That which is a dealt to the enemy, must also be felt in return. This is the exchange.	Blow for Blow	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_bold_command	3k_main_skill_aspect_earth_authority	A tenacious style of leadership inspires all warriors to keep fighting!	Bold Command	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_crippling_blow	3k_main_skill_aspect_fire_instinct	Everyone has a weak spot. Finding it, then exploiting it, is the cornerstone of victory.	Crippling Blow	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_defiant_cry	3k_main_skill_aspect_wood_perseverance	The Nanman are proud warriors, and display their battle readiness appropriately.	Defiant Cry	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_desperate_rage	3k_main_skill_aspect_fire_instinct	When all else fails, great strength is found in the last-ditch desperation of man.	Desperate Rage	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_endless_volley	3k_main_skill_aspect_water_cunning	"…and the arrows shall fall from above like a deluge from heaven."	Endless Volley	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_expose	3k_main_skill_aspect_metal_expertise	One should always be careful not to lower their defences in battle.	Expose	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_flying_daggers	3k_main_skill_aspect_water_cunning	These daggers are said never to miss. Not once. Ever.	Flying Daggers	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_fury	3k_main_skill_aspect_fire_instinct	The rage of battle overtakes any warrior, leading them never to relent.	Fury	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_hold_firm	3k_main_skill_aspect_water_cunning	Resolve unwavering, endurance seemingly increasing, despite the onslaught continuing.	Hold Firm	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_natures_protection	3k_main_skill_aspect_wood_perseverance	The land gives protection to those who would offer themselves in its defence.	Nature's Protection	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_off_guard	3k_main_skill_aspect_earth_authority	A warrior should really watch his footwork more closely.	Off-Guard	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_power_of_love	3k_main_skill_aspect_wood_perseverance	These that heaven has put together shall now put their foes asunder.	Power of Love	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_reckless_strike	3k_main_skill_aspect_wood_perseverance	Should this blow strike true, the battle is done. Should it not, then… it may still also be done.	Reckless Strike	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_rending_strike	3k_main_skill_aspect_fire_instinct	A well-placed, and overbearingly powerful, strike will fell any enemy's defences.	Rending Strike	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_southern_wrath	3k_main_skill_aspect_fire_instinct	The tribes of the south do not take kindly, and fight with great power, any aggressive interlopers.	Southern Wrath	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_subdue	3k_main_skill_aspect_earth_authority	Against their sheer force and imposing presence, enemies find it harder to keep their focus and martial acuity.	Subdue	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_swift_steps	3k_main_skill_aspect_wood_perseverance	One foot in front of the other in rapid succession – this is the key to swiftness.	Swift Steps	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_water_natures_ally	3k_main_skill_aspect_water_cunning	The forest provides a path, and surer footing, for the respectful. 	Nature's Ally	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_water_turning_the_tides	3k_main_skill_aspect_water_cunning	Upon nearby enemy unit routing nearby own units recieve a morale buff.	Turning the Tide	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_water_unyielding_earth	3k_main_skill_aspect_water_cunning	Nature itself provides a shield for its warriors.	Unyielding Earth	0	false	false	false	0.0000
3k_dlc06_skill_special_ability_wood_into_the_breach	3k_main_skill_aspect_wood_perseverance	A charge, fuelled by stern hearts and even sterner blades, will rip enemy lines apart.	Into the Breach	0	false	false	false	0.0000
3k_dlc07_skill_emperor_earth_calculating	3k_dlc07_skill_emperor_earth_calculating	Careful calculation and consideration will get you more than the most aggressive strike.	Calculating	0	false	false	false	0.0000
3k_dlc07_skill_emperor_earth_calm	3k_dlc07_skill_emperor_earth_calm	All who gaze upon you must have no indication of your biases.	Calm	0	false	false	false	0.0000
3k_dlc07_skill_emperor_earth_discretion	3k_dlc07_skill_emperor_earth_discretion	To hold power over court you must be able to choose your words carefully.	Discretion	0	false	false	false	0.0000
3k_dlc07_skill_emperor_earth_imperious	3k_dlc07_skill_emperor_earth_imperious	You are emperor. Act like it.	Imperious	0	false	false	false	0.0000
3k_dlc07_skill_emperor_earth_imposing	3k_dlc07_skill_emperor_earth_imposing	Those who fear you, respect you.	Imposing	0	false	false	false	0.0000
3k_dlc07_skill_emperor_earth_modesty	3k_dlc07_skill_emperor_earth_modesty	Burn brightly, but do not extinguish the flames of those around you.	Modesty	0	false	false	false	0.0000
3k_dlc07_skill_mastery_fire_5_dignity_mlvl_3	3k_main_skill_mastery_fire_5_dignity	Nothing baffles evil like calm composure and propriety.	Dignity	0	false	false	false	0.0000
3k_dlc07_skill_special_ability_earth_ceasefire	3k_main_skill_aspect_earth_authority	Liu Zhang calls a ceasefire for all nearby units, delaying the enemy while his allies work on a counter-attack.	Ceasefire	0	false	false	false	0.0000
3k_dlc07_skill_special_ability_earth_familial_conflict	3k_main_skill_aspect_earth_authority	When another member of the Yuan clan is on the field, familial rivalry will push the other to greater feats.	Familial Conflict	0	false	false	false	0.0000
3k_dlc07_skill_special_ability_earth_heavenly_presence	3k_main_skill_aspect_earth_authority	Cao Ren's presence on the battlefield can give hope to his men, even in the most dire of situations.	Heavenly Presence	0	false	false	false	0.0000
3k_dlc07_skill_special_ability_fire_mighty_thrust	3k_main_skill_aspect_fire_instinct	With a shout, Yan Liang spurs on his horse. He can plough into enemies with such force that scores of men go flying.	Mighty Thrust	0	false	false	false	0.0000
3k_dlc07_skill_special_ability_metal_geographic_mastery	3k_main_skill_aspect_metal_expertise	Zhang He has a great understanding of geography, and can bend it to his own use.	Geographic Mastery	0	false	false	false	0.0000
3k_dlc07_skill_special_ability_metal_impenetrable_redoubt	3k_main_skill_aspect_metal_expertise	Yu Jin is as an immovable wall, inspiring his men to stand firm against much greater odds.	Impenetrable Redoubt	0	false	false	false	0.0000
3k_dlc07_skill_special_ability_water_mock	3k_main_skill_aspect_water_cunning	Fa Zheng accosts the enemy hero, shaking them to the core.	Mock	0	false	false	false	0.0000
3k_dlc07_skill_special_ability_water_rally_the_troops	3k_main_skill_aspect_water_cunning	Liu Yan rallies his troops to greater feats, inspiring them to make one final effort.	Rally the Troops	0	false	false	false	0.0000
3k_dlc07_skill_special_ability_wood_xiezhi_roar	3k_main_skill_aspect_wood_perseverance	Wen Chou flies into a rage, embodying the mighty Xiezhi, a mythical creature of great power.  	Xiezhi Roar	0	false	false	false	0.0000
3k_main_archive_skill_imperious_presence	imperious_presence	imperious_presence	Imperious Presence	1	false	false	false	0.0000
3k_main_archive_skill_inspiring_surge	inspiring_surge	inspiring_surge	Inspiring Surge	1	false	false	false	0.0000
3k_main_archive_skill_unyielding_earth	unyielding_earth	unyielding_earth	Unyielding Earth	1	false	false	false	0.0000
3k_main_custom_battle_loadout_ammunitions_attribute	3k_ytr_skill_ability_water	Custom battle skill for attribute ammunition	Ammunitions Attribute	0	false	false	false	0.0000
3k_main_custom_battle_loadout_attribute_authority	3k_ytr_skill_ability_water	Custom battle skill for Authority attribute effects	Authority Effect Loadout	0	false	false	false	0.0000
3k_main_custom_battle_loadout_attribute_cunning	3k_ytr_skill_ability_water	Custom battle skill for Cunning attribute effects	Cunning Effect Loadout	0	false	false	false	0.0000
3k_main_custom_battle_loadout_attribute_expertise	3k_ytr_skill_ability_water	Custom battle skill for Expertise attribute effects	Expertise Effect Loadout	0	false	false	false	0.0000
3k_main_custom_battle_loadout_attribute_instinct	3k_ytr_skill_ability_water	Custom battle skill for Instinct attribute effects	Instinct Effect Loadout	0	false	false	false	0.0000
3k_main_custom_battle_loadout_attribute_resolve	3k_ytr_skill_ability_water	Custom battle skill for Resolve attribute effects	Resolve Effect Loadout	0	false	false	false	0.0000
3k_main_custom_battle_loadout_encourages	3k_ytr_skill_ability_water	Custom battle skill for commander encourage	Encourages	0	false	false	false	0.0000
3k_main_custom_battle_loadout_formations	3k_ytr_skill_ability_water	Custom battle skill for formations	Formation Loadouts	0	false	false	false	0.0000
3k_main_custom_battle_loadout_formations_commander	3k_ytr_skill_ability_water	Custom battle skill for commander formations	Commander Formation	0	false	false	false	0.0000
3k_main_skill_bodyguard_cao_cao	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_cao_cao_alt_1	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_cao_cao_alt_2	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_dian_wei	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_dian_wei_alt_1	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_dian_wei_alt_2	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_dong_zhuo	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_dong_zhuo_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_dong_zhuo_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_earth	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_earth_alt_1	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_earth_alt_2	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_fire	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_fire_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_fire_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_gan_ning	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_gan_ning_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_gan_ning_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_guan_yu	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_guan_yu_alt_1	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_guan_yu_alt_2	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_huang_zhong	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_huang_zhong_alt_1	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_huang_zhong_alt_2	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_lady_sun	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_lady_sun_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_lady_sun_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_liu_bei	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_liu_bei_alt_1	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_liu_bei_alt_2	3k_main_skill_aspect_earth_authority	The responsibility that comes with authority should not be taken lightly.	Commander	0	false	false	false	0.0000
3k_main_skill_bodyguard_lu_bu	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_lu_bu_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_lu_bu_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_ma_chao	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_ma_chao_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_ma_chao_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_metal	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_metal_alt_1	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_metal_alt_2	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_sima_yi	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_sima_yi_alt_1	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_sima_yi_alt_2	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_sun_ce	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_sun_ce_alt_1	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_sun_ce_alt_2	3k_main_skill_aspect_fire_instinct	Concentrate on the moment: fight, don't think. Use your instincts.	Vanguard	0	false	false	false	0.0000
3k_main_skill_bodyguard_sun_jian	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_sun_jian_alt_1	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_sun_jian_alt_2	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_taishi_ci	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_taishi_ci_alt_1	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_taishi_ci_alt_2	3k_main_skill_aspect_metal_expertise	Martial expertise through hard work. Practice. Preparation. Endless repetition.	Sentinel	0	false	false	false	0.0000
3k_main_skill_bodyguard_water_strategist	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_water_strategist_alt_1	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_water_strategist_alt_2	3k_main_skill_aspect_water_cunning	Be cunning and full of tricks and your people shall never be destroyed.	Strategist	0	false	false	false	0.0000
3k_main_skill_bodyguard_wood_wood	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_wood_wood_alt_1	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
3k_main_skill_bodyguard_wood_wood_alt_2	3k_main_skill_aspect_wood_perseverance	A hero's resolve is not to seem the bravest, but to be it.	Champion	0	false	false	false	0.0000
