member	context	faction
ironic_di_rage_heroic_victory	actor	ironic_faction_di_tribes_separatists
ironic_di_rage_pyrrhic_victory	actor	ironic_faction_di_tribes_separatists
ironic_di_rage_decisive_victory	actor	ironic_faction_di_tribes_separatists
ironic_xianbei_kuitou_rage_level_0	owner	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_level_1	owner	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_level_2	owner	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_level_3	owner	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_level_4	owner	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_level_5	owner	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_level_6	owner	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_resource_207	actor	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_crushing_defeat	actor	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_valiant_defeat	actor	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_close_defeat	actor	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_decisive_defeat	actor	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_close_victory	actor	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_heroic_victory	actor	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_pyrrhic_victory	actor	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_kuitou_rage_decisive_victory	actor	ironic_faction_xianbei_kuitou_separatists
ironic_xianbei_tuoba_rage_level_0	owner	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_level_1	owner	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_level_2	owner	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_level_3	owner	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_level_4	owner	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_level_5	owner	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_level_6	owner	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_resource_207	actor	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_crushing_defeat	actor	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_valiant_defeat	actor	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_close_defeat	actor	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_decisive_defeat	actor	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_close_victory	actor	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_heroic_victory	actor	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_pyrrhic_victory	actor	ironic_faction_xianbei_tuoba_separatists
ironic_xianbei_tuoba_rage_decisive_victory	actor	ironic_faction_xianbei_tuoba_separatists
ironic_mercenary_retinue_tribal_units_di	owner	ironic_faction_di_tribes
ironic_mercenary_retinue_tribal_units_kuitou	owner	ironic_faction_xianbei_kuitou
ironic_mercenary_retinue_tribal_units_tuoba	owner	ironic_faction_xianbei_tuoba
ironic_mercenary_retinue_tribal_units_wuhuan	owner	ironic_faction_wuhuan_tribes
ironic_mercenary_retinue_tribal_units_xiongnu	owner	ironic_faction_xiongnu_tribes
