member	context	faction
3k_dlc04_campaign_group_member_cannot_spy_liang_rebels_separatists	owner	3k_dlc04_faction_liang_rebels_separatists
3k_dlc04_campaign_group_member_cannot_spy_liang_rebels	owner	3k_dlc04_faction_liang_rebels
3k_dlc04_campaign_group_member_cannot_spy_lingling_separatists	owner	3k_main_faction_lingling_separatists
3k_dlc04_campaign_group_member_cannot_spy_liu_hong_separatists	owner	3k_dlc04_faction_liu_hong_separatists
3k_dlc04_campaign_group_member_cannot_spy_liu_xun_separatists	owner	3k_dlc04_faction_liu_xun_separatists
3k_dlc04_campaign_group_member_cannot_spy_liu_yan_separatists	owner	3k_main_faction_liu_yan_separatists
3k_dlc04_campaign_group_member_cannot_spy_liu_yu_separatists	owner	3k_main_faction_liu_yu_separatists
3k_dlc04_campaign_group_member_cannot_spy_lu_kang_separatists	owner	3k_dlc04_faction_lu_kang_separatists
3k_dlc04_campaign_group_member_cannot_spy_lu_zhi_separatists	owner	3k_dlc04_faction_lu_zhi_separatists
3k_dlc04_campaign_group_member_cannot_spy_lujiang_separatists	owner	3k_main_faction_lujiang_separatists
3k_dlc04_campaign_group_member_cannot_spy_luling_separatists	owner	3k_main_faction_luling_separatists
3k_dlc04_campaign_group_member_cannot_spy_luoyang_separatists	owner	3k_main_faction_luoyang_separatists
3k_dlc04_campaign_group_member_cannot_spy_ma_teng_separatists	owner	3k_main_faction_ma_teng_separatists
3k_dlc04_campaign_group_member_cannot_spy_nanhai_separatists	owner	3k_main_faction_nanhai_separatists
3k_dlc04_campaign_group_member_cannot_spy_nanyang_separatists	owner	3k_main_faction_nanyang_separatists
3k_dlc04_campaign_group_member_cannot_spy_penchang_separatists	owner	3k_main_faction_penchang_separatists
3k_dlc04_campaign_group_member_cannot_spy_pingyuan_separatists	owner	3k_main_faction_pingyuan_separatists
3k_dlc04_campaign_group_member_cannot_spy_poyang_separatists	owner	3k_main_faction_poyang_separatists
3k_dlc04_campaign_group_member_cannot_spy_prince_liu_chong_separatists	owner	3k_dlc04_faction_prince_liu_chong_separatists
3k_dlc04_campaign_group_member_cannot_spy_qiao_mao_separatists	owner	3k_dlc04_faction_qiao_mao_separatists
3k_dlc04_campaign_group_member_cannot_spy_rebels	owner	3k_dlc04_faction_rebels
3k_dlc04_campaign_group_member_cannot_spy_runan_separatists	owner	3k_main_faction_runan_separatists
3k_dlc04_campaign_group_member_cannot_spy_shangdang_separatists	owner	3k_main_faction_shangdang_separatists
3k_dlc04_campaign_group_member_cannot_spy_shangyong_separatists	owner	3k_main_faction_shangyong_separatists
3k_dlc04_campaign_group_member_cannot_spy_shi_xie_separatists	owner	3k_main_faction_shi_separatists
3k_dlc04_campaign_group_member_cannot_spy_shoufang_separatists	owner	3k_main_faction_shoufang_separatists
3k_dlc04_campaign_group_member_cannot_spy_taishan_separatists	owner	3k_main_faction_taishan_separatists
3k_dlc04_campaign_group_member_cannot_spy_taiyuan_separatists	owner	3k_main_faction_taiyuan_separatists
3k_dlc04_campaign_group_member_cannot_spy_tao_qian_separatists	owner	3k_main_faction_tao_qian_separatists
3k_dlc04_campaign_group_member_cannot_spy_tongan_separatists	owner	3k_main_faction_tong'an_separatists
3k_dlc04_campaign_group_member_cannot_spy_wang_rui_separatists	owner	3k_dlc04_faction_wang_rui_separatists
3k_dlc04_campaign_group_member_cannot_spy_wei_separatists	owner	3k_dlc04_faction_wei_separatists
3k_dlc04_campaign_group_member_cannot_spy_wudu_separatists	owner	3k_main_faction_wudu_separatists
3k_dlc04_campaign_group_member_cannot_spy_wuling_separatists	owner	3k_main_faction_wuling_separatists
3k_dlc04_campaign_group_member_cannot_spy_wuwei_separatists	owner	3k_main_faction_wuwei_separatists
3k_dlc04_campaign_group_member_cannot_spy_xiangyang_separatists	owner	3k_main_faction_xiangyang_separatists
3k_dlc04_campaign_group_member_cannot_spy_xihe_separatists	owner	3k_main_faction_xihe_separatists
3k_dlc04_campaign_group_member_cannot_spy_xin_xuan_separatists	owner	3k_dlc04_faction_xin_xuan_separatists
3k_dlc04_campaign_group_member_cannot_spy_xindu_separatists	owner	3k_main_faction_xindu_separatists
3k_dlc04_campaign_group_member_cannot_spy_yangzhou_separatists	owner	3k_main_faction_yangzhou_separatists
3k_dlc04_campaign_group_member_cannot_spy_yanmen_separatists	owner	3k_main_faction_yanmen_separatists
3k_dlc04_campaign_group_member_cannot_spy_ye_separatists	owner	3k_main_faction_ye_separatists
3k_dlc04_campaign_group_member_cannot_spy_ying_shao_separatists	owner	3k_dlc04_faction_ying_shao_separatists
3k_dlc04_campaign_group_member_cannot_spy_yingchuan_separatists	owner	3k_main_faction_yingchuan_separatists
3k_dlc04_campaign_group_member_cannot_spy_yizhou_island_separatists	owner	3k_dlc04_faction_yizhou_island_separatists
3k_dlc04_campaign_group_member_cannot_spy_yizhou_separatists	owner	3k_main_faction_yizhou_separatists
3k_dlc04_campaign_group_member_cannot_spy_youbeiping_separatists	owner	3k_main_faction_youbeiping_separatists
3k_dlc04_campaign_group_member_cannot_spy_youzhou_separatists	owner	3k_main_faction_youzhou_separatists
3k_dlc04_campaign_group_member_cannot_spy_yu_separatists	owner	3k_main_faction_yu_separatists
3k_dlc04_campaign_group_member_cannot_spy_yuan_yi_separatists	owner	3k_dlc04_faction_yuan_yi_separatists
3k_dlc04_campaign_group_member_cannot_spy_yulin_separatists	owner	3k_main_faction_yulin_separatists
3k_dlc04_campaign_group_member_cannot_spy_yuzhang_separatists	owner	3k_main_faction_yuzhang_separatists
3k_dlc04_campaign_group_member_cannot_spy_zangke_separatists	owner	3k_main_faction_zangke_separatists
3k_dlc04_campaign_group_member_cannot_spy_zhang_bao_separatists	owner	3k_dlc04_faction_zhang_bao_separatists
3k_dlc04_campaign_group_member_cannot_spy_zhang_bao	owner	3k_dlc04_faction_zhang_bao
3k_dlc04_campaign_group_member_cannot_spy_zhang_jue_separatists	owner	3k_dlc04_faction_zhang_jue_separatists
3k_dlc04_campaign_group_member_cannot_spy_zhang_jue	owner	3k_dlc04_faction_zhang_jue
3k_dlc04_campaign_group_member_cannot_spy_zhang_liang_separatists	owner	3k_dlc04_faction_zhang_liang_separatists
3k_dlc04_campaign_group_member_cannot_spy_zhang_liang	owner	3k_dlc04_faction_zhang_liang
3k_dlc04_campaign_group_member_cannot_spy_zhongshan_separatists	owner	3k_main_faction_zhongshan_separatists
3k_dlc04_campaign_group_member_cannot_spy_zhou_xin_separatists	owner	3k_dlc04_faction_zhou_xin_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_bian_zhang_3	owner	3k_dlc04_faction_bian_zhang
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_bian_zhang_4	owner	3k_dlc04_faction_bian_zhang
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_bian_zhang_separatists_3	owner	3k_dlc04_faction_bian_zhang_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_bian_zhang_separatists_4	owner	3k_dlc04_faction_bian_zhang_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_bian_zhang_separatists_world_leader	owner	3k_dlc04_faction_bian_zhang_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_bian_zhang_world_leader	owner	3k_dlc04_faction_bian_zhang
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_cao_song_3	owner	3k_dlc04_faction_cao_song
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_cao_song_4	owner	3k_dlc04_faction_cao_song
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_cao_song_separatists_3	owner	3k_dlc04_faction_cao_song_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_cao_song_separatists_4	owner	3k_dlc04_faction_cao_song_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_cao_song_separatists_world_leader	owner	3k_dlc04_faction_cao_song_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_cao_song_world_leader	owner	3k_dlc04_faction_cao_song
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chen_gui_3	owner	3k_dlc04_faction_chen_gui
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chen_gui_4	owner	3k_dlc04_faction_chen_gui
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chen_gui_separatists_3	owner	3k_dlc04_faction_chen_gui_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chen_gui_separatists_4	owner	3k_dlc04_faction_chen_gui_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chen_gui_separatists_world_leader	owner	3k_dlc04_faction_chen_gui_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chen_gui_world_leader	owner	3k_dlc04_faction_chen_gui
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chu_gong_3	owner	3k_dlc04_faction_chu_gong
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chu_gong_4	owner	3k_dlc04_faction_chu_gong
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chu_gong_separatists_3	owner	3k_dlc04_faction_chu_gong_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chu_gong_separatists_4	owner	3k_dlc04_faction_chu_gong_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chu_gong_separatists_world_leader	owner	3k_dlc04_faction_chu_gong_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_chu_gong_world_leader	owner	3k_dlc04_faction_chu_gong
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_ding_yuan_3	owner	3k_dlc04_faction_ding_yuan
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_ding_yuan_4	owner	3k_dlc04_faction_ding_yuan
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_ding_yuan_separatists_3	owner	3k_dlc04_faction_ding_yuan_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_ding_yuan_separatists_4	owner	3k_dlc04_faction_ding_yuan_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_ding_yuan_separatists_world_leader	owner	3k_dlc04_faction_ding_yuan_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_ding_yuan_world_leader	owner	3k_dlc04_faction_ding_yuan
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_dong_he_3	owner	3k_dlc04_faction_dong_he
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_dong_he_4	owner	3k_dlc04_faction_dong_he
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_dong_he_separatists_3	owner	3k_dlc04_faction_dong_he_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_dong_he_separatists_4	owner	3k_dlc04_faction_dong_he_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_dong_he_separatists_world_leader	owner	3k_dlc04_faction_dong_he_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_dong_he_world_leader	owner	3k_dlc04_faction_dong_he
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_empress_he_3	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_empress_he_4	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_empress_he_separatists_3	owner	3k_dlc04_faction_empress_he_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_empress_he_separatists_4	owner	3k_dlc04_faction_empress_he_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_empress_he_separatists_world_leader	owner	3k_dlc04_faction_empress_he_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_empress_he_world_leader	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_liang_rebels_3	owner	3k_dlc04_faction_liang_rebels
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_liang_rebels_4	owner	3k_dlc04_faction_liang_rebels
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_liang_rebels_separatists_3	owner	3k_dlc04_faction_liang_rebels_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_liang_rebels_separatists_4	owner	3k_dlc04_faction_liang_rebels_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_liang_rebels_separatists_world_leader	owner	3k_dlc04_faction_liang_rebels_separatists
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_liang_rebels_world_leader	owner	3k_dlc04_faction_liang_rebels
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_liu_hong_3	owner	3k_dlc04_faction_liu_hong
3k_dlc04_campaign_group_member_cosmetic_tag_faction_name_liu_hong_4	owner	3k_dlc04_faction_liu_hong
