building_chain	id
3k_resource_earth_temple	ironic_unique_buildings_kong_zhou
3k_resource_earth_temple	ironic_unique_buildings_chen_wen
3k_resource_earth_temple	ironic_unique_buildings_liu_dai
3k_district_government_religion	ironic_unique_buildings_zhang_chao
3k_district_artisan_private_workshops	ironic_unique_buildings_zhang_chao
3k_district_artisan_state_workshops	ironic_unique_buildings_zhang_chao
3k_district_government_administration_palace	ironic_unique_buildings_zhang_chao
3k_district_government_rural_administration	ironic_unique_buildings_zhang_chao
3k_district_market_inn	ironic_unique_buildings_zhang_chao
3k_district_market_school_zhang_chao	ironic_unique_buildings_zhang_chao
3k_district_market_trade	ironic_unique_buildings_zhang_chao
3k_district_market_trade_port	ironic_unique_buildings_zhang_chao
3k_district_military_conscription_basic	ironic_unique_buildings_zhang_chao
3k_district_military_equipment	ironic_unique_buildings_zhang_chao
3k_district_military_security	ironic_unique_buildings_zhang_chao
3k_district_residential_logistics	ironic_unique_buildings_zhang_chao
3k_district_residential_housing	ironic_unique_buildings_zhang_chao
3k_district_residential_markets	ironic_unique_buildings_zhang_chao
3k_district_artisan_labour	ironic_unique_buildings_zhang_chao
3k_resource_earth_temple	ironic_unique_buildings_zhang_chao
ironic_trading_hubs_ze_rong	ironic_unique_buildings_ze_rong
3k_district_government_religion	ironic_unique_buildings_gongsun_du
3k_district_artisan_private_workshops	ironic_unique_buildings_gongsun_du
3k_district_artisan_state_workshops	ironic_unique_buildings_gongsun_du
3k_district_government_administration_palace_gongsun_du	ironic_unique_buildings_gongsun_du
3k_district_government_rural_administration	ironic_unique_buildings_gongsun_du
3k_district_market_inn	ironic_unique_buildings_gongsun_du
3k_district_market_school	ironic_unique_buildings_gongsun_du
3k_district_market_trade	ironic_unique_buildings_gongsun_du
3k_district_market_trade_port	ironic_unique_buildings_gongsun_du
3k_district_military_conscription_basic	ironic_unique_buildings_gongsun_du
3k_district_military_equipment	ironic_unique_buildings_gongsun_du
3k_district_military_security	ironic_unique_buildings_gongsun_du
3k_district_residential_logistics	ironic_unique_buildings_gongsun_du
3k_district_residential_housing	ironic_unique_buildings_gongsun_du
3k_district_residential_markets	ironic_unique_buildings_gongsun_du
3k_district_artisan_labour	ironic_unique_buildings_gongsun_du
3k_resource_earth_temple	ironic_unique_buildings_gongsun_du
3k_district_market_school_wang_lang	ironic_unique_buildings_wang_lang
3k_district_government_religion	ironic_unique_buildings_wang_lang
3k_district_artisan_private_workshops	ironic_unique_buildings_wang_lang
3k_district_artisan_state_workshops	ironic_unique_buildings_wang_lang
3k_district_government_administration_palace	ironic_unique_buildings_wang_lang
3k_district_government_rural_administration	ironic_unique_buildings_wang_lang
3k_district_market_inn	ironic_unique_buildings_wang_lang
3k_district_market_trade	ironic_unique_buildings_wang_lang
3k_district_market_trade_port	ironic_unique_buildings_wang_lang
3k_district_military_conscription_basic	ironic_unique_buildings_wang_lang
3k_district_military_equipment	ironic_unique_buildings_wang_lang
3k_district_military_security	ironic_unique_buildings_wang_lang
3k_district_residential_logistics	ironic_unique_buildings_wang_lang
3k_district_residential_housing	ironic_unique_buildings_wang_lang
3k_district_residential_markets	ironic_unique_buildings_wang_lang
3k_district_artisan_labour	ironic_unique_buildings_wang_lang
3k_resource_earth_temple	ironic_unique_buildings_wang_lang
3k_district_market_school	ironic_unique_buildings_wu_jing
3k_district_government_religion	ironic_unique_buildings_wu_jing
3k_district_artisan_private_workshops	ironic_unique_buildings_wu_jing
3k_district_artisan_state_workshops	ironic_unique_buildings_wu_jing
3k_district_government_administration_palace	ironic_unique_buildings_wu_jing
3k_district_government_rural_administration	ironic_unique_buildings_wu_jing
3k_district_market_inn	ironic_unique_buildings_wu_jing
3k_district_market_trade	ironic_unique_buildings_wu_jing
3k_district_market_trade_port	ironic_unique_buildings_wu_jing
3k_district_military_conscription_wu_jing	ironic_unique_buildings_wu_jing
3k_district_military_equipment	ironic_unique_buildings_wu_jing
3k_district_military_security	ironic_unique_buildings_wu_jing
3k_district_residential_logistics	ironic_unique_buildings_wu_jing
3k_district_residential_housing	ironic_unique_buildings_wu_jing
3k_district_residential_markets	ironic_unique_buildings_wu_jing
3k_district_artisan_labour	ironic_unique_buildings_wu_jing
3k_resource_earth_temple	ironic_unique_buildings_wu_jing
ironic_liu_yao_labour_artisan	ironic_unique_buildings_liu_yao
3k_district_artisan_private_workshops	ironic_unique_buildings_liu_yao
3k_district_artisan_state_workshops	ironic_unique_buildings_liu_yao
3k_district_government_administration_palace	ironic_unique_buildings_liu_yao
3k_district_government_religion	ironic_unique_buildings_liu_yao
3k_district_government_rural_administration	ironic_unique_buildings_liu_yao
3k_district_market_inn	ironic_unique_buildings_liu_yao
3k_district_market_school	ironic_unique_buildings_liu_yao
3k_district_market_trade	ironic_unique_buildings_liu_yao
3k_district_market_trade_port	ironic_unique_buildings_liu_yao
3k_district_military_conscription_basic	ironic_unique_buildings_liu_yao
3k_district_military_equipment	ironic_unique_buildings_liu_yao
3k_district_military_security	ironic_unique_buildings_liu_yao
3k_district_residential_logistics	ironic_unique_buildings_liu_yao
3k_resource_earth_temple	ironic_unique_buildings_liu_yao
3k_district_residential_housing	ironic_unique_buildings_liu_yao
3k_district_residential_markets	ironic_unique_buildings_liu_yao
3k_district_government_administration_hua	ironic_unique_buildings_hua_xin
3k_district_government_religion	ironic_unique_buildings_hua_xin
3k_district_artisan_private_workshops	ironic_unique_buildings_hua_xin
3k_district_artisan_state_workshops	ironic_unique_buildings_hua_xin
3k_district_government_rural_administration	ironic_unique_buildings_hua_xin
3k_district_market_inn	ironic_unique_buildings_hua_xin
3k_district_market_school	ironic_unique_buildings_hua_xin
3k_district_market_trade	ironic_unique_buildings_hua_xin
3k_district_market_trade_port	ironic_unique_buildings_hua_xin
3k_district_military_conscription_basic	ironic_unique_buildings_hua_xin
3k_district_military_equipment	ironic_unique_buildings_hua_xin
3k_district_military_security	ironic_unique_buildings_hua_xin
3k_district_residential_logistics	ironic_unique_buildings_hua_xin
3k_district_residential_housing	ironic_unique_buildings_hua_xin
3k_district_residential_markets	ironic_unique_buildings_hua_xin
3k_district_artisan_labour	ironic_unique_buildings_hua_xin
3k_resource_earth_temple	ironic_unique_buildings_hua_xin
3k_district_government_administration_palace	ironic_unique_buildings_zhang_yang
3k_district_government_religion	ironic_unique_buildings_zhang_yang
3k_district_artisan_private_workshops	ironic_unique_buildings_zhang_yang
3k_district_artisan_state_workshops	ironic_unique_buildings_zhang_yang
3k_district_government_rural_administration	ironic_unique_buildings_zhang_yang
3k_district_market_inn	ironic_unique_buildings_zhang_yang
3k_district_market_school	ironic_unique_buildings_zhang_yang
3k_district_market_trade	ironic_unique_buildings_zhang_yang
3k_district_market_trade_port	ironic_unique_buildings_zhang_yang
3k_district_military_conscription_basic	ironic_unique_buildings_zhang_yang
3k_district_military_equipment_zhang_yang	ironic_unique_buildings_zhang_yang
3k_district_military_security	ironic_unique_buildings_zhang_yang
3k_district_residential_logistics	ironic_unique_buildings_zhang_yang
3k_district_residential_housing	ironic_unique_buildings_zhang_yang
3k_district_residential_markets	ironic_unique_buildings_zhang_yang
3k_district_artisan_labour	ironic_unique_buildings_zhang_yang
3k_resource_earth_temple	ironic_unique_buildings_zhang_yang
3k_district_market_school_zhuge_xuan	ironic_unique_buildings_zhuge_xuan
3k_district_government_administration_palace	ironic_unique_buildings_zhuge_xuan
3k_district_government_religion	ironic_unique_buildings_zhuge_xuan
3k_district_artisan_private_workshops	ironic_unique_buildings_zhuge_xuan
3k_district_artisan_state_workshops	ironic_unique_buildings_zhuge_xuan
3k_district_government_rural_administration	ironic_unique_buildings_zhuge_xuan
3k_district_market_inn	ironic_unique_buildings_zhuge_xuan
3k_district_market_trade	ironic_unique_buildings_zhuge_xuan
3k_district_market_trade_port	ironic_unique_buildings_zhuge_xuan
3k_district_military_conscription_basic	ironic_unique_buildings_zhuge_xuan
3k_district_military_equipment	ironic_unique_buildings_zhuge_xuan
3k_district_military_security	ironic_unique_buildings_zhuge_xuan
3k_district_residential_logistics	ironic_unique_buildings_zhuge_xuan
3k_district_residential_housing	ironic_unique_buildings_zhuge_xuan
3k_district_residential_markets	ironic_unique_buildings_zhuge_xuan
3k_district_artisan_labour	ironic_unique_buildings_zhuge_xuan
3k_resource_earth_temple	ironic_unique_buildings_zhuge_xuan
3k_district_government_religion	ironic_unique_buildings_sheng_xian
3k_district_artisan_private_workshops	ironic_unique_buildings_sheng_xian
3k_district_artisan_state_workshops	ironic_unique_buildings_sheng_xian
3k_district_government_administration_palace	ironic_unique_buildings_sheng_xian
3k_district_government_rural_administration	ironic_unique_buildings_sheng_xian
3k_district_market_inn_sheng_xian	ironic_unique_buildings_sheng_xian
3k_district_market_school	ironic_unique_buildings_sheng_xian
3k_district_market_trade	ironic_unique_buildings_sheng_xian
3k_district_market_trade_port	ironic_unique_buildings_sheng_xian
3k_district_military_conscription_basic	ironic_unique_buildings_sheng_xian
3k_district_military_equipment	ironic_unique_buildings_sheng_xian
3k_district_military_security	ironic_unique_buildings_sheng_xian
3k_district_residential_logistics	ironic_unique_buildings_sheng_xian
3k_district_residential_housing	ironic_unique_buildings_sheng_xian
3k_district_residential_markets	ironic_unique_buildings_sheng_xian
3k_district_artisan_labour	ironic_unique_buildings_sheng_xian
3k_resource_earth_temple	ironic_unique_buildings_sheng_xian
