building_chain	id
3k_ytr_district_artisan_manufacturing_workshops_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_government_organisation_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_government_religion_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_government_scholars_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_government_yellow_turban_gardens	3k_ytr_huang_shao
3k_ytr_district_labour_housing_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_market_inn_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_market_trade_port_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_market_trade_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_military_conscription_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_military_equipment_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_military_security_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_residential_farming_yellow_turban	3k_ytr_huang_shao
3k_ytr_district_residential_housing_yellow_turban	3k_ytr_huang_shao
3k_ytr_resource_earth_temple_yellow_turban	3k_ytr_huang_shao
3k_city	ep_default
3k_district_artisan_labour	ep_default
3k_district_artisan_private_workshops	ep_default
3k_district_artisan_state_workshops	ep_default
3k_district_government_religion	ep_default
3k_district_market_harbour	ep_default
3k_district_market_inn	ep_default
3k_district_market_school	ep_default
3k_district_market_trade	ep_default
3k_district_market_trade_port	ep_default
3k_district_military_conscription_basic	ep_default
3k_district_military_equipment	ep_default
3k_district_military_security	ep_default
3k_district_residential_housing	ep_default
3k_district_residential_logistics	ep_default
3k_district_residential_markets	ep_default
3k_dlc06_city	ep_default
3k_minor_port_placeholder_chain	ep_default
3k_resource_earth_temple	ep_default
3k_resource_fire_iron	ep_default
3k_resource_fire_northern_horses	ep_default
3k_resource_metal_copper	ep_default
3k_resource_metal_craftsmen_animal	ep_default
3k_resource_metal_craftsmen_armour	ep_default
3k_resource_metal_craftsmen_weapon	ep_default
3k_resource_metal_jade	ep_default
3k_resource_metal_tools	ep_default
3k_resource_water_salt	ep_default
3k_resource_water_silk	ep_default
3k_resource_water_spice	ep_default
3k_resource_water_trading_port	ep_default
3k_resource_wood_farms_grain	ep_default
3k_resource_wood_farms_rice	ep_default
3k_resource_wood_fish	ep_default
3k_resource_wood_livestock	ep_default
3k_resource_wood_lumber_bamboo	ep_default
3k_resource_wood_lumber_pine	ep_default
3k_resource_wood_tea	ep_default
ep_district_government_inspectors_office	ep_default
ep_district_government_judiciary	ep_default
