key	icon_path	feature_type	sort_order
ironic_korea_unique_mechanic_five_gods	UI\skins\default\scroll.png	ceo	4
ironic_kong_zhou_unique_school	UI\Buildings\Icons\district\market\3k_district_market_school_5.png	building	3
ironic_chen_wen_unique_inn	UI\Buildings\Icons\district\market\3k_district_market_inn_5.png	building	3
ironic_liu_yu_unique_unit_wuhuan_nobles	ui/hvo/units_reworked/hv_unit_wuhuan_cavalry.png	unit	1
ironic_liu_yu_unique_unit_xianbei_mercenary	ui/units/metal/mh_unit_metal_exemplars_of_the_tao.png	unit	2
ironic_jia_long_unique_unit_gentry_household_guards	ui/hvo/units_reworked/hv_unit_dan_yang_infantry.png	unit	1
ironic_jia_long_unique_unit_yi_spearmen	ui/hvo/units_reworked/hv_unit_elite_spearmen.png	unit	2
ironic_chen_wen_unit_water_ironic_alliance_sharpshooters	ui/vaca_units/water/Alliance_Sharpshooters.png	unit	1
ironic_chen_wen_unit_wood_ironic_alliance_defenders	ui/vaca_units/wood/The_Fellowship.png	unit	2
ironic_kong_zhou_unit_wood_ironic_scholar_spearmen	ui/vaca_units/wood/Scholar_Spears.png	unit	1
ironic_kong_zhou_unit_water_ironic_scholar_archers	ui/units/water/3k_main_unit_water_yi_archers.png	unit	2
ironic_liu_dai_unit_water_ironic_yan_crossbow	ui/hvo/units_reworked/hv_unit_beihai_fury_crossbowmen.png	unit	1
ironic_liu_dai_unit_metal_ironic_yanjin_swashbucklers	ui/vaca_units/metal/Yanjin_Swashbucklers.png	unit	2
ironic_unique_buildings_liu_dai	ui/buildings/icons/district/residential/3k_district_residential_logistics_5.png	building	3
ironic_unique_buildings_zhang_chao	ui/buildings/icons/district/market/3k_district_market_school_5.png	building	3
ironic_unique_buildings_ze_rong	ui/buildings/icons/district/yellow_turban/3k_district_yellow_turban_military_security_5.png	building	3
ironic_gongsun_du_3k_mod_unit_earth_xianbei_swordguard	ui/units/earth/3k_mod_unit_earth_xianbei_swordguard.png	unit	3
ironic_gongsun_du_3k_mod_unit_metal_xianbei_headhunters	ui/units/metal/3k_mod_unit_metal_xianbei_headhunters.png	unit	4
ironic_unique_buildings_gongsun_du	ui/buildings/icons/district/government/3k_district_government_administration_decadence_5.png	building	5
unit_metal_artist_guangling	ui/hvo/units_reworked/large/hv_unit_taishan_phantoms.png	unit	4
unit_metal_guangling_pirates	ui/hvo/units_reworked/hv_unit_bomb_thrower.png	unit	5
unit_metal_savant_warriors	ui/hvo/units_reworked/large/hv_unit_jingchou_buqu_caltrop_infantry.png	unit	4
unit_wood_empire_watchmen	ui/hvo/units_reworked/large/hv_unit_azure_dragons.png	unit	5
unit_metal_liaodong_headhunters	ui/hvo/units_reworked/large/hv_unit_ytr_bringers_of_peace.png	unit	4
unit_water_liaodong_rangers	ui/hvo/units_reworked/large/hv_unit_enforcer_archer_cavalry.png	unit	5
unit_wood_yang_spearmen	ui/hvo/units_reworked/large/hv_unit_chen_spear_defenders.png	unit	4
unit_metal_stalwart_axes	ui/hvo/units_reworked/large/hv_unit_rapid_tigers.png	unit	5
unit_metal_bomb_throwers	ui/hvo/units_reworked/large/hv_unit_jiuzhen_raider.png	unit	4
unit_water_warrior_monks	ui/hvo/units_reworked/large/hv_unit_warrior_monks.png	unit	5
ironic_di_marauders_earth	ui/units/earth/3k_main_unit_earth_qiang_raiders.png	unit	1
ironic_di_horse_archers_water	ui/units/water/ep_unit_water_xianbei_horse_archers.png	unit	2
ironic_di_raiders_fire	ui/units/fire/ep_unit_fire_xianbei_riders.png	unit	3
ironic_di_cataphracts_fire	ui/units/fire/ep_unit_fire_xiongnu_cataphracts.png	unit	4
ironic_ma_ai_assignments	UI\skins\default\scroll.png	ceo	1
ironic_wang_lang_assignments	UI\skins\default\scroll.png	ceo	3
ironic_wang_lang_buildings	UI\Buildings\Icons\district\market\3k_district_market_school_5.png	building	4
ironic_wang_lang_unit_inspector_cavalry	ui/hvo/units_reworked/hv_unit_militia_scout_cavalry.png	unit	1
ironic_wang_lang_unit_scholar_archers	ui/hvo/units_reworked/hv_unit_jingchou_buqu_archers.png	unit	2
ironic_wu_jing_unit_wu_enginners	ui/hvo/units_reworked/hv_unit_local_noble_buqu_infantry.png	unit	1
ironic_wu_jing_unit_fuchun_militia	ui/vaca_units/water/fuchun_militia.png	unit	2
ironic_wu_jing_building_military_conquest	ui/buildings/icons/district/military/3k_district_military_conscription_dong_zhuo_5.png	building	3
ironic_liu_yao_unit_yang_halberdiers	ui/hvo/units_reworked/3k_dlc07_unit_wood_northern_veteran_ji_infantry.png	unit	1
ironic_liu_yao_unit_yang_crossbows	ui/hvo/units_reworked/hv_unit_chen_crossbow_defenders.png	unit	2
ironic_liu_yao_building_labour_houses	ui/buildings/icons/district/artisan/3k_district_artisan_minting_5.png	building	3
unit_metal_zu_lang_shanyue_bandits	ui/vaca_units/metal/large/Shanyue_Bandits.png	unit	1
unit_metal_zu_lang_coastal_marauders	ui/vaca_units/metal/Coastal_Marauder.png	unit	2
unit_metal_tong_zhi_wu_drafted_guards	ui/vaca_units/metal/Luling_Drafted_Guards.png	unit	1
unit_metal_tong_zhi_southern_honor_guard	ui/vaca_units/metal/Southern_Honor_Guard.png	unit	2
unit_wood_wang_sheng_shanyue_levies	ui/vaca_units/wood/Shanyue_Levies.png	unit	1
unit_wood_wang_sheng_provincial_defenders	ui/vaca_units/wood/Provincial_Defenders.png	unit	2
unit_wood_hua_xin_poyang_civic_spearmen	ui/vaca_units/wood/Poyang_Civic_Spearmen.png	unit	1
unit_wood_hua_xin_southern_ambushers	ui/vaca_units/wood/Southern_Ambushers.png	unit	2
unit_water_zhu_hao_volunteer_bowmen	ui/vaca_units/water/large/Volunteer_Bowmen.png	unit	1
unit_wood_zhu_hao_zhu_loyalist_guards	ui/vaca_units/wood/Zhu_Loyalist.png	unit	2
unit_wood_zhuge_xuan_yuzhang_spearmen	ui/vaca_units/wood/Yuzhang_Spearmen.png	unit	1
unit_water_zhuge_xuan_white_dragon_crossbowmen	ui/vaca_units/water/White_Dragon_Crossbowmen.png	unit	2
unit_wood_sheng_xian_danyang_volunteers	ui/vaca_units/wood/Danyang_Volunteers.png	unit	1
unit_wood_sheng_xian_wu_peacekeepers	ui/vaca_units/wood/Wu_Peacekeepers.png	unit	2
unit_water_ma_ai_wraths_of_jiuquan	ui/vaca_units/water/Wrath_Of_Jiuquan.png	unit	1
unit_fire_ma_ai_wusun_horsemen	ui/vaca_units/fire/Wusun_Horsemen.png	unit	2
unit_metal_handan_shang_caravan_guards	ui/vaca_units/metal/Caravan_Guards.png	unit	1
unit_earth_handan_shang_nothern_pillagers	ui/vaca_units/earth/Northern_Pillagers.png	unit	2
unit_wood_huang_ang_frontier_guardians	ui/vaca_units/wood/Frontier_Guardians.png	unit	1
unit_earth_huang_ang_household_riders	ui/vaca_units/earth/Household_Riders.png	unit	2
3k_main_unique_features_zhao_wei_yi_archers	UI\units\water\3k_main_unit_water_yi_archers.png	unit	0
3k_main_unique_features_zhao_wei_yi_marksmen	UI\units\water\3k_main_unit_water_yi_marksmen.png	unit	1
3k_main_unique_features_liu_bei_yi_archers	ui/vaca_units/earth/White_Feathered_Riders.png	unit	0
3k_main_unique_features_liu_bei_yi_marksmen	ui/vaca_units/water/Crossbow_Militia.png	unit	1
3k_main_unique_features_hua_xin_admin	ui/buildings/icons/district/government/3k_district_government_administration_decadence_5.png	building	2
3k_main_unique_features_bian_rang_assignment	UI\skins\default\scroll.png	ceo	2
3k_main_unique_features_xiongnu_encampment	ui/buildings/icons/resource/fire/3k_resource_fire_northern_horses_4.png	building	0
3k_main_unique_features_zhang_forge	ui/buildings/icons/district/military/3k_district_military_equipment_weapons_3.png	building	0
3k_main_unique_features_zhuge_school	ui/buildings/icons/district/military/3k_district_military_security_province_5.png	building	1
3k_main_unique_features_zhuge_scroll	UI\skins\default\scroll.png	ceo	2
3k_main_unique_features_northern_tribes_captain	UI/units/frontend_captains/3k_main_unit_frontend_sunjian_captain.png	unit	0
3k_main_unique_features_northern_captain_contest	ui/ancillaries/followers/3k_main_ancillary_military_expert.png	ceo	10
rew_iro_huang_zu_wood_jingzhou_ambushers	ui/units/wood/3k_dlc06_unit_wood_javelin_spearmen.png	unit	3
rew_iro_huang_zu_metal_skyrim_stealth_archers	ui/units/metal/3k_dlc05_unit_metal_zhanmajian_infantry.png	unit	4
rew_iro_cai_mao_metal_jingzhou_marines	ui/units/metal/ep_unit_metal_xu_raiders.png	unit	3
rew_iro_cai_mao_metal_assault_marines	ui/units/metal/3k_dlc05_unit_metal_white_tiger_warriors.png	unit	4
3k_main_unique_features_you_tu_jiangdong_breakers	ui/v_ai_units/metal/ironic_unit_metal_jiangdong_stormbreakers.png	unit	1
3k_main_unique_features_you_tu_yue_enforcers	ui/v_ai_units/wood/ironic_unit_wood_yue_enforcers.png	unit	2
3k_main_unique_features_you_tu_chest_gamble	ui/ancillaries/chests/3k_dlc06_warlord_tribute_chest_xlarge.png	ceo	3
3k_main_unique_features_gongsun_zan_edicts	UI\skins\default\scroll.png	ceo	4
3k_main_unique_features_ma_teng_stables	UI\skins\default\scroll.png	ceo	4
3k_main_unique_features_liu_chong_garrisons	ui/buildings/icons/district/military/3k_district_military_security_province_5.png	building	5
