key	icon_path	feature_type	sort_order
3k_dlc04_unique_features_zhang_jue_messengers_of_heaven	ui/units/earth/mh_unit_earth_messengers_of_heaven.png	unit	0
3k_dlc04_unique_features_zhang_liang_assignment_people	UI\skins\default\scroll.png	ceo	2
3k_dlc04_unique_features_zhang_liang_gallants_of_the_people	ui/units/wood/mh_unit_wood_gallants_of_the_people.png	unit	1
3k_dlc04_unique_features_zhang_liang_tyrant_slayers	ui/units/fire/mh_unit_fire_tyrant_slayers.png	unit	0
3k_dlc05_unique_features_lu_bu_coerce	UI\skins\default\scroll.png	ceo	2
3k_dlc05_unique_features_lu_bu_raze	UI\skins\default\scroll.png	ceo	3
3k_dlc05_unique_features_mercenary_treaty	UI\skins\default\scroll.png	ceo	5
3k_dlc05_unique_features_sun_ce_hand_maiden	UI/units/earth/3k_dlc05_unit_earth_handmaid_guard.png	unit	1
3k_dlc05_unique_features_sun_ce_tiger	UI/units/wood/3k_dlc05_unit_wood_tiger_guard.png	unit	0
3k_dlc05_unique_features_white_tiger_yan_shanyue_enclave	ui\buildings\icons\district\banditry\large\dlc05_white_tiger_yan_shanyue_2.png	building	2
3k_dlc05_unique_features_white_tiger_yan_white_tiger_raiders	ui\units\water\3k_dlc05_unit_water_white_tiger_raiders.png	unit	1
3k_dlc05_unique_features_white_tiger_yan_white_tiger_warriors	ui\units\metal\3k_dlc05_unit_metal_white_tiger_warriors.png	unit	0
3k_dlc05_unit_fire_formation_breakers	UI\units\fire\3k_dlc05_unit_fire_formation_breakers.png	unit	0
3k_dlc05_unit_metal_camp_crushers	UI\units\metal\3k_dlc05_unit_metal_camp_crushers.png	unit	1
3k_dlc06_unique_features_king_mulu_fealty	UI\skins\default\fealty_faction_icons\3k_dlc06_faction_nanman_king_mulu_player_faction_icon_gold.png	ceo	0
3k_dlc06_unique_features_king_mulu_ravine_warriors	UI/units/metal/3k_dlc06_unit_metal_ravine_warriors.png	unit	0
3k_dlc06_unique_features_king_mulu_southern_elephants	UI/units/fire/3k_dlc06_unit_fire_southern_elephants.png	unit	2
3k_dlc06_unique_features_king_mulu_war_elephants	UI/units/fire/3k_dlc06_unit_fire_war_elephants.png	unit	1
3k_dlc06_unique_features_lady_zhurong_fealty	UI\skins\default\fealty_faction_icons\3k_dlc06_faction_nanman_lady_zhurong_player_faction_icon_gold.png	ceo	0
3k_dlc06_unique_features_meng_huo_faction_bonus	UI\skins\default\scroll.png	ceo	4
3k_dlc06_unique_features_meng_huo_fealty	UI\skins\default\fealty_faction_icons\3k_dlc06_faction_nanman_king_meng_huo_player_faction_icon_gold.png	ceo	0
3k_dlc06_unique_features_meng_huo_nanzhong_champions	UI\units\metal\3k_dlc06_unit_metal_nanzhong_champions.png	unit	2
3k_dlc06_unique_features_meng_huo_nanzhong_elephants	UI\units\water\3k_dlc06_unit_water_nanzhong_elephants.png	unit	3
3k_dlc06_unique_features_meng_huo_nanzhong_spearmen	UI\units\wood\3k_dlc06_unit_wood_nanzhong_spearmen.png	unit	1
3k_dlc06_unique_features_nanman_lady_zhurong_assignment_trailblazer	UI\skins\default\scroll.png	ceo	3
3k_dlc06_unique_features_nanman_lady_zhurong_followers_of_the_flame	UI/units/metal/3k_dlc06_unit_metal_followers_of_the_flame.png	unit	0
3k_dlc06_unique_features_nanman_lady_zhurong_tiger_slingers	UI/units/water/3k_dlc06_unit_water_tiger_slingers.png	unit	2
3k_dlc06_unique_features_nanman_lady_zhurong_tiger_warriors	UI/units/metal/3k_dlc06_unit_metal_tiger_warriors.png	unit	1
3k_dlc06_unique_features_shamoke_cultural_reform	UI\skins\default\scroll.png	ceo	4
3k_dlc06_unique_features_shamoke_fealty	UI\skins\default\fealty_faction_icons\3k_dlc06_faction_nanman_king_shamoke_player_faction_icon_gold.png	ceo	0
3k_dlc06_unique_features_shamoke_might_of_the_valley	UI\units\metal\3k_dlc06_unit_metal_might_of_the_valley.png	unit	1
3k_dlc06_unique_features_shamoke_wuling_fighters	UI\units\metal\3k_dlc06_unit_metal_wuling_fighters.png	unit	3
3k_dlc06_unique_features_shamoke_wuling_slingers	UI\units\water\3k_dlc06_unit_water_wuling_slingers.png	unit	2
3k_dlc06_unique_features_shi_xie_bonds_of_family	UI\skins\default\scroll.png	ceo	2
3k_dlc06_unique_features_shi_xie_tribute_chests	UI\ancillaries\chests\3k_dlc06_governor_tribute_chest.png	ceo	1
3k_dlc07_unique_features_liu_yan_dongzhoubing_defenders	UI\units\wood\3k_dlc07_unit_wood_dongzhoubing_defenders.png	unit	1
3k_dlc07_unique_features_liu_yan_dongzhoubing_marksmen	UI\units\water\3k_dlc07_unit_water_dongzhoubing_marksmen.png	unit	2
3k_dlc07_unique_features_liu_yan_inheritance	UI\skins\default\scroll.png	ceo	0
3k_main_unique_Features_zhang_yan_black_mountain	UI\Buildings\Icons\district\government\3k_district_government_administration_black_mountain_5.png	building	3
3k_main_unique_feature_assignment_kong_rong_investment	UI\skins\default\scroll.png	ceo	2
3k_main_unique_feature_assignment_yuan_shu_investment	UI\skins\default\scroll.png	ceo	2
3k_main_unique_feature_zheng_fists_of_the_bandit_queen	UI\units\metal\3k_main_unit_metal_fists_of_the_bandit_queen.png	unit	1
3k_main_unique_feature_zheng_jiang_hidden_axes	UI\units\metal\3k_main_unit_metal_hidden_axes.png	unit	0
3k_main_unique_features_building_liu_biao_gentlemen	UI\Buildings\Icons\district\market\3k_district_market_inn_5.png	building	3
3k_main_unique_features_building_ma_teng_supply	UI/Buildings/Icons/resource/fire/3k_resource_fire_northern_horses_5.png	building	3
3k_main_unique_features_cao_cao_conscription	UI\Buildings\Icons\district\military\3k_district_military_conscription_cao_cao_5.png	building	3
3k_main_unique_features_cao_cao_garrisons	UI\Buildings\Icons\resource\wood\3k_resource_wood_farms_grain_agricultural_garrison_5.png	building	2
3k_main_unique_features_cao_cao_heavy_tiger_and_leopard_cavalry	UI\units\fire\3k_main_unit_fire_heavy_tiger_and_leopard_cavalry.png	unit	1
3k_main_unique_features_cao_cao_schemes	UI\skins\default\scroll.png	ceo	4
3k_main_unique_features_cao_cao_tiger_and_leopard_cavalry	UI\units\fire\3k_main_unit_fire_tiger_and_leopard_cavalry.png	unit	0
3k_main_unique_features_dong_zhuo_conscription	UI\Buildings\Icons\district\military\3k_district_military_conscription_dong_zhuo_5.png	building	4
3k_main_unique_features_dong_zhuo_heavy_xiliang_cavalry	UI\units\fire\3k_main_unit_fire_heavy_xiliang_cavalry.png	unit	1
3k_main_unique_features_dong_zhuo_occupation_options	UI\skins\default\scroll.png	ceo	2
3k_main_unique_features_dong_zhuo_threaten	UI\skins\default\scroll.png	ceo	3
3k_main_unique_features_dong_zhuo_xiliang_cavalry	UI\units\fire\3k_main_unit_fire_xiliang_cavalry.png	unit	0
3k_main_unique_features_gongsun_zan_military	UI\Buildings\Icons\district\government\3k_district_government_gongsun_zan_hq_5.png	building	2
3k_main_unique_features_gongsun_zan_white_horse_fellows	UI\units\water\3k_main_unit_water_white_horse_fellows.png	unit	1
3k_main_unique_features_gongsun_zan_white_horse_raiders	UI\units\water\3k_main_unit_water_white_horse_raiders.png	unit	0
3k_main_unique_features_governors_proclamation	UI\ancillaries\accessories\3k_main_ancillary_imperial_jade_seal_xlarge.png	ceo	5
3k_main_unique_features_kong_rong_fury_of_beihai	UI\units\water\3k_main_unit_water_fury_of_beihai.png	unit	0
3k_main_unique_features_kong_rong_public_schools	UI\Buildings\Icons\district\market\3k_district_market_school_5.png	building	3
3k_main_unique_features_kong_rong_thunder_of_jian_an	UI\units\water\3k_main_unit_water_thunder_of_jian_an.png	unit	1
3k_main_unique_features_liu_bei_confederate	UI\ancillaries\accessories\3k_main_ancillary_zhuangzi.png	ceo	5
3k_main_unique_features_liu_bei_occupation_option	UI\skins\default\scroll.png	ceo	6
3k_main_unique_features_liu_bei_tax_collector	UI\Buildings\Icons\district\government\3k_district_government_rural_administration_han_5.png	building	7
3k_main_unique_features_liu_bei_yi_archers	UI\units\water\3k_main_unit_water_yi_archers.png	unit	0
3k_main_unique_features_liu_bei_yi_marksmen	UI\units\water\3k_main_unit_water_yi_marksmen.png	unit	1
3k_main_unique_features_liu_biao_imperial_defenders	UI\units\wood\3k_main_unit_wood_imperial_defenders.png	unit	1
3k_main_unique_features_liu_biao_infantry_of_jing	UI\units\wood\3k_main_unit_wood_infantry_of_jing.png	unit	0
3k_main_unique_features_liu_biao_ministerial_position	UI\skins\default\scroll.png	ceo	2
3k_main_unique_features_ma_teng_qiang_hunters	UI\units\water\3k_main_unit_water_qiang_hunters.png	unit	0
3k_main_unique_features_ma_teng_qiang_marauders	UI\units\fire\3k_main_unit_fire_qiang_marauders.png	unit	1
3k_main_unique_features_ma_teng_qiang_raiders	UI\units\earth\3k_main_unit_earth_qiang_raiders.png	unit	2
3k_main_unique_features_sun_jian_fealty	UI\Buildings\Icons\district\artisan\3k_district_artisan_sun_jian_fealty_5.png	building	6
3k_main_unique_features_sun_jian_mercenary_1	UI/units/fire/3k_main_unit_fire_mercenary_cavalry.png	unit	4
3k_main_unique_features_sun_jian_mercenary_2	UI/units/metal/3k_main_unit_metal_mercenary_infantry.png	unit	3
3k_main_unique_features_sun_jian_mercenary_3	UI/units/water/3k_main_unit_water_mercenary_archers.png	unit	2
3k_main_unique_features_sun_jian_mercenary_captain	UI/units/frontend_captains/3k_main_unit_frontend_sunjian_captain.png	unit	0
3k_main_unique_features_yuan_shao_captain_armoury	UI\skins\default\scroll.png	ceo	4
3k_main_unique_features_yuan_shao_captains	UI/units/frontend_captains/3k_main_unit_frontend_yuanshao_captain.png	unit	0
3k_main_unique_features_yuan_shao_defenders_of_hebei	UI\units\wood\3k_main_unit_wood_defenders_of_hebei.png	unit	2
3k_main_unique_features_yuan_shao_occupation_option	UI\skins\default\scroll.png	ceo	5
3k_main_unique_features_yuan_shao_palace	UI\Buildings\Icons\district\government\3k_district_government_administration_yuan_5.png	building	3
3k_main_unique_features_yuan_shao_warriors_of_ye	UI\units\wood\3k_main_unit_wood_warriors_of_ye.png	unit	1
3k_main_unique_features_yuan_shu_decadence	UI\Buildings\Icons\district\government\3k_district_government_administration_decadence_5.png	building	3
3k_main_unique_features_yuan_shu_rapid_tiger_infantry	UI\units\metal\3k_main_unit_metal_rapid_tiger_infantry.png	unit	0
3k_main_unique_features_yuan_shu_warriors_of_the_left	UI\units\metal\3k_main_unit_metal_warriors_of_the_left.png	unit	1
3k_main_unique_features_zhang_yan_black_mountain_hunters	UI\units\water\3k_main_unit_water_black_mountain_hunters.png	unit	2
3k_main_unique_features_zhang_yan_black_mountain_marauders	UI\units\metal\3k_main_unit_metal_black_mountain_marauders.png	unit	0
3k_main_unique_features_zhang_yan_black_mountain_outlaws	UI\units\wood\3k_main_unit_wood_black_mountain_outlaws.png	unit	1
3k_main_unique_features_zheng_jiang_bandit_lair	UI\Buildings\Icons\district\residential\3k_district_residential_bandits_5.png	building	2
3k_main_unique_features_zheng_jiang_tribute	UI\Buildings\Icons\district\government\3k_government_tribute_hall_zheng_jiang_5.png	building	3
3k_ytr_unique_features_gong_du_building	UI\Buildings\Icons\district\yellow_turban\3k_district_yellow_turban_caches_5.png	building	1
3k_ytr_unique_features_gong_du_stance	UI\skins\default\scroll.png	ceo	2
3k_ytr_unique_features_gong_du_technology	UI\units\wood\3k_ytr_unit_wood_guardians_of_the_land.png	unit	0
3k_ytr_unique_features_he_yi_occupation_option	UI\skins\default\scroll.png	ceo	2
3k_ytr_unique_features_he_yi_taoists	UI\Buildings\Icons\district\government\3k_district_government_rural_healers_5.png	building	1
3k_ytr_unique_features_he_yi_technology	UI\units\metal\3k_ytr_unit_metal_youxia.png	unit	0
3k_ytr_unique_features_huang_shao_assignment	UI\skins\default\scroll.png	ceo	2
3k_ytr_unique_features_huang_shao_building	UI\Buildings\Icons\district\yellow_turban\3k_district_yellow_turban_gardens_5.png	building	0
3k_ytr_unique_features_huang_shao_technology	UI\units\water\3k_ytr_unit_water_archery_masters.png	unit	0
ep_unique_feature_assignment_sima_wei_reward_populace	UI\skins\default\scroll.png	ceo	2
ep_unique_features_political_action_present_gift	UI\ancillaries\accessories\3k_main_ancillary_celestial_sphere.png	ceo	3
ep_unique_features_sima_ai_archers_of_jing	UI\units\water\ep_unit_water_archers_of_jing.png	unit	1
ep_unique_features_sima_ai_assignment	UI\skins\default\scroll.png	building	2
ep_unique_features_sima_ai_infantry_of_jing	UI\units\wood\3k_main_unit_wood_infantry_of_jing.png	unit	0
ep_unique_features_sima_ai_reformation_buildings	UI\Buildings\Icons\district\government\ep_district_government_inspectors_office_5.png	building	0
ep_unique_features_sima_liang_imperial_guards	UI\units\metal\ep_unit_metal_imperial_guards.png	unit	0
ep_unique_features_sima_lun_xiongnu_cataphrachts	UI\units\fire\ep_unit_fire_xiongnu_cataphracts.png	unit	1
ep_unique_features_sima_lun_xiongnu_cavalry	UI\units\fire\ep_unit_fire_xiongnu_cavalry.png	unit	0
ep_unique_features_sima_wei_chu_infantry	UI\units\metal\ep_unit_metal_chu_infantry.png	unit	0
ep_unique_features_sima_wei_chu_spearmen	UI\units\wood\ep_unit_wood_chu_spearmen.png	unit	1
ep_unique_features_sima_wei_conscription	UI\Buildings\Icons\district\military\3k_district_military_conscription_3.png	building	4
ep_unique_features_sima_ying_qiang_hunters	UI\units\water\3k_main_unit_water_qiang_hunters.png	unit	0
ep_unique_features_sima_ying_qiang_marauders	UI\units\fire\3k_main_unit_fire_qiang_marauders.png	unit	1
ep_unique_features_sima_ying_qiang_raiders	UI\units\earth\3k_main_unit_earth_qiang_raiders.png	unit	2
ep_unique_features_sima_yong_assignment	UI\skins\default\scroll.png	ceo	2
ep_unique_features_sima_yong_government_support	UI\Buildings\Icons\district\residential\3k_district_residential_government_support_5.png	building	0
ep_unique_features_sima_yong_security	UI\Buildings\Icons\district\military\3k_district_military_security_capital_5.png	building	0
ep_unique_features_sima_yong_xianbei_horse_archers	UI\units\water\ep_unit_water_xianbei_horse_archers.png	unit	0
ep_unique_features_sima_yong_xianbei_riders	UI\units\fire\ep_unit_fire_xianbei_riders.png	unit	1
ep_unique_features_sima_yue_labour	UI\Buildings\Icons\district\artisan\3k_district_artisan_labour_5.png	building	2
ep_unique_features_sima_yue_minister_military	UI\ancillaries\followers\3k_main_ancillary_military_instructor.png	ceo	0
ep_unique_features_sima_yue_minister_province	UI\ancillaries\followers\3k_main_ancillary_provincial_auditor.png	ceo	1
ep_unique_features_sima_yue_warriors_of_xu	UI\units\metal\ep_unit_metal_warriors_of_xu.png	unit	1
ep_unique_features_sima_yue_xu_raiders	UI\units\metal\ep_unit_metal_xu_raiders.png	unit	0
ep_unqiue_features_sima_jiong_assignment	UI\skins\default\scroll.png	building	2
ep_unqiue_features_sima_jiong_captains	UI/units/frontend_captains/3k_main_unit_frontend_yuanshao_captain.png	unit	0
ep_unqiue_features_sima_jiong_court	UI\ancillaries\accessories\3k_main_ancillary_imperial_jade_seal.png	building	0
ep_unqiue_features_sima_jiong_judiciary	UI\Buildings\Icons\district\government\ep_district_government_judiciary_5.png	building	1
ep_unqiue_features_sima_jiong_qi_crossbowmen	UI\units\water\ep_unit_water_qi_crossbowmen.png	unit	2
ep_unqiue_features_sima_jiong_qi_guardsmen	UI\units\wood\ep_unit_wood_qi_guardsmen.png	unit	1
ep_unqiue_features_sima_liang_demesne	UI\skins\default\scroll.png	ceo	2
ep_unqiue_features_sima_liang_judiciary	UI\Buildings\Icons\district\government\ep_district_government_judiciary_5.png	building	1
ep_unqiue_features_sima_lun_judiciary	UI\Buildings\Icons\district\government\ep_district_government_judiciary_5.png	building	1
