key	index	subculture	category	screen_name	screen_adjective	skin	ui_skin	is_rebel	mp_available	mp_available_naval	flags_path	military_group	movie_death_event	ship_name_group	unit_regiment_name_group	attack_desc	defend_desc	pre_battle_speech_parameter	senator_total	audio_voiceover_culture	mp_force_gen_template	faction_swapping_id	has_politics	waaagh_faction	waaagh_general_unit	is_quest_faction	cdir_military_generator_config	campaign_unit_permission_group	grant_rebel_captures_to_faction	feature_forest	battle_flag_path	text_replacement_key	lose_movie	battle_flag_path_historical	win_movie	primary_colour_hex	secondary_colour_hex	rebel_colour_hex	uniform_colour_hex	card_colour_hex
ironic_faction_zhang_xian_separatists	709733851	3k_main_chinese	unplayable	Zhang Xian Separatists	Zhang Xian Separatists	default		false	false	false	data\ui\flags\3k_main_faction_lingling_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhang Xian Separatists Commandery military force!	You are defending againist a Zhang Xian Separatists Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_main_faction_lingling_separatists		3k_main_game_lost_fire	flag_3k_main_faction_lingling_separatists	3k_main_game_won_fire	4C623F	233754	36A779	4C623F	000000
ironic_faction_liu_pan	1327492508	3k_main_chinese	playable	Liu Pan	Liu Pan	default		false	false	false	data\ui\flags\mod_faction_liu_pan	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Pan Commandery military force!	You are defending againist a Liu Pan Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_liu_pan_faction		LOCKED_STANDARD	flag_mod_faction_liu_pan		3k_main_game_lost_fire	flag_mod_faction_liu_pan	3k_main_game_won_fire	4A5540	55647A	CC3A60	67BB06	000000
ironic_faction_liu_pan_separatists	1997774312	3k_main_chinese	unplayable	Liu Pan Separatists	Liu Pan Separatists	default		false	false	false	data\ui\flags\3k_main_faction_changsha_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Pan Separatists Commandery military force!	You are defending againist a Liu Pan Separatists Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_main_faction_changsha_separatists		3k_main_game_lost_fire	flag_3k_main_faction_changsha_separatists	3k_main_game_won_fire	544937	297577	6F1000	4EA213	000000
ironic_faction_zhu_hao	1051352848	3k_main_chinese	playable	Zhu Hao 	Zhu Hao 	default		false	false	false	data\ui\flags\mod_faction_zhu_hao	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhu Hao Commandery military force!	You are defending againist a Zhu Hao Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_zhu_hao_faction		LOCKED_STANDARD	flag_mod_faction_zhu_hao		3k_main_game_lost_fire	flag_mod_faction_zhu_hao	3k_main_game_won_fire	4F4D4D	02FEB9	224DDB	7B5848	000000
ironic_faction_zhu_hao_separatists	266043856	3k_main_chinese	unplayable	Zhu Hao Separatists	Zhu Hao Separatists	default		false	false	false	data\ui\flags\3k_main_faction_poyang_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhu Hao Separatists Commandery military force!	You are defending againist a Zhu Hao Separatists Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_zhu_hao_faction		LOCKED_STANDARD	flag_3k_main_faction_poyang_separatists		3k_main_game_lost_fire	flag_3k_main_faction_poyang_separatists	3k_main_game_won_fire	372A55	D69861	C696D1	ABB724	000000
ironic_faction_bian_rang	1992584955	3k_main_chinese	playable	Bian Rang	Bian Rang	default		false	false	false	data\ui\flags\3k_main_faction_lujiang	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Bian Rang Commandery military force!	You are defending againist a Bian Rang Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_bian_rang_faction		LOCKED_STANDARD	flag_3k_main_faction_lujiang		3k_main_game_lost_fire	flag_3k_main_faction_lujiang	3k_main_game_won_fire	978F87	60C6FD	7C8623	335A4A	000000
ironic_faction_bian_rang_separatists	335577736	3k_main_chinese	unplayable	Bian Rang Separatists	Bian Rang Separatists	default		false	false	false	data\ui\flags\3k_main_faction_lujiang_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Bian Rang Separatists Commandery military force!	You are defending againist a Bian Rang Separatists Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_main_faction_lujiang_separatists		3k_main_game_lost_fire	flag_3k_main_faction_lujiang_separatists	3k_main_game_won_fire	282B30	A90BA9	ADE0D7	BB97B7	000000
ironic_faction_chen_wen	154513185	3k_main_chinese	playable	Chen Wen	Chen Wen	default		false	false	false	data\ui\flags\ironic_faction_chen_wen	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Chen Wen Commandery military force!	You are defending againist a Chen Wen Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_chen_wen_faction		LOCKED_STANDARD	flag_ironic_chen_wen_faction		3k_main_game_lost_fire	flag_3k_main_faction_yangzhou	3k_main_game_won_fire	2D3652	4D7253	81260F	505140	000000
ironic_faction_chen_wen_separatists	1347923480	3k_main_chinese	unplayable	Chen Wen Separatists	Chen Wen Separatists	default		false	false	false	data\ui\flags\ironic_faction_chen_wen_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Chen Wen Separatists Commandery military force!	You are defending againist a Chen Wen Separatists Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_chen_wen_faction		LOCKED_STANDARD	flag_ironic_chen_wen_faction_separatists		3k_main_game_lost_fire	flag_3k_main_faction_yangzhou_separatists	3k_main_game_won_fire	617E67	256045	1EC388	F40567	000000
ironic_faction_gan_ning	1777844976	3k_dlc05_subculture_bandits	playable	Gan 	Gan Ning	default		false	false	false	data\ui\flags\ironic_faction_gan_ning	3k_dlc05_military_grouping_bandits	0	221	221	You are attacking a Gan Ning military force!	You are defending against a Gan Ning military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_gan_ning_faction		3k_main_faction_feature_forest_locked_outlaw	flag_ironic_faction_gan_ning	bandit	3k_main_game_lost_fire	flag_ironic_faction_gan_ning	3k_main_game_won_fire	541E00	010A6E	396980	4966F6	000000
ironic_faction_gan_ning_separatists	2136100224	3k_dlc05_subculture_bandits	unplayable	Gan Ning Separatists	Gan Ning Separatists	default		false	false	false	data\ui\flags\ironic_faction_gan_ning_separatists	3k_dlc05_military_grouping_bandits	0	221	221	You are attacking a Gan Ning Separatists military force!	You are defending against a Gan Ning Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_gan_ning_faction		3k_main_faction_feature_forest_locked_outlaw	flag_ironic_faction_gan_ning_separatists		3k_main_game_lost_fire	flag_ironic_faction_gan_ning_separatists	3k_main_game_won_fire	2F2D2E	03F897	E30B11	E3EA1D	000000
ironic_faction_goguryeo	530555752	3k_ironic_korea	playable	Goguryeo	Goguryeo	default		false	false	false	data\ui\flags\mod_faction_goguryeo	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Goguryeo Commandery military force!	You are defending against Goguryeo Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_goguryeo_faction		LOCKED_STANDARD	flag_mod_faction_goguryeo		3k_main_game_lost_earth	flag_mod_faction_goguryeo	3k_main_game_won_earth	76191A	987D43	000000	76191A	000000
ironic_faction_goguryeo_separatists	2126638776	3k_ironic_korea	unplayable	Goguryeo Separatists	Goguryeo Separatists	default		false	false	false	data\ui\flags\mod_faction_goguryeo_separatists	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Goguryeo Separatists military force!	You are defending against Goguryeo Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_goguryeo_faction		LOCKED_STANDARD	flag_mod_faction_goguryeo_separatists		3k_main_game_lost_earth	flag_mod_faction_goguryeo_separatists	3k_main_game_won_earth	083D3E	4D4943	000000	073D3E	000000
ironic_faction_bakaja	1679135607	3k_ironic_korea	playable	Bakaja	Bakaja	default		false	false	false	data\ui\flags\mod_faction_baekje	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Bakaja Commandery military force!	You are defending against a Bakaja Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_bakaja_faction		LOCKED_STANDARD	flag_mod_faction_baekje		3k_main_game_lost_water	flag_mod_faction_baekje	3k_main_game_won_water	FFEB64	282728	ADADAD	ADADAD	000000
ironic_faction_bakaja_separatists	812658388	3k_ironic_korea	unplayable	Bakaja Separatists	Bakaja Separatists	default		false	false	false	data\ui\flags\mod_faction_baekje_separatists	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Bakaja Separatists Commandery military force!	You are defending against a Bakaja Separatists Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_bakaja_faction		LOCKED_STANDARD	flag_mod_faction_baekje_separatists		3k_main_game_lost_water	flag_mod_faction_baekje_separatists	3k_main_game_won_water	FFEB64	282728	ADADAD	ADADAD	000000
ironic_faction_shitla	1399028889	3k_ironic_korea	playable	Shitla	Shitla	default		false	false	false	data\ui\flags\mod_faction_silla	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Shitla Commandery military force!	You are defending against a Shitla Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_shitla_faction		LOCKED_STANDARD	flag_mod_faction_silla		3k_main_game_lost_fire	flag_mod_faction_silla	3k_main_game_won_earth	1F7DC6	AEA2DC	ADADAD	3C2314	000000
ironic_faction_shitla_separatists	2035305927	3k_ironic_korea	unplayable	Shitla Separatists	Shitla Separatists	default		false	false	false	data\ui\flags\mod_faction_silla_separatists	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Shitla Separatists Commandery military force!	You are defending against a Shitla Separatists Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_shitla_faction		LOCKED_STANDARD	flag_mod_faction_silla_separatists		3k_main_game_lost_fire	flag_mod_faction_silla_separatists	3k_main_game_won_earth	1F7DC6	AEA2DC	ADADAD	3C2314	000000
ironic_faction_tamno	1740652872	3k_ironic_korea	unplayable	Tamno	Tamno	default		false	false	false	data\ui\flags\mod_faction_tamna	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Tamno Commandery military force!	You are defending against Tamno Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_tamno_faction		LOCKED_STANDARD	flag_mod_faction_tamna		3k_main_game_lost_fire	flag_mod_faction_tamna	3k_main_game_won_earth	45421B	073D3E	ADADAD	45421B	000000
ironic_faction_tamno_separatists	1915252519	3k_ironic_korea	unplayable	Tamno Separatists	Tamno Separatists	default		false	false	false	data\ui\flags\mod_faction_tamna	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Tamno Separatists Commandery military force!	You are defending against Tamno Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_tamno_faction		LOCKED_STANDARD	flag_mod_faction_tamna		3k_main_game_lost_fire	flag_mod_faction_tamna	3k_main_game_won_earth	083D3E	4D4943	ADADAD	083D3E	000000
ironic_faction_gaya	244370625	3k_ironic_korea	unplayable	Gaya	Gaya	default		false	false	false	data\ui\flags\mod_faction_gaya	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Gaya Commandery military force!	You are defending against Gaya Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_gaya_faction		LOCKED_STANDARD	flag_mod_faction_gaya		3k_main_game_lost_fire	flag_mod_faction_gaya	3k_main_game_won_earth	45421B	073D3E	ADADAD	45421B	000000
ironic_faction_gaya_separatists	978539924	3k_ironic_korea	unplayable	Gaya Separatists	Gaya Separatists	default		false	false	false	data\ui\flags\mod_faction_gaya	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Gaya Separatists Commandery military force!	You are defending against Gaya Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_gaya_faction		LOCKED_STANDARD	flag_mod_faction_gaya		3k_main_game_lost_fire	flag_mod_faction_gaya	3k_main_game_won_earth	083D3E	4D4943	ADADAD	083D3E	000000
ironic_faction_buyeo	411784671	3k_ironic_korea	unplayable	Buyeo	Buyeo	default		false	false	false	data\ui\flags\mod_faction_buyeo	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Buyeo Commandery military force!	You are defending against Buyeo Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_buyeo_faction		LOCKED_STANDARD	flag_mod_faction_buyeo		3k_main_game_lost_fire	flag_mod_faction_buyeo	3k_main_game_won_earth	45421B	073D3E	ADADAD	45421B	000000
ironic_faction_buyeo_separatists	299429144	3k_ironic_korea	unplayable	Buyeo Separatists	Buyeo Separatists	default		false	false	false	data\ui\flags\mod_faction_buyeo	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Buyeo Separatists Commandery military force!	You are defending against Buyeo Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_buyeo_faction		LOCKED_STANDARD	flag_mod_faction_buyeo		3k_main_game_lost_fire	flag_mod_faction_buyeo	3k_main_game_won_earth	083D3E	4D4943	ADADAD	083D3E	000000
ironic_faction_korea_ye	1630944736	3k_ironic_korea	unplayable	Ye	Ye	default		false	false	false	data\ui\flags\mod_faction_korea_ye	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Ye Commandery military force!	You are defending against Ye Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_korea_ye_faction		LOCKED_STANDARD	flag_mod_faction_korea_ye		3k_main_game_lost_fire	flag_mod_faction_korea_ye	3k_main_game_won_earth	45421B	073D3E	ADADAD	45421B	000000
ironic_faction_korea_ye_separatists	285819692	3k_ironic_korea	unplayable	Ye Separatists	Ye Separatists	default		false	false	false	data\ui\flags\mod_faction_korea_ye	3k_main_military_grouping_han_chinese	0	342318990	342318990	You are attacking a Ye Separatists Commandery military force!	You are defending against Ye Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_korea_ye_faction		LOCKED_STANDARD	flag_mod_faction_korea_ye		3k_main_game_lost_fire	flag_mod_faction_korea_ye	3k_main_game_won_earth	083D3E	4D4943	ADADAD	083D3E	000000
ironic_faction_zhang_jin_border	585665279	3k_main_chinese	unplayable	Zhang Jin	Zhang Jin Renegades	default		false	false	false	data\ui\flags\mod_faction_handan_shang	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhang Jin military force!	You are defending against a Zhang Jin military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_handan_shang_faction		LOCKED_STANDARD	flag_mod_faction_handan_shang		3k_main_game_lost_fire	flag_mod_faction_handan_shang	3k_main_game_won_earth	271C04	C4C7C4	ADADAD	271C04	000000
ironic_faction_ma_ai	922311721	3k_main_chinese	unplayable	Ma Ai	Ma Ai Renegades	default		false	false	false	data\ui\flags\ironic_faction_ma_ai	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Ma Ai military force!	You are defending against a Ma Ai military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_ma_ai_faction		LOCKED_STANDARD	3k_main_set_unit_flag_chinese_faction_rebels		3k_main_game_lost_fire	3k_main_set_unit_flag_chinese_faction_rebels	3k_main_game_won_earth	943A44	EFE3E2	ADADAD	943A44	000000
ironic_faction_huang_clan	356212606	3k_main_chinese	unplayable	Huang Clan	Huang Clan Renegades	default		false	false	false	data\ui\flags\ironic_faction_huang_clan	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Huang Clan military force!	You are defending against a Huang Clan military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_huang_ang_faction		LOCKED_STANDARD	3k_main_set_unit_flag_chinese_faction_rebels		3k_main_game_lost_fire	3k_main_set_unit_flag_chinese_faction_rebels	3k_main_game_won_earth	B0933C	324277	ADADAD	B0933C	000000
ironic_faction_zhang_jin_border_separatists	2076990908	3k_main_chinese	unplayable	Zhang Jin Separatists	Zhang Jin Separatists Renegades	default		false	false	false	data\ui\flags\ep_faction_rebels	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhang Jin Separatists military force!	You are defending against a Zhang Jin Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_handan_shang_faction		LOCKED_STANDARD	3k_main_set_unit_flag_chinese_faction_rebels		3k_main_game_lost_fire	3k_main_set_unit_flag_chinese_faction_rebels	3k_main_game_won_earth	625F63	282728	ADADAD	ADADAD	000000
ironic_faction_ma_ai_separatists	2001982481	3k_main_chinese	unplayable	Ma Ai Separatists	Ma Ai Separatists Renegades	default		false	false	false	data\ui\flags\ep_faction_rebels	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Ma Ai Separatists military force!	You are defending against a Ma Ai Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_ma_ai_faction		LOCKED_STANDARD	3k_main_set_unit_flag_chinese_faction_rebels		3k_main_game_lost_fire	3k_main_set_unit_flag_chinese_faction_rebels	3k_main_game_won_earth	625F63	282728	ADADAD	ADADAD	000000
ironic_faction_huang_clan_separatists	178582449	3k_main_chinese	unplayable	Huang Clan Separatists	Huang Clan Separatists Renegades	default		false	false	false	data\ui\flags\ep_faction_rebels	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Huang Clan Separatists military force!	You are defending against a Huang Clan Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_huang_ang_faction		LOCKED_STANDARD	3k_main_set_unit_flag_chinese_faction_rebels		3k_main_game_lost_fire	3k_main_set_unit_flag_chinese_faction_rebels	3k_main_game_won_earth	625F63	282728	ADADAD	ADADAD	000000
ironic_faction_wang_sheng	1198757893	3k_main_chinese	unplayable	Wang Sheng	Wang Sheng	default		false	false	false	data\ui\flags\3k_main_faction_dongou	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wang Sheng military force!	You are defending against a Wang Sheng military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_wang_sheng_faction		LOCKED_STANDARD	flag_3k_main_faction_dongou		3k_main_game_lost_fire	flag_3k_main_faction_dongou	3k_main_game_won_earth	42797A	CD3C54	C3A441	E989CF	000000
ironic_faction_tong_zhi	1778625898	3k_main_chinese	unplayable	Tong Zhi	Tong Zhi	default		false	false	false	data\ui\flags\mod_faction_tong_zhi	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Tong Zhi military force!	You are defending against a Tong Zhi military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_tong_zhi_faction		LOCKED_STANDARD	flag_mod_faction_tong_zhi		3k_main_game_lost_fire	flag_mod_faction_tong_zhi	3k_main_game_won_earth	84232E	6DAC59	33518A	D771D4	000000
ironic_faction_hu_mao	498612950	3k_main_chinese	unplayable	Hu Mao	Hu Mao	default		false	false	false	data\ui\flags\3k_main_faction_badong	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Hu Mao military force!	You are defending against a Hu Mao military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_hu_mao_faction		LOCKED_STANDARD	flag_3k_main_faction_badong		3k_main_game_lost_fire	flag_3k_main_faction_badong	3k_main_game_won_earth	05524F	112731	71D50F	DBC8BD	000000
ironic_faction_wang_sheng_separatists	1286631469	3k_main_chinese	unplayable	Wang Sheng Separatists	Wang Sheng Separatists	default		false	false	false	data\ui\flags\3k_main_faction_dongou_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wang Sheng Separatists military force!	You are defending against a Wang Sheng Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_wang_sheng_faction		LOCKED_STANDARD	flag_3k_main_faction_dongou_separatists		3k_main_game_lost_fire	flag_3k_main_faction_dongou_separatists	3k_main_game_won_earth	561E19	33DCB1	978642	ACC560	000000
ironic_faction_tong_zhi_separatists	1674483695	3k_main_chinese	unplayable	Tong Zhi Separatists	Tong Zhi Separatists	default		false	false	false	data\ui\flags\3k_main_faction_luling_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Tong Zhi Separatists military force!	You are defending against a Tong Zhi Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_tong_zhi_faction		LOCKED_STANDARD	flag_3k_main_faction_luling_separatists		3k_main_game_lost_fire	flag_3k_main_faction_luling_separatists	3k_main_game_won_earth	516C37	8E26D1	1864DC	8E888D	000000
ironic_faction_hu_mao_separatists	1463871424	3k_main_chinese	unplayable	Hu Mao Separatists	Hu Mao Separatists	default		false	false	false	data\ui\flags\3k_main_faction_badong_separatists	3k_main_military_grouping_han_chinese	128.0000	221	221	You are attacking a Hu Mao Separatists military force!	You are defending against a Hu Mao Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_main_faction_badong_separatists		3k_main_game_lost_fire	flag_3k_main_faction_badong_separatists	3k_main_game_won_earth	4E1F19	F39C06	7AB680	620D02	000000
