key	index	subculture	category	screen_name	screen_adjective	skin	ui_skin	is_rebel	mp_available	mp_available_naval	flags_path	military_group	movie_death_event	ship_name_group	unit_regiment_name_group	attack_desc	defend_desc	pre_battle_speech_parameter	senator_total	audio_voiceover_culture	mp_force_gen_template	faction_swapping_id	has_politics	waaagh_faction	waaagh_general_unit	is_quest_faction	cdir_military_generator_config	campaign_unit_permission_group	grant_rebel_captures_to_faction	feature_forest	battle_flag_path	text_replacement_key	lose_movie	battle_flag_path_historical	win_movie	primary_colour_hex	secondary_colour_hex	rebel_colour_hex	uniform_colour_hex	card_colour_hex
3k_main_faction_huang_zu_separatists	1134249174	3k_main_chinese	unplayable	Sui Separatists	Huang Zu Separatists	default		false	false	false	data\ui\flags\3k_main_faction_huang_zu_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Huang Zu military force!	You are defending against a Huang Zu military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_faction_huang_zu		LOCKED_STANDARD	flag_3k_main_faction_huang_zu_separatists		3k_main_game_lost_earth	flag_3k_main_faction_huang_zu_separatists	3k_main_game_won_earth	D5CAC7	AEA2DC	ADADAD	B46450	000000
3k_main_faction_cai_mao	2041771055	3k_main_chinese	unplayable	Cai	Cai Mao	default		false	false	false	data\ui\flags\3k_main_faction_cai_mao	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Cai Mao military force!	You are defending against a Cai Mao military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_faction_cai_mao		LOCKED_STANDARD	flag_3k_main_faction_cai_mao		3k_main_game_lost_earth	flag_3k_main_faction_cai_mao	3k_main_game_won_earth	BE698A	AEA2DC	ADADAD	320A0F	000000
3k_main_faction_cai_mao_separatists	625059945	3k_main_chinese	unplayable	Cai Separatists	Cai Mao	default		false	false	false	data\ui\flags\3k_main_faction_cai_mao_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Cai Mao Separatists military force!	You are defending against a Cai Mao Separatists military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_faction_cai_mao		LOCKED_STANDARD	flag_3k_main_faction_cai_mao_separatists		3k_main_game_lost_earth	flag_3k_main_faction_cai_mao_separatists	3k_main_game_won_earth	F5EDEA	000000	000000	000000	000000
3k_dlc04_faction_chen_gui	1701035620	3k_main_chinese	unplayable	Chen Gui	Chen Gui	default		false	false	false	data\ui\flags\3k_dlc04_faction_chen_gui	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Chen Gui military force!	You are defending against a Chen Gui military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_chen_gui_faction		LOCKED_STANDARD	flag_3k_dlc04_faction_chen_gui		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_chen_gui	3k_main_game_won_cao_cao	616F77	BC8282	ADADAD	463C19	000000
3k_dlc04_faction_chen_gui_separatists	251089049	3k_main_chinese	unplayable	Chen Gui Separatists	Chen Gui Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_chen_gui_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Chen Gui Separatist military force!	You are defending against a Chen Gui Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_chen_gui_faction		LOCKED_STANDARD	flag_3k_dlc04_faction_chen_gui_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_chen_gui_separatists	3k_main_game_won_earth	BED9E7	CCA047	ADADAD	3C2314	000000
3k_main_faction_wang_kuang	2041771012	3k_main_chinese	unplayable	Wang	Wang Kuang	default		false	false	false	data\ui\flags\3k_main_faction_wang_kuang	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wang Kuang military force!	You are defending against a Wang Kuang military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_wang_kuang_faction		LOCKED_STANDARD	flag_3k_main_faction_wang_kuang		3k_main_game_lost_earth	flag_3k_main_faction_wang_kuang	3k_main_game_won_earth	614D60	AEA2DC	ADADAD	5A37A5	000000
3k_main_faction_wang_kuang_separatists	2109757369	3k_main_chinese	unplayable	Wang Separatists	Wang Kuang Separatists	default		false	false	false	data\ui\flags\3k_main_faction_wang_kuang_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wang Kuang military force!	You are defending against a Wang Kuang military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_wang_kuang_faction		LOCKED_STANDARD	flag_3k_main_faction_wang_kuang_separatists		3k_main_game_lost_earth	flag_3k_main_faction_wang_kuang_separatists	3k_main_game_won_earth	A07338	AEA2DC	ADADAD	5A37A5	000000
3k_dlc04_faction_han_fu_separatists	1272650740	3k_main_chinese	unplayable	Han Fu Separatists	Han Fu Separatists	default		false	false	false	data\ui\flags\3k_main_faction_han_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Han Fu Separatist military force!	You are defending against a Han Fu Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_han_fu_faction		LOCKED_STANDARD	flag_3k_dlc04_faction_han_fu_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_han_fu_separatists	3k_main_game_won_earth	4B4849	B91C1A	ADADAD	3C2314	000000
3k_main_faction_han_fu	2041770994	3k_main_chinese	unplayable	Nie	Han Fu	default		false	false	false	data\ui\flags\3k_main_faction_han_fu	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Han Fu military force!	You are defending against a Han Fu military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_han_fu_faction		LOCKED_STANDARD	flag_3k_main_faction_han_fu		3k_main_game_lost_earth	flag_3k_main_faction_han_fu	3k_main_game_won_earth	D59D5B	AEA2DC	ADADAD	8C003C	000000
3k_main_faction_zhang_yang	2041770993	3k_main_chinese	unplayable	Zhongshan	Zhang Yang	default		false	false	false	data\ui\flags\3k_main_faction_zhang_yang	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhang Yang military force!	You are defending against a Zhang Yang military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_Zhang_yang_faction		LOCKED_STANDARD	flag_3k_main_faction_zhang_yang		3k_main_game_lost_earth	flag_3k_main_faction_zhang_yang	3k_main_game_won_earth	87383E	AEA2DC	ADADAD	BE3FD7	000000
3k_main_faction_zhang_yang_separatists	610193568	3k_main_chinese	unplayable	Zhongshan Separatists	Zhang Yang Separatists	default		false	false	false	data\ui\flags\3k_main_faction_zhang_yang_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhang Yang military force!	You are defending against a Zhang Yang military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_Zhang_yang_faction		LOCKED_STANDARD	flag_3k_main_faction_zhang_yang_separatists		3k_main_game_lost_earth	flag_3k_main_faction_zhang_yang_separatists	3k_main_game_won_earth	543240	AEA2DC	ADADAD	BE3FD7	000000
3k_dlc05_faction_yang_feng	482162981	3k_dlc05_subculture_bandits	unplayable	Yang	Yang Feng	default		false	false	false	data\ui\flags\3k_dlc05_faction_yang_feng	3k_dlc05_military_grouping_bandits	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_yang_feng_b_faction		3k_main_faction_feature_forest_locked_outlaw	flag_3k_dlc05_faction_yang_feng	bandit	3k_main_game_lost_earth	flag_3k_dlc05_faction_yang_feng	3k_main_game_won_earth	6FAC90	B91C1A	ADADAD	3C2314	000000
3k_dlc05_faction_yang_feng_separatists	547897320	3k_dlc05_subculture_bandits	unplayable	Yang Feng Separatists	Yang Feng Separatists	default		false	false	false	data\ui\flags\3k_dlc05_faction_yang_feng_separatists	3k_dlc05_military_grouping_bandits	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_yang_feng_b_faction		3k_main_faction_feature_forest_locked_outlaw	flag_3k_dlc05_faction_yang_feng_separatists			flag_3k_dlc05_faction_yang_feng_separatists		2F292A	272625	000000	444C29	000000
3k_main_faction_zhang_lu	2041770940	3k_main_chinese	playable	Hanning	Zhang Lu	default		false	false	false	data\ui\flags\3k_main_faction_zhang_lu	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhang Lu military force!	You are defending against a Zhang Lu military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_zhang_lu_faction		LOCKED_STANDARD	flag_3k_main_faction_zhang_lu		3k_main_game_lost_earth	flag_3k_main_faction_zhang_lu	3k_main_game_won_earth	748B2E	EAD360	ADADAD	A0E6C8	000000
3k_main_faction_jia_long	2041771066	3k_main_chinese	playable	Jianwei	Jia Long	default		false	false	false	data\ui\flags\3k_main_faction_jia_long	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Jia Long military force!	You are defending against a Jia Long military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_jia_long_faction		LOCKED_STANDARD	flag_3k_main_faction_jia_long		3k_main_game_lost_metal	flag_3k_main_faction_jia_long	3k_main_game_won_metal	AB748A	AEA2DC	ADADAD	BE7D55	000000
3k_main_faction_jia_long_separatists	1305212813	3k_main_chinese	unplayable	Jianwei Separatists	Jia Long Separatists	default		false	false	false	data\ui\flags\3k_main_faction_jia_long_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Jia Long military force!	You are defending against a Jia Long military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_jia_long_faction		LOCKED_STANDARD	flag_3k_main_faction_jia_long_separatists		3k_main_game_lost_metal	flag_3k_main_faction_jia_long_separatists	3k_main_game_won_metal	54273C	AEA2DC	ADADAD	BE7D55	000000
3k_main_faction_liu_dai	2041771010	3k_main_chinese	playable	Tang	Liu Dai	default		false	false	false	data\ui\flags\3k_main_faction_liu_dai	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Dai military force!	You are defending against a Liu Dai military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_liu_dai_faction		LOCKED_STANDARD	flag_3k_main_faction_liu_dai		3k_main_game_lost_earth	flag_3k_main_faction_liu_dai	3k_main_game_won_earth	2C434F	DCA078	ADADAD	E6E169	000000
3k_main_faction_liu_dai_separatists	1333887734	3k_main_chinese	unplayable	Tang Separatists	Liu Dai Separatists	default		false	false	false	data\ui\flags\3k_main_faction_liu_dai_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Dai military force!	You are defending against a Liu Dai military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_liu_dai_faction		LOCKED_STANDARD	flag_3k_main_faction_liu_dai_separatists		3k_main_game_lost_earth	flag_3k_main_faction_liu_dai_separatists	3k_main_game_won_earth	C8C8C6	DCA078	ADADAD	E6E169	000000
3k_main_faction_gongsun_du	2041770980	3k_main_chinese	unplayable	Guzhu	Gongsun Du	default		false	false	false	data\ui\flags\3k_main_faction_gongsun_du	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Gongsun Du military force!	You are defending against a Gongsun Du military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_gongsun_du_faction		LOCKED_STANDARD	flag_3k_main_faction_gongsun_du		3k_main_game_lost_earth	flag_3k_main_faction_gongsun_du	3k_main_game_won_earth	6B5B6D	967832	ADADAD	6EA02D	000000
3k_main_faction_gongsun_du_separatists	1134999843	3k_main_chinese	unplayable	Guzhu Separatists	Gongsun Du Separatists	default		false	false	false	data\ui\flags\3k_main_faction_gongsun_du_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Gongsun Zan Separatist military force!	You are defending against a Gongsun Zan Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_gongsun_du_faction		LOCKED_STANDARD	flag_3k_main_faction_gongsun_du_separatists		3k_main_game_lost_earth	flag_3k_main_faction_gongsun_du_separatists	3k_main_game_won_earth	B1B0B5	967832	ADADAD	78B932	000000
3k_dlc04_faction_lu_kang	506537550	3k_main_chinese	unplayable	Lu Kang	Lu Kang	default		false	false	false	data\ui\flags\3k_dlc04_faction_lu_kang	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Lu Kang military force!	You are defending against a Lu Kang military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_lu_kang_faction		LOCKED_STANDARD	flag_3k_dlc04_faction_lu_kang		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_lu_kang	3k_main_game_won_cao_cao	A6D1C8	96C8CF	ADADAD	463C19	000000
3k_dlc04_faction_lu_kang_separatists	1320798004	3k_main_chinese	unplayable	Lu Kang Separatists	Lu Kang Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_lu_kang_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Lu Kang Separatist military force!	You are defending against a Lu Kang Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_lu_kang_faction		LOCKED_STANDARD	flag_3k_dlc04_faction_lu_kang_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_lu_kang_separatists	3k_main_game_won_earth	775D4A	C48164	ADADAD	3C2314	000000
3k_main_faction_zhang_chao	2041771022	3k_main_chinese	unplayable	Zhongwu	Zhang Chao	default		false	false	false	data\ui\flags\3k_main_faction_zhang_chao	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhang Chao military force!	You are defending against a Zhang Chao military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_zhang_chao_faction		LOCKED_STANDARD	flag_3k_main_faction_zhang_chao		3k_main_game_lost_earth	flag_3k_main_faction_zhang_chao	3k_main_game_won_earth	544D59	EAD360	ADADAD	96CDC3	000000
3k_main_faction_zhang_chao_separatists	982691159	3k_main_chinese	unplayable	Zhongwu Separatists	Zhang Chao Separatists	default		false	false	false	data\ui\flags\3k_main_faction_zhang_chao_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhang Chao military force!	You are defending against a Zhang Chao military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_zhang_chao_faction		LOCKED_STANDARD	flag_3k_main_faction_zhang_chao_separatists		3k_main_game_lost_earth	flag_3k_main_faction_zhang_chao_separatists	3k_main_game_won_earth	F5EDEA	EAD360	ADADAD	96CDC3	000000
3k_dlc04_faction_ying_shao	1447075389	3k_main_chinese	unplayable	Ying Shao	Ying Shao	default		false	false	false	data\ui\flags\3k_dlc04_faction_ying_shao	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Ying Shao military force!	You are defending against a Ying Shao military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_ying_shao_faction		LOCKED_STANDARD	flag_3k_dlc04_faction_ying_shao		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_ying_shao	3k_main_game_won_cao_cao	4E4169	5D6B95	ADADAD	463C19	000000
3k_dlc04_faction_ying_shao_separatists	1510891315	3k_main_chinese	unplayable	Ying Shao Separatists	Ying Shao Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_ying_shao_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Ying Shao Separatist military force!	You are defending against a Ying Shao Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_ying_shao_faction		LOCKED_STANDARD	flag_3k_dlc04_faction_ying_shao_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_ying_shao_separatists	3k_main_game_won_earth	C3C0DF	7FD9B6	ADADAD	3C2314	000000
3k_main_faction_zhai_rong	167374818	3k_main_chinese	unplayable	Chao	Zhai Rong	default		false	false	false	data\ui\flags\3k_main_faction_zhai_rong	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhai Rong military force!	You are defending against a Zhai Rong military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_ze_rong_faction		LOCKED_STANDARD	flag_3k_main_faction_zhai_rong		3k_main_game_lost_earth	flag_3k_main_faction_zhai_rong	3k_main_game_won_earth	99778C	967832	ADADAD	50FAA0	000000
3k_main_faction_zhai_rong_separatists	1790536379	3k_main_chinese	unplayable	Chao Separatists	Zhai Rong Separatists	default		false	false	false	data\ui\flags\3k_main_faction_zhai_rong_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Zhai Rong military force!	You are defending against a Zhai Rong military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_ze_rong_faction		LOCKED_STANDARD	flag_3k_main_faction_zhai_rong_separatists		3k_main_game_lost_earth	flag_3k_main_faction_zhai_rong_separatists	3k_main_game_won_earth	3F2429	967832	ADADAD	50FAA0	000000
3k_main_faction_kong_zhou	2041771045	3k_main_chinese	unplayable	Chen	Kong Zhou	default		false	false	false	data\ui\flags\3k_main_faction_kong_zhou	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Kong Zhou military force!	You are defending against a Kong Zhou military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_kong_zhou_faction		LOCKED_STANDARD	flag_3k_main_faction_kong_zhou		3k_main_game_lost_earth	flag_3k_main_faction_kong_zhou	3k_main_game_won_earth	999FB6	3C3CAA	ADADAD	D2AF5F	000000
3k_main_faction_kong_zhou_separatists	907714708	3k_main_chinese	unplayable	Chen Separatists	Kong Zhou	default		false	false	false	data\ui\flags\3k_main_faction_kong_zhou_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Kong Zhou military force!	You are defending against a Kong Zhou military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_kong_zhou_faction		LOCKED_STANDARD	flag_3k_main_faction_kong_zhou_separatists		3k_main_game_lost_earth	flag_3k_main_faction_kong_zhou_separatists	3k_main_game_won_earth	30343F	3C3CAA	ADADAD	D2AF5F	000000
3k_dlc04_faction_rebels	1974774018	3k_dlc05_subculture_bandits	unplayable	Looters	Looters	default		true	false	false	data\ui\flags\3k_main_faction_rebels	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Rebel military force!	You are defending against a Rebel military force!	FACTION_ODA	500	vo_Empire	default	brt	false			false	3k_dlc04_yellow_turban_config	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_rebels			flag_3k_dlc04_faction_rebels		625F63	000000	000000	000000	000000
3k_main_faction_liu_yao	2041771026	3k_main_chinese	unplayable	Yue	Liu Yao	default		false	false	false	data\ui\flags\3k_main_faction_liu_yao	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Yao military force!	You are defending against a Liu Yao military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_liu_yao_faction		LOCKED_STANDARD	flag_3k_main_faction_liu_yao		3k_main_game_lost_earth	flag_3k_main_faction_liu_yao	3k_main_game_won_earth	A8A4AD	EAD360	ADADAD	FA1973	000000
3k_main_faction_liu_yao_separatists	1433986996	3k_main_chinese	unplayable	Yue Separatists	Liu Yao Separatists	default		false	false	false	data\ui\flags\3k_main_faction_liu_yao_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Yao military force!	You are defending against a Liu Yao military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_liu_yao_faction		LOCKED_STANDARD	flag_3k_main_faction_liu_yao_separatists		3k_main_game_lost_earth	flag_3k_main_faction_liu_yao_separatists	3k_main_game_won_earth	493845	EAD360	ADADAD	FA1973	000000
3k_dlc05_faction_wu_jing	1509093072	3k_main_chinese	unplayable	Northern Wu	Wu Jing	default		false	false	false	data\ui\flags\3k_dlc05_faction_wu_jing	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_wu_jing_faction		LOCKED_STANDARD	flag_3k_dlc05_faction_wu_jing		3k_main_game_lost_earth	flag_3k_dlc05_faction_wu_jing	3k_main_game_won_earth	845541	272625	000000	444C29	000000
3k_dlc05_faction_wu_jing_separatists	1153268220	3k_main_chinese	unplayable	Northern Wu Separatists	Wu Jing Separatists	default		false	false	false	data\ui\flags\3k_dlc05_faction_wu_jing_separatists	3k_main_military_grouping_han_chinese	0	221	221	-	-	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_wu_jing_faction		LOCKED_STANDARD	flag_3k_dlc05_faction_wu_jing_separatists		3k_main_game_lost_earth	flag_3k_dlc05_faction_wu_jing_separatists	3k_main_game_won_earth	2F292A	272625	000000	444C29	000000
3k_main_faction_wang_lang	2041771014	3k_main_chinese	unplayable	Tan	Wang Lang	default		false	false	false	data\ui\flags\3k_main_faction_wang_lang	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wang Lang military force!	You are defending against a Wang Lang military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_wang_lang_faction		LOCKED_STANDARD	flag_3k_main_faction_wang_lang		3k_main_game_lost_earth	flag_3k_main_faction_wang_lang	3k_main_game_won_earth	A07338	967832	ADADAD	6450AA	000000
3k_main_faction_wang_lang_separatists	1047434813	3k_main_chinese	unplayable	Tan Separatists	Wang Lang Separatists	default		false	false	false	data\ui\flags\3k_main_faction_wang_lang_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wang Lang military force!	You are defending against a Wang Lang military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	ironic_wang_lang_faction		LOCKED_STANDARD	flag_3k_main_faction_wang_lang_separatists		3k_main_game_lost_earth	flag_3k_main_faction_wang_lang_separatists	3k_main_game_won_earth	A79073	967832	ADADAD	6450AA	000000
