key	index	subculture	category	screen_name	screen_adjective	skin	ui_skin	is_rebel	mp_available	mp_available_naval	flags_path	military_group	movie_death_event	ship_name_group	unit_regiment_name_group	attack_desc	defend_desc	pre_battle_speech_parameter	senator_total	audio_voiceover_culture	mp_force_gen_template	faction_swapping_id	has_politics	waaagh_faction	waaagh_general_unit	is_quest_faction	cdir_military_generator_config	campaign_unit_permission_group	grant_rebel_captures_to_faction	feature_forest	battle_flag_path	text_replacement_key	lose_movie	battle_flag_path_historical	win_movie	primary_colour_hex	secondary_colour_hex	rebel_colour_hex	uniform_colour_hex	card_colour_hex
3k_dlc04_faction_dai_separatists	1934021220	3k_main_chinese	unplayable	Daijun Separatists	Daijun Separatists	default		false	false	false	data\ui\flags\3k_main_faction_daijun_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Gaoliu Separatist military force!	You are defending against a Gaoliu Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_dai_separatists		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_dai_separatists	3k_main_game_won_cao_cao	313030	CDBDBD	ADADAD	463C19	000000
3k_dlc04_faction_ding_yuan	988618228	3k_main_chinese	unplayable	Ding Yuan	Ding Yuan	default		false	false	false	data\ui\flags\3k_dlc04_faction_ding_yuan	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Ding Yuan military force!	You are defending against a Ding Yuan military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_ding_yuan		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_ding_yuan	3k_main_game_won_cao_cao	345B38	5E452E	ADADAD	463C19	000000
3k_dlc04_faction_ding_yuan_separatists	2102575539	3k_main_chinese	unplayable	Ding Yuan Separatists	Ding Yuan Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_ding_yuan_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Ding Yuan Separatist military force!	You are defending against a Ding Yuan Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_ding_yuan_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_ding_yuan_separatists	3k_main_game_won_earth	3F3328	DCC196	ADADAD	3C2314	000000
3k_dlc04_faction_dong	71802202	3k_main_chinese	unplayable	Dong Commandery	Dong Commandery	default		false	false	false	data\ui\flags\3k_main_faction_dongjun	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Puyang Commandery military force!	You are defending against a Puyang Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_dong		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_dong	3k_main_game_won_cao_cao	894A3B	CDBDBD	ADADAD	463C19	000000
3k_dlc04_faction_dong_he	1446623000	3k_main_chinese	unplayable	Dong He	Dong He	default		false	false	false	data\ui\flags\3k_dlc04_faction_dong_he	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Dong He military force!	You are defending against a Dong He military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_dong_he		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_dong_he	3k_main_game_won_cao_cao	BCA75D	CCAC3D	ADADAD	463C19	000000
3k_dlc04_faction_dong_he_separatists	865163588	3k_main_chinese	unplayable	Dong He Separatists	Dong He Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_dong_he_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Dong He Separatist military force!	You are defending against a Dong He Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_dong_he_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_dong_he_separatists	3k_main_game_won_earth	464111	4F57C3	ADADAD	3C2314	000000
3k_dlc04_faction_dong_separatists	1050604044	3k_main_chinese	unplayable	Puyang Separatists	Puyang Separatists	default		false	false	false	data\ui\flags\3k_main_faction_dongjun_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Puyang Separatist military force!	You are defending against a Puyang Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_dong_separatists		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_dong_separatists	3k_main_game_won_cao_cao	9F958B	CDBDBD	ADADAD	463C19	000000
3k_dlc04_faction_empress_he	197691735	3k_main_chinese	playable	Han Dynasty	Han Dynasty	default		false	true	false	data\ui\flags\3k_dlc04_faction_empress_he	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Han Dynasty military force!	You are defending against a Han Dynasty military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	3k_dlc04_empress_config	3k_dlc04_unit_permission_group_empress_he		LOCKED_STANDARD	flag_3k_dlc04_faction_empress_he	han_dynasty	3k_main_game_lost_earth	flag_3k_dlc04_faction_empress_he	3k_main_game_won_earth	6C1718	A27917	ADADAD	463C19	000000
3k_dlc04_faction_empress_he_separatists	1872839481	3k_main_chinese	unplayable	Han Dynasty Separatists	Han Dynasty Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_empress_he_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Han Dynasty Separatist military force!	You are defending against a Han Dynasty Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_dlc04_unit_permission_group_empress_he		LOCKED_STANDARD	flag_3k_dlc04_faction_empress_he_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_empress_he_separatists	3k_main_game_won_earth	E7EBE1	5D0A0A	ADADAD	3C2314	000000
3k_dlc04_faction_han_fu_separatists	1272650740	3k_main_chinese	unplayable	Han Fu Separatists	Han Fu Separatists	default		false	false	false	data\ui\flags\3k_main_faction_han_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Han Fu Separatist military force!	You are defending against a Han Fu Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_han_fu_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_han_fu_separatists	3k_main_game_won_earth	4B4849	B91C1A	ADADAD	3C2314	000000
3k_dlc04_faction_liang_rebels	1470033795	3k_main_chinese	playable	Liang Rebels	Liang Rebels	default		false	false	false	data\ui\flags\3k_dlc04_faction_liang_rebels	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liang Rebel military force!	You are defending against a Liang Rebel military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_liang_rebels		3k_main_game_lost_fire	flag_3k_dlc04_faction_liang_rebels	3k_main_game_won_fire	A0A0A0	404040	ADADAD	463C19	000000
3k_dlc04_faction_liang_rebels_separatists	1456361572	3k_main_chinese	unplayable	Liang Separatists	Liang Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_liang_rebels_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liang Separatist military force!	You are defending against a Liang Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_liang_rebels_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_liang_rebels_separatists	3k_main_game_won_earth	404040	A0A0A0	ADADAD	3C2314	000000
3k_dlc04_faction_liu_hong	141146512	3k_main_chinese	unplayable	Liu Hong	Liu Hong	default		false	false	false	data\ui\flags\3k_dlc04_faction_liu_hong	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Hong military force!	You are defending against a Liu Hong military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_liu_hong		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_liu_hong	3k_main_game_won_cao_cao	C2D4D5	EFBB60	ADADAD	463C19	000000
3k_dlc04_faction_liu_hong_separatists	416401919	3k_main_chinese	unplayable	Liu Hong Separatists	Liu Hong Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_liu_hong_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Hong Separatist military force!	You are defending against a Liu Hong Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_liu_hong_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_liu_hong_separatists	3k_main_game_won_earth	2F292A	91E093	ADADAD	3C2314	000000
3k_dlc04_faction_liu_xun	199519422	3k_main_chinese	unplayable	Liu Xun	Liu Xun	default		false	false	false	data\ui\flags\3k_dlc04_faction_liu_xun	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Xun military force!	You are defending against a Liu Xun military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_liu_xun		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_liu_xun	3k_main_game_won_cao_cao	A03A5E	CC8529	ADADAD	463C19	000000
3k_dlc04_faction_liu_xun_separatists	73259335	3k_main_chinese	unplayable	Liu Xun Separatists	Liu Xun Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_liu_xun_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Liu Xun Separatist military force!	You are defending against a Liu Xun Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_liu_xun_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_liu_xun_separatists	3k_main_game_won_earth	2F292A	9774B7	ADADAD	3C2314	000000
3k_dlc04_faction_lu_kang	506537550	3k_main_chinese	unplayable	Lu Kang	Lu Kang	default		false	false	false	data\ui\flags\3k_dlc04_faction_lu_kang	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Lu Kang military force!	You are defending against a Lu Kang military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_lu_kang		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_lu_kang	3k_main_game_won_cao_cao	A6D1C8	96C8CF	ADADAD	463C19	000000
3k_dlc04_faction_lu_kang_separatists	1320798004	3k_main_chinese	unplayable	Lu Kang Separatists	Lu Kang Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_lu_kang_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Lu Kang Separatist military force!	You are defending against a Lu Kang Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_lu_kang_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_lu_kang_separatists	3k_main_game_won_earth	775D4A	C48164	ADADAD	3C2314	000000
3k_dlc04_faction_lu_zhi	255723022	3k_main_chinese	playable	Lu Zhi	Lu Zhi	default		false	true	false	data\ui\flags\3k_dlc04_faction_lu_zhi	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Lu Zhi military force!	You are defending against a Lu Zhi military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_dlc04_unit_permission_group_lu_zhi		LOCKED_STANDARD	flag_3k_dlc04_faction_lu_zhi	lu_zhi	3k_main_game_lost_water	flag_3k_dlc04_faction_lu_zhi	3k_main_game_won_water	2C4E86	B3B0A7	ADADAD	463C19	000000
3k_dlc04_faction_lu_zhi_separatists	392986899	3k_main_chinese	unplayable	Lu Zhi Separatists	Lu Zhi Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_lu_zhi_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Lu Zhi Separatist military force!	You are defending against a Lu Zhi Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_dlc04_unit_permission_group_lu_zhi		LOCKED_STANDARD	flag_3k_dlc04_faction_lu_zhi_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_lu_zhi_separatists	3k_main_game_won_earth	CEDCDA	2D4174	ADADAD	3C2314	000000
3k_dlc04_faction_prince_liu_chong	1076724004	3k_main_chinese	playable	Prince Liu Chong	Prince Liu Chong	default		false	true	false	data\ui\flags\3k_dlc04_faction_prince_liu_chong	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Prince Liu Chong military force!	You are defending against a Prince Liu Chong military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	3k_dlc04_liu_chong_config	3k_dlc04_unit_permission_group_prince_liu_chong		LOCKED_STANDARD	flag_3k_dlc04_faction_prince_liu_chong	liu_chong	3k_main_game_lost_earth_liu_chong	flag_3k_dlc04_faction_prince_liu_chong	3k_main_game_won_earth_liu_chong	F08F10	DEA442	ADADAD	463C19	000000
3k_dlc04_faction_prince_liu_chong_separatists	2063100559	3k_main_chinese	unplayable	Prince Liu Chong Separatists	Prince Liu Chong Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_prince_liu_chong_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Prince Liu Chong Separatist military force!	You are defending against a Prince Liu Chong Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_dlc04_unit_permission_group_prince_liu_chong		LOCKED_STANDARD	flag_3k_dlc04_faction_prince_liu_chong_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_prince_liu_chong_separatists	3k_main_game_won_earth	F1DEB5	50432D	ADADAD	3C2314	000000
3k_dlc04_faction_qiao_mao	806836561	3k_main_chinese	unplayable	Qiao Mao	Qiao Mao	default		false	false	false	data\ui\flags\3k_dlc04_faction_qiao_mao	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Qiao Mao military force!	You are defending against a Qiao Mao military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_qiao_mao		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_qiao_mao	3k_main_game_won_cao_cao	D1B861	6C68C4	ADADAD	463C19	000000
3k_dlc04_faction_qiao_mao_separatists	1431483133	3k_main_chinese	unplayable	Qiao Mao Separatists	Qiao Mao Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_qiao_mao_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Qiao Mao Separatist military force!	You are defending against a Qiao Mao Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_qiao_mao_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_qiao_mao_separatists	3k_main_game_won_earth	46442A	CDC3DF	ADADAD	3C2314	000000
3k_dlc04_faction_rebels	1974774018	3k_main_chinese	unplayable	Looters	Looters	default		true	false	false	data\ui\flags\3k_main_faction_rebels	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Rebel military force!	You are defending against a Rebel military force!	FACTION_ODA	500	vo_Empire	default	brt	false			false	3k_dlc04_yellow_turban_config	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_rebels			flag_3k_dlc04_faction_rebels		625F63	000000	000000	000000	000000
3k_dlc04_faction_wang_rui	1779834996	3k_main_chinese	unplayable	Wang Rui	Wang Rui	default		false	false	false	data\ui\flags\3k_dlc04_faction_wang_rui	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wang Rui military force!	You are defending against a Wang Rui military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_wang_rui		3k_main_game_lost_earth	flag_3k_dlc04_faction_wang_rui	3k_main_game_won_earth	844227	AEA2DC	ADADAD	5A37A5	000000
3k_dlc04_faction_wang_rui_separatists	919234126	3k_main_chinese	unplayable	Wang Separatists	Wang Rui Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_wang_rui_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wang Rui military force!	You are defending against a Wang Rui military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_wang_rui_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_wang_rui_separatists	3k_main_game_won_earth	46442A	AEA2DC	ADADAD	5A37A5	000000
3k_dlc04_faction_wei	1690343659	3k_main_chinese	unplayable	Wei Commandery	Wei Commandery	default		false	false	false	data\ui\flags\3k_main_faction_weijun	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wei Commandery military force!	You are defending against a Wei Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_wei		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_wei	3k_main_game_won_cao_cao	A19C9F	CDBDBD	ADADAD	463C19	000000
3k_dlc04_faction_wei_separatists	1179918715	3k_main_chinese	unplayable	Wei Separatists	Wei Separatists	default		false	false	false	data\ui\flags\3k_main_faction_weijun_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Wei Separatist military force!	You are defending against a Wei Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_wei_separatists		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_wei_separatists	3k_main_game_won_cao_cao	4C6189	CDBDBD	ADADAD	463C19	000000
3k_dlc04_faction_xin_xuan	2030564830	3k_main_chinese	unplayable	Xin Xuan	Xin Xuan	default		false	false	false	data\ui\flags\3k_dlc04_faction_xin_xuan	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Xin Xuan military force!	You are defending against a Xin Xuan military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_xin_xuan		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_xin_xuan	3k_main_game_won_cao_cao	A6875B	627D5E	ADADAD	463C19	000000
3k_dlc04_faction_xin_xuan_separatists	2037502634	3k_main_chinese	unplayable	Xin Xuan Separatists	Xin Xuan Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_xin_xuan_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Xin Xuan Separatist military force!	You are defending against a Xin Xuan Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_xin_xuan_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_xin_xuan_separatists	3k_main_game_won_earth	ECEDEC	2F3069	ADADAD	3C2314	000000
3k_dlc04_faction_ying_shao	1447075389	3k_main_chinese	unplayable	Ying Shao	Ying Shao	default		false	false	false	data\ui\flags\3k_dlc04_faction_ying_shao	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Ying Shao military force!	You are defending against a Ying Shao military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_ying_shao		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_ying_shao	3k_main_game_won_cao_cao	4E4169	5D6B95	ADADAD	463C19	000000
3k_dlc04_faction_ying_shao_separatists	1510891315	3k_main_chinese	unplayable	Ying Shao Separatists	Ying Shao Separatists	default		false	false	false	data\ui\flags\3k_dlc04_faction_ying_shao_separatists	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Ying Shao Separatist military force!	You are defending against a Ying Shao Separatist military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_ying_shao_separatists		3k_main_game_lost_earth	flag_3k_dlc04_faction_ying_shao_separatists	3k_main_game_won_earth	C3C0DF	7FD9B6	ADADAD	3C2314	000000
3k_dlc04_faction_yizhou_island	1047454716	3k_main_chinese	unplayable	Yizhou Commandery	Yizhou Commandery	default		false	false	false	data\ui\flags\3k_dlc04_faction_yizhou_island	3k_main_military_grouping_han_chinese	0	221	221	You are attacking a Yizhou Commandery military force!	You are defending against a Yizhou Commandery military force!	FACTION_CHOSOKABE	500	vo_Empire	default	brt	false			false	default	3k_main_unit_permission_group_han_chinese		LOCKED_STANDARD	flag_3k_dlc04_faction_yizhou_island		3k_main_game_lost_cao_cao	flag_3k_dlc04_faction_yizhou_island	3k_main_game_won_cao_cao	A1978E	CDBDBD	ADADAD	463C19	000000
