key	ceo_effect_list	point_change_per_turn_if_active	title	description	icon_path	opinion_topic_modifier
3k_dlc04_ancillary_armour_empress_hes_armour_unique	3k_dlc04_ancillary_armour_empress_hes_armour_unique	0	Empress He's Robes	Luxurious robes, fit for those who do not tread the battlefield.	armours/3k_dlc04_ancillary_armour_empress_he_armour_unique.png	
3k_dlc04_ancillary_armour_he_jins_armour_unique	3k_dlc04_ancillary_armour_he_jins_armour_unique	0	He Jin's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_he_jins_armour_unique.png	
3k_dlc04_ancillary_armour_huangfu_songs_armour_unique	3k_dlc04_ancillary_armour_huangfu_songs_armour_unique	0	Huangfu Song's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_huangfu_songs_armour_unique.png	
3k_dlc04_ancillary_armour_lu_zhis_armour_unique	3k_dlc04_ancillary_armour_lu_zhis_armour_unique	0	Lu Zhi's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_lu_zhis_armour_unique.png	
3k_dlc04_ancillary_armour_non_deployable_armour_red_common	3k_dlc04_ancillary_armour_non_deployable_armour_red_common	0	Courtier's Robes	Luxurious robes, fit for those who do not tread the battlefield.	armours/3k_dlc04_ancillary_armour_eunuch_2_armour_unique.png	
3k_dlc04_ancillary_armour_non_deployable_armour_red_refined	3k_dlc04_ancillary_armour_non_deployable_armour_red_refined	0	Attendant's Robes	Luxurious robes, fit for those who do not tread the battlefield.	armours/3k_dlc04_ancillary_armour_eunuch_1_armour_unique.png	
3k_dlc04_ancillary_armour_non_deployable_armour_yellow_common	3k_dlc04_ancillary_armour_non_deployable_armour_yellow_common	0	Minister's Robes	Luxurious robes, fit for those who do not tread the battlefield.	armours/3k_dlc04_ancillary_armour_eunuch_3_armour_unique.png	
3k_dlc04_ancillary_armour_prince_liu_chongs_armour_unique	3k_dlc04_ancillary_armour_prince_liu_chongs_armour_unique	0	Prince Liu Chong's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_prince_liu_chongs_armour_unique.png	
3k_dlc04_ancillary_armour_xun_yus_armour_unique_01	3k_dlc04_ancillary_armour_xun_yus_armour_unique	0	Xun Yu's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_xun_yu_armour_unique.png	
3k_dlc04_ancillary_armour_zhang_baos_armour_unique	3k_dlc04_ancillary_armour_zhang_baos_armour_unique	0	Zhang Bao's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_zhang_baos_armour_unique.png	
3k_dlc04_ancillary_armour_zhang_jues_armour_unique	3k_dlc04_ancillary_armour_zhang_jues_armour_unique	0	Zhang Jue's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_zhang_jues_armour_unique.png	
3k_dlc04_ancillary_armour_zhang_liangs_armour_unique	3k_dlc04_ancillary_armour_zhang_liangs_armour_unique	0	Zhang Liang's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_zhang_liangs_armour_unique.png	
3k_dlc04_ancillary_master_crafter	3k_dlc04_ancillary_follower_master_crafter	0	Master Crafter	A veteran of the wars that almost tore the kingdom apart, this man is both a masterful battlefield engineer and a more-than-competent instructor in his area.	followers/3k_dlc04_ancillary_master_crafter.png	
3k_dlc04_ancillary_mount_liu_chong	3k_dlc04_ancillary_mount_liu_chong	0	Ebon Prince	A fine horse, fit for a king.	mounts/3k_dlc04_ancillary_mount_liu_chong.png	
3k_dlc04_ancillary_weapon_bow_huangfu_song_unique	3k_dlc04_ancillary_weapon_bow_huangfu_song_unique	0	Huangfu Song's Bow	The bow that Huangfu Song wields may be an antique, but it remains a stunning example of the form, and will greatly assist him in putting down the Yellow Turban scum.	weapons/3k_dlc04_ancillary_weapon_bow_huangfu_song_unique.png	
3k_dlc04_ancillary_weapon_crossbow_prince_liu_chong_unique	3k_dlc04_ancillary_weapon_crossbow_prince_liu_chong_unique	0	Prince Liu Chong's Crossbow	The prince is highly skilled in the use of the crossbow, to the extent where he has authored the 'Nushe Bifa', an instructional treatise.	weapons/3k_dlc04_ancillary_weapon_crossbow_prince_liu_chong_unique.png	
3k_dlc04_ancillary_weapon_staff_zhang_jue_unique	3k_dlc04_ancillary_weapon_staff_zhang_jue_unique	0	Zhang Jue's Staff	Is it a mere staff or a tool for sorcery? Rumours persist, but they cannot harm Zhang Jue, for hearsay and myth work in the rebel leader's favour.	weapons/3k_dlc04_ancillary_weapon_staff_zhang_jue_unique.png	
3k_dlc04_ceo_factional_great_library_authority_common_00	3k_dlc04_ceo_factional_great_library_authority_common_01	0	Dongguan Hanji	{{tr:3k_dlc04_great_library_authority_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_01.png	
3k_dlc04_ceo_factional_great_library_authority_common_01	3k_dlc04_ceo_factional_great_library_authority_common_01	0	Dongguan Hanji	"...and in rode the Orange Cavalry, seeking to arrest the lawbreaker."\n\n{{tr:3k_dlc04_great_library_authority_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_01.png	
3k_dlc04_ceo_factional_great_library_authority_exceptional_00	3k_dlc04_ceo_factional_great_library_authority_exceptional_01	0	Huainanzi	{{tr:3k_dlc04_great_library_authority_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_03.png	
3k_dlc04_ceo_factional_great_library_authority_exceptional_01	3k_dlc04_ceo_factional_great_library_authority_exceptional_01	0	Huainanzi	"If appropriate personnel are appointed, then the realm is well-governed."\n\n{{tr:3k_dlc04_great_library_authority_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_03.png	
3k_dlc04_ceo_factional_great_library_authority_refined_00	3k_dlc04_ceo_factional_great_library_authority_refined_01	0	Records of the Grand Historian	{{tr:3k_dlc04_great_library_authority_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_02.png	
3k_dlc04_ceo_factional_great_library_authority_refined_01	3k_dlc04_ceo_factional_great_library_authority_refined_01	0	Records of the Grand Historian	"I myself have travelled west as far as Kongtong, north past Zhuolu, east to the sea, and in the south I have sailed the Yellow and Huai rivers."\n\n{{tr:3k_dlc04_great_library_authority_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_02.png	
3k_dlc04_ceo_factional_great_library_authority_unique_00	3k_dlc04_ceo_factional_great_library_authority_unique_01	0	The Book of Lord Shang	{{tr:3k_dlc04_great_library_authority_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_04.png	
3k_dlc04_ceo_factional_great_library_authority_unique_01	3k_dlc04_ceo_factional_great_library_authority_unique_01	0	The Book of Lord Shang	The law is an expression of love for the people.\n\n{{tr:3k_dlc04_great_library_authority_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_04.png	
3k_dlc04_ceo_factional_great_library_cunning_common_00	3k_dlc04_ceo_factional_great_library_cunning_common_01	0	Book of Changes	{{tr:3k_dlc04_great_library_cunning_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_01.png	
3k_dlc04_ceo_factional_great_library_cunning_common_01	3k_dlc04_ceo_factional_great_library_cunning_common_01	0	Book of Changes	The topmost line, divided, shows its subject, amidst the startling movements, in breathless dismay and looking round him with trembling apprehension. If he takes action, there will be evil.\n\n{{tr:3k_dlc04_great_library_cunning_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_01.png	
3k_dlc04_ceo_factional_great_library_cunning_exceptional_00	3k_dlc04_ceo_factional_great_library_cunning_exceptional_01	0	The Writings on Reckoning	{{tr:3k_dlc04_great_library_cunning_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_03.png	
3k_dlc04_ceo_factional_great_library_cunning_exceptional_01	3k_dlc04_ceo_factional_great_library_cunning_exceptional_01	0	The Writings on Reckoning	This treatise represents the true authority on mathematics; from fractions to factorisation.\n\n{{tr:3k_dlc04_great_library_cunning_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_03.png	
3k_dlc04_ceo_factional_great_library_cunning_refined_00	3k_dlc04_ceo_factional_great_library_cunning_refined_01	0	Classic of Poetry	{{tr:3k_dlc04_great_library_cunning_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_02.png	
3k_dlc04_ceo_factional_great_library_cunning_refined_01	3k_dlc04_ceo_factional_great_library_cunning_refined_01	0	Classic of Poetry	"With volume vast, the waters flow, but still within their channel run."\n\n{{tr:3k_dlc04_great_library_cunning_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_02.png	
3k_dlc04_ceo_factional_great_library_cunning_unique_00	3k_dlc04_ceo_factional_great_library_cunning_unique_01	0	Book of Rites	{{tr:3k_dlc04_great_library_cunning_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_04.png	
3k_dlc04_ceo_factional_great_library_cunning_unique_01	3k_dlc04_ceo_factional_great_library_cunning_unique_01	0	Book of Rites	"When sitting by a person of rank, if he began to yawn and stretch himself, to turn round his tablet, to play with the head of his sword, to move his shoes about, or to ask about the time of day, one might ask leave to retire."\n\n{{tr:3k_dlc04_great_library_cunning_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_04.png	
3k_dlc04_ceo_factional_great_library_expertise_common_00	3k_dlc04_ceo_factional_great_library_expertise_common_01	0	Huangdi Neijing	{{tr:3k_dlc04_great_library_authority_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_expertise_01.png	
3k_dlc04_ceo_factional_great_library_expertise_common_01	3k_dlc04_ceo_factional_great_library_expertise_common_01	0	Huangdi Neijing	"One should use all five examinations and combine their results, then one will be able to decide upon the share of life and death."\n\n{{tr:3k_dlc04_great_library_authority_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_expertise_01.png	
3k_dlc04_ceo_factional_great_library_expertise_exceptional_00	3k_dlc04_ceo_factional_great_library_expertise_exceptional_01	0	Discourses on Salt & Iron	{{tr:3k_dlc04_great_library_expertise_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_expertise_03.png	
3k_dlc04_ceo_factional_great_library_expertise_exceptional_01	3k_dlc04_ceo_factional_great_library_expertise_exceptional_01	0	Discourses on Salt & Iron	"Our ancestors spurned avarice and honoured righteousness; they venerated integrity and cared not for wealth."\n\n{{tr:3k_dlc04_great_library_expertise_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_expertise_03.png	
3k_dlc04_ceo_factional_great_library_expertise_refined_00	3k_dlc04_ceo_factional_great_library_expertise_refined_01	0	Nan Jing	{{tr:3k_dlc04_great_library_expertise_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_expertise_02.png	
3k_dlc04_ceo_factional_great_library_expertise_refined_01	3k_dlc04_ceo_factional_great_library_expertise_refined_01	0	Nan Jing	While the Huangdi Neijing may be authoritative, this book aims to clarify some of the vaguer areas.\n\n{{tr:3k_dlc04_great_library_expertise_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_expertise_02.png	
3k_dlc04_ceo_factional_great_library_expertise_unique_00	3k_dlc04_ceo_factional_great_library_expertise_unique_01	0	Chu Ci	{{tr:3k_dlc04_great_library_expertise_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_expertise_04.png	
3k_dlc04_ceo_factional_great_library_expertise_unique_01	3k_dlc04_ceo_factional_great_library_expertise_unique_01	0	Chu Ci	"Long, long had been my road and far, far was the journey; I would go up and down to seek my heart's desire."\n\n{{tr:3k_dlc04_great_library_expertise_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_expertise_04.png	
3k_dlc04_ceo_factional_great_library_instinct_common_00	3k_dlc04_ceo_factional_great_library_instinct_common_01	0	Wei Liaozi	{{tr:3k_dlc04_great_library_instinct_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_instinct_01.png	
3k_dlc04_ceo_factional_great_library_instinct_common_01	3k_dlc04_ceo_factional_great_library_instinct_common_01	0	Wei Liaozi	"If the land is vast and properly used, then the realm is wealthy; if the population is large and properly controlled, then the realm is well-governed."\n\n{{tr:3k_dlc04_great_library_instinct_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_instinct_01.png	
3k_dlc04_ceo_factional_great_library_instinct_exceptional_00	3k_dlc04_ceo_factional_great_library_instinct_exceptional_01	0	The Six Secret Teachings	{{tr:3k_dlc04_great_library_instinct_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_instinct_03.png	
3k_dlc04_ceo_factional_great_library_instinct_exceptional_01	3k_dlc04_ceo_factional_great_library_instinct_exceptional_01	0	The Six Secret Teachings	"If you can attain complete victory without fighting, without the great army suffering any losses, you will have penetrated even the realm of ghosts and spirits."\n\n{{tr:3k_dlc04_great_library_instinct_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_instinct_03.png	
3k_dlc04_ceo_factional_great_library_instinct_refined_00	3k_dlc04_ceo_factional_great_library_instinct_refined_01	0	The Three Strategies of Huang Shigong	{{tr:3k_dlc04_great_library_instinct_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_instinct_02.png	
3k_dlc04_ceo_factional_great_library_instinct_refined_01	3k_dlc04_ceo_factional_great_library_instinct_refined_01	0	The Three Strategies of Huang Shigong	"If the general's plans are confidential, treacherous minds are prevented; if the troops are unified, morale is consolidated; if attacks are swift, their preparation will not be in time."\n\n{{tr:3k_dlc04_great_library_instinct_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_instinct_02.png	
3k_dlc04_ceo_factional_great_library_instinct_unique_00	3k_dlc04_ceo_factional_great_library_instinct_unique_01	0	The Art of War	{{tr:3k_dlc04_great_library_instinct_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_instinct_04.png	
3k_dlc04_ceo_factional_great_library_instinct_unique_01	3k_dlc04_ceo_factional_great_library_instinct_unique_01	0	The Art of War	"If in training soldiers' commands are habitually enforced, the army will be well-disciplined; if not, its discipline will be bad."\n\n{{tr:3k_dlc04_great_library_instinct_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_instinct_04.png	
3k_dlc04_ceo_factional_great_library_resolve_common_00	3k_dlc04_ceo_factional_great_library_resolve_common_01	0	Zuo Zhuan	{{tr:3k_dlc04_great_library_resolve_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_resolve_01.png	
3k_dlc04_ceo_factional_great_library_resolve_common_01	3k_dlc04_ceo_factional_great_library_resolve_common_01	0	Zuo Zhuan	"Xu Chen, having cloaked his horses in tiger skins, led the attack by striking directly at the troops of Chen and Cai."\n\n{{tr:3k_dlc04_great_library_resolve_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_resolve_01.png	
3k_dlc04_ceo_factional_great_library_resolve_exceptional_00	3k_dlc04_ceo_factional_great_library_resolve_exceptional_01	0	Classic of Mountains & Seas	{{tr:3k_dlc04_great_library_resolve_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_resolve_03.png	
3k_dlc04_ceo_factional_great_library_resolve_exceptional_01	3k_dlc04_ceo_factional_great_library_resolve_exceptional_01	0	Classic of Mountains & Seas	"There is a beast dwelling here, whose form resembles a horse but with a white body, black tail, a single horn and tiger's teeth and claws!"\n\n{{tr:3k_dlc04_great_library_resolve_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_resolve_03.png	
3k_dlc04_ceo_factional_great_library_resolve_refined_00	3k_dlc04_ceo_factional_great_library_resolve_refined_01	0	Lüshi Chunqiu	{{tr:3k_dlc04_great_library_resolve_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_resolve_02.png	
3k_dlc04_ceo_factional_great_library_resolve_refined_01	3k_dlc04_ceo_factional_great_library_resolve_refined_01	0	Lüshi Chunqiu	An almanac of miscellaneous information, especially pertaining to agriculture.\n\n{{tr:3k_dlc04_great_library_resolve_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_resolve_02.png	
3k_dlc04_ceo_factional_great_library_resolve_unique_00	3k_dlc04_ceo_factional_great_library_resolve_unique_01	0	Mencius	{{tr:3k_dlc04_great_library_resolve_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_resolve_04.png	
3k_dlc04_ceo_factional_great_library_resolve_unique_01	3k_dlc04_ceo_factional_great_library_resolve_unique_01	0	Mencius	"Men, for the most part, err and are afterwards able to reform."\n\n{{tr:3k_dlc04_great_library_resolve_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_resolve_04.png	
3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_01	0	Nushe Bifa	{{tr:3k_dlc04_trophy_cabinet_heroes_unique_unlock}}	accessories/3k_dlc04_ancillary_accessory_nushe_bifa_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_01	0	Nushe Bifa	"Do I know archery?! My good fellow, I wrote the book on it!"\n\n{{tr:3k_dlc04_trophy_cabinet_heroes_unique_unlock}}	accessories/3k_dlc04_ancillary_accessory_nushe_bifa_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_01	0	Imperial Banner	{{tr:3k_dlc04_trophy_cabinet_melee_cav_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_01	0	Imperial Banner	"Granted me by the emperor himself!"\n\n{{tr:3k_dlc04_trophy_cabinet_melee_cav_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_01	0	Silk Belt	{{tr:3k_dlc04_trophy_cabinet_melee_cav_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_01	0	Silk Belt	"Given to me by a warrior I defeated in single combat."\n\n{{tr:3k_dlc04_trophy_cabinet_melee_cav_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_01	0	Bronze Double-cup	{{tr:3k_dlc04_trophy_cabinet_melee_cav_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_01	0	Bronze Double-cup	"I wondered where I'd put that!"\n\n{{tr:3k_dlc04_trophy_cabinet_melee_cav_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_01	0	Yellow Turban Banner	{{tr:3k_dlc04_trophy_cabinet_melee_inf_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_01	0	Yellow Turban Banner	A good reminder that one must respect the people always.\n\n{{tr:3k_dlc04_trophy_cabinet_melee_inf_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_01	0	Silk Headdress	{{tr:3k_dlc04_trophy_cabinet_melee_inf_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_01	0	Silk Headdress	They fought bravely, to the end.\n\n{{tr:3k_dlc04_trophy_cabinet_melee_inf_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_01	0	Bronze Boshanlu	{{tr:3k_dlc04_trophy_cabinet_melee_inf_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_01	0	Bronze Boshanlu	One who is calm fears not the arrows of their enemies\n\n{{tr:3k_dlc04_trophy_cabinet_melee_inf_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_people_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_people_unique_01	0	Worn Sandals	{{tr:3k_dlc04_trophy_cabinet_people_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_people_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_people_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_people_unique_01	0	Worn Sandals	It is important to offer safe haven to those who do not seek war.\n\n{{tr:3k_dlc04_trophy_cabinet_people_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_people_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_00	3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_01	0	Black Dragon Siyah Bow	{{tr:3k_dlc04_trophy_cabinet_ranged_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_01	3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_01	0	Black Dragon Siyah Bow	"I won this in a competition with a wandering archer in the Jade Gate Pass."\n\n{{tr:3k_dlc04_trophy_cabinet_ranged_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_00	3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_01	0	Wicker Bales	{{tr:3k_dlc04_trophy_cabinet_ranged_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_01	3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_01	0	Wicker Bales	"They may not look like much, but they saved me in a pinch when I dived behind them!"\n\n{{tr:3k_dlc04_trophy_cabinet_ranged_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_01	0	Ornate Quiver	{{tr:3k_dlc04_trophy_cabinet_ranged_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_01	0	Ornate Quiver	"Its former owner wasn't going to need it anymore..."\n\n{{tr:3k_dlc04_trophy_cabinet_ranged_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_00	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_01	0	Chen Banner	{{tr:3k_dlc04_trophy_cabinet_shock_cav_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_01	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_01	0	Chen Banner	Quite possibly the finest men I have yet had the pleasure of meeting.\n\n{{tr:3k_dlc04_trophy_cabinet_shock_cav_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common.png	
