level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	settlement_secondary_slot_unlock_points	settlement_ui_display	cost_to_construct_instantly
ironic_raiding_hubs	ironic_trading_hubs_ze_rong	0	0	900	20		false	0	0	0	0	false				true	3k_district_market_inn_basic	false	0.0000	0	true	0	3k_cam_settlement_district_trade	true	0	ironic_trade_name	1800
ironic_raiding_hubs_level_2	ironic_trading_hubs_ze_rong	1	0	1250	40		false	0	0	0	0	false				true	3k_district_market_inn_basic	false	0.0000	0	true	0	3k_cam_settlement_district_trade	true	0	ironic_trade_name	2500
ironic_raiding_hubs_level_3	ironic_trading_hubs_ze_rong	2	0	1580	60		false	0	0	0	0	false				true	3k_district_market_inn_basic	false	0.0000	0	true	0	3k_cam_settlement_district_trade	true	0	ironic_trade_name	3160
3k_district_government_administration_1_gongsun_du	3k_district_government_administration_palace_gongsun_du	0	1	1000	0		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	2	3k_cam_settlement_district_administration	true	0		1000
3k_district_government_administration_2_gongsun_du	3k_district_government_administration_palace_gongsun_du	1	3	2000	10		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	3	3k_cam_settlement_district_administration	true	0		2000
3k_district_government_administration_3_gongsun_du	3k_district_government_administration_palace_gongsun_du	2	3	3000	10		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	4	3k_cam_settlement_district_administration	true	0		3000
3k_district_government_administration_4_gongsun_du	3k_district_government_administration_palace_gongsun_du	3	4	4000	10		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	6	3k_cam_settlement_district_administration	true	0		4000
3k_district_government_administration_5_gongsun_du	3k_district_government_administration_palace_gongsun_du	4	10	5000	300		false	0	0	0	0	true				false	3k_district_government_law_basic	true	0.0000	0	true	7	3k_cam_settlement_district_administration	true	0		5000
3k_district_government_law_3_gongsun_du	3k_district_government_administration_palace_gongsun_du	2	2	3000	20		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	4	3k_cam_settlement_district_security	true	0		3000
3k_district_government_law_4_gongsun_du	3k_district_government_administration_palace_gongsun_du	3	3	4000	20		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	6	3k_cam_settlement_district_security	true	0		4000
3k_district_government_law_5_gongsun_du	3k_district_government_administration_palace_gongsun_du	4	3	5000	40		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	7	3k_cam_settlement_district_security	true	0		5000
3k_district_government_law_jade_5_gongsun_du	3k_district_government_administration_palace_gongsun_du	4	3	5000	40		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	7	3k_cam_settlement_district_security	true	0		5000
3k_district_market_school_wang_lang_1	3k_district_market_school_wang_lang	0	1	700	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	1	3k_cam_settlement_district_school	true	0		700
3k_district_market_school_wang_lang_2	3k_district_market_school_wang_lang	1	2	1150	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	1	3k_cam_settlement_district_school	true	0		1150
3k_district_market_school_wang_lang_3	3k_district_market_school_wang_lang	2	2	1800	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	4	3k_cam_settlement_district_school	true	0		1800
3k_district_market_school_wang_lang_4	3k_district_market_school_wang_lang	3	3	3350	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	4	3k_cam_settlement_district_school	true	0		3350
3k_district_market_school_wang_lang_5	3k_district_market_school_wang_lang	4	3	5950	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	7	3k_cam_settlement_district_school	true	0		5950
3k_district_military_conscription_wu_jing_1	3k_district_military_conscription_wu_jing	0	1	1000	0		false	0	0	0	0	false				true	3k_district_military_conscription	true	0.0000	0	true	1	3k_cam_settlement_district_army	true	0		1000
3k_district_military_conscription_wu_jing_2	3k_district_military_conscription_wu_jing	1	2	2000	0		false	0	0	0	0	false				true	3k_district_military_conscription	true	0.0000	0	true	1	3k_cam_settlement_district_army	true	0		2000
3k_district_military_conscription_wu_jing_3	3k_district_military_conscription_wu_jing	2	2	3000	0		false	0	0	0	0	false				true	3k_district_military_conscription	true	0.0000	0	true	1	3k_cam_settlement_district_army	true	0		3000
3k_district_military_conscription_wu_jing_4	3k_district_military_conscription_wu_jing	3	3	4000	30		false	0	0	0	0	false				true	3k_district_military_conscription	true	0.0000	0	true	4	3k_cam_settlement_district_army	true	0		4000
3k_district_military_conscription_wu_jing_5	3k_district_military_conscription_wu_jing	4	3	5000	50		false	0	0	0	0	false				true	3k_district_military_conscription	true	0.0000	0	true	7	3k_cam_settlement_district_army	true	0		5000
3k_district_artisan_labour_liu_yao_1	ironic_liu_yao_labour_artisan	0	1	700	0		false	0	0	0	0	false				true	3k_district_artisan_labour_basic	true	0.0000	0	true	1	3k_cam_settlement_district_workshop_metal	true	0		700
3k_district_artisan_labour_liu_yao_2	ironic_liu_yao_labour_artisan	1	2	1150	10		false	0	0	0	0	false				true	3k_district_artisan_labour_basic	true	0.0000	0	true	3	3k_cam_settlement_district_workshop_metal	true	0		1150
3k_district_artisan_labour_liu_yao_3	ironic_liu_yao_labour_artisan	2	2	1800	30		false	0	0	0	0	false				true	3k_district_artisan_labour_basic	true	0.0000	0	true	4	3k_cam_settlement_district_workshop_metal	true	0		1800
3k_district_artisan_labour_liu_yao_4	ironic_liu_yao_labour_artisan	3	3	3050	60		false	0	0	0	0	false				true	3k_district_artisan_labour_basic	true	0.0000	0	true	4	3k_cam_settlement_district_workshop_metal	true	0		3050
3k_district_artisan_labour_liu_yao_5	ironic_liu_yao_labour_artisan	4	3	5400	110		false	0	0	0	0	false				true	3k_district_artisan_labour_basic	true	0.0000	0	true	7	3k_cam_settlement_district_workshop_metal	true	0		5400
3k_district_artisan_mines_liu_yao_4	ironic_liu_yao_labour_artisan	3	4	2800	40		false	0	0	0	0	false				true	3k_district_artisan_labour_basic	true	0.0000	0	true	4	3k_cam_resource_mine	true	0		1950
3k_district_artisan_mines_liu_yao_5	ironic_liu_yao_labour_artisan	4	4	3800	80		false	0	0	0	0	false				true	3k_district_artisan_labour_basic	true	0.0000	0	true	7	3k_cam_resource_mine	true	0		3200
3k_district_government_administration_1_hua	3k_district_government_administration_hua	0	1	1000	0		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	2	3k_cam_settlement_district_administration	true	0		1000
3k_district_government_administration_2_hua	3k_district_government_administration_hua	1	3	2000	10		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	3	3k_cam_settlement_district_administration	true	0		2000
3k_district_government_administration_3_hua	3k_district_government_administration_hua	2	3	3000	10		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	4	3k_cam_settlement_district_administration	true	0		3000
3k_district_government_administration_4_hua	3k_district_government_administration_hua	3	4	4000	10		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	6	3k_cam_settlement_district_administration	true	0		4000
3k_district_government_administration_5_hua	3k_district_government_administration_hua	4	10	5000	300		true	0	0	0	0	true				false	3k_district_government_law_basic	true	0.0000	0	true	7	3k_cam_settlement_district_administration	true	0		10000
3k_district_government_administration_4_corr_hua	3k_district_government_administration_hua	3	4	4000	10		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	6	3k_cam_settlement_district_administration	true	0		4000
3k_district_government_administration_5_corr_hua	3k_district_government_administration_hua	4	10	5000	300		false	0	0	0	0	false				true	3k_district_government_law_basic	true	0.0000	0	true	7	3k_cam_settlement_district_administration	true	0		5000
3k_resource_banditry_xiongnu_encampment	3k_resource_banditry_xiongnu_encampment	0	1	500	0		false	0	0	0	0	false				true	3k_resource_bandit	true	0.0000	0	true	0	3k_cam_resource_farm	true	0	3k_dlc05_settlement_panel_display_banditry	500
3k_district_military_equipment_1_zhang_yang	3k_district_military_equipment_zhang_yang	0	1	1750	30		false	0	0	0	0	false				true	3k_district_military_equipment_basic	true	0.0000	0	true	4	3k_cam_settlement_district_workshop_metal	true	0		1750
3k_district_military_equipment_2_zhang_yang	3k_district_military_equipment_zhang_yang	1	2	2100	40		false	0	0	0	0	false				true	3k_district_military_equipment_basic	true	0.0000	0	true	4	3k_cam_settlement_district_workshop_metal	true	0		2100
3k_district_military_equipment_armour_3_zhang_yang	3k_district_military_equipment_zhang_yang	2	2	2400	40		false	0	0	0	0	false				true	3k_district_military_equipment_basic	true	0.0000	0	true	7	3k_cam_settlement_district_workshop_metal	true	0		2400
3k_district_military_equipment_ranged_3_zhang_yang	3k_district_military_equipment_zhang_yang	2	2	2400	40		false	0	0	0	0	false				true	3k_district_military_equipment_basic	true	0.0000	0	true	7	3k_cam_settlement_district_workshop_metal	true	0		2400
3k_district_military_equipment_weapons_3_zhang_yang	3k_district_military_equipment_zhang_yang	2	2	2400	40		false	0	0	0	0	false				true	3k_district_military_equipment_basic	true	0.0000	0	true	7	3k_cam_settlement_district_workshop_metal	true	0		2400
3k_district_market_school_1_zhuge_xuan	3k_district_market_school_zhuge_xuan	0	1	900	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	4	3k_cam_settlement_district_school	true	0		900
3k_district_market_school_2_zhuge_xuan	3k_district_market_school_zhuge_xuan	1	2	1400	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	4	3k_cam_settlement_district_school	true	0		1400
3k_district_market_school_3_zhuge_xuan	3k_district_market_school_zhuge_xuan	2	2	1900	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	7	3k_cam_settlement_district_school	true	0		1900
3k_district_market_school_4_zhuge_xuan	3k_district_market_school_zhuge_xuan	3	3	2400	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	7	3k_cam_settlement_district_school	true	0		2400
3k_district_market_school_5_zhuge_xuan	3k_district_market_school_zhuge_xuan	4	3	2900	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	7	3k_cam_settlement_district_school	true	0		2900
3k_district_market_school_3_encampment_zhuge_xuan	3k_district_market_school_zhuge_xuan	2	2	1900	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	7	3k_cam_settlement_district_school	true	0		1900
3k_district_market_school_4_encampment_zhuge_xuan	3k_district_market_school_zhuge_xuan	3	3	2400	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	7	3k_cam_settlement_district_school	true	0		2400
3k_district_market_school_5_encampment_zhuge_xuan	3k_district_market_school_zhuge_xuan	4	3	2900	0		false	0	0	0	0	false				true	3k_district_market_school	true	0.0000	0	true	7	3k_cam_settlement_district_school	true	0		2900
3k_district_market_inn_1_sheng_xian	3k_district_market_inn_sheng_xian	0	2	1550	0		false	0	0	0	0	false				true	3k_district_market_inn_basic	true	0.0000	0	true	1	3k_cam_settlement_district_tavern	true	0		1550
3k_district_market_inn_2_sheng_xian	3k_district_market_inn_sheng_xian	1	4	1900	0		false	0	0	0	0	false				true	3k_district_market_inn_basic	true	0.0000	0	true	1	3k_cam_settlement_district_tavern	true	0		1900
3k_district_market_inn_3_sheng_xian	3k_district_market_inn_sheng_xian	2	4	2350	0		false	0	0	0	0	false				true	3k_district_market_inn_basic	true	0.0000	0	true	4	3k_cam_settlement_district_tavern	true	0		2350
3k_district_market_inn_4_sheng_xian	3k_district_market_inn_sheng_xian	3	6	2750	0		false	0	0	0	0	false				true	3k_district_market_inn_basic	true	0.0000	0	true	4	3k_cam_settlement_district_tavern	true	0		2750
3k_district_market_inn_5_sheng_xian	3k_district_market_inn_sheng_xian	4	6	3350	0		false	0	0	0	0	false				true	3k_district_market_inn_basic	true	0.0000	0	true	7	3k_cam_settlement_district_tavern	true	0		3350
3k_district_market_tea_3_sheng_xian	3k_district_market_inn_sheng_xian	2	4	2500	0		false	0	0	0	0	false				true	3k_district_market_inn_basic	true	0.0000	0	true	4	3k_cam_settlement_district_trade	true	0		2500
3k_district_market_tea_4_sheng_xian	3k_district_market_inn_sheng_xian	3	6	3050	0		false	0	0	0	0	false				true	3k_district_market_inn_basic	true	0.0000	0	true	4	3k_cam_settlement_district_trade	true	0		3050
3k_district_market_tea_5_sheng_xian	3k_district_market_inn_sheng_xian	4	6	3650	0		false	0	0	0	0	false				true	3k_district_market_inn_basic	true	0.0000	0	true	7	3k_cam_settlement_district_trade	true	0		3650
