auto_id	ceo_threshold	ceo_node	points_threshold_to_activate_node	can_downgrade_to_previous_node
485461834	3k_dlc05_threshold_ancillary_title_general_who_brings_tranquillity_to_the_north	3k_dlc05_ancillary_title_general_who_brings_tranquillity_to_the_north_locked_00	1	false
508167192	3k_dlc05_threshold_ancillary_title_protector_of_righteousness	3k_dlc05_ancillary_title_protector_of_righteousness_01	16	false
510417537	3k_dlc05_threshold_ancillary_title_general_of_chariots_and_cavalry	3k_dlc05_ancillary_title_general_of_chariots_and_cavalry_01	11	false
514736802	3k_dlc05_threshold_ancillary_title_flying_swallow_general	3k_dlc05_ancillary_title_flying_swallow_general_locked_00	1	false
537638441	3k_dlc05_threshold_ancillary_title_divine_mathematician	3k_dlc05_ancillary_title_divine_mathematician_01	2	false
558450771	3k_dlc05_threshold_ancillary_title_general_who_stands_his_ground	3k_dlc05_ancillary_title_general_who_stands_his_ground_locked_00	1	false
570372031	3k_dlc05_threshold_ancillary_title_earth_dragon	3k_dlc05_ancillary_title_earth_dragon_01	2	false
59422475	3k_dlc05_threshold_ancillary_title_chief_of_records	3k_dlc05_ancillary_title_chief_of_records_01	2	false
647320333	3k_dlc05_threshold_ancillary_title_master_of_the_hunt	3k_dlc05_ancillary_title_master_of_the_hunt_00	1	false
690293500	3k_dlc05_threshold_ancillary_title_ox_horn_general	3k_dlc05_ancillary_title_ox_horn_general_locked_00	1	false
827461060	3k_dlc05_threshold_ancillary_title_general_who_smashes_the_caitiffs	3k_dlc05_ancillary_title_general_who_smashes_the_caitiffs_locked_00	1	false
839395186	3k_dlc05_threshold_ancillary_title_director_of_retainers_who_scales_the_city_wall	3k_dlc05_ancillary_title_director_of_retainers_who_scales_the_city_wall_locked_00	1	false
840270553	3k_dlc05_threshold_ancillary_title_patrol_commander	3k_dlc05_ancillary_title_patrol_commander_01	2	false
905693357	3k_dlc05_threshold_ancillary_title_yellow_dragon	3k_dlc05_ancillary_title_yellow_dragon_locked_00	1	false
922579468	3k_dlc05_threshold_ancillary_title_orator	3k_dlc05_ancillary_title_orator_01	2	false
975517519	3k_dlc05_threshold_ancillary_title_general_who_supports_the_han	3k_dlc05_ancillary_title_general_who_supports_the_han_locked_00	1	false
991217459	3k_dlc05_threshold_ancillary_title_guardian_of_three_mountains	3k_dlc05_ancillary_title_guardian_of_three_mountains_01	2	false
