campaign_key	faction_key	level	skill_key	subculture_key	image_path	unlocked_at_rank
		1	3k_dlc06_skill_special_ability_natures_protection		x	0
		1	3k_dlc06_skill_special_ability_rending_strike		x	0
		1	3k_dlc06_skill_special_ability_southern_wrath		x	0
		1	3k_dlc06_skill_special_ability_subdue		x	0
		1	3k_dlc06_skill_special_ability_water_natures_ally		x	0
		1	3k_dlc06_skill_special_ability_water_turning_the_tides		x	0
		1	3k_dlc06_skill_special_ability_water_unyielding_earth		x	0
		1	3k_dlc06_skill_special_ability_wood_into_the_breach		x	0
		1	3k_dlc07_skill_emperor_earth_calculating		x	0
		1	3k_dlc07_skill_emperor_earth_calm		x	0
		1	3k_dlc07_skill_emperor_earth_discretion		x	0
		1	3k_dlc07_skill_emperor_earth_imperious		x	0
		1	3k_dlc07_skill_emperor_earth_imposing		x	0
		1	3k_dlc07_skill_emperor_earth_modesty		x	0
		1	3k_dlc07_skill_mastery_fire_5_dignity_mlvl_3		x	0
		1	3k_dlc07_skill_special_ability_earth_ceasefire		x	0
		1	3k_dlc07_skill_special_ability_earth_familial_conflict		x	0
		1	3k_dlc07_skill_special_ability_earth_heavenly_presence		x	0
		1	3k_dlc07_skill_special_ability_fire_mighty_thrust		x	0
		1	3k_dlc07_skill_special_ability_metal_geographic_mastery		x	0
		1	3k_dlc07_skill_special_ability_metal_impenetrable_redoubt		x	0
		1	3k_dlc07_skill_special_ability_water_mock		x	0
		1	3k_dlc07_skill_special_ability_water_rally_the_troops		x	0
		1	3k_dlc07_skill_special_ability_wood_xiezhi_roar		x	0
		1	3k_main_custom_battle_loadout_ammunitions_attribute		x	0
		1	3k_main_custom_battle_loadout_attribute_authority		x	0
		1	3k_main_custom_battle_loadout_attribute_cunning		x	0
		1	3k_main_custom_battle_loadout_attribute_expertise		x	0
		1	3k_main_custom_battle_loadout_attribute_instinct		x	0
		1	3k_main_custom_battle_loadout_attribute_resolve		x	0
		1	3k_main_custom_battle_loadout_encourages		x	0
		1	3k_main_custom_battle_loadout_formations		x	0
		1	3k_main_custom_battle_loadout_formations_commander		x	0
		1	3k_main_skill_bodyguard_cao_cao		x	0
		1	3k_main_skill_bodyguard_cao_cao_alt_1		x	0
		1	3k_main_skill_bodyguard_cao_cao_alt_2		x	0
		1	3k_main_skill_bodyguard_dian_wei		x	0
		1	3k_main_skill_bodyguard_dian_wei_alt_1		x	0
		1	3k_main_skill_bodyguard_dian_wei_alt_2		x	0
		1	3k_main_skill_bodyguard_dong_zhuo		x	0
		1	3k_main_skill_bodyguard_dong_zhuo_alt_1		x	0
		1	3k_main_skill_bodyguard_dong_zhuo_alt_2		x	0
		1	3k_main_skill_bodyguard_earth		x	0
		1	3k_main_skill_bodyguard_earth_alt_1		x	0
		1	3k_main_skill_bodyguard_earth_alt_2		x	0
		1	3k_main_skill_bodyguard_fire		x	0
		1	3k_main_skill_bodyguard_fire_alt_1		x	0
		1	3k_main_skill_bodyguard_fire_alt_2		x	0
		1	3k_main_skill_bodyguard_gan_ning		x	0
		1	3k_main_skill_bodyguard_gan_ning_alt_1		x	0
		1	3k_main_skill_bodyguard_gan_ning_alt_2		x	0
		1	3k_main_skill_bodyguard_guan_yu		x	0
		1	3k_main_skill_bodyguard_guan_yu_alt_1		x	0
		1	3k_main_skill_bodyguard_guan_yu_alt_2		x	0
		1	3k_main_skill_bodyguard_huang_zhong		x	0
		1	3k_main_skill_bodyguard_huang_zhong_alt_1		x	0
		1	3k_main_skill_bodyguard_huang_zhong_alt_2		x	0
		1	3k_main_skill_bodyguard_lady_sun		x	0
		1	3k_main_skill_bodyguard_lady_sun_alt_1		x	0
		1	3k_main_skill_bodyguard_lady_sun_alt_2		x	0
		1	3k_main_skill_bodyguard_liu_bei		x	0
		1	3k_main_skill_bodyguard_liu_bei_alt_1		x	0
		1	3k_main_skill_bodyguard_liu_bei_alt_2		x	0
		1	3k_main_skill_bodyguard_lu_bu		x	0
		1	3k_main_skill_bodyguard_lu_bu_alt_1		x	0
		1	3k_main_skill_bodyguard_lu_bu_alt_2		x	0
		1	3k_main_skill_bodyguard_ma_chao		x	0
		1	3k_main_skill_bodyguard_ma_chao_alt_1		x	0
		1	3k_main_skill_bodyguard_ma_chao_alt_2		x	0
		1	3k_main_skill_bodyguard_metal		x	0
		1	3k_main_skill_bodyguard_metal_alt_1		x	0
		1	3k_main_skill_bodyguard_metal_alt_2		x	0
		1	3k_main_skill_bodyguard_sima_yi		x	0
		1	3k_main_skill_bodyguard_sima_yi_alt_1		x	0
		1	3k_main_skill_bodyguard_sima_yi_alt_2		x	0
		1	3k_main_skill_bodyguard_sun_ce		x	0
		1	3k_main_skill_bodyguard_sun_ce_alt_1		x	0
		1	3k_main_skill_bodyguard_sun_ce_alt_2		x	0
		1	3k_main_skill_bodyguard_sun_jian		x	0
		1	3k_main_skill_bodyguard_sun_jian_alt_1		x	0
		1	3k_main_skill_bodyguard_sun_jian_alt_2		x	0
		1	3k_main_skill_bodyguard_taishi_ci		x	0
		1	3k_main_skill_bodyguard_taishi_ci_alt_1		x	0
		1	3k_main_skill_bodyguard_taishi_ci_alt_2		x	0
		1	3k_main_skill_bodyguard_water_strategist		x	0
		1	3k_main_skill_bodyguard_water_strategist_alt_1		x	0
		1	3k_main_skill_bodyguard_water_strategist_alt_2		x	0
		1	3k_main_skill_bodyguard_wood_wood		x	0
		1	3k_main_skill_bodyguard_wood_wood_alt_1		x	0
		1	3k_main_skill_bodyguard_wood_wood_alt_2		x	0
		1	3k_main_skill_bodyguard_xiahou_dun		x	0
		1	3k_main_skill_bodyguard_xiahou_dun_alt_1		x	0
		1	3k_main_skill_bodyguard_xiahou_dun_alt_2		x	0
		1	3k_main_skill_bodyguard_xiahou_yuan		x	0
		1	3k_main_skill_bodyguard_xiahou_yuan_alt_1		x	0
		1	3k_main_skill_bodyguard_xiahou_yuan_alt_2		x	0
		1	3k_main_skill_bodyguard_xu_chu		x	0
		1	3k_main_skill_bodyguard_xu_chu_alt_1		x	0
		1	3k_main_skill_bodyguard_xu_chu_alt_2		x	0
		1	3k_main_skill_bodyguard_xu_huang		x	0
		1	3k_main_skill_bodyguard_xu_huang_alt_1		x	0
		1	3k_main_skill_bodyguard_xu_huang_alt_2		x	0
		1	3k_main_skill_bodyguard_yuan_shao		x	0
		1	3k_main_skill_bodyguard_yuan_shao_alt_1		x	0
		1	3k_main_skill_bodyguard_yuan_shao_alt_2		x	0
		1	3k_main_skill_bodyguard_yue_jin		x	0
		1	3k_main_skill_bodyguard_yue_jin_alt_1		x	0
		1	3k_main_skill_bodyguard_yue_jin_alt_2		x	0
		1	3k_main_skill_bodyguard_zhang_fei		x	0
		1	3k_main_skill_bodyguard_zhang_fei_alt_1		x	0
		1	3k_main_skill_bodyguard_zhang_fei_alt_2		x	0
		1	3k_main_skill_bodyguard_zhang_liao		x	0
		1	3k_main_skill_bodyguard_zhang_liao_alt_1		x	0
		1	3k_main_skill_bodyguard_zhang_liao_alt_2		x	0
		1	3k_main_skill_bodyguard_zhao_yun		x	0
		1	3k_main_skill_bodyguard_zhao_yun_alt_1		x	0
		1	3k_main_skill_bodyguard_zhao_yun_alt_2		x	0
		1	3k_main_skill_bodyguard_zheng_jiang		x	0
		1	3k_main_skill_bodyguard_zheng_jiang_alt_1		x	0
		1	3k_main_skill_bodyguard_zheng_jiang_alt_2		x	0
		1	3k_main_skill_bodyguard_zhou_yu_alt_1		x	0
		1	3k_main_skill_bodyguard_zhou_yu_alt_2		x	0
		1	3k_main_skill_bodyguard_zhuge_liang		x	0
		1	3k_main_skill_bodyguard_zhuge_liang_alt_1		x	0
		1	3k_main_skill_bodyguard_zhuge_liang_alt_2		x	0
		1	3k_main_skill_mastery_earth_1_nobility_mlvl_3		x	0
		1	3k_main_skill_mastery_earth_2_mobility_mlvl_3		x	0
		1	3k_main_skill_mastery_earth_3_clarity_mlvl_3		x	0
		1	3k_main_skill_mastery_earth_4_stability_mlvl_3		x	0
		1	3k_main_skill_mastery_earth_5_meditation_mlvl_3		x	0
		1	3k_main_skill_mastery_fire_1_intensity_mlvl_3		x	0
		1	3k_main_skill_mastery_fire_2_fury_mlvl_3		x	0
		1	3k_main_skill_mastery_fire_3_vengeance_mlvl_3		x	0
		1	3k_main_skill_mastery_fire_4_passion_mlvl_3		x	0
		1	3k_main_skill_mastery_fire_5_dignity_mlvl_3		x	0
		1	3k_main_skill_mastery_metal_1_bravery_mlvl_3		x	0
		1	3k_main_skill_mastery_metal_2_intuition_mlvl_3		x	0
		1	3k_main_skill_mastery_metal_3_zeal_mlvl_3		x	0
		1	3k_main_skill_mastery_metal_4_understanding_mlvl_3		x	0
		1	3k_main_skill_mastery_metal_5_dilligence_mlvl_3		x	0
		1	3k_main_skill_mastery_water_archer_1_precision_mlvl_3		x	0
		1	3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3		x	0
		1	3k_main_skill_mastery_water_archer_3_guile_mlvl_3		x	0
		1	3k_main_skill_mastery_water_archer_4_perception_mlvl_3		x	0
		1	3k_main_skill_mastery_water_archer_5_reach_mlvl_3		x	0
		1	3k_main_skill_mastery_water_strategist_1_resourcefulness_mlvl_3		x	0
		1	3k_main_skill_mastery_water_strategist_2_judgement_mlvl_3		x	0
		1	3k_main_skill_mastery_water_strategist_3_composure_mlvl_3		x	0
		1	3k_main_skill_mastery_water_strategist_4_wisdom_mlvl_3		x	0
		1	3k_main_skill_mastery_water_strategist_5_scholarship_mlvl_3		x	0
		1	3k_main_skill_mastery_wood_1_endurance_mlvl_3		x	0
		1	3k_main_skill_mastery_wood_2_abundance_mlvl_3		x	0
		1	3k_main_skill_mastery_wood_3_patience_mlvl_3		x	0
		1	3k_main_skill_mastery_wood_4_trust_mlvl_3		x	0
		1	3k_main_skill_mastery_wood_5_consideration_mlvl_3		x	0
		1	3k_main_skill_special_ability_earth_distant_courage		x	0
		1	3k_main_skill_special_ability_earth_imperious_presence		x	0
		1	3k_main_skill_special_ability_earth_inspiring_words		x	0
		1	3k_main_skill_special_ability_earth_natures_ally		x	0
		1	3k_main_skill_special_ability_earth_stone_bulwark		x	0
		1	3k_main_skill_special_ability_earth_unyielding_earth		x	0
		1	3k_main_skill_special_ability_fire_blade_breaker		x	0
		1	3k_main_skill_special_ability_fire_blazing_roar		x	0
		1	3k_main_skill_special_ability_fire_blazing_saddles		x	0
		1	3k_main_skill_special_ability_fire_blood_fury		x	0
		1	3k_main_skill_special_ability_fire_devastating_roar		x	0
		1	3k_main_skill_special_ability_fire_final_rush		x	0
		1	3k_main_skill_special_ability_fire_flames_of_the_phoenix		x	0
		1	3k_main_skill_special_ability_fire_hail_of_arrows		x	0
		1	3k_main_skill_special_ability_fire_heart_seeker		x	0
		1	3k_main_skill_special_ability_fire_internal_blaze		x	0
		1	3k_main_skill_special_ability_fire_natures_ally		x	0
		1	3k_main_skill_special_ability_fire_rage_of_lu_bu		x	0
		1	3k_main_skill_special_ability_fire_reign_of_terror		x	0
		1	3k_main_skill_special_ability_fire_roar_of_the_beast		x	0
		1	3k_main_skill_special_ability_fire_smouldering_fury		x	0
		1	3k_main_skill_special_ability_fire_sundering_strike		x	0
		1	3k_main_skill_special_ability_fire_the_dragons_gaze		x	0
		1	3k_main_skill_special_ability_fire_unyielding_earth		x	0
		1	3k_main_skill_special_ability_fire_wildfire_raider		x	0
		1	3k_main_skill_special_ability_metal_adamant_resolve		x	0
		1	3k_main_skill_special_ability_metal_elemental_vigour		x	0
		1	3k_main_skill_special_ability_metal_flames_of_the_phoenix		x	0
		1	3k_main_skill_special_ability_metal_fleet_footed		x	0
		1	3k_main_skill_special_ability_metal_hail_of_arrows		x	0
		1	3k_main_skill_special_ability_metal_impetuous_charge		x	0
		1	3k_main_skill_special_ability_metal_inward_focus		x	0
		1	3k_main_skill_special_ability_metal_quickfire		x	0
		1	3k_main_skill_special_ability_metal_resolve_of_the_righteous		x	0
		1	3k_main_skill_special_ability_metal_roar_of_the_beast		x	0
		1	3k_main_skill_special_ability_metal_swift_fingers		x	0
		1	3k_main_skill_special_ability_metal_tempered_deflection		x	0
		1	3k_main_skill_special_ability_metal_tenacity_of_steel		x	0
		1	3k_main_skill_special_ability_metal_venomous_shot		x	0
		1	3k_main_skill_special_ability_metal_warning_shot		x	0
		1	3k_main_skill_special_ability_water_inspiring_surge		x	0
		1	3k_main_skill_special_ability_water_ripples_of_perspective		x	0
		1	3k_main_skill_special_ability_water_sight_of_the_dragon		x	0
		1	3k_main_skill_special_ability_water_stifling_deluge		x	0
		1	3k_main_skill_special_ability_wood_binding_fury		x	0
		1	3k_main_skill_special_ability_wood_condemned_howl		x	0
		1	3k_main_skill_special_ability_wood_cry_of_the_forest		x	0
		1	3k_main_skill_special_ability_wood_earth_shattering_strike		x	0
		1	3k_main_skill_special_ability_wood_earthen_rampart		x	0
		1	3k_main_skill_special_ability_wood_god_of_war		x	0
		1	3k_main_skill_special_ability_wood_hamstring		x	0
		1	3k_main_skill_special_ability_wood_poisoned_blade		x	0
		1	3k_main_skill_special_ability_wood_stalwart_defender		x	0
		1	3k_main_skill_special_ability_wood_stone_bulwark		x	0
		1	3k_main_skill_special_ability_wood_tenacity_of_steel		x	0
		1	3k_main_skill_special_ability_wood_unstoppable		x	0
		1	3k_main_skill_special_ability_wood_unyielding_earth		x	0
		1	3k_main_skill_special_ability_wood_vengeance		x	0
		1	3k_ytr_skill_bodyguard_gong_du_alt_1		x	0
		1	3k_ytr_skill_bodyguard_gong_du_alt_2		x	0
		1	3k_ytr_skill_bodyguard_he_yi_alt_1		x	0
		1	3k_ytr_skill_bodyguard_he_yi_alt_2		x	0
		1	3k_ytr_skill_bodyguard_huang_shao_alt_1		x	0
		1	3k_ytr_skill_bodyguard_huang_shao_alt_2		x	0
		1	3k_ytr_skill_bodyguard_metal_alt_1		x	0
		1	3k_ytr_skill_bodyguard_metal_alt_2		x	0
		1	3k_ytr_skill_bodyguard_water_alt_1		x	0
		1	3k_ytr_skill_bodyguard_water_alt_2		x	0
		1	3k_ytr_skill_bodyguard_wood_alt_1		x	0
		1	3k_ytr_skill_bodyguard_wood_alt_2		x	0
		1	3k_ytr_skill_gong_du_ambition		x	0
		1	3k_ytr_skill_gong_du_ambition_historical		x	0
		1	3k_ytr_skill_he_yi_mercy		x	0
		1	3k_ytr_skill_he_yi_mercy_historical		x	0
		1	3k_ytr_skill_healer_charisma		x	0
		1	3k_ytr_skill_healer_compassion		x	0
		1	3k_ytr_skill_healer_compassion_historical		x	0
		1	3k_ytr_skill_healer_defiance		x	0
		1	3k_ytr_skill_healer_expedience		x	0
		1	3k_ytr_skill_healer_tranquillity		x	0
		1	3k_ytr_skill_huang_shao_erudition		x	0
		1	3k_ytr_skill_huang_shao_erudition_historical		x	0
		1	3k_ytr_skill_scholar_humility		x	0
		1	3k_ytr_skill_scholar_humility_historical		x	0
		1	3k_ytr_skill_scholar_insight		x	0
		1	3k_ytr_skill_scholar_inspiration		x	0
		1	3k_ytr_skill_scholar_integrity		x	0
		1	3k_ytr_skill_scholar_perserverance		x	0
		1	3k_ytr_skill_special_ability_gong_du		x	0
		1	3k_ytr_skill_special_ability_gong_du_alt_1		x	0
		1	3k_ytr_skill_special_ability_gong_du_alt_2		x	0
		1	3k_ytr_skill_special_ability_he_yi		x	0
		1	3k_ytr_skill_special_ability_he_yi_alt_1		x	0
		1	3k_ytr_skill_special_ability_he_yi_alt_2		x	0
		1	3k_ytr_skill_special_ability_huang_shao		x	0
		1	3k_ytr_skill_special_ability_huang_shao_alt_1		x	0
		1	3k_ytr_skill_special_ability_huang_shao_alt_2		x	0
		1	3k_ytr_skill_special_ability_metal		x	0
		1	3k_ytr_skill_special_ability_metal_alt_1		x	0
		1	3k_ytr_skill_special_ability_metal_alt_2		x	0
		1	3k_ytr_skill_special_ability_water		x	0
		1	3k_ytr_skill_special_ability_water_alt_1		x	0
		1	3k_ytr_skill_special_ability_water_alt_2		x	0
		1	3k_ytr_skill_special_ability_wood		x	0
		1	3k_ytr_skill_special_ability_wood_alt_1		x	0
		1	3k_ytr_skill_special_ability_wood_alt_2		x	0
		1	3k_ytr_skill_veteran_fanaticism		x	0
		1	3k_ytr_skill_veteran_focus		x	0
		1	3k_ytr_skill_veteran_frugality		x	0
		1	3k_ytr_skill_veteran_frugality_historical		x	0
		1	3k_ytr_skill_veteran_opportunism		x	0
		1	3k_ytr_skill_veteran_subtley		x	0
		1	ep_dyn_special_ability_arrow_storm		x	0
		1	ep_dyn_special_ability_assassinate		x	0
		1	ep_dyn_special_ability_blood_rush		x	0
		1	ep_dyn_special_ability_cleansing_aura		x	0
		1	ep_dyn_special_ability_clear_a_path		x	0
		1	ep_dyn_special_ability_fire_bomb		x	0
		1	ep_dyn_special_ability_flaming_fury		x	0
		1	ep_dyn_special_ability_immunity_to_fatigue		x	0
		1	ep_dyn_special_ability_multishot		x	0
		1	ep_dyn_special_ability_palm_strike		x	0
		1	ep_dyn_special_ability_precision_shot		x	0
		1	ep_dyn_special_ability_seismic_slam		x	0
		1	ep_dyn_special_ability_sweeping_arc		x	0
		1	ep_dyn_special_ability_time_of_need		x	0
		1	ep_dyn_special_ability_tripleshot		x	0
		1	ep_dyn_special_ability_unstoppable_charge		x	0
		1	ep_skill_mastery_metal_insight		x	0
		1	ep_skill_mastery_water_scholarship		x	0
		1	ep_skill_mastery_wood_focus		x	0
		2	3k_dlc06_skill_nanman_authority		x	0
		2	3k_dlc06_skill_nanman_cunning		x	0
		2	3k_dlc06_skill_nanman_expertise		x	0
		2	3k_dlc06_skill_nanman_instinct		x	0
		2	3k_dlc06_skill_nanman_resolve		x	0
		2	3k_main_custom_battle_loadout_attribute_authority		x	0
		2	3k_main_custom_battle_loadout_attribute_cunning		x	0
		2	3k_main_custom_battle_loadout_attribute_expertise		x	0
		2	3k_main_custom_battle_loadout_attribute_instinct		x	0
		2	3k_main_custom_battle_loadout_attribute_resolve		x	0
		3	3k_dlc06_skill_nanman_authority		x	0
		3	3k_dlc06_skill_nanman_cunning		x	0
		3	3k_dlc06_skill_nanman_expertise		x	0
		3	3k_dlc06_skill_nanman_instinct		x	0
		3	3k_dlc06_skill_nanman_resolve		x	0
		3	3k_main_custom_battle_loadout_attribute_authority		x	0
		3	3k_main_custom_battle_loadout_attribute_cunning		x	0
		3	3k_main_custom_battle_loadout_attribute_expertise		x	0
		3	3k_main_custom_battle_loadout_attribute_instinct		x	0
		3	3k_main_custom_battle_loadout_attribute_resolve		x	0
		4	3k_dlc06_skill_nanman_authority		x	0
		4	3k_dlc06_skill_nanman_cunning		x	0
		4	3k_dlc06_skill_nanman_expertise		x	0
		4	3k_dlc06_skill_nanman_instinct		x	0
		4	3k_dlc06_skill_nanman_resolve		x	0
		5	3k_dlc06_skill_nanman_authority		x	0
		5	3k_dlc06_skill_nanman_cunning		x	0
		5	3k_dlc06_skill_nanman_expertise		x	0
		5	3k_dlc06_skill_nanman_instinct		x	0
		5	3k_dlc06_skill_nanman_resolve		x	0
