id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	sea_animation	navy_animation	religion	land_animation	fallback_composite_display	has_come_of_age
421531456	3k_korea_art_set_generic_female_01_general_metal	0	16	metal/female/	none	3k_main_hero_skin_female_01	3k_main_hero_generic_female_metal_face_01		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531457	3k_korea_art_set_generic_female_01_general_water_strategist	0	6	child_01_female/	none	3k_main_child_female	child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531458	3k_korea_art_set_generic_female_01_general_water_strategist	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531459	3k_korea_art_set_generic_female_01_general_water_strategist	0	16	water_strategist/female/	none	3k_main_hero_skin_female_01	3k_main_hero_generic_female_water_strategist_face_01		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
421531460	3k_korea_art_set_generic_female_02_colonel	0	0		none	3k_main_hero_female_02_colonel			3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	true
421531461	3k_korea_art_set_generic_female_02_general_earth	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531462	3k_korea_art_set_generic_female_02_general_earth	0	16	earth/female/	none	3k_main_hero_skin_female_02	3k_main_hero_generic_female_earth_face_02		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531463	3k_korea_art_set_generic_female_02_general_earth	0	6	child_02_female/	none	3k_main_child_female	child_02_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531464	3k_korea_art_set_generic_female_02_general_metal	0	16	metal/female/	none	3k_main_hero_skin_female_02	3k_main_hero_generic_female_metal_face_02		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531465	3k_korea_art_set_generic_female_02_general_metal	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531466	3k_korea_art_set_generic_female_02_general_metal	0	6	child_02_female/	none	3k_main_child_female	child_02_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531467	3k_korea_art_set_generic_female_02_general_water_strategist	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531468	3k_korea_art_set_generic_female_02_general_water_strategist	0	16	water_strategist/female/	none	3k_main_hero_skin_female_02	3k_main_hero_generic_female_water_strategist_face_02		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
421531469	3k_korea_art_set_generic_female_02_general_water_strategist	0	6	child_02_female/	none	3k_main_child_female	child_02_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531470	3k_korea_art_set_generic_female_03_colonel	0	0		none	3k_main_hero_female_03_colonel			3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	true
421531471	3k_korea_art_set_generic_female_03_general_earth	0	16	earth/female/	none	3k_main_hero_skin_female_03	3k_main_hero_generic_female_earth_face_03		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531472	3k_korea_art_set_generic_female_03_general_earth	0	6	child_03_female/	none	3k_main_child_female	child_03_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531473	3k_korea_art_set_generic_female_03_general_earth	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531474	3k_korea_art_set_generic_female_03_general_metal	0	6	child_03_female/	none	3k_main_child_female	child_03_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531475	3k_korea_art_set_generic_female_03_general_metal	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531476	3k_korea_art_set_generic_female_03_general_metal	0	16	metal/female/	none	3k_main_hero_skin_female_03	3k_main_hero_generic_female_metal_face_03		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531477	3k_korea_art_set_generic_female_03_general_water_strategist	0	6	child_03_female/	none	3k_main_child_female	child_03_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531478	3k_korea_art_set_generic_female_03_general_water_strategist	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531479	3k_korea_art_set_generic_female_03_general_water_strategist	0	16	water_strategist/female/	none	3k_main_hero_skin_female_03	3k_main_hero_generic_female_water_strategist_face_03		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
421531480	3k_korea_art_set_generic_female_04_general_earth	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531481	3k_korea_art_set_generic_female_04_general_earth	0	16	earth/female/	none	3k_main_hero_skin_female_04	3k_main_hero_generic_female_earth_face_04		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531482	3k_korea_art_set_generic_female_04_general_earth	0	6	child_04_female/	none	3k_main_child_female	child_04_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531483	3k_korea_art_set_generic_female_04_general_metal	0	6	child_04_female/	none	3k_main_child_female	child_04_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531484	3k_korea_art_set_generic_female_04_general_metal	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531485	3k_korea_art_set_generic_female_04_general_metal	0	16	metal/female/	none	3k_main_hero_skin_female_04	3k_main_hero_generic_female_metal_face_04		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531486	3k_korea_art_set_generic_female_04_general_water_strategist	0	6	child_04_female/	none	3k_main_child_female	child_04_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531487	3k_korea_art_set_generic_female_04_general_water_strategist	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531488	3k_korea_art_set_generic_female_04_general_water_strategist	0	16	water_strategist/female/	none	3k_main_hero_skin_female_04	3k_main_hero_generic_female_water_strategist_face_04		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
421531489	3k_korea_art_set_generic_female_05_general_earth	0	6	child_01_female/	none	3k_main_child_female	child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531490	3k_korea_art_set_generic_female_05_general_earth	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531491	3k_korea_art_set_generic_female_05_general_earth	0	16	earth/female/	none	3k_main_hero_skin_female_05	3k_main_hero_generic_female_earth_face_05		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531492	3k_korea_art_set_generic_female_05_general_metal	0	16	metal/female/	none	3k_main_hero_skin_female_05	3k_main_hero_generic_female_metal_face_05		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531493	3k_korea_art_set_generic_female_05_general_metal	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531494	3k_korea_art_set_generic_female_05_general_metal	0	6	child_01_female/	none	3k_main_child_female	child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531495	3k_korea_art_set_generic_female_05_general_water_strategist	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531496	3k_korea_art_set_generic_female_05_general_water_strategist	0	6	child_01_female/	none	3k_main_child_female	child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531497	3k_korea_art_set_generic_female_05_general_water_strategist	0	16	water_strategist/female/	none	3k_main_hero_skin_female_05	3k_main_hero_generic_female_water_strategist_face_05		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
421531498	3k_korea_art_set_generic_female_06_general_earth	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531499	3k_korea_art_set_generic_female_06_general_earth	0	6	child_02_female/	none	3k_main_child_female	child_02_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531500	3k_korea_art_set_generic_female_06_general_earth	0	16	earth/female/	none	3k_main_hero_skin_female_06	3k_main_hero_generic_female_earth_face_06		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531501	3k_korea_art_set_generic_female_06_general_metal	0	16	metal/female/	none	3k_main_hero_skin_female_06	3k_main_hero_generic_female_metal_face_06		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531502	3k_korea_art_set_generic_female_06_general_metal	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531503	3k_korea_art_set_generic_female_06_general_metal	0	6	child_02_female/	none	3k_main_child_female	child_02_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531504	3k_korea_art_set_generic_female_06_general_water_strategist	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531505	3k_korea_art_set_generic_female_06_general_water_strategist	0	6	child_02_female/	none	3k_main_child_female	child_02_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531506	3k_korea_art_set_generic_female_06_general_water_strategist	0	16	water_strategist/female/	none	3k_main_hero_skin_female_06	3k_main_hero_generic_female_water_strategist_face_06		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
421531507	3k_korea_art_set_generic_female_07_general_earth	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531508	3k_korea_art_set_generic_female_07_general_earth	0	16	earth/female/	none	3k_main_hero_skin_female_07	3k_main_hero_generic_female_earth_face_07		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531509	3k_korea_art_set_generic_female_07_general_earth	0	6	child_03_female/	none	3k_main_child_female	child_03_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531510	3k_korea_art_set_generic_female_07_general_metal	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531511	3k_korea_art_set_generic_female_07_general_metal	0	6	child_03_female/	none	3k_main_child_female	child_03_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531512	3k_korea_art_set_generic_female_07_general_metal	0	16	metal/female/	none	3k_main_hero_skin_female_07	3k_main_hero_generic_female_metal_face_07		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531513	3k_korea_art_set_generic_female_07_general_water_strategist	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531514	3k_korea_art_set_generic_female_07_general_water_strategist	0	16	water_strategist/female/	none	3k_main_hero_skin_female_07	3k_main_hero_generic_female_water_strategist_face_07		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
421531515	3k_korea_art_set_generic_female_07_general_water_strategist	0	6	child_03_female/	none	3k_main_child_female	child_03_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531516	3k_korea_art_set_generic_female_08_general_earth	0	16	earth/female/	none	3k_main_hero_skin_female_08	3k_main_hero_generic_female_earth_face_08		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531517	3k_korea_art_set_generic_female_08_general_earth	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531518	3k_korea_art_set_generic_female_08_general_earth	0	6	child_04_female/	none	3k_main_child_female	child_04_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531519	3k_korea_art_set_generic_female_08_general_metal	0	16	metal/female/	none	3k_main_hero_skin_female_08	3k_main_hero_generic_female_metal_face_08		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531520	3k_korea_art_set_generic_female_08_general_metal	0	6	child_04_female/	none	3k_main_child_female	child_04_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531521	3k_korea_art_set_generic_female_08_general_metal	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531522	3k_korea_art_set_generic_female_08_general_water_strategist	0	6	child_04_female/	none	3k_main_child_female	child_04_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531523	3k_korea_art_set_generic_female_08_general_water_strategist	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531524	3k_korea_art_set_generic_female_08_general_water_strategist	0	16	water_strategist/female/	none	3k_main_hero_skin_female_08	3k_main_hero_generic_female_water_strategist_face_08		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
421531525	3k_korea_art_set_generic_female_09_general_earth	0	16	earth/female/	none	3k_main_hero_skin_female_09	3k_main_hero_generic_female_earth_face_09		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531526	3k_korea_art_set_generic_female_09_general_earth	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531527	3k_korea_art_set_generic_female_09_general_earth	0	6	child_01_female/	none	3k_main_child_female	child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531528	3k_korea_art_set_generic_female_09_general_metal	0	16	metal/female/	none	3k_main_hero_skin_female_09	3k_main_hero_generic_female_metal_face_09		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531529	3k_korea_art_set_generic_female_09_general_metal	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531530	3k_korea_art_set_generic_female_09_general_metal	0	6	child_01_female/	none	3k_main_child_female	child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531531	3k_korea_art_set_generic_female_09_general_water_strategist	0	6	child_01_female/	none	3k_main_child_female	child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531532	3k_korea_art_set_generic_female_09_general_water_strategist	0	16	water_strategist/female/	none	3k_main_hero_skin_female_09	3k_main_hero_generic_female_water_strategist_face_09		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
421531533	3k_korea_art_set_generic_female_09_general_water_strategist	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531534	3k_korea_art_set_generic_female_10_general_earth	0	6	child_02_female/	none	3k_main_child_female	child_02_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531535	3k_korea_art_set_generic_female_10_general_earth	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531536	3k_korea_art_set_generic_female_10_general_earth	0	16	earth/female/	none	3k_main_hero_skin_female_10	3k_main_hero_generic_female_earth_face_10		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_female	true
421531537	3k_korea_art_set_generic_female_10_general_metal	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
421531538	3k_korea_art_set_generic_female_10_general_metal	0	6	child_02_female/	none	3k_main_child_female	child_02_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
