id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	sea_animation	navy_animation	religion	land_animation	fallback_composite_display	has_come_of_age
486590099	3k_mod_art_set_historical_buyeo_jil_general	0	16	water_strategist/male/	none	3k_main_hero_skin_male_21	3k_main_hero_generic_male_water_strategist_face_01		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_male	true
486590100	3k_mod_art_set_historical_buyeo_jil_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590101	3k_mod_art_set_historical_buyeo_jil_general	0	6	child_01_male/	none	3k_main_child_male	child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590102	3k_mod_art_set_historical_gil_seon_general	0	16	metal/male/	none	3k_main_hero_skin_male_20	3k_main_hero_generic_male_metal_face_10		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590103	3k_mod_art_set_historical_gil_seon_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590104	3k_mod_art_set_historical_gil_seon_general	0	6	child_04_male/	none	3k_main_child_male	child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590105	3k_mod_art_set_historical_buyeo_saban_general	0	16	wood/male/	none	3k_main_hero_skin_male_20	3k_main_hero_generic_male_wood_face_10		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_heavy_armour_wood_and_fire_common_male	true
486590106	3k_mod_art_set_historical_buyeo_saban_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590107	3k_mod_art_set_historical_buyeo_saban_general	0	6	child_04_male/	none	3k_main_child_male	child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590108	3k_mod_art_set_historical_hae_mayeo_general	0	16	earth/male/	none	3k_main_hero_skin_male_36	3k_main_hero_generic_male_earth_face_06		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590109	3k_mod_art_set_historical_hae_mayeo_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590110	3k_mod_art_set_historical_hae_mayeo_general	0	6	child_01_male/	none	3k_main_child_male	child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590111	3k_mod_art_set_historical_seok_cheomhae_general	0	16	fire/male/	none	3k_main_hero_skin_male_04	3k_main_hero_generic_male_fire_face_04		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_medium_armour_wood_and_fire_common_male	true
486590112	3k_mod_art_set_historical_seok_cheomhae_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590113	3k_mod_art_set_historical_seok_cheomhae_general	0	6	child_04_male/	none	3k_main_child_male	child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590114	3k_mod_art_set_historical_seok_jobun_general	0	16	water_strategist/male/	none	3k_main_hero_skin_male_13	3k_main_hero_generic_male_water_strategist_face_03		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_male	true
486590115	3k_mod_art_set_historical_seok_jobun_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590116	3k_mod_art_set_historical_seok_jobun_general	0	6	child_01_male/	none	3k_main_child_male	child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590117	3k_mod_art_set_historical_go_bakwigeo_general	0	16	wood/male/	none	3k_main_hero_skin_male_05	3k_main_hero_generic_male_wood_face_05		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_heavy_armour_wood_and_fire_common_male	true
486590118	3k_mod_art_set_historical_go_bakwigeo_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590119	3k_mod_art_set_historical_go_bakwigeo_general	0	6	child_01_male/	none	3k_main_child_male	child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590120	3k_mod_art_set_historical_go_seongbang_general	0	16	earth/male/	none	3k_main_hero_skin_male_15	3k_main_hero_generic_male_earth_face_05		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590121	3k_mod_art_set_historical_go_seongbang_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590122	3k_mod_art_set_historical_go_seongbang_general	0	6	child_03_male/	none	3k_main_child_male	child_03_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590123	3k_mod_art_set_historical_go_ik_general	0	16	wood/male/	none	3k_main_hero_skin_male_12	3k_main_hero_generic_male_wood_face_02		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_heavy_armour_wood_and_fire_common_male	true
486590124	3k_mod_art_set_historical_go_ik_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590125	3k_mod_art_set_historical_go_ik_general	0	6	child_04_male/	none	3k_main_child_male	child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590126	3k_mod_art_set_historical_jwa_garyeo_general	0	16	metal/male/	none	3k_main_hero_skin_male_09	3k_main_hero_generic_male_metal_face_09		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590127	3k_mod_art_set_historical_jwa_garyeo_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590128	3k_mod_art_set_historical_jwa_garyeo_general	0	6	child_01_male/	none	3k_main_child_male	child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590129	3k_mod_art_set_historical_eo_biryu_general	0	16	water_strategist/male/	none	3k_main_hero_skin_male_10	3k_main_hero_generic_male_water_strategist_face_10		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_male	true
486590130	3k_mod_art_set_historical_eo_biryu_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590131	3k_mod_art_set_historical_eo_biryu_general	0	6	child_02_male/	none	3k_main_child_male	child_02_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590132	3k_mod_art_set_historical_myeongrim_eosu_general	0	16	water_strategist/male/	none	3k_main_hero_skin_male_12	3k_main_hero_generic_male_water_strategist_face_02		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_male	true
486590133	3k_mod_art_set_historical_myeongrim_eosu_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590134	3k_mod_art_set_historical_myeongrim_eosu_general	0	6	child_04_male/	none	3k_main_child_male	child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590135	3k_mod_art_set_historical_go_yeonbul_general	0	16	earth/male/	none	3k_main_hero_skin_male_19	3k_main_hero_generic_male_earth_face_09		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590136	3k_mod_art_set_historical_go_yeonbul_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590137	3k_mod_art_set_historical_go_yeonbul_general	0	6	child_03_male/	none	3k_main_child_male	child_03_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590138	3k_mod_art_set_historical_hu_nyeo_general	0	16	water_strategist/female/	none	3k_main_hero_skin_female_03	3k_main_hero_generic_female_water_strategist_face_03		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
486590139	3k_mod_art_set_historical_hu_nyeo_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590140	3k_mod_art_set_historical_hu_nyeo_general	0	6	child_03_female/	none	3k_main_child_female	child_03_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590141	3k_mod_art_set_historical_deuk_rae_general	0	16	earth/male/	none	3k_main_hero_skin_male_18	3k_main_hero_generic_male_earth_face_08		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590142	3k_mod_art_set_historical_deuk_rae_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590143	3k_mod_art_set_historical_deuk_rae_general	0	6	child_02_male/	none	3k_main_child_male	child_02_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590144	3k_mod_art_set_historical_seok_naeeum_general	0	16	wood/male/	none	3k_main_hero_skin_male_11	3k_main_hero_generic_male_wood_face_01		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_heavy_armour_wood_and_fire_common_male	true
486590145	3k_mod_art_set_historical_seok_naeeum_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590146	3k_mod_art_set_historical_seok_naeeum_general	0	6	child_03_male/	none	3k_main_child_male	child_03_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590147	3k_mod_art_set_historical_seok_uro_general	0	16	earth/male/	none	3k_main_hero_skin_male_01	3k_main_hero_generic_male_earth_face_01		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590148	3k_mod_art_set_historical_seok_uro_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590149	3k_mod_art_set_historical_seok_uro_general	0	6	child_01_male/	none	3k_main_child_male	child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590150	3k_mod_art_set_historical_seok_aihye_general	0	16	water_strategist/female/	none	3k_main_hero_skin_female_03	3k_main_hero_generic_female_water_strategist_face_03		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_female	true
486590151	3k_mod_art_set_historical_seok_aihye_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590152	3k_mod_art_set_historical_seok_aihye_general	0	6	child_03_female/	none	3k_main_child_female	child_03_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590153	3k_mod_art_set_historical_kim_michu_general	0	16	earth/male/	none	3k_main_hero_skin_male_14	3k_main_hero_generic_male_earth_face_04		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590154	3k_mod_art_set_historical_kim_michu_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590155	3k_mod_art_set_historical_kim_michu_general	0	6	child_02_male/	none	3k_main_child_male	child_02_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590156	3k_mod_art_set_historical_kim_malgu_general	0	16	wood/male/	none	3k_main_hero_skin_male_13	3k_main_hero_generic_male_wood_face_03		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_heavy_armour_wood_and_fire_common_male	true
486590157	3k_mod_art_set_historical_kim_malgu_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590158	3k_mod_art_set_historical_kim_malgu_general	0	6	child_01_male/	none	3k_main_child_male	child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590159	3k_mod_art_set_historical_mul_gyeja_general	0	16	wood/male/	none	3k_main_hero_skin_male_04	3k_main_hero_generic_male_wood_face_04		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_heavy_armour_wood_and_fire_common_male	true
486590160	3k_mod_art_set_historical_mul_gyeja_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590161	3k_mod_art_set_historical_mul_gyeja_general	0	6	child_04_male/	none	3k_main_child_male	child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590162	3k_mod_art_set_historical_gu_suhye_general	0	16	metal/male/	none	3k_main_hero_skin_male_10	3k_main_hero_generic_male_metal_face_10		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590163	3k_mod_art_set_historical_gu_suhye_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590164	3k_mod_art_set_historical_gu_suhye_general	0	6	child_02_male/	none	3k_main_child_male	child_02_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590165	3k_mod_art_set_historical_chung_hweon_general	0	16	fire/male/	none	3k_main_hero_skin_male_14	3k_main_hero_generic_male_fire_face_04		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_medium_armour_wood_and_fire_common_male	true
486590166	3k_mod_art_set_historical_chung_hweon_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590167	3k_mod_art_set_historical_chung_hweon_general	0	6	child_02_male/	none	3k_main_child_male	child_02_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590168	3k_mod_art_set_historical_yeon_jin_general	0	16	wood/male/	none	3k_main_hero_skin_male_02	3k_main_hero_generic_male_wood_face_02		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_heavy_armour_wood_and_fire_common_male	true
486590169	3k_mod_art_set_historical_yeon_jin_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590170	3k_mod_art_set_historical_yeon_jin_general	0	6	child_02_male/	none	3k_main_child_male	child_02_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590171	3k_mod_art_set_historical_heung_seon_general	0	16	wood/male/	none	3k_main_hero_skin_male_09	3k_main_hero_generic_male_wood_face_09		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_heavy_armour_wood_and_fire_common_male	true
486590172	3k_mod_art_set_historical_heung_seon_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590173	3k_mod_art_set_historical_heung_seon_general	0	6	child_01_male/	none	3k_main_child_male	child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590174	3k_mod_art_set_historical_seol_bu_general	0	16	earth/male/	none	3k_main_hero_skin_male_03	3k_main_hero_generic_male_earth_face_03		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590175	3k_mod_art_set_historical_seol_bu_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590176	3k_mod_art_set_historical_seol_bu_general	0	6	child_03_male/	none	3k_main_child_male	child_03_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590177	3k_mod_art_set_historical_seol_ji_general	0	16	fire/male/	none	3k_main_hero_skin_male_14	3k_main_hero_generic_male_fire_face_04		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_medium_armour_wood_and_fire_common_male	true
486590178	3k_mod_art_set_historical_seol_ji_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590179	3k_mod_art_set_historical_seol_ji_general	0	6	child_02_male/	none	3k_main_child_male	child_02_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590180	3k_mod_art_set_historical_guk_ryang_general	0	16	earth/male/	none	3k_main_hero_skin_male_04	3k_main_hero_generic_male_earth_face_04		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_light_armour_earth_metal_and_water_common_male	true
486590181	3k_mod_art_set_historical_guk_ryang_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590182	3k_mod_art_set_historical_guk_ryang_general	0	6	child_04_male/	none	3k_main_child_male	child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
486590183	3k_mod_art_set_historical_sul_myeong_general	0	16	water_strategist/male/	none	3k_main_hero_skin_male_10	3k_main_hero_generic_male_water_strategist_face_10		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_main_ancillary_armour_strategist_light_armour_water_common_male	true
486590184	3k_mod_art_set_historical_sul_myeong_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
