key	birth_year	max_age_for_birth_year	max_random_age	min_age_for_birth_year	min_random_age	has_valid_birth_year	min_spawn_year	min_spawn_year_round	max_spawn_year	max_spawn_year_round
3k_dlc04_age_fixed_historical_liang_zhongning_wood	156	1000	50	0	18	true	138	0	206	999
3k_dlc04_age_fixed_historical_ling_zheng_metal	126	1000	50	0	18	true	108	0	176	999
3k_dlc04_age_fixed_historical_liu_cheng_earth	105	1000	50	0	18	true	100	0	115	999
3k_dlc04_age_fixed_historical_liu_hong_water	123	1000	50	0	18	true	105	0	173	999
3k_dlc04_age_fixed_historical_liu_xun_fire	143	1000	50	0	18	true	125	0	181	999
3k_dlc04_age_fixed_historical_lu_bao_shuming_wood	107	1000	50	0	18	true	89	0	157	999
3k_dlc04_age_fixed_historical_lu_boshe_wood	133	1000	50	0	18	true	115	0	183	999
3k_dlc04_age_fixed_historical_lu_jun_earth	146	1000	50	0	18	true	128	0	196	999
3k_dlc04_age_fixed_historical_lu_jun_jicai_earth	156	1000	50	0	18	true	138	0	206	999
3k_dlc04_age_fixed_historical_lu_kang_brother_wood	110	1000	50	0	18	true	92	0	160	999
3k_dlc04_age_fixed_historical_lu_shang_fire	170	1000	50	0	18	true	152	0	220	999
3k_dlc04_age_fixed_historical_lu_yu_metal	130	1000	50	0	18	true	112	0	180	999
3k_dlc04_age_fixed_historical_luo_jun_xiaoyuan_wood	157	1000	50	0	18	true	139	0	181	999
3k_dlc04_age_fixed_historical_ma_xiang_water	138	1000	50	0	18	true	120	0	188	999
3k_dlc04_age_fixed_historical_ma_yuanyi_metal	150	1000	50	0	18	true	132	0	200	999
3k_dlc04_age_fixed_historical_qiao_xuan_gongzu_water	110	80	50	0	18	true	110	0	190	999
3k_dlc04_age_fixed_historical_sima_ju_metal	163	1000	50	0	18	true	145	0	213	999
3k_dlc04_age_fixed_historical_song_dian_earth	142	80	50	0	18	true	142	0	222	999
3k_dlc04_age_fixed_historical_sun_zhang_wood	140	80	50	0	18	true	140	0	220	999
3k_dlc04_age_fixed_historical_tang_zhou_water	158	1000	50	0	18	true	140	0	208	999
3k_dlc04_age_fixed_historical_wang_guo_metal	156	1000	50	0	18	true	138	0	206	999
3k_dlc04_age_fixed_historical_wang_rui_tongyao_fire	149	1000	50	0	18	true	133	0	199	999
3k_dlc04_age_fixed_historical_wu_ba_water	132	1000	50	0	18	true	114	0	182	999
3k_dlc04_age_fixed_historical_wu_qiong_deyu_earth	145	1000	50	0	18	true	127	0	195	999
3k_dlc04_age_fixed_historical_xia_yun_water	150	80	50	0	18	true	150	0	230	999
3k_dlc04_age_fixed_historical_xing_zhang_wood	145	80	50	0	18	true	145	0	225	999
3k_dlc04_age_fixed_historical_xue_zhou_wood	164	1000	50	0	18	true	146	0	214	999
3k_dlc04_age_fixed_historical_xun_shuang_ciming_wood	128	80	50	0	18	true	128	0	208	999
3k_dlc04_age_fixed_historical_ying_feng_shishu_earth	110	1000	50	0	18	true	92	0	160	999
3k_dlc04_age_fixed_historical_ying_xun_jiyu_fire	144	1000	50	0	18	true	126	0	194	999
3k_dlc04_age_fixed_historical_zhang_bao_veteran	140	1000	50	0	18	true	122	0	181	999
3k_dlc04_age_fixed_historical_zhang_gong_wood	130	80	50	0	18	true	130	0	210	999
3k_dlc04_age_fixed_historical_zhang_jue_healer	136	1000	50	0	18	true	118	0	181	999
3k_dlc04_age_fixed_historical_zhang_liang_veteran	142	1000	50	0	18	true	124	0	181	999
3k_dlc04_age_fixed_historical_zhang_mancheng_wood	134	1000	50	0	18	true	116	0	184	999
3k_dlc04_age_fixed_historical_zhang_rang_earth	132	80	50	0	18	true	132	0	212	999
3k_dlc04_age_fixed_historical_zhao_hong_water	141	1000	50	0	18	true	123	0	191	999
3k_dlc04_age_fixed_historical_zhao_zhi_metal	142	1000	50	0	18	true	124	0	192	999
3k_dlc04_age_fixed_historical_zhao_zhong_water	123	80	50	0	18	true	123	0	203	999
3k_dlc04_age_fixed_historical_zhou_ang_earth	160	1000	50	0	18	true	142	0	210	999
3k_dlc04_age_fixed_historical_zhou_bi_zhongyuan_water	160	1000	50	0	18	true	142	0	210	999
3k_dlc04_age_fixed_historical_zhou_shen_metal	141	1000	50	0	18	true	123	0	191	999
3k_dlc04_age_fixed_historical_zhou_yu_renming_fire	161	1000	50	0	18	true	143	0	211	999
3k_dlc04_age_fixed_historical_zong_yuan_fire	141	1000	50	0	18	true	123	0	191	999
3k_dlc05_age_fixed_ancestral_li_xi	103	1000	50	0	18	true	102	0	170	999
3k_dlc05_age_fixed_generated_lady_zhang_jinglan_hero_metal	164	80	50	0	18	true	146	0	198	999
3k_dlc05_age_fixed_historical_chen_yu_hero_water	170	80	50	0	18	true	152	0	252	999
3k_dlc05_age_fixed_historical_hou_cheng_hero_wood	168	80	50	0	18	true	146	0	235	999
3k_dlc05_age_fixed_historical_hu_mao_hero_metal	158	80	50	18	18	false	185	0	193	999
3k_dlc05_age_fixed_historical_huanglong_luo_hero_fire	165	80	50	0	18	true	149	0	199	999
3k_dlc05_age_fixed_historical_lady_gan_hero_water	133	80	50	0	18	true	114	0	180	999
3k_dlc05_age_fixed_historical_li_li_hero_fire	176	80	50	0	18	true	158	0	256	999
3k_dlc05_age_fixed_historical_li_xian_hero_metal	175	80	50	0	18	true	157	0	255	999
3k_dlc05_age_fixed_historical_li_ying_hero_water	155	80	50	0	18	true	137	0	235	999
3k_dlc05_age_fixed_historical_pan_lin_hero_water	170	80	50	0	18	true	153	0	199	999
3k_dlc05_age_fixed_historical_zhang_fang_hero_earth	183	80	50	0	18	true	165	0	263	999
3k_dlc05_age_fixed_historical_zhou_bo_hero_earth	171	80	50	0	18	true	155	0	199	999
3k_dlc06_age_fixed_ancestral_meng_elder_nanman	151	1000	50	0	18	true	107	0	175	999
3k_dlc06_age_fixed_generated_she_bo_hero_nanman	165	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_generic_gaoliang_leader_water	155	80	50	0	18	true	140	0	255	999
3k_dlc06_age_fixed_generic_jiuzhen_leader_metal	145	80	50	0	18	true	140	0	255	999
3k_dlc06_age_fixed_generic_yulin_leader_earth	150	80	50	0	18	true	140	0	255	999
3k_dlc06_age_fixed_historical_ahuinan_nanman	162	1000	50	0	18	true	189	0	220	999
3k_dlc06_age_fixed_historical_bao_li_nanman	166	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_cheng_bing_hero_water	165	80	50	0	18	true	160	0	225	999
3k_dlc06_age_fixed_historical_dailaidongzhu_nanman	172	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_dongtuna_nanman	168	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_jinhuansanjie_nanman	165	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_king_duosi_nanman	171	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_king_meng_huo_nanman	171	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_king_mulu_nanman	169	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_king_shamoke_nanman	160	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_king_wutugu_nanman	168	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_lady_zhurong_nanman	171	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_mangyachang_nanman	165	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_meng_jie_nanman	168	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_meng_you_nanman	173	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_shamoke_father_placeholder	138	1000	50	0	18	true	120	0	180	999
3k_dlc06_age_fixed_historical_shamoke_generic_placeholder	166	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_shamoke_mother_placeholder	143	1000	50	0	18	true	120	0	180	999
3k_dlc06_age_fixed_historical_shamoke_sister_placeholder	170	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_shi_kuang_hero_fire	170	80	50	0	18	true	165	0	200	999
3k_dlc06_age_fixed_historical_shi_wei_hero_metal	144	80	50	0	18	true	140	0	190	999
3k_dlc06_age_fixed_historical_shi_xin_hero_wood	160	80	50	0	18	true	155	0	200	999
3k_dlc06_age_fixed_historical_tu_an_nanman	166	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_xi_ni_nanman	168	1000	50	0	18	true	189	0	999	999
3k_dlc06_age_fixed_historical_yang_feng_nanman	162	1000	50	0	18	true	189	0	999	999
3k_dlc07_age_fixed_generated_chen_bai_hero_earth	150	80	50	0	18	true	135	0	200	999
3k_dlc07_age_fixed_generated_lady_liu_zhang_hero_water	168	80	50	0	18	true	150	0	218	999
3k_dlc07_age_fixed_generated_liu_xun_hero_metal	185	80	50	0	18	true	165	0	234	999
3k_dlc07_age_fixed_generated_que_jian_hero_earth	155	80	50	0	18	true	140	0	170	999
3k_dlc07_age_fixed_generated_wan_bing_hero_fire	154	80	50	0	18	true	139	0	200	999
3k_dlc07_age_fixed_historical_lady_zhen_hero_water	183	1000	50	0	18	true	199	0	220	999
3k_dlc07_template_historical_liu_dan_hero_wood	155	80	50	0	18	true	144	0	240	999
3k_dlc07_template_historical_liu_fan_hero_earth	150	80	50	0	18	true	144	0	240	999
3k_dlc07_template_historical_liu_mao_hero_water	158	80	50	0	18	true	144	0	240	999
3k_dlc_04_age_fixed_historical_zou_jing_hero_metal	133	80	50	18	18	true	133	0	245	999
3k_main_age_fixed_ancestral_cai_feng	137	1000	50	0	18	true	119	0	187	999
3k_main_age_fixed_ancestral_cao_bao	99	1000	50	0	18	true	81	0	149	999
3k_main_age_fixed_ancestral_cao_chi	138	1000	50	0	18	true	120	0	188	999
3k_main_age_fixed_ancestral_cao_jie	72	1000	50	0	18	true	54	0	122	999
3k_main_age_fixed_ancestral_cao_teng	98	1000	50	0	18	true	80	0	148	999
3k_main_age_fixed_ancestral_dong_junya	102	1000	50	0	18	true	84	0	152	999
3k_main_age_fixed_ancestral_kong_zhou	103	1000	50	0	18	true	102	0	170	999
3k_main_age_fixed_ancestral_liu_hong	133	1000	50	0	18	true	115	0	183	999
3k_main_age_fixed_ancestral_liu_shu	118	1000	50	0	18	true	100	0	168	999
3k_main_age_fixed_ancestral_liu_xiong	111	1000	50	0	18	true	93	0	161	999
3k_main_age_fixed_ancestral_liu_yu	125	1000	50	0	18	true	107	0	175	999
3k_main_age_fixed_ancestral_ma_ping	122	1000	50	0	18	true	104	0	172	999
3k_main_age_fixed_ancestral_sun_zhong	124	1000	50	0	18	true	106	0	174	999
3k_main_age_fixed_ancestral_yan_yang	144	1000	50	0	18	true	126	0	224	999
3k_main_age_fixed_ancestral_yuan_feng	109	1000	50	0	18	true	91	0	159	999
3k_main_age_fixed_born	0	0	50	0	18	false	-10	0	-10	999
3k_main_age_fixed_generated_han_chong_hero_wood	174	80	50	0	18	true	156	0	234	999
3k_main_age_fixed_generated_han_tong_hero_wood	172	80	50	0	18	true	154	0	234	999
3k_main_age_fixed_generated_han_xin_hero_fire	172	80	50	0	18	true	154	0	234	999
3k_main_age_fixed_generated_lady_cai_qinting_hero_earth	165	80	50	0	18	true	147	0	239	999
3k_main_age_fixed_generated_lady_dong_li_hero_metal	182	80	50	0	18	true	164	0	234	999
3k_main_age_fixed_generated_lady_gao_zhulan_hero_metal	171	80	50	0	18	true	153	0	234	999
3k_main_age_fixed_generated_lady_gongsun_jinting_hero_water	156	80	50	0	18	true	138	0	189	999
3k_main_age_fixed_generated_lady_gongsun_tingping_hero_metal	150	80	50	0	18	true	132	0	234	999
3k_main_age_fixed_generated_lady_han_anyue_hero_metal	172	80	50	0	18	true	154	0	234	999
3k_main_age_fixed_generated_lady_han_lian_hero_earth	174	80	50	0	18	true	156	0	224	999
3k_main_age_fixed_generated_lady_han_ruilan_hero_earth	148	80	50	0	18	true	130	0	229	999
3k_main_age_fixed_generated_lady_han_wanwan_hero_metal	151	80	50	0	18	true	133	0	224	999
3k_main_age_fixed_generated_lady_huang_anbao_hero_water	179	80	50	0	18	true	161	0	234	999
3k_main_age_fixed_generated_lady_huang_yingxiu_hero_metal	167	80	50	0	18	true	149	0	227	999
3k_main_age_fixed_generated_lady_jia_minxiang_hero_earth	166	80	50	0	18	true	148	0	234	999
3k_main_age_fixed_generated_lady_kong_yurui_hero_water	165	80	50	0	18	true	147	0	234	999
3k_main_age_fixed_generated_lady_liu_huimin_hero_earth	170	80	50	0	18	true	152	0	234	999
3k_main_age_fixed_generated_lady_liu_jiejie_hero_earth	167	80	50	0	18	true	149	0	226	999
3k_main_age_fixed_generated_lady_liu_mengan_hero_water	135	80	50	0	18	true	117	0	195	999
3k_main_age_fixed_generated_lady_liu_min_hero_water	184	80	50	0	18	true	182	0	189	999
3k_main_age_fixed_generated_lady_liu_pingming_hero_metal	173	80	50	0	18	true	155	0	234	999
3k_main_age_fixed_generated_lady_liu_yanglan_hero_water	159	80	50	0	18	true	141	0	236	999
3k_main_age_fixed_generated_lady_liu_zhi_hero_earth	157	80	50	0	18	true	139	0	224	999
3k_main_age_fixed_generated_lady_ma_lanli_hero_metal	158	80	50	0	18	true	143	0	225	999
3k_main_age_fixed_generated_lady_shi_jiejin_hero_water	169	80	50	0	18	true	151	0	234	999
3k_main_age_fixed_generated_lady_shi_mengjuan_hero_water	159	80	50	0	18	true	141	0	217	999
3k_main_age_fixed_generated_lady_wang_baolan_hero_water	171	80	50	0	18	true	153	0	234	999
3k_main_age_fixed_generated_lady_wang_fangyue_hero_water	168	80	50	0	18	true	150	0	234	999
3k_main_age_fixed_generated_lady_wang_lanlan_hero_earth	176	80	50	0	18	true	158	0	239	999
3k_main_age_fixed_generated_lady_wang_liting_hero_metal	150	80	50	0	18	true	132	0	190	999
3k_main_age_fixed_generated_lady_wang_qinmeng_hero_earth	171	80	50	0	18	true	153	0	221	999
3k_main_age_fixed_generated_lady_ze_ningqin_hero_metal	159	80	50	0	18	true	141	0	226	999
3k_main_age_fixed_generated_lady_ze_yue_hero_metal	168	80	50	0	18	true	150	0	234	999
3k_main_age_fixed_generated_lady_zhang_jieyan_hero_earth	163	80	50	0	18	true	145	0	242	999
3k_main_age_fixed_generated_lady_zhang_liyan_hero_earth	169	80	50	0	18	true	151	0	234	999
3k_main_age_fixed_generated_lady_zhang_shangxiu_hero_water	180	80	50	0	18	true	162	0	234	999
3k_main_age_fixed_generated_lady_zhang_xiangyang_hero_metal	181	80	50	0	18	true	163	0	234	999
3k_main_age_fixed_generated_lady_zhang_yanyan_hero_earth	172	80	50	0	18	true	154	0	234	999
3k_main_age_fixed_generated_lady_zhang_zhumeng_hero_metal	164	80	50	0	18	true	146	0	234	999
3k_main_age_fixed_generated_wang_shu_hero_water	180	80	50	0	18	true	162	0	234	999
3k_main_age_fixed_generated_ze_bu_hero_wood	173	80	50	0	18	true	155	0	234	999
3k_main_age_fixed_historical_bao_xin_hero_metal	152	80	50	0	18	true	134	0	192	999
3k_main_age_fixed_historical_bao_xun_hero_water	190	80	50	0	18	true	208	0	270	999
3k_main_age_fixed_historical_bian_rang_hero_water	159	80	50	0	18	true	141	0	239	999
3k_main_age_fixed_historical_bu_ji_hero_fire	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_bu_zhi_hero_fire	191	80	50	0	18	true	209	0	271	999
3k_main_age_fixed_historical_cai_he_hero_metal	161	80	50	0	18	true	143	0	211	999
3k_main_age_fixed_historical_cai_mao_hero_fire	159	80	50	0	18	true	141	0	181	999
3k_main_age_fixed_historical_cai_xun_hero_earth	166	80	50	0	18	true	148	0	246	999
3k_main_age_fixed_historical_cai_yang_hero_metal	171	80	50	18	18	true	153	0	251	999
3k_main_age_fixed_historical_cai_yong_hero_water	132	80	50	18	18	true	114	0	192	999
3k_main_age_fixed_historical_cai_zhong_hero_wood	160	80	50	0	18	true	142	0	181	999
3k_main_age_fixed_historical_cao_ang_hero_wood	177	80	50	0	18	true	195	0	197	999
3k_main_age_fixed_historical_cao_biao_hero_earth	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_cao_cao_hero_earth	155	80	50	0	18	true	137	0	235	999
3k_main_age_fixed_historical_cao_chong_hero_water	196	80	50	0	18	true	214	0	276	999
3k_main_age_fixed_historical_cao_chun_hero_fire	178	80	50	0	18	true	196	0	258	999
3k_main_age_fixed_historical_cao_fan_hero_earth	190	80	50	0	18	true	208	0	270	999
3k_main_age_fixed_historical_cao_hong_hero_wood	198	80	50	0	18	true	216	0	278	999
3k_main_age_fixed_historical_cao_jun_hero_earth	219	80	50	0	18	true	237	0	299	999
3k_main_age_fixed_historical_cao_pi_hero_earth	187	80	50	0	18	true	185	0	192	999
3k_main_age_fixed_historical_cao_ren_hero_earth	168	80	50	0	18	true	150	0	248	999
3k_main_age_fixed_historical_cao_rui_hero_earth	205	80	50	0	18	true	223	0	285	999
3k_main_age_fixed_historical_cao_shuang_hero_wood	193	80	50	0	18	true	211	0	273	999
3k_main_age_fixed_historical_cao_song_hero_earth	139	80	50	0	18	true	121	0	181	999
3k_main_age_fixed_historical_cao_xi_hero_wood	210	80	50	0	18	true	228	0	290	999
3k_main_age_fixed_historical_cao_xing_wood	172	80	50	18	18	true	150	0	199	999
3k_main_age_fixed_historical_cao_xiu_hero_fire	192	80	50	0	18	true	210	0	272	999
3k_main_age_fixed_historical_cao_yan_hero_fire	204	80	50	0	18	true	222	0	284	999
3k_main_age_fixed_historical_cao_zhang_hero_wood	190	80	50	0	18	true	214	0	276	999
3k_main_age_fixed_historical_cao_zhen_hero_earth	202	80	50	0	18	true	220	0	282	999
3k_main_age_fixed_historical_cao_zhi_hero_water	192	80	50	0	18	true	210	0	272	999
3k_main_age_fixed_historical_chang_diao_hero_metal	182	80	50	0	18	true	200	0	262	999
3k_main_age_fixed_historical_chang_lin_hero_water	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_chang_xi_hero_wood	166	80	50	18	18	true	148	0	246	999
3k_main_age_fixed_historical_chang_xia_hero_metal	152	80	50	0	18	true	134	0	232	999
3k_main_age_fixed_historical_che_zhou_hero_water	176	80	50	0	18	true	194	0	256	999
3k_main_age_fixed_historical_chen_biao_hero_water	204	80	50	0	18	true	222	0	284	999
3k_main_age_fixed_historical_chen_chao_hero_fire	160	80	50	0	18	true	142	0	240	999
3k_main_age_fixed_historical_chen_di_hero_water	202	80	50	0	18	true	220	0	282	999
3k_main_age_fixed_historical_chen_gong_hero_water	154	80	50	18	18	true	136	0	189	999
3k_main_age_fixed_historical_chen_heng_hero_metal	144	80	50	0	18	true	126	0	224	999
3k_main_age_fixed_historical_chen_ji_hero_earth	135	80	50	0	18	true	117	0	215	999
3k_main_age_fixed_historical_chen_jiu_hero_wood	151	80	50	0	18	true	133	0	231	999
3k_main_age_fixed_historical_chen_lan_hero_wood	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_chen_lin_hero_water	178	80	50	0	18	true	196	0	258	999
3k_main_age_fixed_historical_chen_qian_hero_metal	211	80	50	0	18	true	229	0	291	999
3k_main_age_fixed_historical_chen_qun_hero_water	211	80	50	0	18	true	229	0	291	999
3k_main_age_fixed_historical_chen_rong_hero_earth	144	80	50	18	18	true	126	0	224	999
3k_main_age_fixed_historical_chen_wu_hero_metal	182	80	50	0	18	true	200	0	262	999
3k_main_age_fixed_historical_chen_xiu_hero_metal	197	80	50	0	18	true	215	0	277	999
3k_main_age_fixed_historical_chen_zhen_hero_water	198	80	50	0	18	true	216	0	278	999
3k_main_age_fixed_historical_chen_zheng_hero_fire	201	80	50	0	18	true	219	0	281	999
3k_main_age_fixed_historical_chen_zhi_hero_fire	206	80	50	0	18	true	224	0	286	999
3k_main_age_fixed_historical_cheng_ji_hero_fire	206	80	50	0	18	true	224	0	286	999
3k_main_age_fixed_historical_cheng_pu_hero_metal	154	80	50	0	18	true	136	0	194	999
3k_main_age_fixed_historical_cheng_xu_hero_water	152	80	50	18	18	true	134	0	232	999
3k_main_age_fixed_historical_cheng_yi_hero_wood	167	80	50	0	18	true	149	0	247	999
3k_main_age_fixed_historical_cheng_yu_hero_water	142	80	50	18	18	true	124	0	194	999
3k_main_age_fixed_historical_chenggong_ying_hero_fire	172	80	50	0	18	true	154	0	252	999
3k_main_age_fixed_historical_chunyu_qiong_hero_fire	145	80	50	18	18	true	127	0	189	999
3k_main_age_fixed_historical_congqian_hero_metal	166	80	50	0	18	true	148	0	246	999
3k_main_age_fixed_historical_cui_jun_hero_metal	168	80	50	0	18	true	150	0	218	999
3k_main_age_fixed_historical_cui_lie_hero_fire	164	80	50	0	18	true	146	0	244	999
3k_main_age_fixed_historical_cui_lin_hero_water	189	80	50	0	18	true	207	0	269	999
3k_main_age_fixed_historical_cui_yan_hero_water	163	80	50	18	18	true	145	0	198	999
3k_main_age_fixed_historical_deng_ai_hero_metal	197	80	50	0	18	true	215	0	277	999
3k_main_age_fixed_historical_deng_fang_hero_fire	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_deng_ju_hero_fire	219	80	50	0	18	true	237	0	299	999
3k_main_age_fixed_historical_deng_sheng_hero_fire	144	80	50	0	18	true	126	0	189	999
3k_main_age_fixed_historical_deng_yang_hero_fire	202	80	50	0	18	true	220	0	282	999
3k_main_age_fixed_historical_deng_yuan_hero_earth	160	80	50	0	18	true	142	0	240	999
3k_main_age_fixed_historical_deng_zhi_hero_fire	205	80	50	0	18	true	223	0	285	999
3k_main_age_fixed_historical_deng_zhong_hero_fire	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_dian_wei_hero_wood	160	80	50	0	18	true	196	0	195	999
3k_main_age_fixed_historical_ding_feng_hero_metal	215	80	50	0	18	true	233	0	295	999
3k_main_age_fixed_historical_ding_yi_hero_water	169	80	50	18	18	true	151	0	249	999
3k_main_age_fixed_historical_dong_bai_hero_fire	154	80	50	18	18	true	136	0	234	999
3k_main_age_fixed_historical_dong_bai_hero_metal	178	100	50	0	18	true	178	0	228	999
3k_main_age_fixed_historical_dong_bi_hero_fire	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_dong_chao_hero_fire	193	80	50	0	18	true	211	0	273	999
3k_main_age_fixed_historical_dong_cheng_hero_fire	145	80	50	0	18	true	127	0	181	999
3k_main_age_fixed_historical_dong_feng_hero_wood	220	80	50	0	18	true	238	0	300	999
3k_main_age_fixed_historical_dong_heng_hero_fire	184	80	50	0	18	true	202	0	264	999
3k_main_age_fixed_historical_dong_huang_hero_fire	161	80	50	18	18	true	143	0	211	999
3k_main_age_fixed_historical_dong_min_hero_earth	143	80	50	0	18	true	125	0	192	999
3k_main_age_fixed_historical_dong_xi_hero_fire	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_dong_yue_hero_fire	157	80	50	18	18	true	139	0	193	999
3k_main_age_fixed_historical_dong_yun_hero_water	215	80	50	0	18	true	213	0	220	999
3k_main_age_fixed_historical_dong_zhao_hero_water	156	80	50	18	18	true	138	0	194	999
3k_main_age_fixed_historical_dong_zhuo_hero_fire	138	80	50	0	18	true	120	0	180	999
3k_main_age_fixed_historical_dou_fu_hero_fire	167	80	50	18	18	true	149	0	247	999
3k_main_age_fixed_historical_du_ji_hero_fire	163	80	50	0	18	true	145	0	198	999
3k_main_age_fixed_historical_du_qiong_hero_water	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_du_shu_hero_fire	198	80	50	0	18	true	216	0	278	999
3k_main_age_fixed_historical_duan_wei_hero_fire	158	80	50	18	18	true	140	0	238	999
3k_main_age_fixed_historical_fa_zheng_hero_water	176	80	50	0	18	true	194	0	256	999
3k_main_age_fixed_historical_fan_chou_hero_fire	164	80	50	18	18	true	146	0	195	999
