key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	melee_attack	melee_defence	morale	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_weaknesses_text	supports_first_person	training_level	officers	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	sync_locomotion	melee_attack_interval_reduction_percentage	reload_time_reduction_percentage	personalities_location	is_primarily_melee	secondary_melee_weapon
rew_iro_korean_unit_water_imported_crossbows	0	rew_iro_korean_bronze_armour_regular	1900	inf_ranged	11	inf_mis	21	0	3k_main_unit_water_crossbowmen	0	8	30	3k_main_unit_1h095_sword_single_edge_weak	3k_main_unit_crossbow	10	none	3k_main_unit_water_crossbowmen	3k_infantry_default	3k_main_unit_water_crossbowmen	false	trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_crossbows	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	13	0	0	0	0	0	3k_main_infantry_ranged	true	false	0	0	random	false	
rew_iro_korean_unit_water_veteran_bowmen	0	rew_iro_korean_bronze_armour_regular	1900	inf_ranged	12	inf_mis	21	0	3k_main_unit_water_archers	0	8	34	3k_main_unit_1h095_axe	3k_main_unit_bow_long_siyah_horn	10	none	3k_main_unit_water_archers	3k_infantry_default	3k_main_unit_water_archers	false	trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	25	0	0	0	0	0	3k_main_infantry_ranged	true	false	-25	0	random	false	
rew_iro_korean_unit_water_trained_bowmen	0	3k_main_unit_leather_partial	1900	inf_ranged	10	inf_mis	21	0	3k_main_unit_water_archers	0	6	26	3k_main_unit_1h095_axe_militia	3k_main_unit_bow_wooden_composite	10	none	3k_main_unit_water_archers	3k_infantry_militia	3k_main_unit_water_archers	false	poorly_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	19	0	0	0	0	0	3k_main_infantry_ranged	true	false	-25	-10	random	false	
rew_iro_korean_unit_water_mounted_bows	0	3k_main_unit_leather_partial	1900	inf_ranged	34	inf_mis	21	0	3k_main_unit_water_mounted_archers	0	2	24	3k_main_unit_1h095_axe_militia	3k_main_unit_bow_wooden_composite	5	none	3k_main_unit_water_archers	3k_cavalry_militia	3k_main_unit_water_archers	false	poorly_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_cavalry	battle_vo_order_archers	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	42	0	0	0	0	0	3k_main_cavalry_ranged	true	false	-25	45	random	false	
rew_iro_korean_unit_water_hunters	0	3k_main_unit_tunic	1900	inf_ranged	8	inf_mis	21	0	3k_main_unit_water_archer_militia	0	4	18	3k_main_unit_1h095_axe_militia	3k_main_unit_bow_wooden_composite_militia	10	none	3k_main_unit_water_archers	3k_infantry_militia	3k_main_unit_water_archers	false	mob	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_peasants	battle_vo_order_archers	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	13	0	0	0	0	0	3k_main_infantry_ranged	true	false	-50	-10	random	false	
rew_iro_korean_unit_wood_elite_long_spear_warriors	0	3k_main_unit_iron_full	1900	inf_melee	122	inf_pik	82	0	3k_main_unit_wood_spear_warriors	0	48	45	rew_iro_unit_2h250_spear_elite		10	none	3k_main_unit_wood_spear_warriors	3k_infantry_elite	3k_main_unit_wood_spear_warriors	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_korean_unit_wood_long_spear_warriors	0	rew_iro_korean_bronze_armour_regular	1900	inf_melee	106	inf_pik	82	0	3k_main_unit_wood_spear_warriors	0	40	35	3k_main_unit_2h250_spear		10	none	3k_main_unit_wood_spear_warriors	3k_infantry_default	3k_main_unit_wood_spear_warriors	false	trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_korean_unit_wood_long_spear_militia	0	3k_main_unit_leather_partial	1900	inf_melee	92	inf_pik	82	0	3k_main_unit_wood_spear_warriors	0	32	25	rew_iro_unit_2h250_spear_militia		10	none	3k_main_unit_wood_spear_warriors	3k_infantry_militia	3k_main_unit_wood_spear_warriors	false	poorly_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_korean_unit_wood_peasant_spearmen	0	3k_main_unit_tunic	1900	inf_melee	22	inf_spr	82	0	3k_main_unit_wood_spear_guards	0	0	19	3k_main_unit_1h175_spear_militia		10	3k_main_unit_infantry_oval	3k_main_unit_wood_spear_guards	3k_infantry_militia	3k_main_unit_wood_spear_guards	false	mob	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large	50	50	false	battle_vo_order_peasants	battle_vo_order_spearmen	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_korean_unit_wood_veteran_spear_guards	0	3k_main_unit_iron_full	1900	inf_melee	28	inf_spr	82	0	3k_main_unit_wood_spear_guards	0	8	41	rew_iro_1h175_spear_elite		10	3k_main_unit_infantry_large	3k_main_unit_wood_spear_guards	3k_infantry_elite	3k_main_unit_wood_spear_guards	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_korean_unit_wood_spear_guards	0	rew_iro_korean_bronze_armour_regular	1900	inf_melee	24	inf_spr	82	0	3k_main_unit_wood_spear_guards	0	4	32	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_large	3k_main_unit_wood_spear_guards	3k_infantry_default	3k_main_unit_wood_spear_guards	false	trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_goguryeo_unit_fire_gaema_lancers	0	3k_main_unit_leather_heavy	2450	cavalry	270	cav_shk	68	0	3k_main_unit_water_qiang_hunters	0	6	28	3k_main_unit_2h250_spear	rew_iro_korean_charge_shot	5	none	3k_main_unit_water_qiang_hunters	3k_cavalry_militia	3k_main_unit_water_qiang_hunters	false	rabble	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest_mounted_fire_move	50	50	false	battle_vo_order_cavalry	battle_vo_order_spearmen	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	1	0	0	0	0	0	3k_main_cavalry_shock	false	false	0	0	random	true	
rew_iro_goguryeo_unit_fire_noble_gaema_lancers	0	rew_iro_korean_bronze_armour_elite	2450	cavalry	311	cav_shk	78	0	3k_main_unit_water_qiang_hunters	0	8	38	3k_main_unit_2h250_spear	rew_iro_korean_charge_shot	5	none	3k_main_unit_water_qiang_hunters	3k_cavalry_default	3k_main_unit_water_qiang_hunters	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest_mounted_fire_move	50	50	false	battle_vo_order_cavalry	battle_vo_order_spearmen	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	1	0	0	0	0	0	3k_main_cavalry_shock	false	false	0	0	random	true	
rew_iro_goguryeo_unit_fire_noble_gaema_cataphracts	0	ep_unit_cataphract	2450	cavalry	351	cav_shk	88	0	3k_main_unit_water_qiang_hunters	0	10	48	rew_iro_unit_2h250_spear_elite	rew_iro_korean_charge_shot	5	none	3k_main_unit_water_qiang_hunters	3k_cavalry_elite	3k_main_unit_water_qiang_hunters	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest_mounted_fire_move	50	50	false	battle_vo_order_cataphract	battle_vo_order_spearmen	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_heavy	0	2	0	0	0	0	0	3k_main_cavalry_shock	false	false	0	0	random	true	
rew_iro_goguryeo_unit_metal_kingsguard	0	ep_unit_cataphract	1900	inf_melee	230	inf_mel	82	0	ep_unit_imperial_guard	0	65	64	3k_main_unit_1h095_sword_double_edge_elite		10	3k_main_unit_cavalry_side_jade	ep_unit_imperial_guard	3k_infantry_elite	3k_main_unit_metal_jian_swordguards	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_encourage_disciplined	50	50	false	battle_vo_order_jian	battle_vo_order_swordsmen	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	35	0	random	false	
rew_iro_goguryeo_unit_wood_gaema_tribesmen	0	3k_main_unit_leather_heavy	1900	inf_melee	70	inf_spr	50	0	3k_main_unit_wood_spear_guards	0	14	29	3k_main_unit_2h250_spear	3k_main_unit_bow_wooden_composite	10	none	3k_main_unit_wood_spear_guards	3k_infantry_militia	3k_main_unit_wood_spear_guards	false	rabble	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large	50	50	false	battle_vo_order_spearmen	battle_vo_order_archers	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	7	0	0	0	0	0	3k_main_infantry_spear	false	false	0	-50	random	true	
