key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	melee_attack	melee_defence	morale	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_weaknesses_text	supports_first_person	training_level	officers	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	sync_locomotion	melee_attack_interval_reduction_percentage	reload_time_reduction_percentage	personalities_location	is_primarily_melee	secondary_melee_weapon
unit_water_ironic_wang_kuang_water_archers	0	3k_main_unit_leather_reinforced	1950	inf_ranged	95	inf_mis	115	0	none	0	29	35	3k_main_unit_1h095_sword_single_edge_elite	3k_main_unit_bow_long_siyah_horn	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_mounted_fire_move	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_medium	0	15	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	front	false	
unit_wood_ironic_wang_kuang_wood_infantry	0	3k_main_unit_leather_heavy	1950	inf_melee	142	inf_spr	122	0	none	0	6	40	3k_main_unit_2h250_spear		10	none	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	front	false	
unit_water_ironic_chen_gui_water_crossbow	0	3k_main_unit_leather_reinforced	1950	inf_ranged	26	inf_mis	26	0	none	0	2	27	3k_main_unit_1h095_sword_single_edge_weak	3k_main_unit_crossbow	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_stalk	50	50	false	battle_vo_order_crossbows	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_medium	0	15	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	front	false	
unit_water_ironic_chen_gui_water_archers	0	3k_main_unit_leather_partial	1950	inf_ranged	26	inf_mis	26	0	none	0	4	30	3k_main_unit_1h095_sword_single_edge_weak	3k_main_unit_bow_long_siyah_horn	10	none	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_mod_hide_forest_snipe	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_light	0	26	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	front	false	
unit_fire_ironic_heavy_lance_cavalry	0	3k_main_unit_iron_full	2450	cavalry	264	cav_shk	66	0	none	0	10	34	3k_main_unit_2h250_polearm_ji		5	none	none	3k_cavalry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_cavalry_heavy	0	0	0	0	0	0	0	3k_main_cavalry_shock	false	false	0	0	front	false	
unit_metal_ironic_veteran_sabre_infantry	0	3k_main_unit_iron_lamellar	1950	inf_melee	132	inf_mel	132	0	none	0	48	42	3k_main_unit_1h095_sword_single_edge		10	3k_main_unit_infantry_oval_elite	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_northern_veteran_sabre_infantry	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
unit_earth_ironic_veteran_sabre_cavalry	0	3k_main_unit_iron_lamellar	2450	cavalry	210	cav_mel	48	0	none	0	15	48	3k_main_unit_1h095_sword_single_edge		5	3k_main_unit_cavalry_rattan	none	3k_cavalry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_cavalry_heavy	0	0	0	0	0	50	0	3k_main_cavalry_melee	false	false	0	0	front	false	
unit_water_ironic_veteran_armoured_archers	0	3k_main_unit_iron_lamellar	1950	inf_ranged	30	inf_mis	30	0	none	0	7	34	3k_main_unit_1h095_sword_single_edge_weak	3k_main_unit_bow_wooden_composite	10	none	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_heavy	0	30	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	-5	front	false	
unit_metal_ironic_veteran_jian_infantry	0	3k_main_unit_iron_full	1950	inf_melee	100	inf_mel	100	0	none	0	46	50	3k_main_unit_1h095_sword_double_edge		10	3k_main_unit_infantry_large	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_jian	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
unit_earth_ironic_veteran_jian_cavalry	0	3k_main_unit_iron_full	2450	cavalry	172	cav_mel	43	0	none	0	25	42	3k_main_unit_1h095_sword_double_edge		5	3k_main_unit_cavalry_rattan	none	3k_cavalry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_cavalry_heavy	0	0	0	0	0	50	0	3k_main_cavalry_melee	false	false	0	0	front	false	
unit_earth_ironic_wuhuan_noble_riders	0	3k_main_unit_leather_heavy	2450	cavalry	195	cav_mel	55	0	none	0	25	39	3k_main_unit_1h095_axe_elite		5	3k_main_unit_infantry_oval	none	3k_cavalry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_cavalry_medium	0	0	0	0	0	50	0	3k_main_cavalry_melee	false	false	0	0	front	false	
unit_metal_ironic_xianbei_mercenary	0	3k_main_unit_leather_reinforced	1950	inf_melee	105	inf_mel	45	0	none	0	50	44	3k_main_unit_1h095_mace		10	3k_main_unit_infantry_oval_elite	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_jian	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
unit_metal_ironic_gentry_household_guards	0	3k_main_unit_iron_lamellar	1950	inf_melee	42	inf_mel	62	0	none	0	50	58	3k_main_unit_1h095_sword_single_edge_elite		10	3k_main_unit_infantry_tower	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_jian	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
unit_wood_ironic_yi_spearmen	0	3k_main_unit_leather_heavy	1950	inf_melee	35	inf_spr	65	0	none	0	12	34	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_tower	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	front	false	
unit_water_ironic_alliance_sharpshooters	0	3k_main_unit_leather_partial	1950	inf_ranged	25	inf_mis	25	0	none	0	7	32	3k_main_unit_1h095_sword_single_edge	3k_main_unit_bow_wooden_composite	10	none	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_encourage	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_medium	0	30	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	front	false	
unit_wood_ironic_alliance_defenders	0	3k_main_unit_iron_full	1950	inf_melee	40	inf_spr	60	0	none	0	15	47	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_tower	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_disciplined	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	front	false	
unit_wood_ironic_scholar_spearmen	0	3k_main_unit_iron_full	1950	inf_melee	60	inf_spr	60	0	none	0	35	45	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_oval	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	front	false	
unit_water_ironic_scholar_archers	0	3k_main_unit_leather_partial	1950	inf_ranged	15	inf_mis	25	0	none	0	15	34	3k_main_unit_1h095_sword_single_edge_weak	3k_ytr_unit_bow_wooden_laminated	10	none	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_light	0	28	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	front	false	
unit_water_ironic_yan_crossbow	0	3k_main_unit_iron_full	1950	inf_ranged	35	inf_mis	35	0	none	0	32	42	3k_main_unit_1h095_sword_single_edge	3k_main_unit_crossbow_elite	10	none	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_disciplined	50	50	false	battle_vo_order_crossbows	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_heavy	0	20	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	front	false	
unit_metal_ironic_yanjin_swashbucklers	0	3k_main_unit_iron_lamellar	1950	inf_melee	65	inf_mel	65	0	none	0	40	32	3k_main_unit_1h095_sword_single_edge_elite		10	3k_main_unit_infantry_gourd	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_jian	battle_vo_order_select	battle_vo_order_select	1.0000	15.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
unit_metal_artist_guangling	0	3k_main_unit_leather_partial	1950	inf_melee	26	inf_mel	26	0	none	0	45	36	3k_ytr_unit_dw095_sword_single_edge_elite		10	none	none	3k_infantry_default	none	false	rabble	A_blank_record	true	60.0000	800.0000	0.0000	3k_mod_hide_forest_unruly_scare_immune_stalk	50	50	false	battle_vo_order_jian	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
unit_metal_guangling_pirates	0	3k_main_unit_leather_partial	1950	inf_ranged	56	inf_mis	26	0	none	0	19	30	3k_main_unit_1h095_mace	ironic_bomb_sling	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_causes_fear	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	8	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	front	false	
unit_metal_savant_warriors	0	3k_main_unit_leather_partial	1950	inf_melee	135	inf_mel	55	0	none	0	12	40	3k_dlc04_unit_dw095_sword_double_edge		10	3k_ytr_unit_infantry_dodging	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_encourage_disciplined	50	50	false	battle_vo_order_jian	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
unit_wood_empire_watchmen	0	3k_main_unit_iron_lamellar	1950	inf_melee	96	inf_spr	26	0	none	0	5	39	rew_iro_main_unit_1h175_three_point_spear		10	3k_dlc04_unit_infantry_tower_spec	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_disciplined_causes_fear	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	front	false	
unit_metal_liaodong_headhunters	0	3k_main_unit_iron_lamellar	1950	inf_melee	185	inf_mel	165	0	none	0	24	38	3k_main_unit_dw095_axe		10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_disciplined_causes_fear	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
unit_water_liaodong_rangers	0	3k_main_unit_iron_partial	2450	cavalry	98	cav_mis	45	0	none	0	15	36	3k_main_unit_1h095_sword_single_edge	3k_main_unit_bow_long_siyah_horn_elite	5	none	none	3k_cavalry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_mounted_fire_move_mounted_fire_parthian	800	800	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	50	0	0	0	0	0	3k_main_cavalry_ranged	false	false	0	0	front	false	
unit_wood_yang_spearmen	0	3k_main_unit_iron_lamellar	1950	inf_melee	15	inf_spr	26	0	none	0	10	36	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_oval	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_disciplined_fatigue_resistant	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	-15	0	front	false	
unit_metal_stalwart_axes	0	3k_main_unit_iron_lamellar	1950	inf_melee	50	inf_mel	26	0	none	0	32	39	3k_main_unit_1h095_axe_elite		10	3k_main_unit_infantry_oval	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large_disciplined_fatigue_resistant	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
unit_metal_bomb_throwers	0	3k_main_unit_leather_partial	1950	inf_ranged	26	inf_mis	26	0	none	0	12	34	3k_main_unit_1h095_sword_single_edge_weak	ironic_bomb_sling	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_causes_fear	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	12	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	front	false	
unit_water_warrior_monks	0	3k_main_unit_tunic	1950	inf_melee	26	inf_mel	26	0	none	0	5	100	rew_iro_main_unit_2h175_bonkai		10	none	none	3k_infantry_militia	none	false	rabble	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_encourage_unbreakable	50	50	false	battle_vo_order_heavenswarriors	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
