key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	melee_attack	melee_defence	morale	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_weaknesses_text	supports_first_person	training_level	officers	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	sync_locomotion	melee_attack_interval_reduction_percentage	reload_time_reduction_percentage	personalities_location	is_primarily_melee	secondary_melee_weapon
3k_ironic_unit_earth_untried_nobles	0	3k_main_unit_tunic	2450	cavalry	172	cav_mel	86	0	none	0	25	34	3k_main_unit_1h095_sword_single_edge_militia		5	3k_main_unit_infantry_wood_leather_reinforced	none	3k_cavalry_default	none	false	rabble	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_untried_nobles	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	50	0	3k_main_cavalry_melee	false	false	0	0	front	false	
3k_ironic_unit_earth_hardened_nobles	0	3k_main_unit_leather_reinforced	2450	cavalry	192	cav_mel	96	0	none	0	31	42	3k_main_unit_1h095_sword_double_edge		5	3k_main_unit_infantry_wood_leather_reinforced	none	3k_cavalry_default	none	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_hardened_nobles	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	0	0	0	0	50	0	3k_main_cavalry_melee	false	false	0	0	front	false	
3k_ironic_unit_earth_sworn_nobles	0	3k_main_unit_iron_partial	2450	cavalry	212	cav_mel	106	0	none	0	37	50	3k_main_unit_1h095_sword_double_edge_elite		5	3k_main_unit_infantry_wood_leather_reinforced	none	3k_cavalry_elite	none	false	well_trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_sworn_nobles	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_heavy	0	0	0	0	0	50	0	3k_main_cavalry_melee	false	false	0	0	front	false	
3k_ironic_unit_water_untried_skirmishers	0	3k_main_unit_tunic	2450	cavalry	70	cav_mis	18	0	none	0	10	29	3k_main_unit_1h095_sword_single_edge_weak	3k_main_unit_bow_wooden_composite	5	none	none	3k_cavalry_default	none	false	rabble	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_water_untried_skirmishers	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	45	0	0	0	0	0	3k_main_cavalry_ranged	true	false	0	45	front	false	
3k_ironic_unit_water_hardened_skirmishers	0	3k_main_unit_leather_reinforced	2450	cavalry	80	cav_mis	20	0	none	0	12	33	3k_main_unit_1h095_sword_single_edge_weak	3k_main_unit_bow_long_siyah_horn	5	none	none	3k_cavalry_default	none	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_water_hardened_skirmishers	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	53	0	0	0	0	0	3k_main_cavalry_ranged	true	false	0	45	front	false	
3k_ironic_unit_water_sworn_skirmishers	0	3k_main_unit_iron_partial	2450	cavalry	90	cav_mis	23	0	none	0	14	37	3k_main_unit_1h095_sword_single_edge_elite	3k_main_unit_bow_long_siyah_horn_elite	5	3k_main_unit_infantry_wood_leather_reinforced	none	3k_cavalry_elite	none	false	well_trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_water_sworn_skirmishers	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	59	0	0	0	0	0	3k_main_cavalry_ranged	true	false	0	45	front	false	
3k_ironic_unit_fire_untried_riders	0	3k_main_unit_leather_reinforced	2450	cavalry	222	cav_shk	111	0	none	0	6	29	3k_main_unit_1h175_spear_militia		5	3k_main_unit_infantry_wood_leather_reinforced	none	3k_cavalry_default	none	false	rabble	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_untried_nobles	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	0	0	0	0	0	0	3k_main_cavalry_shock	false	false	0	0	front	false	
3k_ironic_unit_fire_hardened_riders	0	3k_main_unit_iron_partial	2450	cavalry	255	cav_shk	128	0	none	0	7	33	3k_main_unit_1h175_spear		5	3k_main_unit_infantry_wood_leather_reinforced	none	3k_cavalry_default	none	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_hardened_nobles	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	0	0	0	0	0	0	3k_main_cavalry_shock	false	false	0	0	front	false	
3k_ironic_unit_fire_sworn_riders	0	3k_main_unit_iron_lamellar	2450	cavalry	394	cav_shk	147	0	none	0	8	37	rew_109e_unit_2h250_lance		5	none	none	3k_cavalry_elite	none	false	well_trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_sworn_nobles	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_heavy	0	0	0	0	0	0	0	3k_main_cavalry_shock	false	false	0	0	front	false	
3k_ironic_unit_wood_untried_spears	0	3k_main_unit_tunic	1950	inf_melee	21	inf_spr	41	0	none	0	6	22	3k_main_unit_2h250_spear		10	none	none	3k_infantry_default	none	false	rabble	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_untried_nobles	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	0	0	0	0	0	0	3k_main_infantry_pike	false	false	0	0	front	false	
3k_ironic_unit_wood_hardened_spears	0	3k_main_unit_iron_partial	1950	inf_melee	30	inf_spr	82	0	none	0	7	30	3k_main_unit_2h250_spear	3k_dlc06_unit_javelin	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_hardened_nobles	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	2	0	0	0	0	0	3k_main_infantry_pike	false	false	0	0	front	true	
3k_ironic_unit_wood_sworn_spears	0	3k_main_unit_iron_lamellar	1950	inf_melee	39	inf_spr	125	0	none	0	8	36	3k_main_unit_2h250_spear	3k_dlc06_unit_javelin	10	none	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_sworn_nobles	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	4	0	0	0	0	0	3k_main_infantry_pike	false	false	0	0	front	true	
3k_ironic_unit_wood_hardened_brutes	0	3k_main_unit_iron_partial	1950	inf_melee	180	inf_spr	95	0	none	0	6	28	3k_ytr_unit_2h175_giant_mace		10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_hardened_nobles	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
3k_ironic_unit_wood_sworn_brutes	0	3k_main_unit_iron_lamellar	1950	inf_melee	240	inf_spr	135	0	none	0	6	34	3k_ytr_unit_2h175_giant_mace		10	none	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_sworn_nobles	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	front	false	
3k_ironic_unit_wood_hardened_shields	0	3k_main_unit_iron_partial	1950	inf_melee	30	inf_spr	82	0	none	0	7	28	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_wood_leather_reinforced	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_hardened_nobles	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	front	false	
3k_ironic_unit_wood_sworn_shields	0	3k_main_unit_iron_lamellar	1950	inf_melee	39	inf_spr	110	0	none	0	8	34	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_wood_leather_reinforced	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_ironic_unit_earth_sworn_nobles	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	front	false	
