key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	melee_attack	melee_defence	morale	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_weaknesses_text	supports_first_person	training_level	officers	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	sync_locomotion	melee_attack_interval_reduction_percentage	reload_time_reduction_percentage	personalities_location	is_primarily_melee	secondary_melee_weapon
unit_metal_tong_zhi_southern_honor_guard	0	3k_main_unit_iron_full	1950	inf_melee	125	inf_mel	0	0	none	0	60	52	3k_main_unit_1h095_sword_single_edge_elite		10	3k_main_unit_infantry_tower	none	3k_infantry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_resist_heat_encourage	50	50	false	battle_vo_order_swordsmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	random	false	
unit_wood_wang_sheng_shanyue_levies	0	3k_main_unit_leather_reinforced	1950	inf_melee	89	inf_spr	0	0	none	0	22	26	3k_main_unit_1h175_spear_militia		10	3k_main_unit_infantry_rattan	none	3k_infantry_militia	none	false	rabble	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_charge_reflector_vs_large_resist_heat_guerilla_deploy	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	false	
unit_wood_wang_sheng_provincial_defenders	0	ep_unit_cataphract	1950	inf_melee	38	inf_spr	0	0	none	0	30	44	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_gourd	none	3k_infantry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_resist_heat_encourage	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	false	
unit_wood_hua_xin_poyang_civic_spearmen	0	3k_main_unit_leather_reinforced	1950	inf_melee	35	inf_spr	0	0	none	0	5	28	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_oval	none	3k_infantry_militia	none	false	poorly_trained	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_charge_reflector_vs_large_resist_heat	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	false	
unit_wood_hua_xin_southern_ambushers	0	3k_main_unit_leather_heavy	1950	inf_melee	152	inf_spr	0	0	none	0	22	40	3k_main_unit_1h175_spear	3k_dlc06_unit_javelin_precursor	10	3k_main_unit_infantry_oval	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_resist_heat_guerilla_deploy_snipe_stalk_causes_fear	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	unit_rew_iro_southern_ambushers	0	4	0	0	0	0	0	3k_main_infantry_spear	false	false	0	-50	random	true	
unit_water_zhu_hao_volunteer_bowmen	0	3k_main_unit_leather_partial	1950	inf_ranged	21	inf_mis	0	0	none	0	10	32	3k_main_unit_1h095_sword_single_edge_weak	3k_main_unit_bow_long_siyah_horn	10	none	none	3k_infantry_militia	none	false	poorly_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_resist_heat	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	20	0	0	0	0	0	3k_main_infantry_melee	true	false	-15	-15	random	false	
unit_wood_zhu_hao_zhu_loyalist_guards	0	ep_unit_cataphract	1950	inf_melee	90	inf_pik	0	0	none	0	42	64	3k_main_unit_2h250_spear		10	none	none	3k_infantry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_charge_reflector_vs_large_resist_heat	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_pike	false	false	0	0	random	false	
unit_wood_zhuge_xuan_yuzhang_spearmen	0	3k_main_unit_leather_heavy	1950	inf_melee	80	inf_pik	0	0	none	0	28	36	3k_main_unit_2h250_spear		10	none	none	3k_infantry_default	none	false	poorly_trained	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_charge_reflector_vs_large_resist_heat	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_pike	false	false	-15	0	random	false	
unit_water_zhuge_xuan_white_dragon_crossbowmen	0	3k_main_unit_iron_lamellar	1950	inf_ranged	10	inf_mis	0	0	none	0	18	46	3k_main_unit_1h095_sword_single_edge	rew_iro_unit_crossbow_repeating_elite	10	none	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_resist_heat_encourage	50	50	false	battle_vo_order_crossbows	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	20	0	0	0	0	0	3k_main_infantry_ranged	true	false	0	0	random	false	
unit_wood_sheng_xian_danyang_volunteers	0	3k_main_unit_iron_partial	1950	inf_melee	21	inf_spr	0	0	none	0	4	38	3k_main_unit_1h175_spear_militia		10	3k_main_unit_infantry_rattan	none	3k_infantry_militia	none	false	rabble	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_charge_reflector_vs_large_resist_heat	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	false	
unit_wood_sheng_xian_wu_peacekeepers	0	3k_main_unit_iron_lamellar	1950	inf_melee	25	inf_spr	0	0	none	0	18	44	3k_ytr_unit_1h175_spear_elite		10	3k_main_unit_infantry_tower	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_charge_reflector_vs_large_resist_heat	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	false	
unit_water_ma_ai_wraths_of_jiuquan	0	3k_main_unit_leather_partial	2450	cavalry	135	cav_mis	30	0	none	0	22	34	3k_main_unit_1h095_sword_double_edge	3k_main_unit_crossbow	5	none	none	3k_cavalry_militia	none	false	trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_mounted_fire_move_mounted_fire_parthian	50	50	false	battle_vo_order_crossbows	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	30	0	0	0	0	0	3k_main_cavalry_ranged	true	false	0	40	random	false	
unit_fire_ma_ai_wusun_horsemen	0	ep_unit_cataphract	2450	cavalry	242	cav_shk	61	0	none	0	15	48	3k_main_unit_1h175_spear		5	3k_main_unit_cavalry_side	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_fatigue_res	50	50	false	battle_vo_order_cataphract	battle_vo_order_spearmen	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_heavy	0	0	0	0	0	0	0	3k_main_cavalry_shock	false	false	0	0	random	false	
unit_metal_handan_shang_caravan_guards	0	3k_main_unit_iron_partial	1950	inf_melee	100	inf_mel	0	0	none	0	36	40	3k_main_unit_1h095_axe		10	3k_main_unit_infantry_tower	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	-15	0	random	false	
unit_earth_handan_shang_nothern_pillagers	0	3k_main_unit_iron_full	2450	cavalry	240	cav_mel	60	0	none	0	35	52	3k_main_unit_dw095_axe		5	none	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_raider_causes_fear	50	50	false	battle_vo_order_cavalry	battle_vo_order_axes	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_heavy	0	0	0	0	0	50	0	3k_main_cavalry_shock	false	false	30	0	random	false	
unit_wood_huang_ang_frontier_guardians	0	3k_main_unit_iron_partial	1950	inf_melee	30	inf_spr	0	0	none	0	5	30	3k_main_unit_1h175_spear	3k_main_unit_crossbow	10	3k_main_unit_infantry_oval	none	3k_infantry_default	none	false	poorly_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large_disciplined	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	10	0	0	0	0	0	3k_main_infantry_spear	false	false	0	-50	random	true	
unit_earth_huang_ang_household_riders	0	3k_main_unit_iron_lamellar	2450	cavalry	220	cav_mel	55	0	none	0	48	62	3k_main_unit_1h095_sword_single_edge_elite		5	3k_main_unit_cavalry_side_jade	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_fatigue_immune	50	50	false	battle_vo_order_cavalry	battle_vo_order_swordsmen	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_heavy	0	0	0	0	0	50	0	3k_main_cavalry_melee	false	false	0	0	random	false	
