key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	melee_attack	melee_defence	morale	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_weaknesses_text	supports_first_person	training_level	officers	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	sync_locomotion	melee_attack_interval_reduction_percentage	reload_time_reduction_percentage	personalities_location	is_primarily_melee	secondary_melee_weapon
rew_iro_zhang_xian_metal_lingling_swordguard	0	3k_main_unit_iron_lamellar	1900	inf_melee	70	inf_mel	70	0	none	0	52	58	3k_main_unit_1h095_sword_single_edge_elite		10	3k_main_unit_infantry_oval_elite	none	3k_infantry_elite	none	false	elite	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_disciplined_charge_negate_vs_large_causes_fear	50	50	false	battle_vo_order_swordsmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_pan_lin_water_shanyue_hunters	0	3k_dlc06_unit_rattan_light	1900	inf_ranged	30	inf_mis	30	0	none	0	18	40	3k_main_unit_1h095_axe	3k_main_unit_bow_wooden_composite	10	none	none	3k_infantry_loose	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_mod_hide_forest_snipe	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light_nanman	0	20	-100	0	0	0	0	3k_main_infantry_ranged	true	false	0	0	random	false	
rew_iro_pan_lin_wood_shanyue_dread_spears	0	3k_dlc06_unit_rattan_heavy	1900	inf_melee	100	inf_spr	100	0	none	0	42	60	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_rattan	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	ironic_hide_forest_fear_terror	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium_nanman	0	0	-100	0	0	50	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_liu_pan_earth_changsha_raiders	0	3k_main_unit_leather_partial	2450	cavalry	190	cav_mel	190	0	none	0	30	46	3k_main_unit_1h095_sword_single_edge	3k_main_unit_bow_wooden_composite	5	3k_main_unit_cavalry_side	none	3k_cavalry_default	none	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest_ignore_terrain_raider_guerilla_deploy	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	12	0	0	0	0	0	3k_main_cavalry_melee	true	false	0	0	random	false	
rew_iro_liu_pan_metal_changsha_stalking_axes	0	3k_main_unit_leather_heavy	1900	inf_melee	170	inf_mel	170	0	none	0	34	54	3k_dlc05_unit_2h175_axe		10	none	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_stalk	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_liu_xun_water_lujiang_spear_archers	0	3k_main_unit_iron_partial	1900	inf_ranged	60	inf_mis	60	0	none	0	36	52	3k_main_unit_2h175_polearm_gouliandao	3k_main_unit_bow_wooden_composite	10	none	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large_disciplined	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	18	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	random	false	
rew_iro_liu_xun_metal_lujiang_shieldguard	0	3k_main_unit_leather_reinforced	1900	inf_melee	60	inf_mel	60	0	none	0	40	46	3k_main_unit_1h095_sword_single_edge		10	3k_main_unit_infantry_oval	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_disciplined	50	50	false	battle_vo_order_swordsmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_ni_xiaode_water_nanhai_marine_crossbows	0	3k_main_unit_leather_partial	1900	inf_ranged	24	inf_mis	24	0	none	0	18	42	3k_main_unit_1h095_sword_single_edge	3k_main_unit_crossbow	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_crossbows	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	14	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	random	false	
rew_iro_ni_xiaode_wood_nanhai_pearl_halberdiers	0	3k_main_unit_iron_partial	1900	inf_melee	92	inf_spr	92	0	none	0	50	56	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_tower	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_disciplined_charge_negate_vs_large_causes_fear	50	50	false	battle_vo_order_halberds	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	50	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_zhu_fu_metal_wuling_improvisers	0	3k_main_unit_tunic	1900	inf_melee	120	inf_mel	120	0	none	0	18	34	3k_dlc05_unit_2h175_axe	3k_dlc06_unit_throwing_axe_precursor	10	none	none	3k_infantry_militia	none	false	poorly_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_unbreakable_raider_unruly	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	3	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_zhu_fu_water_wuling_inconstant_guard	0	3k_main_unit_leather_heavy	1900	inf_ranged	66	inf_mis	66	0	none	0	38	54	3k_main_unit_2h175_polearm_gouliandao	3k_main_unit_bow_wooden_composite	10	none	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_guerrilla_deploy	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	16	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	random	false	
rew_iro_bian_rang_water_scholar_crossbows	0	3k_main_unit_leather_reinforced	1900	inf_ranged	22	inf_mis	22	0	none	0	20	46	3k_main_unit_1h095_sword_double_edge	3k_main_unit_crossbow_elite	10	none	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_crossbows	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	14	0	0	0	0	0	3k_main_infantry_ranged	false	false	0	0	random	false	
rew_iro_bian_rang_wood_retainer_spearguards	0	3k_main_unit_iron_lamellar	1900	inf_melee	88	inf_spr	88	0	none	0	50	62	3k_ytr_unit_1h175_spear_elite		10	3k_main_unit_infantry_large	none	3k_infantry_elite	none	false	elite	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_encourage_disciplined	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_su_dai_water_hired_marksmen	0	3k_main_unit_leather_partial	1900	inf_ranged	26	inf_mis	26	0	none	0	18	42	3k_main_unit_1h095_sword_single_edge	3k_main_unit_bow_wooden_composite	10	none	none	3k_infantry_loose	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	20	0	0	0	0	0	3k_main_infantry_ranged	true	false	0	0	random	false	
rew_iro_su_dai_metal_caravan_guards	0	3k_main_unit_iron_full	1900	inf_melee	74	inf_mel	74	0	none	0	54	58	3k_main_unit_1h095_sword_single_edge_elite		10	3k_main_unit_infantry_oval_elite	none	3k_infantry_elite	none	false	elite	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_disciplined	50	50	false	battle_vo_order_swordsmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_lai_gong_wood_gaoliang_levy_spears	0	3k_main_unit_leather_partial	1900	inf_melee	78	inf_spr	78	0	none	0	34	44	3k_main_unit_1h175_spear		10	3k_main_unit_infantry_oval	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large_disciplined	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	0	0	0	0	-25	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_lai_gong_water_southern_watch_archers	0	3k_main_unit_leather_heavy	1900	inf_ranged	30	inf_mis	30	0	none	0	26	50	3k_main_unit_1h095_sword_single_edge_elite	3k_main_unit_bow_long_siyah_horn	10	none	none	3k_infantry_default	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_mod_hide_forest_snipe	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	22	0	0	0	0	0	3k_main_infantry_ranged	true	false	0	0	random	false	
rew_iro_wu_ju_metal_yulin_storm_axes	0	3k_main_unit_leather_partial	1900	inf_melee	140	inf_mel	140	0	none	0	22	46	3k_dlc05_unit_2h175_axe	3k_dlc06_unit_throwing_axe_precursor	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	3	0	0	0	-25	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_wu_ju_metal_yulin_tempest_glaives	0	3k_main_unit_iron_lamellar	1900	inf_melee	105	inf_mel	105	0	none	0	44	58	3k_main_unit_2h175_polearm_gouliandao		10	none	none	3k_infantry_elite	none	false	elite	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_mighty_knockback	50	50	false	battle_vo_order_halberds	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_wu_huan_ytr_wood_jiangdong_zealot_spears	0	3k_main_unit_tunic	1900	inf_melee	84	inf_spr	84	0	none	0	30	62	3k_main_unit_1h175_spear_militia		10	none	none	3k_infantry_militia	none	false	poorly_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_unbreakable_raider_unruly	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	0	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_wu_huan_ytr_water_faithful_archers	0	3k_main_unit_leather_reinforced	1900	inf_ranged	26	inf_mis	26	0	none	0	22	58	3k_main_unit_1h095_sword_single_edge	3k_main_unit_bow_oil	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	18	0	0	0	0	0	3k_main_infantry_ranged	true	false	0	0	random	false	
rew_iro_zhang_jin_water_vermilion_veil_archers	0	3k_main_unit_leather_reinforced	1900	inf_ranged	30	inf_mis	30	0	none	0	20	42	3k_main_unit_1h095_sword_single_edge	3k_main_unit_bow_wooden_composite	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_stalk	50	50	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	24	0	0	0	0	0	3k_main_infantry_ranged	true	false	0	0	random	false	
rew_iro_zhang_jin_wood_meridian_halberdiers	0	3k_main_unit_iron_partial	1900	inf_melee	100	inf_spr	100	0	none	0	44	55	3k_main_unit_1h175_spear	ironic_bomb_sling	10	3k_main_unit_infantry_large	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	60.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large_disciplined	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	6	0	0	0	0	0	3k_main_infantry_spear	false	false	0	0	random	true	
