campaign	id	region	slot_template	slot_type
3k_main_campaign_map	10582	3k_main_daijun_capital	3k_districts	secondary
3k_main_campaign_map	10588	3k_main_daijun_resource_1	3k_resource_metal_craftsmen_animal	primary
3k_main_campaign_map	1059233921	3k_main_wudu_resource_2	ironic_province_liang_qiang	secondary
3k_main_campaign_map	10594	3k_main_donghai_capital	3k_city	primary
3k_main_campaign_map	10604	3k_main_donghai_capital	3k_districts	secondary
3k_main_campaign_map	10607	3k_main_donghai_resource_1	3k_resource_wood_fish	primary
3k_main_campaign_map	10624	3k_main_dongjun_capital	3k_city	primary
3k_main_campaign_map	10632	3k_main_dongjun_capital	3k_districts_port	secondary
3k_main_campaign_map	10647	3k_main_dongjun_resource_1	3k_resource_fire_iron	primary
3k_main_campaign_map	10658	3k_main_donglai_capital	3k_city	primary
3k_main_campaign_map	10661	3k_main_donglai_capital	3k_districts_port	secondary
3k_main_campaign_map	10670	3k_main_donglai_resource_1	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	10682	3k_main_dongou_capital	3k_city	primary
3k_main_campaign_map	10692	3k_main_dongou_capital	3k_districts_port	secondary
3k_main_campaign_map	10703	3k_main_dongou_resource_1	3k_resource_water_salt	primary
3k_main_campaign_map	1070436791	3k_main_xiangyang_resource_1	ironic_province_jing_chu	secondary
3k_main_campaign_map	10722	3k_main_fuling_capital	3k_dlc06_city_nanman	primary
3k_main_campaign_map	10729	3k_main_fuling_capital	3k_districts	secondary
3k_main_campaign_map	10736	3k_main_fuling_resource_1	3k_resource_wood_livestock	primary
3k_main_campaign_map	1073809699	3k_main_yingchuan_resource_1	ironic_province_yu_standard	secondary
3k_main_campaign_map	10748	3k_main_gaoliang_capital	3k_city	primary
3k_main_campaign_map	10752	3k_main_gaoliang_capital	3k_districts	secondary
3k_main_campaign_map	10756	3k_main_gaoliang_resource_1	3k_resource_water_salt	primary
3k_main_campaign_map	10771	3k_main_guangling_capital	3k_city	primary
3k_main_campaign_map	10778	3k_main_guangling_capital	3k_districts	secondary
3k_main_campaign_map	10788	3k_main_guangling_resource_1	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	10805	3k_main_guangling_resource_2	3k_resource_water_trading_port	primary
3k_main_campaign_map	10817	3k_main_hanzhong_capital	3k_city	primary
3k_main_campaign_map	10824	3k_main_hanzhong_capital	3k_districts	secondary
3k_main_campaign_map	10829	3k_main_hanzhong_resource_1	3k_resource_water_silk	primary
3k_main_campaign_map	10837	3k_main_hedong_capital	3k_city	primary
3k_main_campaign_map	10843	3k_main_hedong_capital	3k_districts	secondary
3k_main_campaign_map	10846	3k_main_hedong_resource_1	3k_resource_water_trading_port	primary
3k_main_campaign_map	10854	3k_main_henei_capital	3k_city	primary
3k_main_campaign_map	10859	3k_main_henei_capital	3k_districts_port	secondary
3k_main_campaign_map	10865	3k_main_henei_resource_1	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	10874	3k_main_hepu_capital	3k_city	primary
3k_main_campaign_map	10879	3k_main_hepu_capital	3k_districts_port	secondary
3k_main_campaign_map	10895	3k_main_hepu_resource_1	3k_resource_wood_fish	primary
3k_main_campaign_map	109092052	3k_main_guangling_resource_2	ironic_province_xu_standard	secondary
3k_main_campaign_map	10913	3k_main_jianan_capital	3k_city	primary
3k_main_campaign_map	10923	3k_main_jianan_capital	3k_districts	secondary
3k_main_campaign_map	10925	3k_main_jianan_resource_1	3k_resource_wood_farms_rice	primary
3k_main_campaign_map	10942	3k_main_jianan_resource_2	3k_resource_wood_lumber_bamboo	primary
3k_main_campaign_map	10956	3k_main_jiangxia_capital	3k_city	primary
3k_main_campaign_map	10958	3k_main_jiangxia_capital	3k_districts	secondary
3k_main_campaign_map	10968	3k_main_jiangxia_resource_1	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	10977	3k_main_jiangyang_capital	3k_dlc06_city_nanman	primary
3k_main_campaign_map	10980	3k_main_jiangyang_capital	3k_districts_port	secondary
3k_main_campaign_map	10994	3k_main_jiangyang_resource_1	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	11004	3k_main_jiangyang_resource_2	3k_resource_wood_lumber_pine	primary
3k_main_campaign_map	11015	3k_main_jiangyang_resource_3	3k_resource_metal_copper	primary
3k_main_campaign_map	11019	3k_main_jianning_capital	3k_dlc06_city_nanman	primary
3k_main_campaign_map	11023	3k_main_jianning_capital	3k_districts	secondary
3k_main_campaign_map	11028	3k_main_jianning_resource_1	3k_resource_fire_iron	primary
3k_main_campaign_map	1103494753	3k_dlc06_hangu_pass	3k_dlc06_gate	primary
3k_main_campaign_map	11047	3k_main_jianning_resource_2	3k_resource_water_spice	primary
3k_main_campaign_map	11057	3k_main_jianye_capital	3k_city	primary
3k_main_campaign_map	11066	3k_main_jianye_capital	3k_districts_port	secondary
3k_main_campaign_map	11075	3k_main_jianye_resource_1	3k_resource_water_salt	primary
3k_main_campaign_map	1107915774	3k_main_bohai_resource_1	3k_minor_port	port
3k_main_campaign_map	11085	3k_main_jianye_resource_2	3k_resource_metal_copper	primary
3k_main_campaign_map	11098	3k_main_jiaozhi_capital	3k_city	primary
3k_main_campaign_map	11103	3k_main_jiaozhi_capital	3k_districts	secondary
3k_main_campaign_map	11111	3k_main_jiaozhi_resource_1	3k_resource_wood_farms_rice	primary
3k_main_campaign_map	1112045289	3k_main_jiangyang_capital	3k_province_capital_port	port
3k_main_campaign_map	11130	3k_main_jiaozhi_resource_2	3k_resource_wood_tea	primary
3k_main_campaign_map	11136	3k_main_jincheng_capital	3k_city	primary
3k_main_campaign_map	11137	3k_main_jincheng_capital	3k_districts_port	secondary
3k_main_campaign_map	11146	3k_main_jincheng_resource_1	3k_resource_fire_northern_horses	primary
3k_main_campaign_map	11164	3k_main_jincheng_resource_2	3k_resource_water_silk	primary
3k_main_campaign_map	11170	3k_main_jingzhou_capital	3k_city	primary
3k_main_campaign_map	11175	3k_main_jingzhou_capital	3k_districts_port	secondary
3k_main_campaign_map	11185	3k_main_jingzhou_resource_1	3k_resource_wood_livestock	primary
3k_main_campaign_map	11200	3k_main_kuaiji_capital	3k_city	primary
3k_main_campaign_map	1120271205	3k_dlc06_qi_pass	ironic_gate_buildings	secondary
3k_main_campaign_map	11207	3k_main_kuaiji_capital	3k_districts	secondary
3k_main_campaign_map	11208	3k_main_kuaiji_resource_1	3k_resource_wood_farms_rice	primary
3k_main_campaign_map	11221	3k_main_kuaiji_resource_2	3k_resource_wood_livestock	primary
3k_main_campaign_map	11229	3k_main_langye_capital	3k_city	primary
3k_main_campaign_map	11231	3k_main_langye_capital	3k_districts	secondary
3k_main_campaign_map	1123881096	3k_main_yulin_resource_1	3k_minor_port	port
3k_main_campaign_map	11240	3k_main_langye_resource_1	3k_resource_wood_lumber_pine	primary
3k_main_campaign_map	11245	3k_main_langye_resource_2	3k_resource_wood_fish	primary
3k_main_campaign_map	11267	3k_main_lingling_capital	3k_city	primary
3k_main_campaign_map	11268	3k_main_lingling_capital	3k_districts	secondary
3k_main_campaign_map	11276	3k_main_lingling_resource_1	3k_resource_metal_tools	primary
3k_main_campaign_map	11284	3k_main_lingling_resource_2	3k_resource_wood_lumber_bamboo	primary
3k_main_campaign_map	11310	3k_main_lujiang_capital	3k_city	primary
3k_main_campaign_map	11320	3k_main_lujiang_capital	3k_districts	secondary
3k_main_campaign_map	11321	3k_main_lujiang_resource_1	3k_resource_wood_fish	primary
3k_main_campaign_map	11338	3k_main_lujiang_resource_2	3k_resource_wood_lumber_pine	primary
3k_main_campaign_map	11343	3k_main_luling_capital	3k_city	primary
3k_main_campaign_map	11346	3k_main_luling_capital	3k_districts	secondary
3k_main_campaign_map	11356	3k_main_luling_resource_1	3k_resource_metal_copper	primary
3k_main_campaign_map	11368	3k_main_luoyang_capital	3k_city	primary
3k_main_campaign_map	11375	3k_main_luoyang_capital	3k_districts	secondary
3k_main_campaign_map	11385	3k_main_luoyang_resource_1	3k_resource_water_trading_port	primary
3k_main_campaign_map	11392	3k_main_nanhai_capital	3k_city	primary
3k_main_campaign_map	11401	3k_main_nanhai_capital	3k_districts_port	secondary
3k_main_campaign_map	11419	3k_main_nanhai_resource_1	3k_resource_wood_farms_rice	primary
3k_main_campaign_map	11426	3k_main_nanhai_resource_2	3k_resource_water_trading_port	primary
3k_main_campaign_map	11458	3k_main_nanyang_capital	3k_city	primary
3k_main_campaign_map	11468	3k_main_nanyang_capital	3k_districts	secondary
3k_main_campaign_map	11472	3k_main_nanyang_resource_1	3k_resource_metal_jade	primary
3k_main_campaign_map	11479	3k_main_penchang_capital	3k_city	primary
3k_main_campaign_map	11483	3k_main_penchang_capital	3k_districts	secondary
3k_main_campaign_map	11491	3k_main_penchang_resource_1	3k_resource_earth_temple	primary
3k_main_campaign_map	11511	3k_main_pingyuan_capital	3k_city	primary
3k_main_campaign_map	11516	3k_main_pingyuan_capital	3k_districts	secondary
3k_main_campaign_map	11522	3k_main_pingyuan_resource_1	3k_resource_water_salt	primary
3k_main_campaign_map	11530	3k_main_poyang_capital	3k_city	primary
3k_main_campaign_map	11533	3k_main_poyang_capital	3k_districts	secondary
3k_main_campaign_map	11535	3k_main_poyang_resource_1	3k_resource_fire_iron	primary
3k_main_campaign_map	11546	3k_main_poyang_resource_2	3k_resource_metal_copper	primary
3k_main_campaign_map	1155533127	ironic_region_hanyang_resource_1	ironic_province_liang_standard	secondary
3k_main_campaign_map	11556	3k_main_poyang_resource_3	3k_resource_metal_craftsmen_weapon	primary
3k_main_campaign_map	11566	3k_main_runan_capital	3k_city	primary
3k_main_campaign_map	11574	3k_main_runan_capital	3k_districts	secondary
3k_main_campaign_map	11584	3k_main_runan_resource_1	3k_resource_fire_iron	primary
3k_main_campaign_map	11596	3k_main_shangdang_capital	3k_city	primary
3k_main_campaign_map	1159885949	3k_main_jiangyang_resource_1	ironic_province_yi_nanman	secondary
3k_main_campaign_map	11606	3k_main_shangdang_capital	3k_districts	secondary
3k_main_campaign_map	11613	3k_main_shangdang_resource_1	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	11630	3k_main_shangyong_capital	3k_city	primary
3k_main_campaign_map	11640	3k_main_shangyong_capital	3k_districts	secondary
3k_main_campaign_map	1164312596	ironic_region_baek_capital	3k_city	primary
3k_main_campaign_map	11643	3k_main_shangyong_resource_1	3k_resource_wood_lumber_pine	primary
3k_main_campaign_map	11651	3k_main_shangyong_resource_2	3k_resource_metal_craftsmen_weapon	primary
3k_main_campaign_map	11660	3k_main_shoufang_capital	3k_city	primary
3k_main_campaign_map	11664	3k_main_shoufang_capital	3k_districts_port	secondary
3k_main_campaign_map	11672	3k_main_shoufang_resource_1	3k_resource_fire_northern_horses	primary
3k_main_campaign_map	1168558331	3k_main_jiaozhi_resource_1	ironic_province_jiao_standard	secondary
3k_main_campaign_map	11687	3k_main_shoufang_resource_2	3k_resource_metal_craftsmen_animal	primary
3k_main_campaign_map	11698	3k_main_shoufang_resource_3	3k_resource_water_salt	primary
3k_main_campaign_map	11702	3k_main_taishan_capital	3k_city	primary
3k_main_campaign_map	11703	3k_main_taishan_capital	3k_districts	secondary
3k_main_campaign_map	11704	3k_main_taishan_resource_1	3k_resource_water_trading_port	primary
3k_main_campaign_map	11715	3k_main_taiyuan_capital	3k_city	primary
3k_main_campaign_map	11725	3k_main_taiyuan_capital	3k_districts	secondary
3k_main_campaign_map	11734	3k_main_taiyuan_resource_1	3k_resource_fire_iron	primary
3k_main_campaign_map	11744	3k_main_taiyuan_resource_2	3k_resource_metal_tools	primary
3k_main_campaign_map	11763	3k_main_tongan_capital	3k_city	primary
3k_main_campaign_map	11772	3k_main_tongan_capital	3k_districts_port	secondary
3k_main_campaign_map	11777	3k_main_tongan_resource_1	3k_resource_wood_livestock	primary
3k_main_campaign_map	11786	3k_main_weijun_capital	3k_city	primary
3k_main_campaign_map	11787	3k_main_weijun_capital	3k_districts	secondary
3k_main_campaign_map	11788	3k_main_weijun_resource_1	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	11805	3k_main_wudu_capital	3k_city	primary
3k_main_campaign_map	11815	3k_main_wudu_capital	3k_districts	secondary
3k_main_campaign_map	11818	3k_main_wudu_resource_1	3k_resource_water_silk	primary
3k_main_campaign_map	11821	3k_main_wudu_resource_2	3k_resource_metal_copper	primary
3k_main_campaign_map	11838	3k_main_wuling_capital	3k_dlc06_city_nanman	primary
3k_main_campaign_map	11846	3k_main_wuling_capital	3k_districts	secondary
3k_main_campaign_map	11852	3k_main_wuling_resource_1	3k_resource_wood_farms_rice	primary
3k_main_campaign_map	11861	3k_main_wuling_resource_2	3k_resource_metal_tools	primary
3k_main_campaign_map	11868	3k_main_wuwei_capital	3k_city	primary
3k_main_campaign_map	11877	3k_main_wuwei_capital	3k_districts	secondary
3k_main_campaign_map	11887	3k_main_wuwei_resource_1	3k_resource_fire_northern_horses	primary
3k_main_campaign_map	11897	3k_main_wuwei_resource_2	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	11907	3k_main_xiangyang_capital	3k_city	primary
3k_main_campaign_map	11911	3k_main_xiangyang_capital	3k_districts	secondary
3k_main_campaign_map	11913	3k_main_xiangyang_resource_1	3k_resource_metal_tools	primary
3k_main_campaign_map	11922	3k_main_xihe_capital	3k_city	primary
3k_main_campaign_map	11928	3k_main_xihe_capital	3k_districts	secondary
3k_main_campaign_map	11936	3k_main_xihe_resource_1	3k_resource_wood_fish	primary
3k_main_campaign_map	11948	3k_main_xindu_capital	3k_city	primary
3k_main_campaign_map	11950	3k_main_xindu_capital	3k_districts	secondary
3k_main_campaign_map	11952	3k_main_xindu_resource_1	3k_resource_wood_lumber_bamboo	primary
3k_main_campaign_map	11961	3k_main_xindu_resource_2	3k_resource_wood_fish	primary
3k_main_campaign_map	11980	3k_main_yangzhou_capital	3k_city	primary
3k_main_campaign_map	11987	3k_main_yangzhou_capital	3k_districts	secondary
3k_main_campaign_map	11994	3k_main_yangzhou_resource_1	3k_resource_wood_livestock	primary
3k_main_campaign_map	12001	3k_main_yangzhou_resource_2	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	12017	3k_main_yangzhou_resource_3	3k_resource_metal_tools	primary
3k_main_campaign_map	12021	3k_main_yanmen_capital	3k_city	primary
3k_main_campaign_map	12024	3k_main_yanmen_capital	3k_districts	secondary
3k_main_campaign_map	12028	3k_main_yanmen_resource_1	3k_resource_wood_lumber_pine	primary
3k_main_campaign_map	12064	3k_main_yingchuan_capital	3k_city	primary
3k_main_campaign_map	12069	3k_main_yingchuan_capital	3k_districts	secondary
3k_main_campaign_map	12072	3k_main_yingchuan_resource_1	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	1211434145	3k_main_badong_resource_1	ironic_province_jing_standard	secondary
3k_main_campaign_map	12128	3k_main_youbeiping_capital	3k_city	primary
3k_main_campaign_map	12130	3k_main_youbeiping_capital	3k_districts	secondary
3k_main_campaign_map	12134	3k_main_youbeiping_resource_1	3k_resource_water_trading_port	primary
3k_main_campaign_map	12145	3k_main_youzhou_capital	3k_city	primary
3k_main_campaign_map	12152	3k_main_youzhou_capital	3k_districts	secondary
3k_main_campaign_map	12159	3k_main_youzhou_resource_1	3k_resource_fire_iron	primary
3k_main_campaign_map	12165	3k_main_yu_capital	3k_city	primary
3k_main_campaign_map	12168	3k_main_yu_capital	3k_districts	secondary
3k_main_campaign_map	12169	3k_main_yu_resource_1	3k_resource_metal_tools	primary
3k_main_campaign_map	12177	3k_main_yulin_capital	3k_city	primary
3k_main_campaign_map	12183	3k_main_yulin_capital	3k_districts	secondary
3k_main_campaign_map	12185	3k_main_yulin_resource_1	3k_resource_water_trading_port	primary
3k_main_campaign_map	1219042072	3k_main_youbeiping_resource_1	3k_minor_port	port
3k_main_campaign_map	12198	3k_main_yulin_resource_2	3k_resource_water_spice	primary
3k_main_campaign_map	12211	3k_main_yuzhang_capital	3k_city	primary
3k_main_campaign_map	12212	3k_main_yuzhang_capital	3k_districts	secondary
3k_main_campaign_map	12222	3k_main_yuzhang_resource_1	3k_resource_wood_farms_rice	primary
3k_main_campaign_map	12234	3k_main_yuzhang_resource_2	3k_resource_wood_livestock	primary
3k_main_campaign_map	1224513591	3k_dlc06_yunnan_resource_1	3k_resource_fire_iron	primary
3k_main_campaign_map	12268	3k_main_zangke_capital	3k_dlc06_city_nanman	primary
3k_main_campaign_map	12273	3k_main_zangke_capital	3k_districts	secondary
3k_main_campaign_map	12277	3k_main_zangke_resource_1	3k_resource_wood_tea	primary
3k_main_campaign_map	12290	3k_main_zangke_resource_2	3k_resource_water_trading_port	primary
3k_main_campaign_map	12303	3k_main_zhongshan_capital	3k_city	primary
3k_main_campaign_map	12313	3k_main_zhongshan_capital	3k_districts	secondary
3k_main_campaign_map	12320	3k_main_zhongshan_resource_1	3k_resource_fire_northern_horses	primary
3k_main_campaign_map	1240783155	3k_dlc06_xiapi_resource_1	3k_resource_wood_farms_grain	primary
3k_main_campaign_map	1246351093	ironic_region_ye_capital	3k_districts	secondary
3k_main_campaign_map	1254403369	3k_main_jianye_resource_1	ironic_province_yang_standard	secondary
3k_main_campaign_map	1272859751	3k_main_hepu_resource_1	3k_minor_port	port
3k_main_campaign_map	1276374490	ironic_region_baek_resource_2	3k_resource_wood_livestock	primary
3k_main_campaign_map	128450336	ironic_region_dongokjeo_resource_1	ironic_province_korea_standard	secondary
3k_main_campaign_map	1286160167	3k_dlc06_yunnan_resource_1	ironic_province_yi_nanman	secondary
3k_main_campaign_map	1298803426	3k_main_tongan_capital	3k_province_capital_port	port
3k_main_campaign_map	1302457922	3k_main_pingyuan_resource_1	ironic_province_ji_standard	secondary
3k_main_campaign_map	1303352305	3k_main_zhongshan_resource_1	ironic_province_ji_standard	secondary
3k_main_campaign_map	1306583223	3k_dlc06_jiameng_pass	ironic_gate_buildings	secondary
3k_main_campaign_map	1311512367	ironic_region_dongye_resource_1	ironic_province_korea_standard	secondary
3k_main_campaign_map	1313456602	3k_main_badong_capital	3k_province_capital_port	port
3k_main_campaign_map	1319057627	ironic_region_xiping_capital	3k_city	primary
3k_main_campaign_map	132195666	3k_main_donghai_resource_1	ironic_province_xu_standard	secondary
3k_main_campaign_map	1324153240	3k_main_changan_resource_1	ironic_province_yong_standard	secondary
3k_main_campaign_map	1332403976	3k_dlc06_jianning_resource_3	3k_resource_metal_copper	primary
3k_main_campaign_map	1340528313	ironic_region_lelang_resource_1	3k_minor_port	port
3k_main_campaign_map	1342942637	3k_main_luoyang_resource_1	3k_minor_port	port
3k_main_campaign_map	1349767236	3k_dlc06_jiaozhi_resource_3	ironic_province_yi_nanman	secondary
3k_main_campaign_map	1363833415	3k_dlc06_jianning_resource_3	ironic_province_yi_nanman	secondary
3k_main_campaign_map	1364861166	3k_main_jincheng_resource_2	ironic_province_liang_qiang	secondary
3k_main_campaign_map	1374722410	3k_main_youzhou_resource_1	ironic_province_you_wuhuan	secondary
3k_main_campaign_map	1374852727	ironic_region_hyunto_resource_1	3k_resource_wood_lumber_pine	primary
3k_main_campaign_map	1379976193	3k_main_langye_resource_2	ironic_province_xu_standard	secondary
3k_main_campaign_map	138653667	3k_main_luling_resource_1	ironic_province_yang_yue	secondary
3k_main_campaign_map	1386817500	3k_main_wudu_resource_1	ironic_province_liang_qiang	secondary
3k_main_campaign_map	1392449318	3k_main_taishan_resource_1	3k_minor_port	port
3k_main_campaign_map	1398542229	3k_dlc06_gu_pass	ironic_gate_buildings	secondary
3k_main_campaign_map	1398631455	ironic_region_kimhae_capital	3k_districts	secondary
3k_main_campaign_map	1400982113	3k_main_lujiang_resource_1	ironic_province_yang_standard	secondary
3k_main_campaign_map	1406106029	3k_dlc06_yongchang_capital	3k_dlc06_city_nanman	primary
3k_main_campaign_map	1407814536	3k_dlc06_yongchang_capital	3k_districts	secondary
3k_main_campaign_map	140818190	3k_main_yizhou_island_capital	3k_districts	secondary
3k_main_campaign_map	1410030274	ironic_region_wuyuan_resource_1	ironic_province_bing_xiongnu	secondary
3k_main_campaign_map	1411786672	3k_dlc06_san_pass	3k_dlc06_gate	primary
3k_main_campaign_map	1413933996	3k_dlc06_hedong_resource_2	ironic_province_sili_standard	secondary
3k_main_campaign_map	1413969263	ironic_region_baek_capital	3k_province_capital_port	port
3k_main_campaign_map	1414179892	ironic_region_xi_capital	3k_districts	secondary
3k_main_campaign_map	1420152516	3k_main_lingling_resource_1	ironic_province_jing_standard	secondary
3k_main_campaign_map	1425814879	3k_main_dongou_capital	3k_province_capital_port	port
3k_main_campaign_map	1434461592	3k_dlc06_kui_pass	3k_dlc06_gate	primary
3k_main_campaign_map	1458665883	3k_main_chenjun_resource_2	ironic_province_yu_standard	secondary
3k_main_campaign_map	1480443642	3k_dlc06_tong_pass	ironic_gate_buildings	secondary
3k_main_campaign_map	1483561204	3k_main_yangzhou_resource_1	ironic_province_yang_standard	secondary
3k_main_campaign_map	1488708065	3k_dlc06_jiaozhi_resource_3	3k_resource_wood_lumber_pine	primary
3k_main_campaign_map	148959354	3k_main_cangwu_resource_1	ironic_province_jiao_standard	secondary
3k_main_campaign_map	1493105770	3k_main_poyang_resource_3	ironic_province_yang_standard	secondary
3k_main_campaign_map	1505153153	3k_main_jianan_resource_1	ironic_province_yang_yue	secondary
3k_main_campaign_map	150516380	ironic_region_dongokjeo_resource_1	3k_resource_water_trading_port	primary
3k_main_campaign_map	1508576933	3k_main_nanhai_resource_2	3k_minor_port	port
3k_main_campaign_map	1519121262	ironic_region_hanseong_resource_2	3k_resource_metal_tools	primary
3k_main_campaign_map	1522847980	3k_main_xihe_resource_1	3k_minor_port	port
3k_main_campaign_map	1530204985	3k_dlc06_jiuzhen_resource_1	ironic_province_jiao_vietnam	secondary
3k_main_campaign_map	1534203181	ironic_region_xi_resource_1	ironic_province_liang_standard	secondary
3k_main_campaign_map	1535802780	3k_main_fuling_resource_1	ironic_province_yi_nanman	secondary
3k_main_campaign_map	1537624417	3k_main_jianning_resource_1	ironic_province_yi_nanman	secondary
3k_main_campaign_map	1543174485	3k_main_yizhou_island_capital	3k_city	primary
3k_main_campaign_map	1556224282	ironic_region_jinbeongun_resource_1	ironic_province_korea_han	secondary
3k_main_campaign_map	1575907156	3k_dlc06_xiapi_capital	3k_city	primary
3k_main_campaign_map	1584621197	3k_main_youbeiping_resource_1	ironic_province_you_wuhuan	secondary
3k_main_campaign_map	1591535598	3k_main_luoyang_resource_1	ironic_province_sili_chu	secondary
3k_main_campaign_map	1598105060	3k_dlc06_xiapi_resource_1	ironic_province_xu_standard	secondary
3k_main_campaign_map	1604212956	3k_main_poyang_resource_2	ironic_province_yang_standard	secondary
3k_main_campaign_map	1618960986	3k_dlc06_jiuzhen_capital	3k_city	primary
3k_main_campaign_map	1623264932	3k_dlc06_hangu_pass	ironic_gate_buildings	secondary
