campaign	id	region	slot_template	slot_type
3k_dlc04_start_pos	1207865520	3k_main_xihe_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1208783771	3k_main_xiangyang_resource_1	3k_resource_metal_tools	primary
3k_dlc04_start_pos	1212878642	3k_dlc06_hangu_pass	3k_dlc06_gate	primary
3k_dlc04_start_pos	1214372485	3k_main_jingzhou_capital	3k_districts_port	secondary
3k_dlc04_start_pos	1218997742	ironic_region_dongokjeo_capital	3k_districts	secondary
3k_dlc04_start_pos	1221322539	3k_main_youzhou_capital	3k_districts	secondary
3k_dlc04_start_pos	1225702732	ironic_region_dongokjeo_resource_2	3k_resource_fire_iron	primary
3k_dlc04_start_pos	1232841558	3k_main_penchang_resource_1	3k_resource_earth_temple	primary
3k_dlc04_start_pos	1233388461	3k_main_changan_capital	3k_districts	secondary
3k_dlc04_start_pos	1236865306	ironic_region_baek_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	124577539	3k_dlc06_gu_pass	ironic_gate_buildings	secondary
3k_dlc04_start_pos	1245908734	3k_main_youzhou_resource_1	3k_resource_fire_iron	primary
3k_dlc04_start_pos	1248657333	3k_main_wuling_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1257938992	3k_main_bohai_capital	3k_districts	secondary
3k_dlc04_start_pos	1264248031	3k_main_poyang_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1266925208	3k_main_luoyang_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1271806510	3k_main_bohai_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1275516773	3k_main_fuling_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1279271644	3k_main_beihai_capital	3k_districts	secondary
3k_dlc04_start_pos	1281199434	3k_main_baxi_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1289583209	3k_dlc06_qi_pass	ironic_gate_buildings	secondary
3k_dlc04_start_pos	1292879364	ironic_region_dongye_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1296411115	3k_main_luling_capital	3k_districts	secondary
3k_dlc04_start_pos	1297284756	3k_main_cangwu_capital	3k_districts_port	secondary
3k_dlc04_start_pos	1298454287	3k_dlc06_jiameng_pass	ironic_gate_buildings	secondary
3k_dlc04_start_pos	1320174701	3k_main_chengdu_capital	3k_districts	secondary
3k_dlc04_start_pos	132233545	ironic_region_jinbeongun_resource_2	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1324207716	3k_main_wudu_resource_2	3k_resource_metal_copper	primary
3k_dlc04_start_pos	1326797319	3k_dlc06_yunnan_capital	3k_districts	secondary
3k_dlc04_start_pos	1327331576	3k_main_anding_resource_2	3k_resource_metal_tools	primary
3k_dlc04_start_pos	1327865660	ironic_region_lelang_capital	3k_city	primary
3k_dlc04_start_pos	1332450799	3k_main_yu_capital	3k_districts	secondary
3k_dlc04_start_pos	1337175077	3k_main_luoyang_resource_1	3k_minor_port	port
3k_dlc04_start_pos	1339779409	3k_main_jincheng_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1341348687	3k_main_chenjun_resource_3	3k_resource_bandit	secondary
3k_dlc04_start_pos	1344459445	3k_main_bohai_resource_1	3k_minor_port	port
3k_dlc04_start_pos	1345530460	3k_main_cangwu_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1348860547	ironic_region_hyunto_capital	3k_city	primary
3k_dlc04_start_pos	1352376237	3k_dlc06_jiuzhen_resource_1	3k_resource_wood_lumber_pine	primary
3k_dlc04_start_pos	1357455175	3k_main_jianan_capital	3k_districts	secondary
3k_dlc04_start_pos	1359170579	3k_main_anping_resource_1	3k_resource_wood_livestock	primary
3k_dlc04_start_pos	1359441292	3k_dlc06_liaodong_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	136100750	ironic_region_lelang_resource_1	3k_resource_wood_fish	primary
3k_dlc04_start_pos	1364345746	3k_main_chengdu_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1364931634	3k_main_nanhai_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1368619135	ironic_region_xiping_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1373691520	3k_main_hepu_capital	3k_districts_port	secondary
3k_dlc04_start_pos	1377357140	3k_main_youzhou_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1377790272	3k_main_cangwu_resource_1	3k_resource_wood_farms_rice	primary
3k_dlc04_start_pos	1379035411	3k_main_badong_resource_1	3k_resource_fire_iron	primary
3k_dlc04_start_pos	1381244237	3k_main_shangyong_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1383951671	ironic_region_baekje_resource_2	3k_resource_water_salt	primary
3k_dlc04_start_pos	1386638402	3k_main_dongjun_resource_1	3k_resource_fire_iron	primary
3k_dlc04_start_pos	1395523611	3k_main_hedong_resource_1	3k_minor_port	port
3k_dlc04_start_pos	1399658857	3k_main_chenjun_resource_1	3k_city	primary
3k_dlc04_start_pos	1404453600	3k_main_yanmen_capital	3k_districts	secondary
3k_dlc04_start_pos	1411674680	ironic_region_hyunto_resource_1	3k_resource_wood_lumber_pine	primary
3k_dlc04_start_pos	141290734	3k_main_badong_capital	3k_city	primary
3k_dlc04_start_pos	1413997876	ironic_region_hanseong_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1416225042	ironic_region_jinbeongun_resource_1	3k_resource_wood_lumber_pine	primary
3k_dlc04_start_pos	1419214823	3k_main_xihe_capital	3k_city	primary
3k_dlc04_start_pos	1422058236	3k_main_kuaiji_capital	3k_city	primary
3k_dlc04_start_pos	142247447	3k_main_taiyuan_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1426008025	3k_main_dongou_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1426510630	3k_main_jiaozhi_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1429074074	3k_main_hepu_resource_1	3k_minor_port	port
3k_dlc04_start_pos	1435732230	3k_main_wudu_capital	3k_city	primary
3k_dlc04_start_pos	1440166989	ironic_region_baek_resource_3	3k_resource_fire_iron	primary
3k_dlc04_start_pos	1443258258	3k_main_hepu_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1446835820	3k_main_yulin_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1447355535	3k_main_henei_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1450284176	3k_main_yuzhang_resource_2	3k_resource_wood_livestock	primary
3k_dlc04_start_pos	1452066083	3k_main_lujiang_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1456636559	3k_main_taiyuan_capital	3k_districts	secondary
3k_dlc04_start_pos	1459067007	3k_main_fuling_capital	3k_dlc06_city_nanman	primary
3k_dlc04_start_pos	145999906	3k_main_guangling_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1460150251	3k_main_wuwei_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1461878513	ironic_region_hanseong_resource_1	3k_resource_water_trading_port	primary
3k_dlc04_start_pos	1463242044	3k_main_poyang_capital	3k_districts	secondary
3k_dlc04_start_pos	1465221626	ironic_region_xi_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1465497812	3k_main_dongou_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1466653784	3k_main_youbeiping_capital	3k_districts	secondary
3k_dlc04_start_pos	1471313601	3k_dlc06_kui_pass	3k_dlc06_gate	primary
3k_dlc04_start_pos	1471852602	3k_main_poyang_resource_3	3k_resource_bandit	secondary
3k_dlc04_start_pos	1474165341	3k_main_bajun_resource_1	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1485805559	3k_main_yulin_resource_1	3k_minor_port	port
3k_dlc04_start_pos	1496142699	3k_dlc06_xiapi_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1498038123	3k_dlc06_xiapi_capital	3k_districts	secondary
3k_dlc04_start_pos	1503352175	3k_main_jincheng_resource_1	3k_resource_fire_northern_horses	primary
3k_dlc04_start_pos	1505363612	ironic_region_hanseong_resource_2	3k_resource_metal_tools	primary
3k_dlc04_start_pos	150866232	ironic_region_hanyang_capital	3k_city	primary
3k_dlc04_start_pos	1510821712	ironic_region_gyeongju_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1518164667	3k_main_luling_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1523722083	3k_main_yizhou_island_resource_1	3k_resource_wood_fish	primary
3k_dlc04_start_pos	1527279783	3k_main_badong_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1536157747	3k_dlc06_shangdang_resource_2	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1536795671	3k_main_runan_capital	3k_city	primary
3k_dlc04_start_pos	15401670	3k_main_hedong_capital	3k_city	primary
3k_dlc04_start_pos	1540477400	3k_main_lingling_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1551641230	ironic_region_jinbeongun_capital	3k_city	primary
3k_dlc04_start_pos	1551643466	3k_main_cangwu_resource_3	3k_resource_bandit	secondary
3k_dlc04_start_pos	1555295744	3k_main_jianye_resource_2	3k_resource_metal_copper	primary
3k_dlc04_start_pos	1556046224	3k_main_henei_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1557467577	3k_main_shoufang_resource_1	3k_resource_fire_northern_horses	primary
3k_dlc04_start_pos	156449609	3k_main_poyang_resource_2	3k_resource_metal_copper	primary
3k_dlc04_start_pos	1567094463	3k_main_wudu_resource_1	3k_resource_water_silk	primary
3k_dlc04_start_pos	1577446769	3k_dlc06_yunnan_capital	3k_dlc06_city_nanman	primary
3k_dlc04_start_pos	1579438077	3k_main_jiaozhi_resource_1	3k_resource_wood_farms_rice	primary
3k_dlc04_start_pos	1580169661	3k_main_shangdang_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1580427644	ironic_region_dongye_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1587246083	ironic_region_xi_capital	3k_city	primary
3k_dlc04_start_pos	1588084815	3k_main_youbeiping_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1591380605	3k_main_yangzhou_resource_1	3k_resource_wood_livestock	primary
3k_dlc04_start_pos	1592120184	ironic_region_kimhae_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1596772270	3k_main_chengdu_resource_2	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1601048165	3k_main_langye_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1601982698	3k_main_chenjun_resource_2	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1609148768	3k_main_dongjun_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1610219985	3k_dlc06_tong_pass	3k_dlc06_gate	primary
3k_dlc04_start_pos	1610358600	3k_main_tongan_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1614817757	3k_main_nanhai_resource_2	3k_minor_port	port
3k_dlc04_start_pos	1624763299	ironic_region_hyunto_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1633776075	3k_main_lujiang_capital	3k_districts	secondary
3k_dlc04_start_pos	163384680	3k_main_zhongshan_capital	3k_city	primary
3k_dlc04_start_pos	1638326465	3k_main_zhongshan_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1640158289	3k_main_jiangyang_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1645520668	ironic_region_gyeongju_capital	3k_city	primary
3k_dlc04_start_pos	1655831037	3k_main_shangyong_resource_1	3k_resource_wood_lumber_pine	primary
3k_dlc04_start_pos	1668697814	ironic_region_dongokjeo_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1670217171	3k_dlc06_jianning_resource_3	3k_resource_metal_copper	primary
3k_dlc04_start_pos	1672059335	3k_dlc06_yongchang_resource_1	3k_resource_water_spice	primary
3k_dlc04_start_pos	1673771631	3k_main_donghai_capital	3k_districts	secondary
3k_dlc04_start_pos	1675910818	ironic_region_baek_resource_1	3k_resource_wood_lumber_pine	primary
3k_dlc04_start_pos	1676985293	3k_main_jingzhou_resource_1	3k_resource_wood_livestock	primary
3k_dlc04_start_pos	1681624605	ironic_region_dongye_capital	3k_city	primary
3k_dlc04_start_pos	1685429788	3k_main_gaoliang_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1687192340	3k_main_wuling_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1692301917	3k_main_zangke_resource_2	3k_minor_port	port
3k_dlc04_start_pos	1699814145	3k_dlc06_jianning_resource_3	3k_resource_bandit	secondary
3k_dlc04_start_pos	1701822877	3k_dlc06_wu_pass	3k_dlc06_gate	primary
3k_dlc04_start_pos	170669355	3k_main_badong_resource_2	3k_resource_wood_lumber_bamboo	primary
3k_dlc04_start_pos	1712757693	3k_main_bajun_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1717899529	3k_main_baxi_capital	3k_districts	secondary
3k_dlc04_start_pos	1724997227	3k_main_lujiang_resource_1	3k_resource_wood_fish	primary
3k_dlc04_start_pos	1726477313	3k_main_shangyong_resource_2	3k_resource_metal_craftsmen_weapon	primary
3k_dlc04_start_pos	172832239	3k_main_lujiang_capital	3k_city	primary
3k_dlc04_start_pos	1729056392	3k_main_anding_resource_1	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1739694908	ironic_region_hyunto_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1740530735	3k_main_baxi_resource_2	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1741902358	3k_main_yangzhou_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1742686665	ironic_region_baekje_capital	3k_city	primary
3k_dlc04_start_pos	1746485082	3k_main_yangzhou_resource_2	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1752567209	3k_main_jianning_capital	3k_districts	secondary
3k_dlc04_start_pos	1753183922	3k_main_hepu_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1760244142	ironic_region_baek_resource_2	3k_resource_wood_livestock	primary
3k_dlc04_start_pos	1764417928	3k_main_runan_capital	3k_districts	secondary
3k_dlc04_start_pos	1772831675	3k_main_fuling_resource_1	3k_resource_wood_livestock	primary
3k_dlc04_start_pos	1773211676	3k_main_wuling_resource_2	3k_resource_metal_tools	primary
3k_dlc04_start_pos	17741345	3k_dlc06_tong_pass	ironic_gate_buildings	secondary
3k_dlc04_start_pos	1776249401	ironic_region_lelang_capital	3k_districts	secondary
3k_dlc04_start_pos	1778889114	3k_main_badong_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1780294273	3k_main_jiaozhi_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1787992199	3k_main_changsha_resource_1	3k_resource_water_trading_port	primary
3k_dlc04_start_pos	180007500	3k_dlc06_wu_pass	ironic_gate_buildings	secondary
3k_dlc04_start_pos	1810861912	3k_main_kuaiji_resource_2	3k_resource_wood_livestock	primary
3k_dlc04_start_pos	1811144317	3k_main_xindu_capital	3k_districts	secondary
3k_dlc04_start_pos	1811195571	3k_main_jiangyang_resource_1	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1821340035	3k_main_chengdu_resource_3	3k_resource_bandit	secondary
3k_dlc04_start_pos	1825334115	3k_main_runan_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	183435182	3k_main_tongan_capital	3k_city	primary
3k_dlc04_start_pos	1843262683	3k_main_beihai_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1857227209	3k_main_changsha_resource_1	3k_minor_port	port
3k_dlc04_start_pos	1859249880	3k_dlc06_xiapi_resource_1	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1869116442	3k_main_wuling_resource_1	3k_resource_wood_farms_rice	primary
3k_dlc04_start_pos	1870047195	3k_dlc06_qi_pass	3k_dlc06_gate	primary
3k_dlc04_start_pos	1871532633	3k_dlc06_hulao_pass	3k_dlc06_gate	primary
3k_dlc04_start_pos	1873484613	3k_main_shoufang_capital	3k_province_capital_port	port
3k_dlc04_start_pos	188099983	3k_main_xindu_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1881866435	3k_main_langye_resource_1	3k_resource_wood_lumber_pine	primary
3k_dlc04_start_pos	1885119218	3k_main_nanhai_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1886940213	ironic_region_gyeongju_resource_1	3k_resource_wood_livestock	primary
3k_dlc04_start_pos	1894679118	3k_main_changsha_resource_3	3k_resource_bandit	secondary
3k_dlc04_start_pos	1896551973	3k_main_wuwei_resource_2	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	1902214803	3k_main_weijun_capital	3k_districts	secondary
3k_dlc04_start_pos	1903190380	3k_dlc06_yunnan_resource_1	3k_resource_fire_iron	primary
3k_dlc04_start_pos	1907430042	3k_main_xihe_capital	3k_districts	secondary
3k_dlc04_start_pos	1913562837	ironic_region_wuyuan_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1913740923	3k_main_penchang_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1924950867	3k_main_zangke_resource_1	3k_resource_wood_tea	primary
3k_dlc04_start_pos	1930454090	3k_main_lujiang_resource_1	3k_minor_port	port
3k_dlc04_start_pos	1938388620	3k_main_weijun_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	1939447607	3k_main_cangwu_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1944420024	3k_main_anding_resource_3	3k_resource_bandit	secondary
3k_dlc04_start_pos	1945990208	3k_main_jincheng_resource_2	3k_resource_water_silk	primary
3k_dlc04_start_pos	1948199179	3k_main_xiangyang_capital	3k_city	primary
3k_dlc04_start_pos	1953644901	ironic_region_baek_capital	3k_province_capital_port	port
3k_dlc04_start_pos	1961786963	3k_main_xihe_resource_1	3k_minor_port	port
3k_dlc04_start_pos	1964321822	3k_main_jiangyang_resource_2	3k_resource_wood_lumber_pine	primary
3k_dlc04_start_pos	1966833486	3k_dlc06_jiaozhi_resource_3	3k_resource_wood_lumber_pine	primary
3k_dlc04_start_pos	1967855728	3k_main_shoufang_resource_3	3k_resource_water_salt	primary
3k_dlc04_start_pos	1969720238	3k_main_yingchuan_capital	3k_districts	secondary
3k_dlc04_start_pos	197507335	3k_main_langye_capital	3k_city	primary
3k_dlc04_start_pos	1976562601	ironic_region_baekje_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	1999263229	3k_main_yuzhang_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	2001098066	ironic_region_hyunto_resource_2	3k_resource_fire_iron	primary
3k_dlc04_start_pos	201527852	3k_main_beihai_resource_1	3k_resource_wood_livestock	primary
3k_dlc04_start_pos	2017864067	3k_main_lingling_resource_2	3k_resource_wood_lumber_bamboo	primary
3k_dlc04_start_pos	2022868955	3k_main_hepu_resource_2	3k_resource_wood_lumber_bamboo	primary
3k_dlc04_start_pos	2029572125	3k_main_jiangyang_capital	3k_province_capital_port	port
3k_dlc04_start_pos	203786800	3k_main_poyang_resource_1	3k_resource_fire_iron	primary
3k_dlc04_start_pos	2041368652	ironic_region_baekje_capital	3k_districts	secondary
3k_dlc04_start_pos	2041564192	3k_main_wudu_capital	3k_districts	secondary
3k_dlc04_start_pos	204575242	3k_main_bajun_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	204764038	3k_dlc06_jiuzhen_capital	3k_districts	secondary
3k_dlc04_start_pos	2048841037	3k_main_donghai_resource_1	3k_minor_port	port
3k_dlc04_start_pos	205002898	3k_main_nanhai_resource_2	3k_resource_water_trading_port	primary
3k_dlc04_start_pos	2058204605	ironic_region_kimhae_resource_1	3k_resource_wood_fish	primary
3k_dlc04_start_pos	2061325679	3k_main_yangzhou_capital	3k_districts	secondary
3k_dlc04_start_pos	206523285	3k_main_xindu_resource_2	3k_minor_port	port
3k_dlc04_start_pos	206693086	3k_main_yuzhang_resource_1	3k_resource_wood_farms_rice	primary
3k_dlc04_start_pos	2067383087	3k_main_xiangyang_capital	3k_districts	secondary
3k_dlc04_start_pos	2075624996	3k_main_chenjun_capital	3k_districts	secondary
3k_dlc04_start_pos	207654501	3k_main_guangling_capital	3k_city	primary
3k_dlc04_start_pos	2077811926	3k_dlc06_yunnan_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	2088968838	3k_main_fuling_capital	3k_districts	secondary
3k_dlc04_start_pos	2089412923	ironic_region_ye_resource_1	3k_minor_port	port
3k_dlc04_start_pos	2092047110	3k_main_jiaozhi_capital	3k_districts	secondary
3k_dlc04_start_pos	2092471476	3k_main_zhongshan_resource_1	3k_resource_fire_northern_horses	primary
3k_dlc04_start_pos	2093999282	3k_main_donglai_capital	3k_province_capital_port	port
3k_dlc04_start_pos	2094583733	3k_main_kuaiji_capital	3k_districts	secondary
3k_dlc04_start_pos	2099299879	3k_main_yanmen_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	2100430276	3k_main_jianye_capital	3k_province_capital_port	port
3k_dlc04_start_pos	210426152	ironic_region_ye_resource_1	3k_resource_wood_fish	primary
3k_dlc04_start_pos	2107379491	3k_dlc06_kui_pass	ironic_gate_buildings	secondary
3k_dlc04_start_pos	2111829662	3k_dlc06_yongchang_capital	3k_dlc06_city_nanman	primary
3k_dlc04_start_pos	21138273	3k_main_jianye_capital	3k_city	primary
3k_dlc04_start_pos	21140242	3k_main_yangzhou_capital	3k_city	primary
3k_dlc04_start_pos	2116694575	3k_main_kuaiji_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	2117492903	3k_main_yulin_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	2118406948	3k_main_jingzhou_capital	3k_province_capital_port	port
3k_dlc04_start_pos	2121100983	3k_main_anping_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	212133478	3k_main_jiangxia_capital	3k_districts	secondary
3k_dlc04_start_pos	2130334468	3k_main_lujiang_resource_1	3k_resource_bandit	secondary
3k_dlc04_start_pos	2130961755	3k_main_donglai_resource_1	3k_resource_wood_farms_grain	primary
3k_dlc04_start_pos	214711846	3k_main_kuaiji_resource_2	3k_resource_bandit	secondary
3k_dlc04_start_pos	215368161	3k_dlc06_hulao_pass	ironic_gate_buildings	secondary
3k_dlc04_start_pos	222403812	3k_main_guangling_capital	3k_districts	secondary
3k_dlc04_start_pos	223923812	3k_main_chenjun_resource_3	3k_resource_wood_lumber_pine	primary
