campaign_key	frontend_faction	frontend_faction_leader	is_default
3k_main_campaign_map	3k_dlc05_faction_sheng_xian	3k_main_political_party_sheng_xian_190	true
3k_main_campaign_map	3k_main_faction_wang_lang	3k_main_political_party_wang_lang_190	true
3k_main_campaign_map	ironic_faction_zhu_hao	3k_main_political_party_zhu_hao_190	true
3k_main_campaign_map	3k_dlc05_faction_hua_xin	3k_main_political_party_hua_xin_190	true
3k_main_campaign_map	ironic_faction_zhuge_xuan	3k_main_political_party_zhuge_xuan_190	true
3k_main_campaign_map	ironic_faction_liu_pan	3k_main_political_party_liu_pan_190	true
3k_main_campaign_map	ironic_faction_zhang_xian	3k_main_political_party_zhang_xian_190	true
3k_main_campaign_map	ironic_faction_zhang_jin	3k_main_political_party_zhang_jin_190	true
3k_main_campaign_map	3k_dlc05_faction_shi_huang	3k_main_political_party_shi_huang_190	true
3k_main_campaign_map	ironic_faction_gan_ning	3k_main_political_party_gan_ning_190	true
3k_main_campaign_map	3k_main_faction_han_empire	3k_main_political_party_han_empire_190	true
3k_main_campaign_map	3k_main_faction_huang_zu	3k_main_political_party_huang_zu_190	true
3k_main_campaign_map	3k_main_faction_cai_mao	3k_main_political_party_cai_mao_190	true
3k_main_campaign_map	3k_main_faction_kong_zhou	3k_main_political_party_kong_zhou_190	true
3k_main_campaign_map	3k_main_faction_yellow_turban_generic	3k_main_political_party_yt_generic_190	true
3k_main_campaign_map	3k_dlc05_faction_zhu_fu	3k_main_political_party_zhu_fu_190	true
3k_main_campaign_map	3k_main_faction_yulin	3k_main_political_party_wu_ju_190	true
3k_main_campaign_map	3k_main_faction_gaoliang	3k_main_political_party_lai_gong_190	true
3k_main_campaign_map	3k_main_faction_han_fu	3k_main_political_party_han_fu_190	true
3k_main_campaign_map	ironic_faction_goguryeo	3k_main_political_party_goguryeo_190	true
3k_main_campaign_map	ironic_faction_bakaja	3k_main_political_party_bakaja_190	true
3k_main_campaign_map	ironic_faction_shitla	3k_main_political_party_shitla_190	true
3k_main_campaign_map	3k_main_faction_lu_bu	3k_main_political_party_lu_bu_190	true
3k_main_campaign_map	ironic_faction_xianbei_kuitou	3k_main_political_party_xianbei_kuitou_190	true
3k_main_campaign_map	ironic_faction_xianbei_tuoba	3k_main_political_party_xianbei_tuoba_190	true
3k_main_campaign_map	ironic_faction_di_tribes	3k_main_political_party_di_tribes_190	true
3k_main_campaign_map	ironic_faction_ma_ai	3k_main_political_party_ma_ai_190	true
3k_main_campaign_map	ironic_faction_huang_clan	3k_main_political_party_huang_clan_190	true
3k_main_campaign_map	ironic_faction_zhang_jin_border	3k_main_political_party_handan_shang_190	true
3k_main_campaign_map	3k_dlc06_faction_jiuzhen	3k_main_political_party_faction_jiuzhen_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_jiangyang	3k_main_political_party_faction_nanman_jiangyang_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_jianning	3k_main_political_party_faction_nanman_jianning_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_yunnan	3k_main_political_party_faction_nanman_yunnan_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_ahuinan	3k_main_political_party_faction_nanman_ahuinan_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_mangyachang	3k_main_political_party_faction_nanman_mangyachang_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_zangke	3k_main_political_party_faction_nanman_zangke_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_jinhuansanjie	3k_main_political_party_faction_nanman_jinhuansanjie_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_dongtuna	3k_main_political_party_faction_nanman_dongtuna_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_tu_an	3k_main_political_party_faction_nanman_tu_an_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_xi_ni	3k_main_political_party_faction_nanman_xi_ni_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_king_wutugu	3k_main_political_party_faction_nanman_king_wutugu_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_jiaozhi	3k_main_political_party_faction_nanman_jiaozhi_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_yang_feng	3k_main_political_party_faction_nanman_yang_feng_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_king_duosi	3k_main_political_party_faction_nanman_king_duosi_190	false
3k_main_campaign_map	3k_dlc06_faction_nanman_yongchang	3k_main_political_party_faction_nanman_yongchang_190	false
3k_main_campaign_map	3k_dlc05_faction_wu_jing	3k_main_political_party_wu_jing_190	false
3k_main_campaign_map	ironic_faction_wang_sheng	3k_main_political_party_wang_sheng_190	false
3k_main_campaign_map	ironic_faction_tong_zhi	3k_main_political_party_tong_zhi_190	false
3k_main_campaign_map	3k_dlc04_faction_liu_xun	3k_main_political_party_liu_xun_190	false
3k_main_campaign_map	ironic_faction_yellow_turban_wu_huan	ironic_faction_yellow_turban_wu_huan_190	false
3k_main_campaign_map	ironic_faction_fei_zhan	3k_main_political_party_fei_zhan_190	false
3k_main_campaign_map	ironic_faction_su_dai	3k_main_political_party_su_dai_190	false
3k_main_campaign_map	ironic_faction_you_tu	3k_main_political_party_you_tu_190	false
3k_main_campaign_map	3k_dlc07_faction_shanyue_rebels	3k_main_political_party_pan_lin_190	false
3k_main_campaign_map	ironic_faction_zu_lang	3k_main_political_party_zu_lang_190	false
3k_main_campaign_map	ironic_faction_zhao_wei	3k_main_political_party_zhao_wei_190	false
3k_main_campaign_map	3k_main_faction_nanhai	3k_main_political_party_ni_xiaode_190	false
3k_main_campaign_map	ironic_faction_buyeo	3k_main_political_party_buyeo_190	false
3k_main_campaign_map	ironic_faction_gaya	3k_main_political_party_gaya_190	false
3k_main_campaign_map	ironic_faction_korea_ye	3k_main_political_party_korea_ye_190	false
3k_main_campaign_map	ironic_faction_tamno	3k_main_political_party_tamno_190	false
3k_main_campaign_map	ironic_faction_hu_mao	3k_main_political_party_hu_mao_190	false
