unit	additional_building_requirement	campaign_cap	caste	create_time	can_trade	land_unit	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	is_naval	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	min_health_fraction	restrict_xp_gain_in_campaign	is_mergeable	turns_to_muster_to_full_strength	unit_card	campaign_siege_escalation_percentage_effectiveness	voiceover_actor_group	spawning_health_fraction	adc_plays_as_conversation
unit_water_ironic_wang_kuang_water_archers		0	missile_infantry	0	false	unit_water_ironic_wang_kuang_water_archers	0	460	3k_main_campaign_ship_transport	1	1	60	0	465			135	medium		false	false	0	566788991	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_xiliang_elite_enforcers	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_wood_ironic_wang_kuang_wood_infantry		0	melee_infantry	0	false	unit_wood_ironic_wang_kuang_wood_infantry	0	460	3k_main_campaign_ship_transport	1	1	60	0	515			155	medium		false	false	0	566788992	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	2	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/wood/swiftfood_spears	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_water_ironic_chen_gui_water_crossbow		0	missile_infantry	0	false	unit_water_ironic_chen_gui_water_crossbow	0	460	3k_main_campaign_ship_transport	1	1	60	0	430			120	medium		false	false	0	566788993	true		vo_Empire	3k_main_unit_crossbow_infantry_water	3k_main_unit_crossbow_infantry_water	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_porcupine_crossbowmen	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_water_ironic_chen_gui_water_archers		0	missile_infantry	0	false	unit_water_ironic_chen_gui_water_archers	0	460	3k_main_campaign_ship_transport	1	1	60	0	415			125	light		false	false	0	566788994	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_dan_yang_archers	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_fire_ironic_heavy_lance_cavalry		0	melee_cavalry	0	false	unit_fire_ironic_heavy_lance_cavalry	0	460	3k_main_campaign_ship_transport	1	1	60	0	1350			320	heavy		false	false	0	566788995	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	3	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_elite_2h_spear_cavalry	4.0000	vo_actor_group_generic_any_male_fire_general	0.2000	true
unit_metal_ironic_veteran_sabre_infantry		0	melee_infantry	0	false	unit_metal_ironic_veteran_sabre_infantry	0	460	3k_main_campaign_ship_transport	1	1	60	0	625			180	heavy		false	false	0	566788996	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	3	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_sword_guards_of_the_eight_talents	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_earth_ironic_veteran_sabre_cavalry		0	melee_cavalry	0	false	unit_earth_ironic_veteran_sabre_cavalry	0	460	3k_main_campaign_ship_transport	1	1	60	0	1300			315	heavy		false	false	0	566788997	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	3	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/units/earth/3k_dlc07_unit_earth_northern_sabre_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
unit_water_ironic_veteran_armoured_archers		0	missile_infantry	0	false	unit_water_ironic_veteran_armoured_archers	0	460	3k_main_campaign_ship_transport	1	1	60	0	450			165	heavy		false	false	0	566788998	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	3	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_elite_heavy_bow_archers	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_metal_ironic_veteran_jian_infantry		0	melee_infantry	0	false	unit_metal_ironic_veteran_jian_infantry	0	460	3k_main_campaign_ship_transport	1	1	60	0	950			205	heavy		false	false	0	566788999	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	3	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_elite_swordsmen	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_earth_ironic_veteran_jian_cavalry		0	melee_cavalry	0	false	unit_earth_ironic_veteran_jian_cavalry	0	460	3k_main_campaign_ship_transport	1	1	60	0	1325			335	heavy		false	false	0	566789000	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	3	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/units/earth/3k_main_unit_earth_sword_guard_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
unit_earth_ironic_wuhuan_noble_riders		0	melee_cavalry	0	false	unit_earth_ironic_wuhuan_noble_riders	0	460	3k_main_campaign_ship_transport	1	1	60	0	950			205	medium		false	false	0	566789001	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	2	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_wuhuan_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
unit_metal_ironic_xianbei_mercenary		0	melee_infantry	0	false	unit_metal_ironic_xianbei_mercenary	0	460	3k_main_campaign_ship_transport	1	1	60	0	625			175	medium		false	false	0	566789002	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	2	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/units/metal/mh_unit_metal_exemplars_of_the_tao	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_metal_ironic_gentry_household_guards		0	melee_infantry	0	false	unit_metal_ironic_gentry_household_guards	0	460	3k_main_campaign_ship_transport	1	1	60	0	825			195	heavy		false	false	0	566789003	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	3	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_dan_yang_infantry	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_wood_ironic_yi_spearmen		0	melee_infantry	0	false	unit_wood_ironic_yi_spearmen	0	460	3k_main_campaign_ship_transport	1	1	60	0	735			185	medium		false	false	0	566789004	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_elite_spearmen	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_water_ironic_alliance_sharpshooters		0	missile_infantry	0	false	unit_water_ironic_alliance_sharpshooters	0	460	3k_main_campaign_ship_transport	1	1	60	0	415			165	medium		false	false	0	566789005	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/water/Alliance_Sharpshooters	0.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_wood_ironic_alliance_defenders		0	melee_infantry	0	false	unit_wood_ironic_alliance_defenders	0	460	3k_main_campaign_ship_transport	1	1	60	0	765			210	heavy		false	false	0	566789006	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	3	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/wood/The_Fellowship	0.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_wood_ironic_scholar_spearmen		0	melee_infantry	0	false	unit_wood_ironic_scholar_spearmen	0	460	3k_main_campaign_ship_transport	1	1	60	0	795			210	heavy		false	false	0	566789007	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	3	true	default		true		451.0000	0.0000	false		0.0000	false	true	8	ui/vaca_units/wood/Scholar_Spears	0.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_water_ironic_scholar_archers		0	missile_infantry	0	false	unit_water_ironic_scholar_archers	0	460	3k_main_campaign_ship_transport	1	1	60	0	355			125	light		false	false	0	566789008	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		451.0000	0.0000	false		0.0000	false	true	8	ui/units/water/3k_main_unit_water_yi_archers	0.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
ironic_chibi_xiahou_heavy_riders		0	melee_cavalry	0	false	ironic_chibi_xiahou_heavy_riders	0	1140	3k_main_campaign_ship_transport	1	1	80	0	1650			420	heavy		false	false	0	566789009	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	3	true	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/units/fire/mh_unit_fire_imperial_lancer_cavalry	6.0000	vo_actor_group_generic_any_male_fire_general	0.2000	true
ironic_chibi_xiahou_metal_rebel_slayer		0	melee_infantry	0	false	ironic_chibi_xiahou_metal_rebel_slayer	0	890	3k_main_campaign_ship_transport	1	1	240	0	895			240	medium		false	false	0	566789010	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/units/metal/ep_unit_metal_imperial_guards	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
ironic_chibi_sui_wu_hu_warband		0	melee_infantry	0	false	ironic_chibi_sui_wu_hu_warband	0	814	3k_main_campaign_ship_transport	1	1	240	0	485			125	medium		false	false	0	566789011	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/units/metal/3k_dlc06_unit_metal_ravine_warriors	6.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
ironic_chibi_jian_qiang_lords		0	melee_infantry	0	false	ironic_chibi_jian_qiang_lords	0	500	3k_main_campaign_ship_transport	1	1	240	0	725			180	medium		false	false	0	566789012	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/units/wood/mh_unit_wood_stalwart_shields	0.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
ironic_chibi_jian_qiang_rangers		0	missile_infantry	0	false	ironic_chibi_jian_qiang_rangers	0	500	3k_main_campaign_ship_transport	1	1	240	0	955			240	light		false	false	0	566789013	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		451.0000	545.0000	false		0.1000	false	true	8	ui/units/water/large/ironic_chibi_hoarder_of_sources	0.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_water_ironic_yan_crossbow		0	missile_infantry	0	false	unit_water_ironic_yan_crossbow	0	500	3k_main_campaign_ship_transport	1	1	240	0	865			210	heavy		false	false	0	566789014	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	2	true	default		true		451.0000	545.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_beihai_fury_crossbowmen	0.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_metal_ironic_yanjin_swashbucklers		0	melee_infantry	0	false	unit_metal_ironic_yanjin_swashbucklers	0	500	3k_main_campaign_ship_transport	1	1	240	0	545			165	medium		false	false	0	566789015	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/metal/Yanjin_Swashbucklers	0.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_metal_artist_guangling		0	melee_infantry	0	false	unit_metal_artist_guangling	0	500	3k_main_campaign_ship_transport	1	1	240	0	895			165	light		false	false	0	566789016	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_taishan_phantoms	0.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_metal_guangling_pirates		0	missile_infantry	0	false	unit_metal_guangling_pirates	0	500	3k_main_campaign_ship_transport	1	1	240	0	450			165	light		false	false	0	566789017	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_bomb_thrower	0.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_metal_savant_warriors		0	melee_infantry	0	false	unit_metal_savant_warriors	0	500	3k_main_campaign_ship_transport	1	1	240	0	515			165	light		false	false	0	566789018	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_jingchou_buqu_caltrop_infantry	0.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_wood_empire_watchmen		0	melee_infantry	0	false	unit_wood_empire_watchmen	0	500	3k_main_campaign_ship_transport	1	1	240	0	795			210	medium		false	false	0	566789019	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_azure_dragons	0.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_metal_liaodong_headhunters		0	melee_infantry	0	false	unit_metal_liaodong_headhunters	0	500	3k_main_campaign_ship_transport	1	1	240	0	625			185	medium		false	false	0	566789020	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_ytr_bringers_of_peace	0.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_water_liaodong_rangers		0	missile_cavalry	0	false	unit_water_liaodong_rangers	0	500	3k_main_campaign_ship_transport	1	1	240	0	950			205	light		false	false	0	566789021	true		vo_Empire	3k_main_unit_ranged_cavalry_water	3k_main_unit_ranged_cavalry_water	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_enforcer_archer_cavalry	0.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_wood_yang_spearmen		0	melee_infantry	0	false	unit_wood_yang_spearmen	0	500	3k_main_campaign_ship_transport	1	1	240	0	625			195	medium		false	false	0	566789022	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_chen_spear_defenders	0.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_metal_stalwart_axes		0	melee_infantry	0	false	unit_metal_stalwart_axes	0	500	3k_main_campaign_ship_transport	1	1	240	0	545			175	medium		false	false	0	566789023	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_rapid_tigers	0.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_metal_bomb_throwers		0	missile_infantry	0	false	unit_metal_bomb_throwers	0	500	3k_main_campaign_ship_transport	1	1	240	0	615			165	light		false	false	0	566789024	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_jiuzhen_raider	0.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_water_warrior_monks		0	melee_infantry	0	false	unit_water_warrior_monks	0	500	3k_main_campaign_ship_transport	1	1	240	0	450			155	light		false	false	0	566789025	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	2	false	default		true		451.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/large/hv_unit_warrior_monks	0.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
