unit	additional_building_requirement	campaign_cap	caste	create_time	can_trade	land_unit	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	is_naval	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	min_health_fraction	restrict_xp_gain_in_campaign	is_mergeable	turns_to_muster_to_full_strength	unit_card	campaign_siege_escalation_percentage_effectiveness	voiceover_actor_group	spawning_health_fraction	adc_plays_as_conversation
unit_metal_tong_zhi_southern_honor_guard		0	melee_infantry	0	false	unit_metal_tong_zhi_southern_honor_guard	0	950	3k_main_campaign_ship_transport	1	1	240	0	950			270	heavy		false	false	0	566789035	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		950.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/metal/Southern_Honor_Guard	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_wood_wang_sheng_shanyue_levies		0	melee_infantry	0	false	unit_wood_wang_sheng_shanyue_levies	0	450	3k_main_campaign_ship_transport	1	1	240	0	450			135	medium		false	false	0	566789036	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		450.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/wood/Shanyue_Levies	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_wood_wang_sheng_provincial_defenders		0	melee_infantry	0	false	unit_wood_wang_sheng_provincial_defenders	0	1200	3k_main_campaign_ship_transport	1	1	240	0	1200			250	very_heavy		false	false	0	566789037	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		1200.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/wood/Provincial_Defenders	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_wood_hua_xin_poyang_civic_spearmen		0	melee_infantry	0	false	unit_wood_hua_xin_poyang_civic_spearmen	0	450	3k_main_campaign_ship_transport	1	1	240	0	450			120	medium		false	false	0	566789038	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		450.0000	0.0000	false		0.1000	false	true	5	ui/vaca_units/wood/Poyang_Civic_Spearmen	4.0000	vo_actor_group_generic_any_male_wood_general	1.0000	true
unit_wood_hua_xin_southern_ambushers		0	melee_infantry	0	false	unit_wood_hua_xin_southern_ambushers	0	800	3k_main_campaign_ship_transport	1	1	240	0	800			230	medium		false	false	0	566789039	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		800.0000	50.0000	false		0.1000	false	true	8	ui/vaca_units/wood/Southern_Ambushers	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_water_zhu_hao_volunteer_bowmen		0	missile_infantry	0	false	unit_water_zhu_hao_volunteer_bowmen	0	360	3k_main_campaign_ship_transport	1	1	240	0	360			130	light		false	false	0	566789040	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		180.0000	180.0000	false		0.1000	false	true	8	ui/vaca_units/water/large/Volunteer_Bowmen	9.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_wood_zhu_hao_zhu_loyalist_guards		0	melee_infantry	0	false	unit_wood_zhu_hao_zhu_loyalist_guards	0	900	3k_main_campaign_ship_transport	1	1	240	0	900			200	very_heavy		false	false	0	566789041	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		900.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/wood/Zhu_Loyalist	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_wood_zhuge_xuan_yuzhang_spearmen		0	melee_infantry	0	false	unit_wood_zhuge_xuan_yuzhang_spearmen	0	600	3k_main_campaign_ship_transport	1	1	240	0	600			140	medium		false	false	0	566789042	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		600.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/wood/Yuzhang_Spearmen	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_water_zhuge_xuan_white_dragon_crossbowmen		0	missile_infantry	0	false	unit_water_zhuge_xuan_white_dragon_crossbowmen	0	800	3k_main_campaign_ship_transport	1	1	240	0	800			250	heavy		false	false	0	566789043	true		vo_Empire	3k_main_unit_crossbow_infantry_water	3k_main_unit_crossbow_infantry_water	1	false	default		true		400.0000	400.0000	false		0.1000	false	true	8	ui/vaca_units/water/White_Dragon_Crossbowmen	9.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_wood_sheng_xian_danyang_volunteers		0	melee_infantry	0	false	unit_wood_sheng_xian_danyang_volunteers	0	575	3k_main_campaign_ship_transport	1	1	240	0	575			145	medium		false	false	0	566789044	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		575.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/wood/Danyang_Volunteers	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_wood_sheng_xian_wu_peacekeepers		0	melee_infantry	0	false	unit_wood_sheng_xian_wu_peacekeepers	0	950	3k_main_campaign_ship_transport	1	1	240	0	950			210	heavy		false	false	0	566789045	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		950.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/wood/Wu_Peacekeepers	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_water_ma_ai_wraths_of_jiuquan		0	missile_cavalry	0	false	unit_water_ma_ai_wraths_of_jiuquan	0	700	3k_main_campaign_ship_transport	1	1	240	0	700			220	light		false	false	0	566789046	true		vo_Empire	3k_main_unit_crossbow_cavalry_water	3k_main_unit_crossbow_cavalry_water	1	false	default		true		350.0000	350.0000	false		0.1000	false	true	8	ui/vaca_units/water/Wrath_Of_Jiuquan	9.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
unit_fire_ma_ai_wusun_horsemen		0	melee_cavalry	0	false	unit_fire_ma_ai_wusun_horsemen	0	1200	3k_main_campaign_ship_transport	1	1	240	0	1800			500	very_heavy		false	false	0	566789047	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	1	false	default		true		1200.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/fire/Wusun_Horsemen	4.0000	vo_actor_group_generic_any_male_fire_general	0.2000	true
unit_metal_handan_shang_caravan_guards		0	melee_infantry	0	false	unit_metal_handan_shang_caravan_guards	0	725	3k_main_campaign_ship_transport	1	1	240	0	725			180	heavy		false	false	0	566789048	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	1	false	default		true		725.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/metal/Caravan_Guards	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
unit_earth_handan_shang_nothern_pillagers		0	melee_cavalry	0	false	unit_earth_handan_shang_nothern_pillagers	0	1000	3k_main_campaign_ship_transport	1	1	240	0	1500			420	heavy		false	false	0	566789049	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	1	false	default		true		1000.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/earth/Northern_Pillagers	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
unit_wood_huang_ang_frontier_guardians		0	melee_infantry	0	false	unit_wood_huang_ang_frontier_guardians	0	600	3k_main_campaign_ship_transport	1	1	240	0	600			160	medium		false	false	0	566789050	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		600.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/wood/Frontier_Guardians	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
unit_earth_huang_ang_household_riders		0	melee_cavalry	0	false	unit_earth_huang_ang_household_riders	0	1100	3k_main_campaign_ship_transport	1	1	240	0	1550			435	heavy		false	false	0	566789051	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	1	false	default		true		1100.0000	0.0000	false		0.1000	false	true	8	ui/vaca_units/earth/Household_Riders	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
