unit	additional_building_requirement	campaign_cap	caste	create_time	can_trade	land_unit	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	is_naval	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	min_health_fraction	restrict_xp_gain_in_campaign	is_mergeable	turns_to_muster_to_full_strength	unit_card	campaign_siege_escalation_percentage_effectiveness	voiceover_actor_group	spawning_health_fraction	adc_plays_as_conversation
3k_ironic_unit_earth_untried_nobles		0	melee_cavalry	0	false	3k_ironic_unit_earth_untried_nobles	0	630	3k_main_campaign_ship_transport	1	1	320	0	1030			200	light		false	false	0	134274261	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	0	false	default		true		630.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_buqu_sabre_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_earth_hardened_nobles		0	melee_cavalry	0	false	3k_ironic_unit_earth_hardened_nobles	0	850	3k_main_campaign_ship_transport	1	1	320	0	1250			300	medium		false	false	0	134274262	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	0	false	default		true		850.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_elite_sword_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_earth_sworn_nobles		0	melee_cavalry	0	false	3k_ironic_unit_earth_sworn_nobles	0	1150	3k_main_campaign_ship_transport	1	1	320	0	1550			420	heavy		false	false	0	134274263	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	1	false	default		true		1150.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_xiongnu_barded_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_water_untried_skirmishers		0	missile_cavalry	0	false	3k_ironic_unit_water_untried_skirmishers	0	450	3k_main_campaign_ship_transport	1	1	320	0	650			160	light		false	false	0	134274264	true		vo_Empire	3k_main_unit_ranged_cavalry_water	3k_main_unit_ranged_cavalry_water	0	false	default		true		100.0000	350.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_xiliang_buqu_archer_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_water_hardened_skirmishers		0	missile_cavalry	0	false	3k_ironic_unit_water_hardened_skirmishers	0	600	3k_main_campaign_ship_transport	1	1	320	0	800			240	medium		false	false	0	134274265	true		vo_Empire	3k_main_unit_ranged_cavalry_water	3k_main_unit_ranged_cavalry_water	0	false	default		true		150.0000	450.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_xianbei_archer_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_water_sworn_skirmishers		0	missile_cavalry	0	false	3k_ironic_unit_water_sworn_skirmishers	0	850	3k_main_campaign_ship_transport	1	1	320	0	1050			340	medium		false	false	0	134274266	true		vo_Empire	3k_main_unit_ranged_cavalry_water	3k_main_unit_ranged_cavalry_water	1	false	default		true		200.0000	650.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_xiongnu_archer_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_fire_untried_riders		0	melee_cavalry	0	false	3k_ironic_unit_fire_untried_riders	0	750	3k_main_campaign_ship_transport	1	1	320	0	1150			220	medium		false	false	0	134274267	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	0	false	default		true		750.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_wuhuan_barded_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_fire_hardened_riders		0	melee_cavalry	0	false	3k_ironic_unit_fire_hardened_riders	0	950	3k_main_campaign_ship_transport	1	1	320	0	1350			335	medium		false	false	0	134274268	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	0	false	default		true		950.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_qiang_elite_warrior_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_fire_sworn_riders		0	melee_cavalry	0	false	3k_ironic_unit_fire_sworn_riders	0	1200	3k_main_campaign_ship_transport	1	1	320	0	1600			450	heavy		false	false	0	134274269	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	1	false	default		true		1200.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_ironfist_barded_2h_spear_cavalry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_wood_untried_spears		0	melee_infantry	0	false	3k_ironic_unit_wood_untried_spears	0	350	3k_main_campaign_ship_transport	1	1	320	0	350			120	light		false	false	0	134274270	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	0	false	default		true		350.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/wood/large/ironic_untried_spearmen	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_wood_hardened_spears		0	melee_infantry	0	false	3k_ironic_unit_wood_hardened_spears	0	525	3k_main_campaign_ship_transport	1	1	320	0	525			160	medium		false	false	0	134274271	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	0	false	default		true		500.0000	25.0000	false	vo_Empire	0.1000	false	true	8	ui/units/wood/3k_dlc06_unit_wood_javelin_spearmen	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_wood_sworn_spears		0	melee_infantry	0	false	3k_ironic_unit_wood_sworn_spears	0	700	3k_main_campaign_ship_transport	1	1	320	0	700			215	heavy		false	false	0	134274272	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	1	false	default		true		675.0000	25.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_bandits_2h_spear_infantry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_wood_hardened_brutes		0	melee_infantry	0	false	3k_ironic_unit_wood_hardened_brutes	0	575	3k_main_campaign_ship_transport	1	1	320	0	575			135	medium		false	false	0	134274273	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	0	false	default		true		575.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/metal/3k_ytr_unit_metal_arm_of_the_supreme_peace	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_wood_sworn_brutes		0	melee_infantry	0	false	3k_ironic_unit_wood_sworn_brutes	0	825	3k_main_campaign_ship_transport	1	1	320	0	825			180	heavy		false	false	0	134274274	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	1	false	default		true		825.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_beihai_fury_mace	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_wood_hardened_shields		0	melee_infantry	0	false	3k_ironic_unit_wood_hardened_shields	0	600	3k_main_campaign_ship_transport	1	1	320	0	600			160	medium		false	false	0	134274275	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	0	false	default		true		600.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_buqu_spearmen	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
3k_ironic_unit_wood_sworn_shields		0	melee_infantry	0	false	3k_ironic_unit_wood_sworn_shields	0	850	3k_main_campaign_ship_transport	1	1	320	0	850			225	heavy		false	false	0	134274276	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	1	false	default		true		850.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/wood/mh_unit_wood_spearmen_gang	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
