unit	additional_building_requirement	campaign_cap	caste	create_time	can_trade	land_unit	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	is_naval	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	min_health_fraction	restrict_xp_gain_in_campaign	is_mergeable	turns_to_muster_to_full_strength	unit_card	campaign_siege_escalation_percentage_effectiveness	voiceover_actor_group	spawning_health_fraction	adc_plays_as_conversation
rew_iro_regional_you_metal_fierce_northern_axemen		0	melee_infantry	0	false	rew_iro_regional_you_metal_fierce_northern_axemen	0	850	3k_main_campaign_ship_transport	1	1	240	0	850			220	heavy		false	false	0	656789010	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	1	false	default		true		850.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_bandits_elite_blood_seekers	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
rew_iro_regional_ji_wood_cavalrybane_infantry		0	melee_infantry	0	false	rew_iro_regional_ji_wood_cavalrybane_infantry	0	625	3k_main_campaign_ship_transport	1	1	240	0	625			165	medium		false	false	0	656789011	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	1	false	default		true		625.0000	0.0000	false		0.1000	false	true	8	ui/units/wood/3k_dlc07_unit_wood_quingzhou_halberds	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_ji_metal_jizhou_elite_swordguards		0	melee_infantry	0	false	rew_iro_regional_ji_metal_jizhou_elite_swordguards	0	800	3k_main_campaign_ship_transport	1	1	240	0	800			210	heavy		false	false	0	656789012	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		800.0000	0.0000	false		0.1000	false	true	8	ui/units/metal/ep_unit_metal_dao_swordguards	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_yan_wood_yellow_turban_remnants		0	melee_infantry	0	false	rew_iro_regional_yan_wood_yellow_turban_remnants	0	450	3k_main_campaign_ship_transport	1	1	240	0	450			120	medium		false	false	0	656789013	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		450.0000	0.0000	false		0.1000	false	true	8	ui/units/wood/3k_dlc05_unit_wood_bandit_gang	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_yan_water_river_guards		0	missile_infantry	0	false	rew_iro_regional_yan_water_river_guards	0	750	3k_main_campaign_ship_transport	1	1	240	0	750			200	medium		false	false	0	656789014	true		vo_Empire	3k_main_unit_crossbow_infantry_water	3k_main_unit_crossbow_infantry_water	1	false	default		true		400.0000	350.0000	false		0.1000	false	true	8	ui/units/water/3k_main_unit_water_crossbowmen	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_qing_earth_bookish_cavaliers		0	melee_cavalry	0	false	rew_iro_regional_qing_earth_bookish_cavaliers	0	850	3k_main_campaign_ship_transport	1	1	240	0	850			220	light		false	false	0	656789015	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	1	false	default		true		850.0000	0.0000	false		0.1000	false	true	8	ui/units/earth/mh_unit_earth_mounted_sabre_defectors	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
rew_iro_regional_qing_water_thunderous_repeaters		0	missile_infantry	0	false	rew_iro_regional_qing_water_thunderous_repeaters	0	575	3k_main_campaign_ship_transport	1	1	240	0	575			150	heavy		false	false	0	656789016	true		vo_Empire	3k_main_unit_crossbow_repeating_infantry_water	3k_main_unit_crossbow_repeating_infantry_water	1	false	default		true		313.0000	263.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_buqu_crossbowmen	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_yu_fire_firestarter_cavalry		0	melee_cavalry	0	false	rew_iro_regional_yu_fire_firestarter_cavalry	0	975	3k_main_campaign_ship_transport	1	1	240	0	975			260	medium		false	false	0	656789017	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	1	false	default		true		975.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_destroyer_of_traitors	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_yu_metal_yuzhou_assault_infantry		0	melee_infantry	0	false	rew_iro_regional_yu_metal_yuzhou_assault_infantry	0	550	3k_main_campaign_ship_transport	1	1	240	0	550			145	medium		false	false	0	656789018	true		vo_Empire	3k_main_unit_polearm_infantry_metal	3k_main_unit_polearm_infantry_metal	1	false	default		true		550.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_bandits_drifting_warmongers	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
rew_iro_regional_xu_water_coastal_homeguard		0	missile_infantry	0	false	rew_iro_regional_xu_water_coastal_homeguard	0	600	3k_main_campaign_ship_transport	1	1	240	0	600			160	medium		false	false	0	656789019	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		275.0000	300.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_jianan_archers	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_xu_wood_valiant_vigilantes		0	melee_infantry	0	false	rew_iro_regional_xu_wood_valiant_vigilantes	0	750	3k_main_campaign_ship_transport	1	1	240	0	750			200	medium		false	false	0	656789020	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		750.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_buqu_spearmen	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_jing_metal_sword_saints		0	melee_infantry	0	false	rew_iro_regional_jing_metal_sword_saints	0	750	3k_main_campaign_ship_transport	1	1	240	0	750			200	light		false	false	0	656789021	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		750.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_ytr_peoples_warband	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
rew_iro_regional_jing_earth_northern_nobles		0	melee_cavalry	0	false	rew_iro_regional_jing_earth_northern_nobles	0	1575	3k_main_campaign_ship_transport	1	1	240	0	1575			420	heavy		false	false	0	656789022	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	1	false	default		true		1575.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_chen_royal_guard_cavalry	4.0000	vo_actor_group_generic_any_male_fire_general	0.2000	true
rew_iro_regional_yang_metal_yangtze_patrollers		0	melee_infantry	0	false	rew_iro_regional_yang_metal_yangtze_patrollers	0	550	3k_main_campaign_ship_transport	1	1	240	0	550			145	medium		false	false	0	656789023	true		vo_Empire	3k_main_unit_polearm_infantry_metal	3k_main_unit_polearm_infantry_metal	1	false	default		true		550.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_ytr_poachers	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
rew_iro_regional_yang_wood_yang_guardians		0	melee_infantry	0	false	rew_iro_regional_yang_wood_yang_guardians	0	800	3k_main_campaign_ship_transport	1	1	240	0	800			210	heavy		false	false	0	656789024	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		800.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked_alternate/hv_unit_buqu_spearmen	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
rew_iro_regional_jiao_wood_headcrushers		0	melee_infantry	0	false	rew_iro_regional_jiao_wood_headcrushers	0	550	3k_main_campaign_ship_transport	1	1	240	0	550			145	medium		false	false	0	656789025	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	1	false	default		true		550.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked_alternate/hv_unit_beihai_fury_mace	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_jiao_metal_blades_of_the_south		0	melee_infantry	0	false	rew_iro_regional_jiao_metal_blades_of_the_south	0	700	3k_main_campaign_ship_transport	1	1	240	0	700			185	medium		false	false	0	656789026	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		700.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked_alternate/hv_unit_guanxibing_swordsmen	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
rew_iro_regional_yi_metal_forest_fighters		0	melee_infantry	0	false	rew_iro_regional_yi_metal_forest_fighters	0	525	3k_main_campaign_ship_transport	1	1	240	0	525			140	light		false	false	0	656789027	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		525.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_iron_fists_of_the_bandit_queen	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
rew_iro_regional_yi_water_yizhou_stalkers		0	missile_infantry	0	false	rew_iro_regional_yi_water_yizhou_stalkers	0	500	3k_main_campaign_ship_transport	1	1	240	0	500			130	light		false	false	0	656789028	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		275.0000	225.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_dan_yang_archers	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
