unit	additional_building_requirement	campaign_cap	caste	create_time	can_trade	land_unit	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	is_naval	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	min_health_fraction	restrict_xp_gain_in_campaign	is_mergeable	turns_to_muster_to_full_strength	unit_card	campaign_siege_escalation_percentage_effectiveness	voiceover_actor_group	spawning_health_fraction	adc_plays_as_conversation
ironic_wudou_spear_guards_wood		0	melee_infantry	0	false	ironic_wudou_spear_guards_wood	0	600	3k_main_campaign_ship_transport	1	1	320	0	600			160	medium		false	false	0	565600016	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	0	false	default		true		600.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/wood/3k_main_unit_wood_spear_guards	4.0000	vo_actor_group_generic_male_wood_general	0.2000	true
ironic_wudou_sabre_infantry_metal		0	melee_infantry	0	false	ironic_wudou_sabre_infantry_metal	0	600	3k_main_campaign_ship_transport	1	1	320	0	600			160	medium		false	false	0	565600017	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	0	false	default		true		600.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/metal/3k_main_unit_metal_sabre_infantry	4.0000	vo_actor_group_generic_male_metal_general	0.2000	true
ironic_tianshi_ji_infantry_wood		0	melee_infantry	0	false	ironic_tianshi_ji_infantry_wood	0	800	3k_main_campaign_ship_transport	1	1	320	0	800			215	heavy		false	false	0	565600018	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	1	false	default		true		800.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/wood/3k_main_unit_wood_heavy_halberdiers	4.0000	vo_actor_group_generic_male_wood_general	0.2000	true
ironic_di_marauders_earth		0	melee_cavalry	0	false	ironic_di_marauders_earth	0	1200	3k_main_campaign_ship_transport	1	1	80	0	1200			320	medium		false	false	0	565600025	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	1	false	default		true		1000.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/earth/3k_main_unit_earth_qiang_raiders	2.0000	vo_actor_group_generic_male_earth_general	0.2000	true
ironic_wudou_sabre_cavalry_earth		0	melee_cavalry	0	false	ironic_wudou_sabre_cavalry_earth	0	750	3k_main_campaign_ship_transport	1	1	80	0	1125			300	medium		false	false	0	565600027	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	0	false	default		true		750.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/earth/3k_main_unit_earth_sabre_cavalry	2.0000	vo_actor_group_generic_male_earth_general	0.2000	true
ironic_wudou_vanguards_fire		0	melee_cavalry	0	false	ironic_wudou_vanguards_fire	0	650	3k_main_campaign_ship_transport	1	1	80	0	1050			280	medium		false	false	0	565600028	true		vo_Empire	3k_main_unit_polearm_cavalry_fire	3k_main_unit_polearm_cavalry_fire	0	false	default		true		650.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/fire/3k_main_unit_fire_lancer_cavalry	2.0000	vo_actor_group_generic_male_fire_general	0.2000	true
ironic_tianshi_swordguards_metal		0	melee_infantry	0	false	ironic_tianshi_swordguards_metal	0	700	3k_main_campaign_ship_transport	1	1	320	0	700			185	heavy		false	false	0	565600029	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		700.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/metal/3k_main_unit_metal_sword_guards	4.0000	vo_actor_group_generic_male_metal_general	0.2000	true
ironic_militia_sabres_metal		0	melee_infantry	0	false	ironic_militia_sabres_metal	0	450	3k_main_campaign_ship_transport	1	1	320	0	450			120	light		false	false	0	565600031	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	0	false	default		true		450.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/metal/3k_main_unit_metal_sabre_militia	4.0000	vo_actor_group_generic_male_metal_general	0.2000	true
ironic_tao_penitents_wood		0	melee_infantry	0	false	ironic_tao_penitents_wood	0	800	3k_main_campaign_ship_transport	1	1	320	0	800			190	light		false	false	0	565600032	true		vo_Empire	3k_main_unit_glavie_bow_infantry_wood	3k_main_unit_glavie_bow_infantry_wood	1	false	default		true		550.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/vaca_units/wood/tao_penitents	4.0000	vo_actor_group_generic_male_wood_general	0.2000	true
ironic_tianshi_reclaimers_wood		0	melee_infantry	0	false	ironic_tianshi_reclaimers_wood	0	700	3k_main_campaign_ship_transport	1	1	320	0	700			185	heavy		false	false	0	565600033	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		700.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/wood/3k_ytr_unit_wood_reclaimers	4.0000	vo_actor_group_generic_male_wood_general	0.2000	true
ironic_militia_mounted_lancer_fire		0	melee_cavalry	0	false	ironic_militia_mounted_lancer_fire	0	550	3k_main_campaign_ship_transport	1	1	80	0	825			220	light		false	false	0	565600034	true		vo_Empire	3k_main_unit_polearm_cavalry_fire	3k_main_unit_polearm_cavalry_fire	0	false	default		true		550.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/fire/3k_main_unit_fire_mounted_lancer_militia	2.0000	vo_actor_group_generic_male_fire_general	0.2000	true
ironic_tianshi_melee_cavalry_earth		0	melee_cavalry	0	false	ironic_tianshi_melee_cavalry_earth	0	800	3k_main_campaign_ship_transport	1	1	80	0	1100			290	heavy		false	false	0	565600035	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	1	false	default		true		1000.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/earth/3k_ytr_unit_earth_virtuous_noblemen	2.0000	vo_actor_group_generic_male_earth_general	0.2000	true
ironic_wudou_horse_archers_water		0	missile_cavalry	0	false	ironic_wudou_horse_archers_water	0	400	3k_main_campaign_ship_transport	1	1	320	0	420			110	medium		false	false	0	565600038	true		vo_Empire	3k_main_unit_ranged_cavalry_water	3k_main_unit_ranged_cavalry_water	1	false	default		true		266.0000	134.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/3k_ytr_unit_water_horseback_huntsmen	6.0000	vo_actor_group_generic_male_water_general	0.2000	true
ironic_zhenren_defenders_wood		0	melee_infantry	0	false	ironic_zhenren_defenders_wood	0	1000	3k_main_campaign_ship_transport	1	1	320	0	1000			305	heavy		false	false	0	565600039	true		vo_Empire	3k_main_unit_glavie_bow_infantry_wood	3k_main_unit_glavie_bow_infantry_wood	1	false	default		true		1150.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/vaca_units/wood/zhenren_defenders	4.0000	vo_actor_group_generic_male_wood_general	0.2000	true
ironic_militia_archers_water		0	missile_infantry	0	false	ironic_militia_archers_water	0	225	3k_main_campaign_ship_transport	1	1	320	0	270			70	light		false	false	0	565600040	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	0	false	default		true		55.0000	175.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/3k_main_unit_water_archer_militia	4.0000	vo_actor_group_generic_male_water_general	0.2000	true
ironic_wudou_archers_water		0	missile_infantry	0	false	ironic_wudou_archers_water	0	325	3k_main_campaign_ship_transport	1	1	320	0	390			105	medium		false	false	0	565600041	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		125.0000	200.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/3k_main_unit_water_marksmen	6.0000	vo_actor_group_generic_male_water_general	0.2000	true
ironic_tianshi_archers_water		0	missile_infantry	0	false	ironic_tianshi_archers_water	0	450	3k_main_campaign_ship_transport	1	1	320	0	540			145	medium		false	false	0	565600042	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		200.0000	270.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/3k_main_unit_water_yi_archers	6.0000	vo_actor_group_generic_male_water_general	0.2000	true
ironic_di_horse_archers_water		0	missile_cavalry	0	false	ironic_di_horse_archers_water	0	1000	3k_main_campaign_ship_transport	1	1	80	0	1000			220	medium		false	false	0	565600043	true		vo_Empire	3k_main_unit_ranged_cavalry_water	3k_main_unit_ranged_cavalry_water	1	false	default		true		550.0000	201.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/ep_unit_water_xianbei_horse_archers	6.0000	vo_actor_group_generic_male_water_general	0.2000	true
ironic_di_raiders_fire		0	melee_cavalry	0	false	ironic_di_raiders_fire	0	1200	3k_main_campaign_ship_transport	1	1	80	0	1200			320	medium		false	false	0	565600044	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	1	false	default		true		850.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/fire/ep_unit_fire_xianbei_riders	2.0000	vo_actor_group_generic_male_fire_general	0.2000	true
ironic_di_cataphracts_fire		0	melee_cavalry	0	false	ironic_di_cataphracts_fire	0	1800	3k_main_campaign_ship_transport	1	1	80	0	1800			480	heavy		false	false	0	565600047	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	1	false	default		true		375.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/fire/ep_unit_fire_xiongnu_cataphracts	2.0000	vo_actor_group_generic_male_fire_general	0.2000	true
ironic_tianshi_vanguards_fire		0	melee_cavalry	0	false	ironic_tianshi_vanguards_fire	0	950	3k_main_campaign_ship_transport	1	1	80	0	1100			290	heavy		false	false	0	565600057	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	1	false	default		true		950.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/fire/3k_main_unit_fire_tiger_and_leopard_cavalry	2.0000	vo_actor_group_generic_male_fire_general	0.2000	true
ironic_trebuchet_water		0	warmachine	0	false	ironic_trebuchet_water	0	1060	3k_main_campaign_ship_transport	1	1	80	0	1200			320	light		false	false	0	999900053	true		vo_Empire	3k_main_unit_artillery_water	3k_main_unit_artillery_water	0	false	default		true		228.0000	832.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/3k_main_unit_water_catapult	12.0000	vo_actor_group_generic_male_water_general	0.2000	true
ironic_trebuchet_bastion_water		0	warmachine	0	false	ironic_trebuchet_bastion_water	0	35	3k_main_campaign_ship_transport	1	1	80	0	35			10	light		false	false	0	999900054	true		vo_Empire	3k_main_unit_artillery_water	3k_main_unit_artillery_water	0	false	default		true		3.0000	32.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/3k_main_unit_water_catapult	12.0000	vo_actor_group_generic_male_water_general	0.2000	true
ironic_multiple_bolt_crossbow_water		0	warmachine	0	false	ironic_multiple_bolt_crossbow_water	0	1060	3k_main_campaign_ship_transport	1	1	80	0	1200			320	light		false	false	0	999900055	true		vo_Empire	3k_dlc04_unit_machine_crossbow_water	3k_main_unit_artillery_water	0	false	default		true		228.0000	832.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/mh_unit_water_engine_crossbow	12.0000	vo_actor_group_generic_male_water_general	0.2000	true
ironic_multiple_bolt_crossbow_bastion_water		0	warmachine	0	false	ironic_multiple_bolt_crossbow_bastion_water	0	35	3k_main_campaign_ship_transport	1	1	80	0	35			10	light		false	false	0	999900056	true		vo_Empire	3k_dlc04_unit_machine_crossbow_water	3k_main_unit_artillery_water	0	false	default		true		3.0000	32.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/mh_unit_water_engine_crossbow	12.0000	vo_actor_group_generic_male_water_general	0.2000	true
