key	ceo	point_threshold_to_activate	point_theshold_to_destroy	starting_points	max_points	resets_to_starting_points_when_deactivated
3k_main_threshold_ancillary_philosopher	3k_main_ancillary_follower_philosopher	1	0	1	1	false
3k_main_threshold_ancillary_prefect	3k_main_ancillary_follower_prefect	1	0	1	1	false
3k_main_threshold_ancillary_professional_instuctor	3k_main_ancillary_follower_professional_instuctor	1	0	1	1	false
3k_main_threshold_ancillary_professor	3k_main_ancillary_follower_professor	1	0	1	1	false
3k_main_threshold_ancillary_provincial_advisor	3k_main_ancillary_follower_provincial_advisor	1	0	1	1	false
3k_main_threshold_ancillary_provincial_auditor	3k_main_ancillary_follower_provincial_auditor	1	0	1	1	false
3k_main_threshold_ancillary_scholar	3k_main_ancillary_follower_scholar	1	0	1	1	false
3k_main_threshold_ancillary_spy_master	3k_main_ancillary_follower_spy_master	1	0	1	1	false
3k_main_threshold_ancillary_tax_collector	3k_main_ancillary_follower_tax_collector	1	0	1	1	false
3k_main_threshold_ancillary_trader	3k_main_ancillary_follower_trader	1	0	1	1	false
3k_main_threshold_ancillary_tycoon	3k_main_ancillary_follower_tycoon	1	0	1	1	false
