key	factor	maximum	minimum	resource	ai_can_propose	is_recurring_factor
3k_dlc04_pooled_factor_junction_fervour_increase_from_faction_support	3k_dlc04_pooled_factor_fervour_increase_from_faction_support	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour	true	true
3k_dlc04_pooled_factor_junction_fervour_increase_from_military_stength	3k_dlc04_pooled_factor_fervour_increase_from_military_stength	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour	true	true
3k_dlc04_pooled_factor_junction_fervour_post_siege	3k_dlc04_pooled_factor_fervour_post_siege	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour	true	true
3k_dlc04_pooled_factor_junction_fervour_regional	3k_dlc04_pooled_factor_fervour_regional	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fervour_regional_adjacent	3k_dlc04_pooled_factor_fervour_regional_adjacent	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fervour_regional_adjacent_forces	3k_dlc04_pooled_factor_fervour_regional_adjacent_forces	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fervour_regional_assignments	3k_dlc04_pooled_factor_fervour_regional_assignments	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fervour_regional_buildings	3k_dlc04_pooled_factor_fervour_regional_buildings	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fervour_regional_characters	3k_dlc04_pooled_factor_fervour_regional_characters	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fervour_regional_decay	3k_dlc04_pooled_factor_fervour_regional_decay	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fervour_regional_fervour	3k_dlc04_pooled_factor_fervour_regional_fervour	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fervour_regional_forces	3k_dlc04_pooled_factor_fervour_regional_forces	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fervour_regional_post_siege	3k_dlc04_pooled_factor_fervour_regional_post_siege	2147483647	-2147483647	3k_dlc04_pooled_resource_fervour_regional	true	true
3k_dlc04_pooled_factor_junction_fortitude	3k_dlc04_pooled_factor_fortitude	2147483647	-2147483647	3k_dlc04_pooled_resource_fortitude	true	true
3k_dlc04_pooled_factor_junction_fortitude_decay	3k_dlc04_pooled_factor_fortitude_decay	2147483647	-2147483647	3k_dlc04_pooled_resource_fortitude	true	true
3k_dlc04_pooled_factor_junction_fortitude_events	3k_dlc04_pooled_factor_fortitude_events	2147483647	-2147483647	3k_dlc04_pooled_resource_fortitude	true	true
3k_dlc04_pooled_factor_junction_fortitude_from_military_feats	3k_dlc04_pooled_factor_fortitude_from_military_feats	2147483647	-2147483647	3k_dlc04_pooled_resource_fortitude	true	false
3k_dlc04_pooled_factor_junction_political_influence	3k_dlc04_pooled_factor_political_influence	2147483647	-2147483647	3k_dlc04_pooled_resource_political_influence	true	true
3k_dlc04_pooled_factor_junction_political_influence_decrease_from_bureaucracy_power_level	3k_dlc04_pooled_factor_political_influence_from_bureaucracy_power_level	2147483647	-2147483647	3k_dlc04_pooled_resource_political_influence	true	true
3k_dlc04_pooled_factor_junction_political_influence_decrease_from_dynasty_power_level	3k_dlc04_pooled_factor_political_influence_from_dynasty_power_level	2147483647	-2147483647	3k_dlc04_pooled_resource_political_influence	true	true
3k_dlc04_pooled_factor_junction_political_influence_decrease_from_expenditure	3k_dlc04_pooled_factor_political_influence_decrease_from_expenditure	2147483647	-2147483647	3k_dlc04_pooled_resource_political_influence	true	true
3k_dlc04_pooled_factor_junction_political_influence_decrease_from_warlords_power_level	3k_dlc04_pooled_factor_political_influence_from_warlords_power_level	2147483647	-2147483647	3k_dlc04_pooled_resource_political_influence	true	true
3k_dlc04_pooled_factor_junction_political_influence_from_assignments	3k_dlc04_pooled_factor_political_influence_from_assignments	2147483647	-2147483647	3k_dlc04_pooled_resource_political_influence	true	true
3k_dlc04_pooled_factor_junction_political_influence_from_events	3k_dlc04_pooled_factor_political_influence_from_events	2147483647	-2147483647	3k_dlc04_pooled_resource_political_influence	true	true
3k_dlc04_pooled_factor_junction_political_influence_increase_from_basic_income	3k_dlc04_pooled_factor_political_influence_from_basic_income	2147483647	-2147483647	3k_dlc04_pooled_resource_political_influence	true	true
3k_dlc04_pooled_factor_junction_political_influence_increase_from_infrastructure	3k_dlc04_pooled_factor_political_influence_from_buildings	2147483647	-2147483647	3k_dlc04_pooled_resource_political_influence	true	true
3k_dlc04_pooled_factor_junction_warlords_influence	3k_dlc04_pooled_factor_warlords_influence	2147483647	-2147483647	3k_dlc04_pooled_resource_warlords_influence	true	true
3k_dlc04_pooled_factor_junction_warlords_influence_from_events	3k_dlc04_pooled_factor_warlords_influence_from_events	2147483647	-2147483647	3k_dlc04_pooled_resource_warlords_influence	true	true
3k_dlc04_pooled_factor_junction_warlords_influence_increase_from_characters	3k_dlc04_pooled_factor_warlords_influence_from_characters	2147483647	-2147483647	3k_dlc04_pooled_resource_warlords_influence	true	true
3k_dlc04_pooled_factor_junction_warlords_influence_increase_from_court_poisitions	3k_dlc04_pooled_factor_warlords_influence_from_court_positions	2147483647	-2147483647	3k_dlc04_pooled_resource_warlords_influence	true	true
3k_dlc05_pooled_faction_junction_momentum_battles_won	3k_dlc05_pooled_factor_momentum_battles_won	2147483647	-2147483647	3k_dlc05_pooled_resource_lu_bu_momentum	false	false
3k_dlc05_pooled_faction_junction_momentum_settlements_razed	3k_dlc05_pooled_factor_momentum_settlements_razed	2147483647	-2147483647	3k_dlc05_pooled_resource_lu_bu_momentum	false	true
3k_dlc05_pooled_factor_junction_food_banditry	3k_dlc05_pooled_factor_food_from_banditry	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_dlc05_pooled_factor_junction_momentum_assignments	3k_dlc05_pooled_factor_momentum_assignments	2147483647	-2147483647	3k_dlc05_pooled_resource_lu_bu_momentum	true	false
3k_dlc05_pooled_factor_junction_momentum_character_actions	3k_dlc05_pooled_factor_momentum_character_actions	2147483647	-2147483647	3k_dlc05_pooled_resource_lu_bu_momentum	true	false
3k_dlc05_pooled_factor_junction_momentum_characters_defeated	3k_dlc05_pooled_factor_momentum_characters_defeated	2147483647	-2147483647	3k_dlc05_pooled_resource_lu_bu_momentum	true	false
3k_dlc05_pooled_factor_junction_momentum_decay	3k_dlc05_pooled_factor_momentum_decay	2147483647	-2147483647	3k_dlc05_pooled_resource_lu_bu_momentum	false	false
3k_dlc05_pooled_factor_junction_momentum_diplomacy	3k_dlc05_pooled_factor_momentum_diplomacy	2147483647	-2147483647	3k_dlc05_pooled_resource_lu_bu_momentum	true	false
3k_dlc05_pooled_factor_junction_momentum_settlements_annexed	3k_dlc05_pooled_factor_momentum_settlements_annexed	2147483647	-2147483647	3k_dlc05_pooled_resource_lu_bu_momentum	true	false
3k_dlc05_pooled_factor_junction_personal_victories_characters_defeated	3k_dlc05_pooled_factor_personal_victories_characters_defeated	2147483647	-2147483647	3k_dlc05_pooled_resource_lu_bu_personal_victories	true	false
3k_dlc05_pooled_factor_junction_shared_expertise_from_characters	3k_dlc05_pooled_factor_shared_expertise_from_characters	2147483647	-2147483647	3k_dlc05_pooled_resource_shared_expertise	true	true
3k_dlc05_pooled_factor_junction_shared_expertise_from_court_actions	3k_dlc05_pooled_factor_shared_expertise_from_court_actions	2147483647	-2147483647	3k_dlc05_pooled_resource_shared_expertise	true	true
3k_dlc05_pooled_factor_junction_supply_from_consumption	3k_dlc05_pooled_factor_supply_from_consumption	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_dlc05_pooled_factor_junction_supply_from_stances	3k_dlc05_pooled_factor_supply_from_stances	2147483647	-2147483647	3k_main_pooled_resource_supply	true	true
3k_dlc05_pooled_factor_junction_white_tiger_confederation	3k_dlc05_pooled_factor_white_tiger_confederation	2147483647	-2147483647	3k_dlc05_pooled_resource_white_tiger_confederation	true	true
3k_dlc05_pooled_factor_junction_white_tiger_confederation_diplomacy	3k_dlc05_pooled_factor_white_tiger_confederation_diplomacy	2147483647	-2147483647	3k_dlc05_pooled_resource_white_tiger_confederation	true	true
3k_dlc05_pooled_factor_juntion_mercenary_activity	3k_dlc05_pooled_factor_mercenary_activity	2147483647	-2147483647	3k_dlc05_pooled_resource_mercenary_activity	true	true
3k_dlc05_pooled_factor_juntion_mercenary_activity_battles	3k_dlc05_pooled_factor_mercenary_activity_battles	2147483647	-2147483647	3k_dlc05_pooled_resource_mercenary_activity	true	true
3k_dlc05_pooled_factor_juntion_mercenary_activity_decay	3k_dlc05_pooled_factor_mercenary_activity_decay	2147483647	-2147483647	3k_dlc05_pooled_resource_mercenary_activity	true	true
3k_dlc05_pooled_factor_juntion_mercenary_activity_events	3k_dlc05_pooled_factor_mercenary_activity_events	2147483647	-2147483647	3k_dlc05_pooled_resource_mercenary_activity	true	true
3k_dlc05_pooled_factor_juntion_mercenary_activity_settlement_occupations	3k_dlc05_pooled_factor_mercenary_activity_settlement_occupations	2147483647	-2147483647	3k_dlc05_pooled_resource_mercenary_activity	true	true
3k_dlc05_pooled_factor_reckless_luck_decay	3k_dlc05_pooled_factor_reckless_luck_decay	2147483647	-2147483647	3k_dlc05_pooled_resource_reckless_luck	true	true
3k_dlc05_pooled_factor_reckless_luck_from_ambitions	3k_dlc05_pooled_factor_reckless_luck_from_ambitions	2147483647	-2147483647	3k_dlc05_pooled_resource_reckless_luck	true	true
3k_dlc06_pooled_factor_junction_family_member_faction_leaders	3k_dlc06_pooled_factor_family_member_faction_leaders	2147483647	-2147483647	3k_dlc06_pooled_resource_family_member_faction_leaders	false	true
3k_dlc06_pooled_factor_junction_mulu_pride	3k_dlc06_pooled_factor_mulu_pride	2147483647	-2147483647	3k_dlc06_pooled_resource_mulu_pride	true	true
3k_dlc06_pooled_factor_junction_mulu_pride_decay	3k_dlc06_pooled_factor_mulu_pride_decay	2147483647	-2147483647	3k_dlc06_pooled_resource_mulu_pride	true	true
3k_dlc06_pooled_factor_junction_mulu_pride_events	3k_dlc06_pooled_factor_mulu_pride_events	2147483647	-2147483647	3k_dlc06_pooled_resource_mulu_pride	true	true
3k_dlc06_pooled_factor_junction_mulu_pride_from_rituals	3k_dlc06_pooled_factor_mulu_pride_from_rituals	2147483647	-2147483647	3k_dlc06_pooled_resource_mulu_pride	true	true
3k_dlc06_pooled_factor_junction_mulu_pride_military_feats	3k_dlc06_pooled_factor_mulu_pride_military_feats	2147483647	-2147483647	3k_dlc06_pooled_resource_mulu_pride	true	false
3k_dlc06_pooled_factor_junction_mulu_rituals	3k_dlc06_pooled_factor_mulu_rituals	2147483647	-2147483647	3k_dlc06_pooled_resource_mulu_rituals	false	false
3k_dlc06_pooled_factor_junction_shamoke_confederate	3k_dlc06_pooled_factor_shamoke_confederate	2147483647	-2147483647	3k_dlc06_pooled_resource_shamoke_confederate	true	true
3k_dlc06_pooled_factor_junction_shamoke_vassalaise	3k_dlc06_pooled_factor_shamoke_vassalise	2147483647	-2147483647	3k_dlc06_pooled_resource_shamoke_vassalise	true	true
3k_dlc06_pooled_factor_junction_splendour_court_own	3k_dlc06_pooled_factor_splendour_court_members_own	2147483647	-2147483647	3k_dlc06_pooled_resource_splendour	true	true
3k_dlc06_pooled_factor_junction_splendour_faction_leaders	3k_dlc06_pooled_factor_splendour_faction_leaders	2147483647	-2147483647	3k_dlc06_pooled_resource_splendour	true	true
3k_dlc06_pooled_factor_junction_splendour_tribute_chests	3k_dlc06_pooled_factor_splendour_tribute_chests	2147483647	-2147483647	3k_dlc06_pooled_resource_splendour	true	true
3k_dlc06_pooled_factor_resource_flaming_confinement	3k_dlc06_pooled_factor_resource_flaming_confinement_increase	2147483647	-2147483647	3k_dlc06_pooled_resource_flaming_confinement	true	true
3k_dlc06_pooled_factor_resource_goddess_of_fire	3k_dlc06_pooled_factor_resource_goddess_of_fire_increase	2147483647	-2147483647	3k_dlc06_pooled_resource_goddess_of_fire	true	true
3k_dlc06_pooled_factor_resource_goddess_of_fire_seasons	3k_dlc06_pooled_factor_resource_goddess_of_fire_seasons	2147483647	-2147483647	3k_dlc06_pooled_resource_goddess_of_fire	true	true
3k_dlc06_pooled_factor_resource_smouldering_fire	3k_dlc06_pooled_factor_resource_smouldering_fire_increase	2147483647	-2147483647	3k_dlc06_pooled_resource_smouldering_fire	true	true
3k_dlc07_pooled_factor_junction_ambition_buildings	3k_dlc07_pooled_factor_ambition_buildings	2147483647	-2147483647	3k_dlc07_pooled_resource_ambition	false	true
3k_dlc07_pooled_factor_junction_ambition_conquest	3k_dlc07_pooled_factor_ambition_conquest	2147483647	-2147483647	3k_dlc07_pooled_resource_ambition	false	true
3k_dlc07_pooled_factor_junction_ambition_spending	3k_dlc07_pooled_factor_ambition_spending	2147483647	-2147483647	3k_dlc07_pooled_resource_ambition	false	false
3k_dlc07_pooled_factor_junction_ambition_tradeoff_tracker	3k_dlc07_pooled_factor_ambition_tradeoffs_tracker	2147483647	-2147483647	3k_dlc07_pooled_resource_tradeoffs_tracker	false	false
3k_dlc07_pooled_factor_junction_ambition_tradeoffs	3k_dlc07_pooled_factor_ambition_tradeoffs	2147483647	-2147483647	3k_dlc07_pooled_resource_ambition	false	true
3k_dlc07_pooled_factor_junction_food_prestige	3k_dlc07_pooled_factor_food_prestige	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_dlc07_pooled_factor_junction_lineage_army_raised	3k_dlc07_pooled_factor_lineage_army_raised	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_battles_fought	3k_dlc07_pooled_factor_lineage_battles_fought	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_battles_won	3k_dlc07_pooled_factor_lineage_battles_won	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_captains_employed	3k_dlc07_pooled_factor_lineage_captains_employed	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_northern_army_unit_employed	3k_dlc07_pooled_factor_lineage_northern_army_unit_employed	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_prisoners_executed	3k_dlc07_pooled_factor_lineage_prisoners_executed	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_settlement_captured	3k_dlc07_pooled_factor_lineage_settlement_captured	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_sieges_defended	3k_dlc07_pooled_factor_lineage_sieges_defended	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_tresspassing	3k_dlc07_pooled_factor_lineage_tresspassing	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_vassals_obtained	3k_dlc07_pooled_factor_lineage_vassals_obtained	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_junction_lineage_wars_declared	3k_dlc07_pooled_factor_lineage_wars_declared	2147483647	-2147483647	3k_main_pooled_resource_lineage	false	false
3k_dlc07_pooled_factor_resource_imperial_favour	3k_dlc07_pooled_factor_imperial_favour	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_dlc07_pooled_factor_resource_imperial_favour_characters_people_in_power	3k_dlc07_pooled_factor_imperial_favour_characters_people_in_power	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	false
3k_dlc07_pooled_factor_resource_imperial_favour_credibility	3k_dlc07_pooled_factor_imperial_favour_credibility	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_dlc07_pooled_factor_resource_imperial_favour_diplomacy	3k_dlc07_pooled_factor_imperial_favour_diplomacy	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	false
3k_dlc07_pooled_factor_resource_imperial_favour_enemy_of_the_han	3k_dlc07_pooled_factor_imperial_favour_enemy_of_the_han	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	false
3k_dlc07_pooled_factor_resource_imperial_favour_events	3k_dlc07_pooled_factor_imperial_favour_events	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_dlc07_pooled_factor_resource_imperial_favour_food	3k_dlc07_pooled_factor_imperial_favour_food	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_dlc07_pooled_factor_resource_imperial_favour_governance	3k_dlc07_pooled_factor_imperial_favour_governance	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_dlc07_pooled_factor_resource_imperial_favour_intimidation	3k_dlc07_pooled_factor_imperial_favour_intimidation	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_dlc07_pooled_factor_resource_imperial_favour_legitimacy	3k_dlc07_pooled_factor_imperial_favour_legitimacy	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_dlc07_pooled_factor_resource_imperial_favour_post_battle	3k_dlc07_pooled_factor_imperial_favour_post_battle	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_dlc07_pooled_factor_resource_imperial_favour_post_siege	3k_dlc07_pooled_factor_imperial_favour_post_siege	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_dlc07_pooled_factor_resource_imperial_favour_public_order	3k_dlc07_pooled_factor_imperial_favour_public_order	2147483647	-2147483647	3k_dlc07_pooled_resource_imperial_favour	true	true
3k_main_pooled_factor_credibility_events	3k_main_pooled_factor_credibility_events	2147483647	-2147483647	3k_main_pooled_resource_credibility	true	false
3k_main_pooled_factor_junction_credibility	3k_main_pooled_factor_credibility	2147483647	-2147483647	3k_main_pooled_resource_credibility	true	true
3k_main_pooled_factor_junction_credibility_expended_through_diplomacy	3k_main_pooled_factor_credibility_diplomacy	2147483647	-2147483647	3k_main_pooled_resource_credibility	true	true
3k_main_pooled_factor_junction_credibility_from_faction_rank	3k_main_pooled_factor_credibility_faction_rank	2147483647	-2147483647	3k_main_pooled_resource_credibility	true	true
3k_main_pooled_factor_junction_credibility_recovery	3k_main_pooled_factor_credibility_recovery	2147483647	-2147483647	3k_main_pooled_resource_credibility	true	true
3k_main_pooled_factor_junction_food	3k_main_pooled_factor_food	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_assignments	3k_main_pooled_factor_food_assignments	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_characters	3k_main_pooled_factor_food_characters	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_diplomacy	3k_main_pooled_factor_food_diplomacy	2147483647	-2147483647	3k_main_pooled_resource_food	false	true
3k_main_pooled_factor_junction_food_distribution	3k_main_pooled_factor_food_distribution	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_eunuchs	3k_main_pooled_factor_food_eunuchs	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_events	3k_main_pooled_factor_food_events	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_fishing	3k_main_pooled_factor_food_fishing	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_from_foraging	3k_main_pooled_factor_food_from_foraging	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_from_population	3k_main_pooled_factor_food_population	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_local_farming	3k_main_pooled_factor_food_local_farming	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_food_sacking	3k_main_pooled_factor_food_sacking	2147483647	-2147483647	3k_main_pooled_resource_food	false	true
3k_main_pooled_factor_junction_food_sold	3k_main_pooled_factor_food_sold	2147483647	-2147483647	3k_main_pooled_resource_food	true	true
3k_main_pooled_factor_junction_heroism	3k_main_pooled_factor_heroism	2147483647	-2147483647	3k_main_pooled_resource_heroism	true	true
3k_main_pooled_factor_junction_heroism_decay	3k_main_pooled_factor_heroism_decay	2147483647	-2147483647	3k_main_pooled_resource_heroism	true	true
3k_main_pooled_factor_junction_heroism_events	3k_main_pooled_factor_heroism_events	2147483647	-2147483647	3k_main_pooled_resource_heroism	true	true
3k_main_pooled_factor_junction_heroism_from_military_feats	3k_main_pooled_factor_heroism_from_military_feats	2147483647	-2147483647	3k_main_pooled_resource_heroism	true	false
3k_main_pooled_factor_junction_infamy	3k_main_pooled_factor_infamy	2147483647	-2147483647	3k_main_pooled_resource_infamy	true	true
3k_main_pooled_factor_junction_infamy_decay	3k_main_pooled_factor_infamy_decay	2147483647	-2147483647	3k_main_pooled_resource_infamy	true	true
3k_main_pooled_factor_junction_infamy_from_conquest	3k_main_pooled_factor_infamy_from_conquest	2147483647	-2147483647	3k_main_pooled_resource_infamy	true	false
3k_main_pooled_factor_junction_infamy_from_occupation	3k_main_pooled_factor_infamy_from_occupations	2147483647	-2147483647	3k_main_pooled_resource_infamy	true	false
3k_main_pooled_factor_junction_infamy_from_tribute	3k_main_pooled_factor_infamy_from_tribute	2147483647	-2147483647	3k_main_pooled_resource_infamy	true	true
3k_main_pooled_factor_junction_infamy_from_victories	3k_main_pooled_factor_infamy_from_victories	2147483647	-2147483647	3k_main_pooled_resource_infamy	true	false
3k_main_pooled_factor_junction_intimidation	3k_main_pooled_factor_intimidation	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	true
3k_main_pooled_factor_junction_intimidation_annexation	3k_main_pooled_factor_intimidation_annexation	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	true
3k_main_pooled_factor_junction_intimidation_assignments	3k_main_pooled_factor_intimidation_assignments	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	true
3k_main_pooled_factor_junction_intimidation_decay	3k_main_pooled_factor_intimidation_decay	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	true
3k_main_pooled_factor_junction_intimidation_events	3k_main_pooled_factor_intimidation_events	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	false
3k_main_pooled_factor_junction_intimidation_from_battles	3k_main_pooled_factor_intimidation_from_battles	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	false
3k_main_pooled_factor_junction_intimidation_from_executions	3k_main_pooled_factor_intimidation_executions	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	false
3k_main_pooled_factor_junction_intimidation_from_promotions	3k_main_pooled_factor_intimidation_promotions	2147483647	-2147483647	3k_main_pooled_resource_intimidation	true	true
