region	campaign	id	owning_faction	faction_capital	base_population	base_max_population	population	base_gdp	town_wealth	rebel_faction	cultural_originator	settler_rebellions_enabled	capture_prestige	alternative_rebel_faction	development_points	base_fertility	slot_cap	initial_faction_support_value
3k_dlc06_liaodong_capital	8p_start_pos	1200447096	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_dlc06_liaodong_resource_1	8p_start_pos	1248574915	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_dlc06_qi_pass	8p_start_pos	1640693386	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	1	100
3k_dlc06_san_pass	8p_start_pos	46765089	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	1	100
3k_dlc06_shangdang_resource_2	8p_start_pos	130873149	1182689480	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_dlc06_tong_pass	8p_start_pos	851552421	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	1	100
3k_dlc06_wu_pass	8p_start_pos	1962581925	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	1	100
3k_dlc06_xiapi_capital	8p_start_pos	1347122988	441704506	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_dlc06_xiapi_resource_1	8p_start_pos	1011947909	987079327	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_dlc06_yongchang_capital	8p_start_pos	48755934	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_dlc06_yongchang_resource_1	8p_start_pos	1292500148	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_dlc06_yunnan_capital	8p_start_pos	1587925291	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_dlc06_yunnan_resource_1	8p_start_pos	417458956	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_dlc06_yunnan_resource_2	8p_start_pos	586300847	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_anding_capital	8p_start_pos	217104843	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_anding_resource_1	8p_start_pos	1016706298	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_anding_resource_2	8p_start_pos	552677876	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_anding_resource_3	8p_start_pos	308334334	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_anping_capital	8p_start_pos	1851987041	1040691189	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_anping_resource_1	8p_start_pos	1301590355	1629937324	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_badong_capital	8p_start_pos	306908467	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_badong_resource_1	8p_start_pos	1773937944	640217752	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_badong_resource_2	8p_start_pos	1229869892	597547035	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_bajun_capital	8p_start_pos	637977584	1662429929	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_bajun_resource_1	8p_start_pos	398810644	1069888144	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_baxi_capital	8p_start_pos	2029020453	967691504	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_baxi_resource_1	8p_start_pos	1455931031	864905722	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_baxi_resource_2	8p_start_pos	640428835	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_beihai_capital	8p_start_pos	1695894895	1067158747	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_beihai_resource_1	8p_start_pos	1700408680	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_bohai_capital	8p_start_pos	848733869	523462683	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_bohai_resource_1	8p_start_pos	1157226446	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	3	100
3k_main_cangwu_capital	8p_start_pos	1923265066	443172514	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_cangwu_resource_1	8p_start_pos	1394056337	1620946119	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_cangwu_resource_2	8p_start_pos	1442113232	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_cangwu_resource_3	8p_start_pos	1118637703	815881016	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_changan_capital	8p_start_pos	595125951	1893480477	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_changan_resource_1	8p_start_pos	1419688549	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_changsha_capital	8p_start_pos	1874256669	330369507	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_changsha_resource_1	8p_start_pos	433149214	1191920715	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	3	100
3k_main_changsha_resource_2	8p_start_pos	589384297	1376090853	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_changsha_resource_3	8p_start_pos	655183903	1930361455	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_chengdu_capital	8p_start_pos	1587594730	1511104299	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_chengdu_resource_1	8p_start_pos	1249805792	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_chengdu_resource_2	8p_start_pos	346755804	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_chengdu_resource_3	8p_start_pos	1164838051	2138078495	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_chenjun_capital	8p_start_pos	1217708400	456087795	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_chenjun_resource_1	8p_start_pos	1804445308	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_chenjun_resource_2	8p_start_pos	598062651	519663185	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_chenjun_resource_3	8p_start_pos	145260063	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_daijun_capital	8p_start_pos	465401546	1867052460	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_daijun_resource_1	8p_start_pos	565607372	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_donghai_capital	8p_start_pos	764150636	1813620705	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_donghai_resource_1	8p_start_pos	682548808	768867223	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	3	100
3k_main_dongjun_capital	8p_start_pos	1567425578	319346494	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_dongjun_resource_1	8p_start_pos	1775129434	1720812027	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_donglai_capital	8p_start_pos	1972007237	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_donglai_resource_1	8p_start_pos	1726210519	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_dongou_capital	8p_start_pos	2040102254	2086653188	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_dongou_resource_1	8p_start_pos	1017111529	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_fuling_capital	8p_start_pos	101193164	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_fuling_resource_1	8p_start_pos	284386546	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_gaoliang_capital	8p_start_pos	1782394258	1632412494	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_gaoliang_resource_1	8p_start_pos	507962278	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_guangling_capital	8p_start_pos	1877770143	1138947741	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_guangling_resource_1	8p_start_pos	1203749148	495442277	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_guangling_resource_2	8p_start_pos	1137312371	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	3	100
3k_main_hanzhong_capital	8p_start_pos	264741520	142228297	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_hanzhong_resource_1	8p_start_pos	530417563	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_hedong_capital	8p_start_pos	16018681	1319187969	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_hedong_resource_1	8p_start_pos	700516650	704874115	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_henei_capital	8p_start_pos	1334831565	399023527	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_henei_resource_1	8p_start_pos	860977998	818531579	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_hepu_capital	8p_start_pos	40483898	1455640148	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_hepu_resource_1	8p_start_pos	788159151	1381161532	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	3	100
3k_main_hepu_resource_2	8p_start_pos	569825472	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jianan_capital	8p_start_pos	2005140075	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_jianan_resource_1	8p_start_pos	930718350	106040822	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jianan_resource_2	8p_start_pos	1569576152	1303972284	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jiangxia_capital	8p_start_pos	533312291	818015159	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_jiangxia_resource_1	8p_start_pos	428080556	833498084	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jiangyang_capital	8p_start_pos	739356934	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_jiangyang_resource_1	8p_start_pos	1765857195	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jiangyang_resource_2	8p_start_pos	529621593	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jiangyang_resource_3	8p_start_pos	60261979	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jianning_capital	8p_start_pos	1730164584	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_jianning_resource_1	8p_start_pos	1058633779	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jianning_resource_2	8p_start_pos	391260515	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jianye_capital	8p_start_pos	2090358991	1576929687	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_jianye_resource_1	8p_start_pos	942868010	299308447	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jianye_resource_2	8p_start_pos	1915219602	1858811341	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jiaozhi_capital	8p_start_pos	1817135712	1372979682	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_jiaozhi_resource_1	8p_start_pos	1070423225	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jiaozhi_resource_2	8p_start_pos	1125148078	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jincheng_capital	8p_start_pos	1133580381	836315552	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_jincheng_resource_1	8p_start_pos	1241914444	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jincheng_resource_2	8p_start_pos	38261077	220898854	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_jingzhou_capital	8p_start_pos	871647557	1324821262	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_jingzhou_resource_1	8p_start_pos	1518074223	1001742758	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_kuaiji_capital	8p_start_pos	1398300163	174949641	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_kuaiji_resource_1	8p_start_pos	1444876379	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_kuaiji_resource_2	8p_start_pos	1711468459	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_langye_capital	8p_start_pos	1822533227	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_langye_resource_1	8p_start_pos	1041233705	805141477	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_langye_resource_2	8p_start_pos	387162948	1741710955	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	3	100
3k_main_lingling_capital	8p_start_pos	397508536	985006523	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_lingling_resource_1	8p_start_pos	1576758956	981252458	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_lingling_resource_2	8p_start_pos	1393790503	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_lujiang_capital	8p_start_pos	830039923	897800100	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_lujiang_resource_1	8p_start_pos	800022864	2138150428	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	3	100
3k_main_lujiang_resource_2	8p_start_pos	928393896	564058816	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_luling_capital	8p_start_pos	1436787480	1478267905	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_luling_resource_1	8p_start_pos	181203844	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_luoyang_capital	8p_start_pos	7874338	1205554437	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_luoyang_resource_1	8p_start_pos	1429465775	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	3	100
3k_main_nanhai_capital	8p_start_pos	1865116212	360705989	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_nanhai_resource_1	8p_start_pos	148962002	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_nanhai_resource_2	8p_start_pos	1997606249	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	3	100
3k_main_nanyang_capital	8p_start_pos	223896126	1466924816	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_nanyang_resource_1	8p_start_pos	1372777640	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_penchang_capital	8p_start_pos	635300584	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_penchang_resource_1	8p_start_pos	720324328	2081707267	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_pingyuan_capital	8p_start_pos	1129186493	1577733805	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_pingyuan_resource_1	8p_start_pos	1284059927	988906624	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_poyang_capital	8p_start_pos	1836658500	450364136	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_poyang_resource_1	8p_start_pos	1709475922	1873549033	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_poyang_resource_2	8p_start_pos	1973186010	1628016888	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_poyang_resource_3	8p_start_pos	1514160811	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_runan_capital	8p_start_pos	1460544406	664582103	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_runan_resource_1	8p_start_pos	818550970	1859679719	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_shangdang_capital	8p_start_pos	1973541379	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_shangdang_resource_1	8p_start_pos	1282955722	1551922267	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_shangyong_capital	8p_start_pos	2124186442	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
3k_main_shangyong_resource_1	8p_start_pos	846953175	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_shangyong_resource_2	8p_start_pos	98515587	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_shoufang_capital	8p_start_pos	1483208838	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	8	100
3k_main_shoufang_resource_1	8p_start_pos	1292211731	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_shoufang_resource_2	8p_start_pos	2147396797	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_shoufang_resource_3	8p_start_pos	621979605	1455640148	false	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	2	100
3k_main_taishan_capital	8p_start_pos	1748955627	1265109337	true	100000	500000	100000	0	0	ep_faction_rebels	3k_main_chinese	false	0	ep_factions_shadow_rebels	5	0	7	100
