region	campaign	id	owning_faction	faction_capital	base_population	base_max_population	population	base_gdp	town_wealth	rebel_faction	cultural_originator	settler_rebellions_enabled	capture_prestige	alternative_rebel_faction	development_points	base_fertility	slot_cap	initial_faction_support_value
3k_dlc06_liaodong_capital	3k_main_campaign_map	1393027303	2120137639	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_dlc06_liaodong_resource_1	3k_main_campaign_map	1290778513	2120137639	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_dlc06_qi_pass	3k_main_campaign_map	116247729	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	4	100
3k_dlc06_san_pass	3k_main_campaign_map	2074493755	2120137582	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	4	100
3k_dlc06_shangdang_resource_2	3k_main_campaign_map	1904466935	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_dlc06_tong_pass	3k_main_campaign_map	1231460240	2120137582	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	4	100
3k_dlc06_wu_pass	3k_main_campaign_map	946494533	2120137582	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	4	100
3k_dlc06_xiapi_capital	3k_main_campaign_map	684766987	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_dlc06_xiapi_resource_1	3k_main_campaign_map	547494684	2120137724	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_dlc06_yongchang_capital	3k_main_campaign_map	424096713	2139938908	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_dlc06_yongchang_resource_1	3k_main_campaign_map	537205915	1842196471	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_dlc06_yunnan_capital	3k_main_campaign_map	8922297	2064724960	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_dlc06_yunnan_resource_1	3k_main_campaign_map	327855635	1074628868	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_dlc06_yunnan_resource_2	3k_main_campaign_map	720702853	2017459930	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_anding_capital	3k_main_campaign_map	2130430786	2120137582	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	60
3k_main_anding_resource_1	3k_main_campaign_map	2130430792		false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	60
3k_main_anding_resource_2	3k_main_campaign_map	2130430793	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	60
3k_main_anding_resource_3	3k_main_campaign_map	2130430797	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	60
3k_main_anping_capital	3k_main_campaign_map	2130430802	2120137640	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_anping_resource_1	3k_main_campaign_map	2130430807	2120137640	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_badong_capital	3k_main_campaign_map	2130430808	2058050272	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_badong_resource_1	3k_main_campaign_map	2130430817	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_badong_resource_2	3k_main_campaign_map	2130430822	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_bajun_capital	3k_main_campaign_map	2130430831	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_bajun_resource_1	3k_main_campaign_map	2130430838	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_baxi_capital	3k_main_campaign_map	2130430841	144019251	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_baxi_resource_1	3k_main_campaign_map	2130430848	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_baxi_resource_2	3k_main_campaign_map	2130430854	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_beihai_capital	3k_main_campaign_map	2130430857	2120137681	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_beihai_resource_1	3k_main_campaign_map	2130430864	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_bohai_capital	3k_main_campaign_map	2130430866	2120137610	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_bohai_resource_1	3k_main_campaign_map	2130430869	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	100
3k_main_cangwu_capital	3k_main_campaign_map	2130430877	798909997	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_cangwu_resource_1	3k_main_campaign_map	2130430885	117890960	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_cangwu_resource_2	3k_main_campaign_map	2130430895	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_cangwu_resource_3	3k_main_campaign_map	2130430899	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_changan_capital	3k_main_campaign_map	2130430908	2120137582	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	80
3k_main_changan_resource_1	3k_main_campaign_map	2130430913	2120137582	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	80
3k_main_changsha_capital	3k_main_campaign_map	2130430920	2120137601	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_changsha_resource_1	3k_main_campaign_map	2130430922	1160789399	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	100
3k_main_changsha_resource_2	3k_main_campaign_map	2130430930	1173981200	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_changsha_resource_3	3k_main_campaign_map	2130430939	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_chengdu_capital	3k_main_campaign_map	2130430947	2120137699	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_chengdu_resource_1	3k_main_campaign_map	2130430952		false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_chengdu_resource_2	3k_main_campaign_map	2130430958	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_chengdu_resource_3	3k_main_campaign_map	2130430966	2120137675	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_chenjun_capital	3k_main_campaign_map	2130430968	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_chenjun_resource_1	3k_main_campaign_map	2130430970	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_chenjun_resource_2	3k_main_campaign_map	2130430972	626645280	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_chenjun_resource_3	3k_main_campaign_map	2130430974	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_daijun_capital	3k_main_campaign_map	2130430983	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_daijun_resource_1	3k_main_campaign_map	2130430986	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_donghai_capital	3k_main_campaign_map	2130430994	2120137724	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_donghai_resource_1	3k_main_campaign_map	2130430999	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	100
3k_main_dongjun_capital	3k_main_campaign_map	2130431003	2120137698	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_dongjun_resource_1	3k_main_campaign_map	2130431011	2120137764	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_donglai_capital	3k_main_campaign_map	2130431017	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_donglai_resource_1	3k_main_campaign_map	2130431027	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_dongou_capital	3k_main_campaign_map	2130431037	1846368668	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_dongou_resource_1	3k_main_campaign_map	2130431039	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_fuling_capital	3k_main_campaign_map	2130431046	44771271	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_fuling_resource_1	3k_main_campaign_map	2130431054	44771271	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_gaoliang_capital	3k_main_campaign_map	2130431767	1307761329	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_gaoliang_resource_1	3k_main_campaign_map	2130431768	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_guangling_capital	3k_main_campaign_map	2130431058	1570674462	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_guangling_resource_1	3k_main_campaign_map	2130431062	2120137745	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_guangling_resource_2	3k_main_campaign_map	2130431063	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	100
3k_main_hanzhong_capital	3k_main_campaign_map	2130431068	2120137618	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	60
3k_main_hanzhong_resource_1	3k_main_campaign_map	2130431069	2120137582	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	60
3k_main_hedong_capital	3k_main_campaign_map	2130431077	2120137657	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_hedong_resource_1	3k_main_campaign_map	2130431078	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	100
3k_main_henei_capital	3k_main_campaign_map	2130431083	2120137726	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_henei_resource_1	3k_main_campaign_map	2130431093	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_hepu_capital	3k_main_campaign_map	2130431098	2120137592	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_hepu_resource_1	3k_main_campaign_map	2130431102	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	100
3k_main_hepu_resource_2	3k_main_campaign_map	592237476		false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jianan_capital	3k_main_campaign_map	2130431103	1460407817	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_jianan_resource_1	3k_main_campaign_map	2130431111	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jianan_resource_2	3k_main_campaign_map	2130431117	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jiangxia_capital	3k_main_campaign_map	2130431125	2120137667	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_jiangxia_resource_1	3k_main_campaign_map	2130431133	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jiangyang_capital	3k_main_campaign_map	2130431140	1474191304	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_jiangyang_resource_1	3k_main_campaign_map	2130431142	1297082898	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jiangyang_resource_2	3k_main_campaign_map	2130431145	501828647	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jiangyang_resource_3	3k_main_campaign_map	2130431153	1066912560	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jianning_capital	3k_main_campaign_map	2130431155	37823120	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_jianning_resource_1	3k_main_campaign_map	2130431164	841707007	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jianning_resource_2	3k_main_campaign_map	2130431168	1630163246	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jianye_capital	3k_main_campaign_map	2130431176	2120137703	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_jianye_resource_1	3k_main_campaign_map	2130431183	699677430	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jianye_resource_2	3k_main_campaign_map	2130431193	657131286	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jiaozhi_capital	3k_main_campaign_map	2130431198	2120137592	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_jiaozhi_resource_1	3k_main_campaign_map	2130431206	2120137592	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jiaozhi_resource_2	3k_main_campaign_map	2130431213	1549452243	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jincheng_capital	3k_main_campaign_map	2130431222	2120137647	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_jincheng_resource_1	3k_main_campaign_map	2130431226	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jincheng_resource_2	3k_main_campaign_map	2130431229	2120137707	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_jingzhou_capital	3k_main_campaign_map	2130431231	1420379793	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_jingzhou_resource_1	3k_main_campaign_map	2130431241	2120137630	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_kuaiji_capital	3k_main_campaign_map	2130431247	2120137730	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_kuaiji_resource_1	3k_main_campaign_map	2130431257	563926470	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_kuaiji_resource_2	3k_main_campaign_map	2130431262	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_langye_capital	3k_main_campaign_map	2130431266	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_langye_resource_1	3k_main_campaign_map	2130431272	1709106905	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_langye_resource_2	3k_main_campaign_map	2130431278	1694481295	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	100
3k_main_lingling_capital	3k_main_campaign_map	2130431284	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_lingling_resource_1	3k_main_campaign_map	2130431285	395194237	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_lingling_resource_2	3k_main_campaign_map	2130431295	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_lujiang_capital	3k_main_campaign_map	2130431308	1080544583	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_lujiang_resource_1	3k_main_campaign_map	2130431314	776331693	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	100
3k_main_lujiang_resource_2	3k_main_campaign_map	2130431316	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_luling_capital	3k_main_campaign_map	2130431323	1132820248	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_luling_resource_1	3k_main_campaign_map	2130431329	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_luoyang_capital	3k_main_campaign_map	2130431338		false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	60
3k_main_luoyang_resource_1	3k_main_campaign_map	2130431347	1073678827	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_anding	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	60
3k_main_nanhai_capital	3k_main_campaign_map	2130431354	123373752	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	10	100
3k_main_nanhai_resource_1	3k_main_campaign_map	2130431362	135500010	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_nanhai_resource_2	3k_main_campaign_map	2130431370	123373752	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	3	100
3k_main_nanyang_capital	3k_main_campaign_map	2130431386	2120137736	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_nanyang_resource_1	3k_main_campaign_map	2130431393	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_penchang_capital	3k_main_campaign_map	2130431399	563926470	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_penchang_resource_1	3k_main_campaign_map	2130431406	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_pingyuan_capital	3k_main_campaign_map	2130431418	2120137576	true	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
3k_main_pingyuan_resource_1	3k_main_campaign_map	2130431419	563926470	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_taishan	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	2	100
3k_main_poyang_capital	3k_main_campaign_map	2130431425	2120137657	false	100000	500000	100000	0	0	3k_main_faction_yellow_turban_rebels	3k_main_chinese	false	0	3k_main_faction_rebels	5	0	9	100
