key	prelude_battle	video	loading_screen_image	loading_screen_intro_video	override_force_location_x	override_force_location_y	voiceover	sort_order	victory_screen_image	defeat_screen_image	frontend_character	faction_leader_effect_bundle	starting_progression_level	is_recommended
3k_dlc04_political_party_sun_jian_ruler		mh_faction_intro_all	ui/loading_ui/load_images/testSeason.png	mh_faction_intro_all	904.0000	590.0000	vo_actor_hero_Sun_Jian_dlc04	8	ui/post_campaign_background/campaign_victory_sun_jian.png	ui/post_campaign_background/campaign_defeat_sunjian.png	3k_main_template_historical_sun_jian_hero_metal_faction_leader	3k_main_frontend_leader_bundle_sun_jian_ruler	3k_dlc04_cao_cao_0	true
3k_dlc04_political_party_tao_qian_ruler		mh_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_water	869.0000	353.0000	vo_actor_general_Tao_Qian_dlc04	5	ui/post_campaign_background/campaign_victory_tao_qian.png	ui/post_campaign_background/campaign_defeat_tao_qian.png	3k_main_template_historical_tao_qian_hero_water_faction_leader	3k_dlc04_frontend_leader_tao_qian_ruler	3k_dlc04_cao_cao_0	false
3k_dlc04_political_party_yuan_shu_ruler		mh_faction_intro_all	ui/loading_ui/load_images/testSeason.png	mh_faction_intro_all	619.0000	384.0000	vo_actor_general_Yuan_Shu_dlc07	5	ui/post_campaign_background/campaign_victory_yellow.png	ui/post_campaign_background/campaign_defeat_yellow.png	3k_main_template_historical_yuan_shu_hero_earth_faction_leader	3k_main_frontend_leader_bundle_yuan_shu_ruler	3k_dlc04_cao_cao_0	false
3k_dlc04_political_party_zhang_bao_ruler		mh_faction_intro_all	ui/loading_ui/load_images/testSeason.png	mh_faction_intro_all	669.0000	203.0000	vo_actor_general_Zhang_Bao	10	ui/post_campaign_background/campaign_victory_zhang_bao.png	ui/post_campaign_background/campaign_defeat_zhang_bao.png	3k_dlc04_template_historical_zhang_bao_veteran_faction_leader	3k_dlc04_frontend_leader_zhang_bao_ruler	3k_dlc04_cao_cao_0	false
3k_dlc04_political_party_zhang_jue_ruler		mh_faction_intro_all	ui/loading_ui/load_images/testSeason.png	mh_faction_intro_all	709.0000	196.0000	vo_actor_general_Zhang_Jue	9	ui/post_campaign_background/campaign_victory_zhang_jue.png	ui/post_campaign_background/campaign_defeat_zhang_jue.png	3k_dlc04_template_historical_zhang_jue_healer_faction_leader	3k_dlc04_frontend_leader_zhang_jue_ruler	3k_dlc04_cao_cao_0	true
3k_dlc04_political_party_zhang_liang_ruler		mh_faction_intro_all	ui/loading_ui/load_images/testSeason.png	mh_faction_intro_all	727.0000	247.0000	vo_actor_general_Zhang_Liang	11	ui/post_campaign_background/campaign_victory_zhang_liang.png	ui/post_campaign_background/campaign_defeat_zhang_liang.png	3k_dlc04_template_historical_zhang_liang_veteran_faction_leader	3k_dlc04_frontend_leader_zhang_liang_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_cao_cao_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	695.0000	355.0000	vo_actor_hero_Cao_Cao	0	ui/post_campaign_background/campaign_victory_cao_cao.png	ui/post_campaign_background/campaign_defeat_cao_cao.png	3k_main_template_historical_cao_cao_hero_earth_faction_leader	3k_main_frontend_leader_bundle_cao_cao_ruler	3k_dlc04_cao_cao_0	true
3k_dlc05_political_party_gongsun_zan_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	830.0000	151.0000	vo_actor_hero_Gongsun_Zan	4	ui/post_campaign_background/campaign_victory_gonksun_zan.png	ui/post_campaign_background/campaign_defeat_gonksunzan.png	3k_main_template_historical_gongsun_zan_hero_fire_faction_leader	3k_main_frontend_leader_bundle_gongsun_zan_ruler	3k_dlc04_cao_cao_0	true
3k_dlc05_political_party_kong_rong_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	873.0000	258.0000	vo_actor_general_Kong_Rong	10	ui/post_campaign_background/campaign_victory_kong_rong.png	ui/post_campaign_background/campaign_defeat_kong_rong.png	3k_main_template_historical_kong_rong_hero_water_faction_leader	3k_main_frontend_leader_bundle_kong_rong_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_liu_bei_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	872.0000	351.0000	vo_actor_hero_Liu_Bei_dlc05	3	ui/post_campaign_background/campaign_victory_liu_bei.png	ui/post_campaign_background/campaign_defeat_liu_bei.png	3k_main_template_historical_liu_bei_hero_earth_faction_leader	3k_main_frontend_leader_bundle_liu_bei_ruler	3k_dlc04_cao_cao_0	true
3k_dlc05_political_party_liu_biao_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	575.0000	545.0000	vo_actor_general_Liu_Biao	11	ui/post_campaign_background/campaign_victory_liu_biao.png	ui/post_campaign_background/campaign_defeat_liu_biao.png	3k_main_template_historical_liu_biao_hero_earth_faction_leader	3k_main_frontend_leader_bundle_liu_biao_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_liu_yan_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	695.0000	355.0000	vo_actor_general_Liu_Yan_dlc07	14	ui/post_campaign_background/campaign_victory_liu_yan.png	ui/post_campaign_background/campaign_defeat_liu_yan.png	3k_dlc07_template_historical_liu_yan_hero_water_faction_leader	3k_dlc07_frontend_leader_bundle_liu_yan_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_lu_bu_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	748.0000	380.0000	vo_actor_hero_Lu_Bu_dlc05	5	ui/post_campaign_background/campaign_victory_lu_bu.png	ui/post_campaign_background/campaign_defeat_lu_bu.png	3k_main_template_historical_lu_bu_hero_fire	3k_dlc05_frontend_leader_bundle_lu_bu_ruler	3k_dlc04_cao_cao_0	true
3k_dlc05_political_party_ma_teng_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	376.0000	313.0000	vo_actor_general_Ma_Teng_dlc05	9	ui/post_campaign_background/campaign_victory_ma_teng.png	ui/post_campaign_background/campaign_defeat_ma_teng.png	3k_main_template_historical_ma_teng_hero_fire_faction_leader	3k_main_frontend_leader_bundle_ma_teng_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_prince_liu_chong_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	694.0000	362.0000	vo_actor_general_Prince_Liu_Chong_dlc07	20	ui/post_campaign_background/campaign_victory_liu_chong.png	ui/post_campaign_background/campaign_defeat_liu_chong.png	3k_main_template_historical_liu_chong_hero_earth_faction_leader	3k_dlc04_frontend_leader_prince_liu_chong_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_sun_ce_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	780.0000	475.0000	vo_actor_general_Sun_Ce	1	ui/post_campaign_background/campaign_victory_sun_ce.png	ui/post_campaign_background/campaign_defeat_sun_ce.png	3k_dlc05_template_historical_sun_ce_hero_fire_faction_leader	3k_dlc05_frontend_leader_bundle_sun_ce_ruler	3k_dlc04_cao_cao_0	true
3k_dlc05_political_party_white_tiger_yan_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	890.0000	536.0000	vo_actor_hero_Yan_Baihu	14	ui/post_campaign_background/campaign_victory_white_tiger_yan.png	ui/post_campaign_background/campaign_defeat_white_tiger_yan.png	3k_main_template_historical_yan_baihu_metal	3k_dlc05_frontend_leader_bundle_white_tiger_yan_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_yellow_turban_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	719.0000	460.0000	vo_actor_hero_He_Yi_dlc07	11	ui/post_campaign_background/campaign_victory_yellow_turban.png	ui/post_campaign_background/campaign_defeat_yellow_turban.png	3k_ytr_template_historical_he_yi_hero_water_faction_leader	3k_main_frontend_leader_bundle_he_yi_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_yuan_shao_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	728.0000	255.0000	vo_actor_hero_Yuan_Shao	6	ui/post_campaign_background/campaign_victory_yuan_shao.png	ui/post_campaign_background/campaign_defeat_yuan_shao.png	3k_main_template_historical_yuan_shao_hero_earth_faction_leader	3k_main_frontend_leader_bundle_yuan_shao_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_yuan_shu_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	820.0000	450.0000	vo_actor_general_Yuan_Shu_dlc05	7	ui/post_campaign_background/campaign_victory_yellow.png	ui/post_campaign_background/campaign_defeat_yellow.png	3k_main_template_historical_yuan_shu_hero_earth_faction_leader	3k_main_frontend_leader_bundle_yuan_shu_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_zhang_yan_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	590.0000	230.0000	vo_actor_general_Zhang_Yan_dlc05	13	ui/post_campaign_background/campaign_victory_green.png	ui/post_campaign_background/campaign_defeat_green.png	3k_main_template_historical_zhang_yan_hero_wood_faction_leader	3k_main_frontend_leader_bundle_zhang_yan_ruler	3k_dlc04_cao_cao_0	false
3k_dlc05_political_party_zheng_jiang_ruler		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_dlc05_faction_intro_all	795.0000	350.0000	vo_actor_hero_Zheng_Jiang	12	ui/post_campaign_background/campaign_victory_zhenk_jian.png	ui/post_campaign_background/campaign_defeat_zhengjiang.png	3k_main_template_historical_lady_zheng_jiang_hero_wood_faction_leader	3k_main_frontend_leader_bundle_zheng_jiang_ruler	3k_dlc04_cao_cao_0	false
3k_dlc06_political_party_nanman_king_meng_huo_ruler_190		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	251.0000	629.0000	vo_actor_general_Meng_Huo_dlc06	0	ui/post_campaign_background/campaign_victory_meng_huo.png	ui/post_campaign_background/campaign_defeat_meng_huo.png	3k_dlc06_template_historical_king_meng_huo_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_king_meng_huo_ruler	3k_dlc06_nanman_0	true
3k_dlc06_political_party_nanman_king_meng_huo_ruler_194		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	251.0000	629.0000	vo_actor_general_Meng_Huo_dlc06	0	ui/post_campaign_background/campaign_victory_meng_huo.png	ui/post_campaign_background/campaign_defeat_meng_huo.png	3k_dlc06_template_historical_king_meng_huo_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_king_meng_huo_ruler	3k_dlc06_nanman_0	true
3k_dlc06_political_party_nanman_king_meng_huo_ruler_198		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	251.0000	629.0000	vo_actor_general_Meng_Huo_dlc07	0	ui/post_campaign_background/campaign_victory_meng_huo.png	ui/post_campaign_background/campaign_defeat_meng_huo.png	3k_dlc06_template_historical_king_meng_huo_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_king_meng_huo_ruler	3k_dlc06_nanman_0	true
3k_dlc06_political_party_nanman_king_mulu_ruler_190		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	323.0000	583.0000	vo_actor_general_King_Mulu_dlc06	1	ui/post_campaign_background/campaign_victory_king_mulu.png	ui/post_campaign_background/campaign_defeat_king_mulu.png	3k_dlc06_template_historical_king_mulu_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_king_mulu_ruler	3k_dlc06_nanman_0	false
3k_dlc06_political_party_nanman_king_mulu_ruler_194		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	323.0000	583.0000	vo_actor_general_King_Mulu_dlc06	1	ui/post_campaign_background/campaign_victory_king_mulu.png	ui/post_campaign_background/campaign_defeat_king_mulu.png	3k_dlc06_template_historical_king_mulu_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_king_mulu_ruler	3k_dlc06_nanman_0	false
3k_dlc06_political_party_nanman_king_mulu_ruler_198		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	323.0000	583.0000	vo_actor_general_King_Mulu_dlc07	2	ui/post_campaign_background/campaign_victory_king_mulu.png	ui/post_campaign_background/campaign_defeat_king_mulu.png	3k_dlc06_template_historical_king_mulu_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_king_mulu_ruler	3k_dlc06_nanman_0	false
3k_dlc06_political_party_nanman_king_shamoke_ruler_190		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	350.0000	717.0000	vo_actor_general_King_Shamoke_dlc06	2	ui/post_campaign_background/campaign_victory_king_shamoke.png	ui/post_campaign_background/campaign_defeat_king_shamoke.png	3k_dlc06_template_historical_king_shamoke_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_shamoke_ruler	3k_dlc06_nanman_0	false
3k_dlc06_political_party_nanman_king_shamoke_ruler_194		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	350.0000	717.0000	vo_actor_general_King_Shamoke_dlc06	2	ui/post_campaign_background/campaign_victory_king_shamoke.png	ui/post_campaign_background/campaign_defeat_king_shamoke.png	3k_dlc06_template_historical_king_shamoke_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_shamoke_ruler	3k_dlc06_nanman_0	false
3k_dlc06_political_party_nanman_king_shamoke_ruler_198		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	350.0000	717.0000	vo_actor_general_King_Shamoke_dlc07	3	ui/post_campaign_background/campaign_victory_king_shamoke.png	ui/post_campaign_background/campaign_defeat_king_shamoke.png	3k_dlc06_template_historical_king_shamoke_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_shamoke_ruler	3k_dlc06_nanman_1	false
3k_dlc06_political_party_nanman_lady_zhurong_ruler_190		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	212.0000	668.0000	vo_actor_general_Lady_Zhurong_dlc06	3	ui/post_campaign_background/campaign_victory_lady_zhurong.png	ui/post_campaign_background/campaign_victory_lady_zhurong.png	3k_dlc06_template_historical_lady_zhurong_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_lady_zhurong_ruler	3k_dlc06_nanman_0	false
3k_dlc06_political_party_nanman_lady_zhurong_ruler_194		3k_dlc06_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc06_faction_intro_all	215.0000	668.0000	vo_actor_general_Lady_Zhurong_dlc06	3	ui/post_campaign_background/campaign_victory_lady_zhurong.png	ui/post_campaign_background/campaign_victory_lady_zhurong.png	3k_dlc06_template_historical_lady_zhurong_hero_nanman_faction_leader	3k_dlc06_frontend_leader_bundle_lady_zhurong_ruler	3k_dlc06_nanman_0	false
3k_dlc06_political_party_shi_xie_ruler_190		3k_main_faction_intro_water	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_water	304.0000	563.0000	vo_actor_general_Shi_Xie_dlc06	15	ui/post_campaign_background/campaign_victory_shi_xie.png	ui/post_campaign_background/campaign_defeat_shi_xie.png	3k_dlc06_template_historical_shi_xie_hero_water_faction_leader	3k_dlc06_frontend_leader_bundle_shi_xie_ruler	3k_dlc06_shi_xie_1	false
3k_dlc06_political_party_shi_xie_ruler_194		3k_dlc05_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_main_faction_intro_water	304.0000	563.0000	vo_actor_general_Shi_Xie_dlc06	8	ui/post_campaign_background/campaign_victory_shi_xie.png	ui/post_campaign_background/campaign_defeat_shi_xie.png	3k_dlc06_template_historical_shi_xie_hero_water_faction_leader	3k_dlc06_frontend_leader_bundle_shi_xie_ruler	3k_dlc06_shi_xie_2	false
3k_dlc06_political_party_shi_xie_ruler_198		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	304.0000	563.0000	vo_actor_general_Shi_Xie_dlc07	15	ui/post_campaign_background/campaign_victory_shi_xie.png	ui/post_campaign_background/campaign_defeat_shi_xie.png	3k_dlc06_template_historical_shi_xie_hero_water_faction_leader	3k_dlc06_frontend_leader_bundle_shi_xie_ruler	3k_dlc06_shi_xie_2	false
3k_dlc07_political_party_cao_cao_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	695.0000	355.0000	vo_actor_hero_Cao_Cao_dlc07	11	ui/post_campaign_background/campaign_victory_cao_cao.png	ui/post_campaign_background/campaign_defeat_cao_cao.png	3k_main_template_historical_cao_cao_hero_earth_faction_leader	3k_main_frontend_leader_bundle_cao_cao_ruler	3k_dlc04_cao_cao_0	true
3k_dlc07_political_party_liu_bei_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	872.0000	351.0000	vo_actor_hero_Liu_Bei_dlc07	0	ui/post_campaign_background/campaign_victory_liu_bei.png	ui/post_campaign_background/campaign_defeat_liu_bei.png	3k_main_template_historical_liu_bei_hero_earth_faction_leader	3k_main_frontend_leader_bundle_liu_bei_ruler	3k_dlc04_cao_cao_0	true
3k_dlc07_political_party_liu_biao_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	575.0000	545.0000	vo_actor_general_Liu_Biao_dlc07	4	ui/post_campaign_background/campaign_victory_liu_biao.png	ui/post_campaign_background/campaign_defeat_liu_biao.png	3k_main_template_historical_liu_biao_hero_earth_faction_leader	3k_main_frontend_leader_bundle_liu_biao_ruler	3k_dlc04_cao_cao_0	false
3k_dlc07_political_party_liu_zhang_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	695.0000	355.0000	vo_actor_general_Liu_Zhang_dlc07	14	ui/post_campaign_background/campaign_victory_liu_yan.png	ui/post_campaign_background/campaign_defeat_liu_yan.png	3k_dlc07_template_historical_liu_zhang_hero_earth_faction_leader	3k_dlc07_frontend_leader_bundle_liu_yan_ruler	3k_dlc04_cao_cao_0	true
3k_dlc07_political_party_ma_teng_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	376.0000	313.0000	vo_actor_general_Ma_Teng_dlc07	3	ui/post_campaign_background/campaign_victory_ma_teng.png	ui/post_campaign_background/campaign_defeat_ma_teng.png	3k_main_template_historical_ma_teng_hero_fire_faction_leader	3k_main_frontend_leader_bundle_ma_teng_ruler	3k_dlc04_cao_cao_0	false
3k_dlc07_political_party_sun_ce_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	780.0000	475.0000	vo_actor_general_Sun_Ce_dlc07	7	ui/post_campaign_background/campaign_victory_sun_ce.png	ui/post_campaign_background/campaign_defeat_sun_ce.png	3k_dlc05_template_historical_sun_ce_hero_fire_faction_leader	3k_dlc05_frontend_leader_bundle_sun_ce_ruler	3k_dlc04_cao_cao_0	false
3k_dlc07_political_party_yellow_anding_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_yellow_turbans	314.0000	374.0000	vo_actor_general_Gong_Du_dlc07	12	ui/post_campaign_background/campaign_victory_yellow_turban.png	ui/post_campaign_background/campaign_defeat_yellow_turban.png	3k_ytr_template_historical_gong_du_hero_wood_faction_leader	3k_main_frontend_leader_bundle_gong_du_ruler	3k_dlc04_cao_cao_0	false
3k_dlc07_political_party_yuan_shao_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	728.0000	255.0000	vo_actor_hero_Yuan_Shao_dlc07	1	ui/post_campaign_background/campaign_victory_yuan_shao.png	ui/post_campaign_background/campaign_defeat_yuan_shao.png	3k_main_template_historical_yuan_shao_hero_earth_faction_leader	3k_main_frontend_leader_bundle_yuan_shao_ruler	3k_dlc04_cao_cao_0	true
3k_dlc07_political_party_zhang_yan_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	590.0000	230.0000	vo_actor_general_Zhang_Yan_dlc07	13	ui/post_campaign_background/campaign_victory_green.png	ui/post_campaign_background/campaign_defeat_green.png	3k_main_template_historical_zhang_yan_hero_wood_faction_leader	3k_main_frontend_leader_bundle_zhang_yan_ruler	3k_dlc04_cao_cao_0	false
3k_dlc07_political_party_zheng_jiang_ruler		3k_dlc07_faction_intro_all	ui/loading_ui/load_images/campaign_1.png	3k_dlc05_faction_intro_all	795.0000	350.0000	vo_actor_hero_Zheng_Jiang_dlc07	12	ui/post_campaign_background/campaign_victory_zhenk_jian.png	ui/post_campaign_background/campaign_defeat_zhengjiang.png	3k_main_template_historical_lady_zheng_jiang_hero_wood_faction_leader	3k_main_frontend_leader_bundle_zheng_jiang_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_cao_cao_ruler		3k_main_faction_intro_cao_cao	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_cao_cao	750.0000	337.0000	vo_actor_hero_Cao_Cao	0	ui/post_campaign_background/campaign_victory_cao_cao.png	ui/post_campaign_background/campaign_defeat_cao_cao.png	3k_main_template_historical_cao_cao_hero_earth_faction_leader	3k_main_frontend_leader_bundle_cao_cao_ruler	3k_dlc04_cao_cao_0	true
3k_main_political_party_dong_zhuo_ruler		3k_main_faction_intro_dong_zhuo	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_dong_zhuo	468.0000	338.0000	vo_actor_hero_Dong_Zhuo	14	ui/post_campaign_background/campaign_victory_dhong_zhou.png	ui/post_campaign_background/campaign_defeat_dhong_zhou.png	3k_main_template_historical_dong_zhuo_hero_fire_faction_leader	3k_main_frontend_leader_bundle_dong_zhuo_ruler	3k_dlc04_cao_cao_0	false
3k_main_political_party_gongsun_zan_ruler		3k_main_faction_intro_gongsun_zan	ui/loading_ui/load_images/testSeason.png	3k_main_faction_intro_gongsun_zan	830.0000	151.0000	vo_actor_hero_Gongsun_Zan	3	ui/post_campaign_background/campaign_victory_gonksun_zan.png	ui/post_campaign_background/campaign_defeat_gonksunzan.png	3k_main_template_historical_gongsun_zan_hero_fire_faction_leader	3k_main_frontend_leader_bundle_gongsun_zan_ruler	3k_dlc04_cao_cao_0	true
