character_generation_template	game_mode	death_distribution_curve	initial_ceos	retinue	min_rank	max_rank	experience_rank_effects	attribute_set	skill_set_override	initial_lives	undercover_character_chance_multiplier	is_deployable
3k_mtu_template_historical_lady_dong_peishan_hero_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_dong_peishan	3k_main_general_generic_earth	0	0	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_historical_lady_dong_peishan	1	1.0000	true
3k_mtu_template_historical_lady_dong_peishan_hero_earth	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_dong_peishan	3k_main_hero_generic_earth	0	0	3k_main_rank_effect_set_romance_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_historical_lady_dong_peishan	1	1.0000	true
3k_mtu_template_historical_lady_du_hero_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_bian_huilan	3k_main_general_generic_earth	0	0	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_historical_lady_du	1	1.0000	true
3k_mtu_template_historical_lady_du_hero_earth	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_bian_huilan	3k_main_hero_generic_earth	0	0	3k_main_rank_effect_set_romance_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_historical_lady_du	1	1.0000	true
3k_mtu_template_historical_lady_feng_hero_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_da_qiao	3k_main_general_generic_earth	0	0	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_water_records	3k_main_skillset_historical_lady_feng	1	1.0000	true
3k_mtu_template_historical_lady_feng_hero_earth	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_da_qiao	3k_main_hero_generic_earth	0	0	3k_main_rank_effect_set_romance_earth_commander	3k_main_attribute_set_general_water_romance	3k_main_skillset_historical_lady_feng	1	1.0000	true
3k_mtu_template_historical_lady_gongsun_jinting_hero_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_gongsun_jinting	3k_main_general_generic_water_strategist	0	0	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_historical_lady_gongsun_jinting	1	1.0000	true
3k_mtu_template_historical_lady_gongsun_jinting_hero_water	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_gongsun_jinting	3k_main_hero_generic_water_strategist	0	0	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_historical_lady_gongsun_jinting	1	1.0000	true
3k_mtu_template_historical_lady_guan_yinping_hero_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_guan_yinping	3k_main_general_generic_wood	3	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_historical_guan_yinping	1	1.0000	true
3k_mtu_template_historical_lady_guan_yinping_hero_wood	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_guan_yinping	3k_main_hero_generic_wood	3	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_historical_guan_yinping	1	1.0000	true
3k_mtu_template_historical_lady_lu_ji_hero_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_lu_ji	3k_main_general_generic_wood	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_historical_lady_lu_ji	1	1.0000	true
3k_mtu_template_historical_lady_lu_ji_hero_wood	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_lu_ji	3k_main_hero_generic_wood	0	0	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_historical_lady_lu_ji	1	1.0000	true
3k_mtu_template_historical_lady_lu_zheng_hero_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_lu_zheng	3k_main_general_generic_water_strategist	1	1	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_historical_lady_lu_zheng	1	1.0000	true
3k_mtu_template_historical_lady_lu_zheng_hero_water	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_lu_zheng	3k_main_hero_generic_water_strategist	1	1	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_historical_lady_lu_zheng	1	1.0000	true
3k_mtu_template_historical_lady_ma_lanli_hero_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_ma_lanli	3k_main_general_generic_metal	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_historical_lady_ma_lanli	1	1.0000	true
3k_mtu_template_historical_lady_ma_lanli_hero_metal	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_ma_lanli	3k_main_hero_generic_metal	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_historical_lady_ma_lanli	1	1.0000	true
3k_mtu_template_historical_lady_ma_yunlu_hero_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_ma_yunlu	3k_main_general_generic_metal	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_historical_lady_ma_yunlu	1	1.0000	true
3k_mtu_template_historical_lady_ma_yunlu_hero_metal	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_ma_yunlu	3k_main_hero_generic_metal	0	0	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_historical_lady_ma_yunlu	1	1.0000	true
3k_mtu_template_historical_lady_trieu_hero_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_trieu	3k_main_general_generic_wood	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_historical_lady_trieu	1	1.0000	true
3k_mtu_template_historical_lady_trieu_hero_wood	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_trieu	3k_main_hero_generic_wood	0	0	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_historical_lady_trieu	1	1.0000	true
3k_mtu_template_historical_lady_wang_liting_hero_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_wang_liting	3k_main_general_generic_metal	0	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_historical_lady_wang_liting	1	1.0000	true
3k_mtu_template_historical_lady_wang_liting_hero_metal	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_wang_liting	3k_main_hero_generic_metal	0	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_historical_lady_wang_liting	1	1.0000	true
3k_mtu_template_historical_lady_wu_minyu_hero_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_wu_minyu	3k_main_general_generic_earth	0	0	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_historical_lady_wu_minyu	1	1.0000	true
3k_mtu_template_historical_lady_wu_minyu_hero_earth	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_wu_minyu	3k_main_hero_generic_earth	0	0	3k_main_rank_effect_set_romance_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_historical_lady_wu_minyu	1	1.0000	true
3k_mtu_template_historical_lady_yuan_anyang_hero_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_xiao_qiao	3k_main_general_generic_water_strategist	1	1	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_historical_lady_yuan_anyang	1	1.0000	true
3k_mtu_template_historical_lady_yuan_anyang_hero_water	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_xiao_qiao	3k_main_hero_generic_water_strategist	1	1	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_historical_lady_yuan_anyang	1	1.0000	true
3k_mtu_template_historical_lady_zhang_xingcai_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_zhang_xingcai	3k_main_general_generic_fire	3	3	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_historical_lady_zhang_xingcai	1	1.0000	true
3k_mtu_template_historical_lady_zhang_xingcai_hero_fire	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_zhang_xingcai	3k_main_hero_generic_fire	3	3	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_historical_lady_zhang_xingcai	1	1.0000	true
3k_mtu_template_historical_lady_zhu_beng_hero_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_generic_f_wood_envoy_legendary	3k_main_general_generic_wood	2	2	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_historical_lady_zhu_beng	1	1.0000	true
3k_mtu_template_historical_lady_zhu_beng_hero_wood	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_generic_f_wood_envoy_legendary	3k_main_hero_generic_wood	2	2	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_historical_lady_zhu_beng	1	1.0000	true
3k_mtu_template_historical_lady_zou_yuan_hero_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_zou_yuan	3k_main_general_generic_water_strategist	2	2	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_historical_lady_zou	1	1.0000	true
3k_mtu_template_historical_lady_zou_yuan_hero_water	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_zou_yuan	3k_main_hero_generic_water_strategist	2	2	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_historical_lady_zou	1	1.0000	true
3k_main_template_historical_hua_xin_hero_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_hua_xin	3k_main_general_hua_xin_water	0	0	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_historical_hua_xin	1	1.0000	true
3k_main_template_historical_hua_xin_hero_water	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_hua_xin	3k_main_hero_hua_xin_water	0	0	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_historical_hua_xin	1	1.0000	true
3k_mtu_template_historical_qu_gong_hero_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_qu_gong	3k_main_general_generic_wood	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_historical_qu_gong	1	1.0000	true
3k_mtu_template_historical_qu_gong_hero_wood	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_qu_gong	3k_main_hero_generic_wood	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_historical_qu_gong	1	1.0000	true
3k_mtu_template_historical_trieu_quocdat_hero_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_main_ceo_initial_data_character_generic_m_earth_governor	3k_main_general_generic_earth	1	2	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_generic_envoy_earth	1	1.0000	true
3k_mtu_template_historical_trieu_quocdat_hero_earth	romance	3k_romance_death_distribution	3k_main_ceo_initial_data_character_generic_m_earth_governor	3k_main_hero_generic_earth	1	2	3k_main_rank_effect_set_romance_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_generic_envoy_earth	1	0.0500	true
3k_mtu_template_historical_yan_xiang_hero_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_yan_xiang	3k_main_general_generic_water_strategist	1	1	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_historical_yan_xiang	1	1.0000	true
3k_mtu_template_historical_yan_xiang_hero_water	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_yan_xiang	3k_main_hero_generic_water_strategist	1	1	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_historical_yan_xiang	1	1.0000	true
3k_mtu_template_historical_zhang_xun_hero_earth	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_gao_shun	3k_main_general_generic_earth	1	2	3k_main_rank_effect_set_records_earth_commander	3k_main_attribute_set_general_earth_records	3k_main_skillset_historical_zhang_xun	1	1.0000	true
3k_mtu_template_historical_zhang_xun_hero_earth	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_gao_shun	3k_main_hero_generic_earth	1	2	3k_main_rank_effect_set_romance_earth_commander	3k_main_attribute_set_general_earth_romance	3k_main_skillset_historical_zhang_xun	1	0.0500	true
3k_mtu_template_historical_zhang_bao_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_zhang_bao	3k_main_general_generic_fire	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_historical_zhang_bao	1	1.0000	true
3k_mtu_template_historical_zhang_bao_hero_fire	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_zhang_bao	3k_main_hero_generic_fire	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_historical_zhang_bao	1	1.0000	true
3k_main_template_historical_shen_pei_hero_water	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc05_ceo_initial_data_character_historical_shen_pei	3k_main_general_generic_wood	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_historical_shen_pei	1	1.0000	true
3k_main_template_historical_shen_pei_hero_water	romance	3k_romance_death_distribution	3k_dlc05_ceo_initial_data_character_historical_shen_pei	3k_main_hero_generic_wood	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_historical_shen_pei	1	1.0000	true
3k_main_template_historical_chunyu_qiong_hero_fire	historical	3k_standard_death_distribution_no_infant_mortality	3k_dlc05_ceo_initial_data_character_historical_chunyu_qiong	3k_main_general_generic_fire	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_fire_records	3k_main_skillset_historical_chunyu_qiong	1	1.0000	true
3k_main_template_historical_chunyu_qiong_hero_fire	romance	3k_romance_death_distribution	3k_dlc05_ceo_initial_data_character_historical_chunyu_qiong	3k_main_hero_generic_fire	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_fire_romance	3k_main_skillset_historical_chunyu_qiong	1	1.0000	true
3k_dlc05_template_generated_lady_zhang_jinglan_hero_metal	historical	3k_standard_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_zhang_jinglan	3k_main_general_generic_metal	0	0	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_metal_records	3k_main_skillset_historical_lady_zhang_jinglan	1	1.0000	true
3k_dlc05_template_generated_lady_zhang_jinglan_hero_metal	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_zhang_jinglan	3k_main_hero_generic_metal	0	0	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_metal_romance	3k_main_skillset_historical_lady_zhang_jinglan	1	1.0000	true
3k_main_template_historical_dong_bai_hero_metal	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_lady_dong_bai	3k_main_general_generic_water_strategist	0	3	3k_main_rank_effect_set_records_water_strategist	3k_main_attribute_set_general_water_records	3k_main_skillset_historical_lady_dong_bai	1	1.0000	true
3k_main_template_historical_dong_bai_hero_metal	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_lady_dong_bai	3k_main_hero_generic_water_strategist	0	3	3k_main_rank_effect_set_romance_water_strategist	3k_main_attribute_set_general_water_romance	3k_main_skillset_historical_lady_dong_bai	1	1.0000	true
3k_mtu_template_historical_wu_anguo_hero_wood	historical	3k_standard_death_distribution_no_infant_mortality	3k_mtu_ceo_initial_data_character_historical_wu_anguo	3k_main_general_generic_wood	1	1	3k_main_rank_effect_set_records_base	3k_main_attribute_set_general_wood_records	3k_main_skillset_historical_wu_anguo	1	1.0000	true
3k_mtu_template_historical_wu_anguo_hero_wood	romance	3k_romance_death_distribution	3k_mtu_ceo_initial_data_character_historical_wu_anguo	3k_main_hero_generic_wood	1	1	3k_main_rank_effect_set_romance_base	3k_main_attribute_set_general_wood_romance	3k_main_skillset_historical_wu_anguo	1	1.0000	true
