key	template_manager
3k_dlc04_ceo_initial_data_character_historical_liang_zhongning	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_ling_zheng	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_liu_chong	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_liu_hong_yuanzhuo	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_liu_pi	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_liu_xun_zitai	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_bao_shuming	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_boshe	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_ji_gongji	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_jun	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_jun_jicai	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_kang_brother	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_kang_jining	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_shang	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_yu	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_yu_zijia	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_lu_zhi	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_luo_jun_xiaoyuan	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_luo_tong_gongxu	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_ma_midi_wengshu	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_ma_xiang	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_ma_yuanyi	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_bi_lan_water	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_cao_ding_fire	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_duan_gui_ziyin_fire	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_emperor_ling_earth	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_emperor_shao_fire	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_emperor_xian_earth	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_empress_he_fire	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_gao_wang_water	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_guo_sheng_metal	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_han_kui_earth	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_li_song_fire	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_song_dian_earth	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_sun_zhang_wood	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_xia_yun_water	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_zhang_gong_wood	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_zhang_rang_earth	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_non_deployable_zhao_zhong_water	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_qiao_mao_yuanwei	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_qiao_xuan_gongzu	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_sima_ju	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_song_jian	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_tang_zhou	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_wang_guo	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_wu_ba	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_wu_qiong_deyu	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_xing_zhang	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_xue_zhou	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_xun_shuang_ciming	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_ying_feng_shishu	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_ying_qu_xiulian	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_ying_shao_zhongyuan	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_ying_xun_jiyu	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_ying_yang_delian	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_yuan_yi_boye	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhang_bao	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhang_jue	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhang_liang	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhang_mancheng	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhang_wen_boshen	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhao_hong	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhao_zhi	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhou_ang	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhou_bi_zhongyuan	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhou_shen	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhou_xin_daming	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zhou_yu_renming	character_ceo_manager
3k_dlc04_ceo_initial_data_character_historical_zong_yuan	character_ceo_manager
3k_dlc04_initial_data_faction_cao_cao	faction_ceo_manager
3k_dlc04_initial_data_faction_dong_zhuo	faction_ceo_manager
3k_dlc04_initial_data_faction_empress_he	faction_ceo_manager
3k_dlc04_initial_data_faction_liu_bei	faction_ceo_manager
3k_dlc04_initial_data_faction_liu_biao	faction_ceo_manager
3k_dlc04_initial_data_faction_lu_zhi	faction_ceo_manager
3k_dlc04_initial_data_faction_ma_teng	faction_ceo_manager
3k_dlc04_initial_data_faction_prince_liu_chong	faction_ceo_manager
3k_dlc04_initial_data_faction_sun_jian	faction_ceo_manager
3k_dlc04_initial_data_faction_tao_qian	faction_ceo_manager
3k_dlc04_initial_data_faction_yuan_shu	faction_ceo_manager
3k_dlc04_initial_data_faction_zhang_bao	faction_ceo_manager
3k_dlc04_initial_data_faction_zhang_jue	faction_ceo_manager
3k_dlc04_initial_data_faction_zhang_liang	faction_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_earth_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_fire_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_metal_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_water_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_f_wood_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_earth_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_fire_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_metal_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_water_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_agent	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_agent_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_envoy	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_envoy_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_general	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_general_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_governor	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_governor_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_minister	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_minister_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_villager	character_ceo_manager
3k_dlc05_ceo_initial_data_character_generic_bandit_m_wood_villager_legendary	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_cao_xing	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_chen_ji	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_cheng_yu	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_chunyu_qiong	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_diaochan	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_gao_shun	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_guo_si	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_guo_tu	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_han_dang	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_han_hao	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_hao_meng	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_hua_xin	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_ji_ling	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_ju_shou	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_lady_bian	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_lady_mi	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_li_jue	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_lou_gui	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_lu_lingqi	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_mao_jie	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_pang_ji	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_shen_pei	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_su_fei	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_tian_feng	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_tian_kai	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_wu_jing	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_xu_shao	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_xu_you	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_xue_li	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_yang_feng	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_yang_hong	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_yu_fan	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_yuan_huan	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_yuan_tan	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_zang_ba	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_zao_zhi	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_ze_rong	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_zhang_fang	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_zhang_hong	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_zhang_lu	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_zhang_miao	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_zhang_xiu	character_ceo_manager
3k_dlc05_ceo_initial_data_character_historical_zhang_zhao	character_ceo_manager
3k_dlc05_initial_data_character_historical_mi_fang	character_ceo_manager
3k_dlc05_initial_data_faction_lu_bu	faction_ceo_manager
3k_dlc05_initial_data_faction_sun_ce	faction_ceo_manager
3k_dlc06_ceo_initial_data_character_historical_shi_hui	character_ceo_manager
3k_dlc06_ceo_initial_data_character_historical_shi_kuang	character_ceo_manager
3k_dlc06_ceo_initial_data_character_historical_shi_wei	character_ceo_manager
3k_dlc06_ceo_initial_data_character_historical_shi_xin	character_ceo_manager
3k_dlc06_ceo_initial_data_character_historical_shi_zhi	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_metal_02	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_metal_02__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_water_01	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_water_01__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_water_02	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_water_02__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_wood_01	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_wood_01__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_wood_02	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_common_wood_02__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_earth	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_earth__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_fire	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_fire__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_metal	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_metal__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_water	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_water__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_wood	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_exceptional_wood__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_earth	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_earth__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_fire	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_fire__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_metal	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_metal__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_water	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_water__f	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_wood	character_ceo_manager
3k_dlc06_initial_data_character_generic_nanman_rare_wood__f	character_ceo_manager
3k_dlc06_initial_data_character_historical_nanman_ahuinan	character_ceo_manager
3k_dlc06_initial_data_character_historical_nanman_dailaidongzhu	character_ceo_manager
3k_dlc06_initial_data_character_historical_nanman_dongtuna	character_ceo_manager
3k_dlc06_initial_data_character_historical_nanman_jinhuansanjie	character_ceo_manager
3k_dlc06_initial_data_character_historical_nanman_king_duosi	character_ceo_manager
3k_dlc06_initial_data_character_historical_nanman_king_meng_huo	character_ceo_manager
3k_dlc06_initial_data_character_historical_nanman_king_mulu	character_ceo_manager
3k_dlc06_initial_data_character_historical_nanman_king_shamoke	character_ceo_manager
